planet_id,planet_name,star_id,planet_type,orbital_distance_au,mass,radius,gravity,temperature,water_percentage,atmosphere_type,resource_score,habitability_score
ca5bcaba91,Theta Orionis-c,b7c960e0,Rocky,0.5141,1.2241,1.0561,1.0975,384.72,30.93,Moderate,44.75,68.18
c6978ae190,Theta Orionis-d,b7c960e0,Desert,0.7317,0.2759,0.7063,0.553,322.48,1.43,Thin,37.25,65.94
528c9adeed,Theta Orionis-e,b7c960e0,Ocean,1.2374,2.7545,1.3552,1.4997,247.98,68.21,Moderate,42.56,92.44
6f4c3191dd,Theta Orionis-f,b7c960e0,Ice,1.7805,0.3571,0.7343,0.6624,206.73,39.39,Thin,29.88,66.45
53b158c15a,Theta Orionis-g,b7c960e0,Ice,3.1502,0.5728,0.8461,0.8002,155.42,23.62,Thin,25.74,34.26
f7d153331b,Theta Orionis-h,b7c960e0,Toxic World,6.6803,1.5074,1.1218,1.1979,106.73,1.45,Toxic,26.03,16.96
13aef6ca31,Theta Orionis-i,b7c960e0,Gas Giant,10.7535,21.7558,4.0827,1.3052,84.12,0.0,Hydrogen-Helium,33.76,12.41
fd1b1cc241,Theta Orionis-j,b7c960e0,Gas Giant,17.204,185.754,4.5448,8.9931,66.51,0.0,Hydrogen-Helium,31.64,0.65
8e4f2b92a9,Zeta Sagittarii-b,f8059c64,Desert,0.2884,1.0505,1.0134,1.0229,372.5,3.54,Moderate,36.27,59.78
d2221c63b0,Zeta Sagittarii-c,f8059c64,Toxic World,0.6298,0.8253,0.9477,0.919,252.06,9.93,Toxic,31.15,58.2
58485537f2,Zeta Sagittarii-d,f8059c64,Rocky,0.8908,1.1135,1.0294,1.0507,211.94,30.91,Moderate,47.71,76.37
c210ccb565,Zeta Sagittarii-e,f8059c64,Ice,1.9034,1.1432,1.041,1.055,144.99,29.94,Reducing,26.02,30.49
12bcf5a454,TESS-2991-b,bd331a31,Ice,0.3322,0.9888,0.9966,0.9955,89.88,12.14,Thin,26.19,25.42
fed976b404,Mu Bulge-b,4c43d31b,Ice,0.3943,0.73,0.9099,0.8817,53.47,13.21,Thin,37.56,22.64
d09086fbd5,Mu Bulge-c,4c43d31b,Gas Giant,0.6268,49.8268,4.2554,2.7516,42.41,0.0,Hydrogen-Helium,41.87,1.66
a06e6b20dd,Mu Bulge-d,4c43d31b,Ice,0.9897,1.5903,1.1493,1.2039,33.75,11.46,Reducing,34.63,18.29
a722e24a4a,Mu Bulge-e,4c43d31b,Ice,2.1534,1.4903,1.1272,1.173,22.88,7.83,Reducing,28.11,17.57
1748e3db3d,Mu Bulge-f,4c43d31b,Ice,4.6892,2.7266,1.3511,1.4936,15.51,8.31,Reducing,17.3,17.66
b4cc2210f1,Mu Bulge-g,4c43d31b,Gas Giant,10.4308,65.5688,4.3142,3.5228,10.4,0.0,Hydrogen-Helium,29.1,0.0
96413304f8,Mu Bulge-h,4c43d31b,Ice,18.4297,0.5037,0.814,0.7601,7.82,9.29,Thin,19.65,21.86
400ac39854,HD 122701-b,b47ab25f,Ice,0.4389,0.3677,0.7407,0.6702,64.35,17.68,Thin,28.91,23.97
8348937e31,HD 122701-c,b47ab25f,Ice,0.812,0.4947,0.8097,0.7546,47.31,10.22,Thin,26.68,22.04
4473e8783c,HD 122701-d,b47ab25f,Gas Giant,1.5644,2036.8941,5.1229,77.6132,34.09,0.0,Hydrogen-Helium,32.82,0.0
71822a70fe,HD 122701-e,b47ab25f,Gas Giant,2.3389,506.4637,4.7785,22.1798,27.88,0.0,Hydrogen-Helium,30.8,0.0
3832c6cffa,TESS-3146-b,77180e42,Lava World,0.455,1.3928,1.0936,1.1646,665.26,0.0,Thin,41.18,27.91
2715964379,TESS-3146-c,77180e42,Desert,0.8596,0.8583,0.9596,0.9321,483.98,0.15,Moderate,36.05,42.36
55e5513144,TESS-3146-d,77180e42,Rocky,1.5319,1.4961,1.1149,1.2036,362.54,37.34,Moderate,44.18,73.3
e232f5b4f0,Epsilon Persei-b,5435315e,Gas Giant,0.472,17.0018,4.0327,1.0455,45.13,0.0,Hydrogen-Helium,43.32,10.0
81d7893a73,HIP 191429-b,e67b1191,Toxic World,0.2298,2.9062,1.3481,1.5991,304.84,9.36,Toxic,35.01,58.21
89f259818b,HIP 191429-c,e67b1191,Rocky,0.4236,1.2278,1.057,1.099,224.53,24.78,Moderate,46.17,76.41
f24900b2ea,HIP 191429-d,e67b1191,Rocky,0.8409,0.3465,0.7511,0.6141,159.36,12.82,Thin,36.15,39.5
bb47e33822,Gamma Cygni-b,d36832b5,Rocky,0.2587,0.2785,0.7081,0.5554,329.57,21.11,None,36.8,66.38
5358b969af,Gamma Cygni-c,d36832b5,Super Earth,0.4984,9.7007,1.9772,2.4815,237.45,42.48,Dense,64.8,72.71
e0804819ef,Gamma Cygni-d,d36832b5,Rocky,0.9787,1.6706,1.1486,1.2663,169.45,17.08,Moderate,39.79,46.55
429bcb88a1,Gamma Cygni-e,d36832b5,Ice,1.7187,1.4188,1.1106,1.1502,127.87,34.45,Reducing,29.91,29.68
8e83767a17,Gliese 598.0-b,6c088403,Desert,0.2737,0.6289,0.8823,0.8079,321.67,2.27,Thin,31.92,66.27
a2ac10fa69,Gliese 598.0-c,6c088403,Super Earth,0.5359,5.5936,1.6761,1.991,229.88,57.68,Dense,55.94,78.26
7095ce8818,Gliese 598.0-d,6c088403,Rocky,0.9902,0.5559,0.8534,0.7633,169.12,9.37,Thin,34.6,41.69
1948d23f66,Gliese 598.0-e,6c088403,Rocky,1.8443,0.9194,0.9776,0.9621,123.92,2.35,Moderate,34.78,36.86
e12559ba57,Gliese 598.0-f,6c088403,Ice,3.5637,0.3227,0.7123,0.6361,89.15,18.35,Thin,27.01,26.59
8539a510f3,Gliese 598.0-g,6c088403,Ice,6.0103,1.24,1.0667,1.0899,68.64,11.09,Reducing,19.38,19.08
eed63f1a25,Gliese 598.0-h,6c088403,Gas Giant,11.4305,48.8127,4.251,2.7011,49.78,0.0,Hydrogen-Helium,28.07,1.99
c166c56a10,Gliese 598.0-i,6c088403,Gas Giant,16.4546,682.541,4.8504,29.0121,41.49,0.0,Hydrogen-Helium,26.66,0.0
69536c8c5d,Gliese 442.0-b,214ff5b3,Gas Giant,0.2533,1705.4064,5.0776,66.1468,56.75,0.0,Hydrogen-Helium,41.74,0.0
213d28cb1a,Gliese 442.0-c,214ff5b3,Ice,0.3836,0.6678,0.8859,0.8508,46.11,9.63,Thin,34.6,21.93
c22965a7bb,Gliese 442.0-d,214ff5b3,Gas Giant,0.6192,1755.2729,5.0849,67.885,36.29,0.0,Hydrogen-Helium,43.95,0.0
4101ffeef5,GDE-2358-b,e58f6e9b,Gas Giant,0.4509,3684.7459,5.277,132.3216,98.48,0.0,Hydrogen-Helium,44.43,3.85
494703b5bb,GDE-2358-c,e58f6e9b,Ice,0.6399,0.8258,0.9442,0.9263,82.67,14.02,Thin,38.09,25.07
7fe75a35d3,GDE-2358-d,e58f6e9b,Ice,0.9949,1.2815,1.0772,1.1043,66.3,10.27,Reducing,32.6,18.68
829b38808f,GDE-2358-e,e58f6e9b,Toxic World,1.4391,3.3542,1.4033,1.7032,55.13,1.51,Toxic,26.06,10.95
7807631065,GDE-2358-f,e58f6e9b,Gas Giant,2.1065,21.2751,4.0781,1.2792,45.56,0.0,Hydrogen-Helium,33.8,10.0
b3cbbbfa0f,Webb-5880-b,11ec1457,Ice,0.1807,0.3764,0.746,0.6765,130.66,40.16,Thin,39.43,35.1
523869b39d,Webb-5880-c,11ec1457,Ice,0.3075,1.9095,1.2142,1.2953,100.16,13.45,Reducing,28.43,22.71
83283c5f03,HR 232123-b,27f627fe,Gas Giant,0.3129,176.9108,4.5337,8.6068,69.04,0.0,Hydrogen-Helium,41.43,0.9
d838a33a7e,HR 232123-c,27f627fe,Ice,0.5948,1.993,1.2298,1.3177,50.08,5.72,Reducing,37.62,17.14
5f570a148c,GDE-7186-b,af669957,Ice,0.2907,1.3589,1.0964,1.1305,106.38,25.52,Reducing,33.86,25.74
42a5a2526d,GDE-7186-c,af669957,Ice,0.5318,0.6895,0.8945,0.8618,78.65,24.77,Thin,34.58,26.82
3b8355386d,GDE-7186-d,af669957,Gas Giant,1.0533,742.5141,4.8708,31.2967,55.89,0.0,Hydrogen-Helium,34.84,0.0
32848caad6,GDE-7186-e,af669957,Ice,1.7711,0.401,0.7602,0.6938,43.1,6.43,Thin,22.74,21.29
67ac29777a,GDE-7186-f,af669957,Gas Giant,3.1966,259.236,4.6212,12.1392,32.08,0.0,Hydrogen-Helium,31.2,0.0
3a9e5a9249,Lambda Cygni-b,ee22c265,Gas Giant,0.4112,50.8949,4.2599,2.8046,90.57,0.0,Hydrogen-Helium,47.63,4.36
780215e8dc,Lambda Cygni-c,ee22c265,Ice,0.7345,2.4006,1.3004,1.4195,67.76,17.01,Reducing,30.17,20.18
0f6a42ef2a,Lambda Cygni-d,ee22c265,Gas Giant,1.6786,364.713,4.7007,16.5052,44.83,0.0,Hydrogen-Helium,31.45,0.0
233396e6dd,Lambda Cygni-e,ee22c265,Ice,3.4439,0.5369,0.8298,0.7798,31.3,13.39,Thin,19.91,22.68
e108ff1470,Lambda Cygni-f,ee22c265,Ice,5.4335,1.0812,1.0237,1.0317,24.92,12.45,Reducing,22.19,18.49
ea08a493a4,Gliese 519.0-b,62f142e4,Gas Giant,0.4292,402.5543,4.724,18.0387,83.01,0.0,Hydrogen-Helium,39.75,2.3
adbb5e51b5,Gliese 519.0-c,62f142e4,Gas Giant,0.6436,1942.2589,5.1107,74.3602,67.8,0.0,Hydrogen-Helium,40.19,0.78
f14d640bca,HD 197655-b,822c2457,Gas Giant,0.4453,2936.4377,5.2175,107.8705,49.15,0.0,Hydrogen-Helium,44.12,0.0
aca4c7a066,HD 197655-c,822c2457,Gas Giant,0.7009,56.7319,4.2831,3.0925,39.18,0.0,Hydrogen-Helium,39.75,0.0
7bf8d3a7cb,HD 197655-d,822c2457,Gas Giant,1.194,15.549,4.0147,0.9647,30.02,0.0,Hydrogen-Helium,38.07,10.0
b631985446,HR 97954-b,8505d132,Gas Giant,0.4037,1103.4438,4.9683,44.7033,96.27,0.0,Hydrogen-Helium,46.72,3.63
92b2931676,HR 97954-c,8505d132,Ice,0.8463,0.897,0.9679,0.9575,66.49,17.86,Thin,27.99,24.22
b26a3e63b5,Theta Sagittarii-b,2b7c9993,Super Earth,0.4175,9.9422,1.9918,2.5061,217.85,49.8,Dense,63.98,72.04
785229f66e,Theta Sagittarii-c,2b7c9993,Rocky,0.5631,0.2037,0.6508,0.481,187.58,1.86,None,41.04,46.53
d1a4875df4,Theta Sagittarii-d,2b7c9993,Rocky,1.1258,1.5502,1.1257,1.2234,132.66,5.02,Moderate,39.38,38.27
6bc5bdd3ac,Theta Sagittarii-e,2b7c9993,Ice,1.9547,0.7192,0.9059,0.8765,100.68,30.24,Thin,24.81,30.12
75fbdfa678,Theta Sagittarii-f,2b7c9993,Gas Giant,3.7744,359.0619,4.6971,16.2748,72.45,0.0,Hydrogen-Helium,27.48,1.24
36efdaecc4,Epsilon Cygni-b,46e6691a,Toxic World,0.3656,2.168,1.2419,1.4056,102.1,4.57,Toxic,33.7,17.12
96c3c8286a,Epsilon Cygni-c,46e6691a,Ice,0.708,0.6233,0.8678,0.8277,73.37,22.89,Thin,38.84,25.92
17f878b4f4,Epsilon Cygni-d,46e6691a,Gas Giant,1.4496,253.7656,4.6163,11.9084,51.28,0.0,Hydrogen-Helium,38.26,0.0
d01443c5b5,Epsilon Cygni-e,46e6691a,Gas Giant,2.4742,72.3241,4.3354,3.8479,39.25,0.0,Hydrogen-Helium,33.85,0.0
31ceeb00eb,Epsilon Cygni-f,46e6691a,Ice,4.741,1.4297,1.1132,1.1537,28.35,9.43,Reducing,25.55,17.89
c8f42003e0,Epsilon Cygni-g,46e6691a,Ice,7.6564,2.9324,1.3809,1.5378,22.31,7.12,Reducing,20.95,17.17
8498b89f8f,Epsilon Cygni-h,46e6691a,Ice,12.6209,0.617,0.8651,0.8244,17.38,12.5,Thin,23.74,22.5
57e83a0fee,TESS-1547-b,8cc8bea1,Ice,0.1272,0.4601,0.7922,0.7331,87.3,16.86,Thin,37.88,26.1
1fc99a3a6f,Sigma Orionis-b,203928c6,Desert,0.4791,0.2673,0.7003,0.545,468.45,2.46,Thin,36.64,41.93
b1f4fb5b0d,Sigma Orionis-c,203928c6,Desert,0.6866,0.342,0.7485,0.6105,391.31,3.01,Thin,34.6,53.5
99b841f32e,Sigma Orionis-d,203928c6,Ocean,1.4993,3.1465,1.4104,1.5817,264.8,90.3,Moderate,38.42,97.52
0c516c0189,Sigma Orionis-e,203928c6,Rocky,2.0368,0.7927,0.9392,0.8986,227.2,10.87,Moderate,29.73,73.89
ee70302cc3,Sigma Orionis-f,203928c6,Rocky,3.8371,1.6721,1.1489,1.2668,165.53,19.99,Moderate,31.54,44.55
7dc3b38d15,Sigma Orionis-g,203928c6,Ice,7.9848,0.3954,0.757,0.6899,114.75,32.56,Thin,24.52,31.99
e980c1d0e0,PSR 246500-b,9396027d,Ocean,0.3116,0.7038,0.9,0.8689,255.78,55.25,Thin,33.34,87.63
02fcd79629,Kepler-2635a-b,533617b2,Gas Giant,0.2892,2903.708,5.2145,106.7878,68.22,0.0,Hydrogen-Helium,43.01,0.82
6637e33000,Kepler-2635a-c,533617b2,Gas Giant,0.6524,1315.9682,5.0122,52.3823,45.42,0.0,Hydrogen-Helium,40.14,0.0
a41b8d1792,Kepler-2635a-d,533617b2,Gas Giant,1.204,22.8898,4.0931,1.3663,33.44,0.0,Hydrogen-Helium,36.02,10.0
ba599dd612,Kepler-2635a-e,533617b2,Gas Giant,2.6169,3588.551,5.27,129.2085,22.68,0.0,Hydrogen-Helium,32.71,0.0
f54d770b4c,Kepler-2635a-f,533617b2,Gas Giant,5.3597,2233.7086,5.1466,84.3311,15.85,0.0,Hydrogen-Helium,31.12,0.0
3ccda642fc,HR 208303-b,f5a12cb1,Desert,0.4317,0.3788,0.7694,0.6398,465.46,1.55,Thin,34.51,42.15
f662164ad1,HR 208303-c,f5a12cb1,Super Earth,0.971,7.4933,1.8298,2.238,310.37,33.87,Dense,49.06,74.81
92c55418c0,HR 208303-d,f5a12cb1,Ocean,1.5552,2.6706,1.3427,1.4813,245.25,64.77,Moderate,32.84,91.47
18a0ef93a5,HR 208303-e,f5a12cb1,Ice,3.1667,2.0498,1.2403,1.3326,171.87,32.58,Reducing,29.8,37.73
96107e09dd,HR 208303-f,f5a12cb1,Ice,5.7207,0.4993,0.8119,0.7574,127.87,24.97,Thin,25.32,31.78
cfadda6bfe,HR 208303-g,f5a12cb1,Ice,10.7528,1.7338,1.1795,1.2462,93.27,27.55,Reducing,25.31,24.84
f19bc88499,HR 208303-h,f5a12cb1,Ice,14.7925,2.5685,1.3271,1.4584,79.52,10.31,Reducing,22.84,20.01
d4ef10792a,HR 208303-i,f5a12cb1,Gas Giant,23.266,157.342,4.5072,7.745,63.41,0.0,Hydrogen-Helium,34.19,0.34
f1e44a07c3,HR 208303-j,f5a12cb1,Gas Giant,34.7665,213.7336,4.5768,10.2035,51.87,0.0,Hydrogen-Helium,30.12,0.0
35bc982880,Kepler-9521-b,d0a60299,Gas Giant,0.2569,19.1837,4.0571,1.1655,106.73,0.0,Hydrogen-Helium,47.29,14.67
091a0971f3,Kepler-9521-c,d0a60299,Gas Giant,0.396,108.7678,4.4248,5.5554,85.97,0.0,Hydrogen-Helium,44.86,2.6
26e54e797e,Kepler-9521-d,d0a60299,Ice,0.7345,2.614,1.3341,1.4687,63.13,7.05,Reducing,33.75,17.72
8ceb2e71be,Kepler-9521-e,d0a60299,Gas Giant,1.4385,120.806,4.4481,6.1058,45.11,0.0,Hydrogen-Helium,36.71,0.0
3a9d9d239d,Theia II-b,2f9d083e,Desert,0.195,0.4139,0.7881,0.6665,322.3,2.78,Thin,35.62,66.25
949836ddd6,Theia II-c,2f9d083e,Toxic World,0.274,4.0385,1.4782,1.8481,271.88,2.34,Toxic,35.39,55.15
e73d2ebb04,Theia II-d,2f9d083e,Rocky,0.4843,1.3933,1.0937,1.1648,204.51,22.28,Moderate,46.36,71.84
d1ea924b2e,Webb-3229-b,e2d01aea,Ice,0.2094,0.3313,0.7179,0.6428,75.08,22.17,Thin,30.75,25.94
df4d5003fb,Webb-3229-c,e2d01aea,Ice,0.4542,2.0026,1.2316,1.3202,50.99,6.97,Reducing,31.43,17.39
4341f63fac,Webb-3229-d,e2d01aea,Ice,0.724,2.6321,1.3369,1.4727,40.38,6.43,Reducing,35.81,17.29
2875696fae,Webb-3229-e,e2d01aea,Gas Giant,1.4262,2488.8572,5.1745,92.9531,28.77,0.0,Hydrogen-Helium,33.07,0.0
d605e01f97,HR 92806-b,61bec44a,Desert,0.1999,1.2105,1.0529,1.0918,332.07,3.48,Moderate,36.06,67.34
09d006f6e3,HR 92806-c,61bec44a,Rocky,0.3841,0.1881,0.6369,0.4637,239.55,34.29,None,49.4,68.01
fbd050a4c2,HR 92806-d,61bec44a,Ice,0.5751,2.6539,1.3402,1.4776,195.78,39.17,Reducing,35.91,56.19
1a8909b48b,GDE-7169-b,0fadbf92,Ice,0.429,0.4052,0.7626,0.6967,70.83,17.1,Thin,34.0,24.5
aac1dae176,GDE-7169-c,0fadbf92,Ice,0.749,2.3718,1.2958,1.4126,53.61,6.49,Reducing,29.36,17.3
1d63bed7e4,GDE-7169-d,0fadbf92,Gas Giant,1.539,1345.5756,5.0178,53.4418,37.4,0.0,Hydrogen-Helium,33.32,0.0
6ec5a5c09b,GDE-7169-e,0fadbf92,Gas Giant,2.1539,434.125,4.7419,19.3071,31.61,0.0,Hydrogen-Helium,33.37,0.0
df14a6263f,GDE-7169-f,0fadbf92,Gas Giant,3.6463,55.7417,4.2793,3.0439,24.3,0.0,Hydrogen-Helium,34.57,0.0
d29a290b34,HD 195272-b,f27cc45d,Ice,0.4295,2.8244,1.3655,1.5148,43.89,10.36,Reducing,31.03,17.97
52d80462d5,HD 195272-c,f27cc45d,Gas Giant,0.7016,354.2937,4.6939,16.0802,34.34,0.0,Hydrogen-Helium,42.79,0.0
3bc34a31c2,HD 195272-d,f27cc45d,Gas Giant,1.1304,121.662,4.4496,6.1447,27.06,0.0,Hydrogen-Helium,36.82,0.0
7697809941,HD 195272-e,f27cc45d,Ice,2.3553,0.3718,0.7432,0.6732,18.74,8.1,Thin,19.04,21.62
06056ff423,HD 195272-f,f27cc45d,Gas Giant,4.4182,52.5147,4.2666,2.8848,13.68,0.0,Hydrogen-Helium,36.06,0.77
c03558ec59,HIP 252277-b,5329a15a,Rocky,0.1827,0.3261,0.7389,0.5972,221.79,21.2,Thin,38.25,72.42
002b8fd4d1,HIP 252277-c,5329a15a,Rocky,0.338,0.1868,0.6357,0.4622,163.07,9.67,None,37.89,30.35
04d53009ec,HIP 252277-d,5329a15a,Gas Giant,0.687,34.5276,4.1781,1.9779,114.38,0.0,Hydrogen-Helium,37.53,12.25
0d73fff76a,HIP 252277-e,5329a15a,Ice,1.0418,0.7671,0.9235,0.8994,92.88,12.2,Thin,26.84,25.73
18fb1a7fc4,HIP 252277-f,5329a15a,Ice,1.4431,0.3249,0.7137,0.6378,78.92,15.62,Thin,26.54,25.01
b77e0df9d5,Rho Bulge-b,a578783b,Ice,0.3888,0.3826,0.7496,0.6809,53.49,5.95,Thin,30.43,21.19
4ffceccb98,Rho Bulge-c,a578783b,Gas Giant,0.5896,112.3547,4.432,5.72,43.44,0.0,Hydrogen-Helium,40.92,0.0
af2731af83,Rho Bulge-d,a578783b,Gas Giant,1.2239,3777.5426,5.2836,135.317,30.15,0.0,Hydrogen-Helium,37.34,0.0
206492b401,Rho Bulge-e,a578783b,Toxic World,1.9979,1.3915,1.0969,1.1565,23.6,1.51,Toxic,23.56,12.3
b66612804d,Rho Bulge-f,a578783b,Ice,3.5859,1.8661,1.2058,1.2834,17.61,10.59,Reducing,22.91,18.12
8a2d12d26b,GDE-6420-b,85aca559,Ice,0.3122,1.0017,1.0005,1.0007,99.61,16.28,Reducing,35.08,23.22
22af4d3f69,GDE-6420-c,85aca559,Gas Giant,0.6441,3824.3873,5.2868,136.8263,69.34,0.0,Hydrogen-Helium,41.37,0.93
ad3eab4d89,GDE-6420-d,85aca559,Ice,1.1095,1.8115,1.1951,1.2683,52.84,15.74,Reducing,32.64,19.15
5d59fb5fa7,GDE-6420-e,85aca559,Ice,1.7422,0.3802,0.7482,0.6792,42.16,5.54,Thin,21.88,21.11
97d8002a0e,GDE-6420-f,85aca559,Gas Giant,3.0989,3268.1058,5.2455,118.7765,31.61,0.0,Hydrogen-Helium,27.33,0.0
720d60e3bc,GDE-6420-g,85aca559,Gas Giant,6.7463,656.4773,4.8409,28.0131,21.43,0.0,Hydrogen-Helium,34.57,0.0
f2f8581fa3,Kepler-2061-b,1756e17a,Gas Giant,0.3469,573.3157,4.8083,24.7981,49.85,0.0,Hydrogen-Helium,41.96,0.0
0a1dfc9457,Kepler-2061-c,1756e17a,Ice,0.677,0.4056,0.7628,0.697,35.68,10.06,Thin,27.16,22.01
83590ed487,Kepler-2061-d,1756e17a,Gas Giant,1.2853,28.268,4.1365,1.6521,25.9,0.0,Hydrogen-Helium,39.9,8.99
0cc399ed54,Kepler-2061-e,1756e17a,Ice,2.0066,0.9029,0.9698,0.96,20.73,13.29,Thin,24.71,22.66
0137a4bc80,Kepler-2061-f,1756e17a,Ice,4.062,0.3199,0.7104,0.6338,14.57,10.23,Thin,22.99,22.05
d5a26638f6,TESS-5798-b,26fb9c4d,Ice,0.4214,0.9493,0.9845,0.9794,204.6,23.47,Thin,38.84,62.11
3eb0faf107,TESS-5798-c,26fb9c4d,Rocky,0.9044,0.1465,0.5954,0.4133,139.66,22.35,None,33.9,28.11
0efd4aaccf,TESS-5798-d,26fb9c4d,Ice,1.7478,0.4173,0.7693,0.705,100.46,28.0,Thin,26.43,29.65
d3b169bcec,TESS-5798-e,26fb9c4d,Ice,3.6307,1.8276,1.1983,1.2728,69.7,24.3,Reducing,25.2,21.83
dfe90f3748,TESS-5798-f,26fb9c4d,Ice,7.8888,1.4239,1.1118,1.1518,47.29,12.76,Reducing,25.82,18.55
ac94618135,HD 190494-b,edc9d801,Rocky,0.4683,1.594,1.1341,1.2392,124.9,11.51,Moderate,45.58,38.79
471ffc6416,HD 190494-c,edc9d801,Gas Giant,0.7915,26.7312,4.125,1.571,96.07,0.0,Hydrogen-Helium,38.09,13.14
f2d5282f26,HD 190494-d,edc9d801,Ice,1.4236,0.5826,0.8504,0.8057,71.64,12.52,Thin,23.26,23.66
4a4a0b4dc8,HD 190494-e,edc9d801,Gas Giant,2.8243,801.1493,4.8894,33.5124,50.86,0.0,Hydrogen-Helium,27.06,0.0
6a45aa61ec,HD 190494-f,edc9d801,Gas Giant,4.887,34.3291,4.1769,1.9677,38.66,0.0,Hydrogen-Helium,30.33,6.88
2ca7e3cc0d,GDE-7399-b,071e610d,Ocean,0.146,2.9869,1.3886,1.5491,247.9,76.65,Moderate,45.37,93.79
1ba8a8b5b5,GDE-7399-c,071e610d,Ice,0.252,1.2868,1.0786,1.1061,188.66,24.92,Reducing,31.25,48.83
9be79bd664,GDE-7399-d,071e610d,Rocky,0.4765,0.5559,0.8534,0.7633,137.2,7.05,Thin,42.09,36.13
c6b6f6b4b0,GDE-7399-e,071e610d,Gas Giant,0.6331,244.8929,4.608,11.533,119.03,0.0,Hydrogen-Helium,36.28,5.9
11ba104c2b,GDE-7399-f,071e610d,Gas Giant,0.8904,1172.7104,4.9834,47.221,100.37,0.0,Hydrogen-Helium,44.03,4.04
b0b3ea7624,GDE-7399-g,071e610d,Gas Giant,1.2816,73.5156,4.339,3.9049,83.66,0.0,Hydrogen-Helium,34.45,2.37
3b169913bb,GDE-7399-h,071e610d,Gas Giant,2.4423,1283.5004,5.006,51.2177,60.6,0.0,Hydrogen-Helium,30.04,0.06
a17a7a74de,Alpha Persei-b,b03c9a63,Ice,0.1892,1.1553,1.0443,1.0595,203.52,47.22,Reducing,36.53,62.27
52cf652c57,Alpha Persei-c,b03c9a63,Rocky,0.3176,0.2425,0.6821,0.5211,157.08,29.3,None,44.6,35.57
28020f3d67,Alpha Persei-d,b03c9a63,Gas Giant,0.5857,705.2397,4.8583,29.8791,115.67,0.0,Hydrogen-Helium,41.02,5.57
075a905128,Alpha Persei-e,b03c9a63,Ice,1.0039,1.3492,1.094,1.1273,88.36,12.24,Reducing,29.16,21.29
052c77e4a3,Gaea-b,ec18573c,Ice,0.4723,0.6434,0.8761,0.8383,55.03,14.8,Thin,31.1,22.96
c90eeca46b,Gaea-c,ec18573c,Gas Giant,0.8368,655.0899,4.8404,27.9598,41.34,0.0,Hydrogen-Helium,44.19,0.0
4cb9207352,Gaea-d,ec18573c,Ice,1.9065,2.5814,1.3291,1.4613,27.39,6.51,Reducing,26.04,17.3
473b1c74d0,Gaea-e,ec18573c,Ice,3.5327,1.1399,1.0401,1.0538,20.12,7.46,Reducing,21.8,17.49
6b10b45b09,Kepler-7447c-b,59307c85,Desert,0.43,0.6108,0.8754,0.7971,457.88,1.87,Thin,36.21,43.26
8892ee6162,Kepler-7447c-c,59307c85,Desert,0.7626,0.5704,0.8594,0.7724,343.84,3.65,Thin,32.34,62.05
297bcff199,Kepler-7447c-d,59307c85,Rocky,1.0916,0.1717,0.6215,0.4447,287.39,10.5,None,32.65,64.33
320504c43f,Kepler-7447c-e,59307c85,Rocky,1.653,1.3475,1.0838,1.147,233.54,11.89,Moderate,36.69,74.73
29ef999dec,Nu Orionis-b,92ad9b56,Ice,0.1648,1.906,1.2135,1.2944,118.3,27.81,Reducing,35.9,27.39
8f734dbbe3,Nu Orionis-c,92ad9b56,Gas Giant,0.3215,411.2776,4.7291,18.3902,84.7,0.0,Hydrogen-Helium,41.04,2.47
07b85a0d8f,Nu Orionis-d,92ad9b56,Ice,0.6164,0.5935,0.8551,0.8117,61.16,8.31,Thin,31.31,21.78
b88dbaed9b,Nu Orionis-e,92ad9b56,Gas Giant,0.9631,119.523,4.4457,6.0474,48.93,0.0,Hydrogen-Helium,37.91,0.0
3edb63b451,Upsilon Orionis-b,09f83e94,Ice,0.3387,1.1581,1.045,1.0605,64.42,19.78,Reducing,36.0,20.4
737bd0735d,Gamma Cygni-b,87c8e661,Toxic World,0.1471,4.8028,1.5517,1.9946,546.26,0.17,Toxic,39.91,21.72
ec36c4508f,Gamma Cygni-c,87c8e661,Desert,0.2973,0.8373,0.9532,0.9215,384.23,1.66,Moderate,33.47,57.4
8737f6ce71,Gamma Cygni-d,87c8e661,Rocky,0.6084,0.1417,0.5901,0.4071,268.59,5.08,None,34.9,61.38
671fb36525,Gamma Cygni-e,87c8e661,Ocean,0.9078,2.389,1.2986,1.4167,219.88,90.75,Moderate,38.8,94.14
aa428a3c3c,Gamma Cygni-f,87c8e661,Ice,1.9479,1.9843,1.2282,1.3154,150.1,46.02,Reducing,34.28,34.21
1c00cbd9eb,Gamma Cygni-g,87c8e661,Gas Giant,3.1721,249.8507,4.6127,11.7429,117.62,0.0,Hydrogen-Helium,36.55,5.76
38be91dce0,Gamma Cygni-h,87c8e661,Ice,6.7402,2.0093,1.2329,1.322,80.69,20.81,Reducing,26.37,22.23
89a8be9361,Gamma Cygni-i,87c8e661,Gas Giant,15.2148,16.2716,4.0238,1.005,53.71,0.0,Hydrogen-Helium,27.54,10.0
b0daf63ac0,Nu Bulge-b,9a8edaf5,Lava World,0.1979,2.6887,1.3061,1.5761,659.55,0.0,None,46.79,20.48
b75850c68d,Nu Bulge-c,9a8edaf5,Rocky,0.3448,0.1546,0.604,0.4236,499.63,7.42,None,46.39,32.93
