civilization_id,name,year,population,tech_level,energy_source,kardashev_rating,stability_score,corruption_score,innovation_score,government_type
b619dd5fb5,Scientific Thranan Union,100,183986239.5495351,9.568,Galactic Energy Grid,2.9762,79.5829256283514,12.062955787707946,61.46626233662791,Technocracy
e3ba98a843,Unified Valoid Council,100,3648138265.4260216,10.0,Galactic Energy Grid,2.9778,75.40893699161143,12.236238815349362,73.67342450116128,Scientific Council
50f9748c73,Scientific Vesperex Union,100,9861942449.242058,10.0,Galactic Energy Grid,2.9778,75.64210648988411,12.965989826812656,67.60173541209095,Scientific Council
3e1c9fe27e,Cygnian Directorate,100,681765008.7696685,9.853,Galactic Energy Grid,2.9773,77.76012321891854,11.492797634251055,65.22028279389858,AI Governance
cb16d2a5bc,Gamma-cygnis Directorate,100,1612997987.2095888,10.0,Galactic Energy Grid,2.9778,75.60796265155945,12.91119334139732,62.23154516081615,Technocracy
340e3912e2,Cygnite Directorate,100,15100812594.723465,9.614,Galactic Energy Grid,2.9764,80.17494949674429,13.093263669237693,68.8099135301503,Scientific Council
6ebb371c3c,The Tau-galacticis Federation,100,4010919845.9459753,9.991,Galactic Energy Grid,2.9778,79.06975817244415,12.468060424783534,29.944790607355188,Collective
1b37c066da,Valis Commonwealth,100,11482664101.418737,7.8351,Dyson Swarm,2.0692,78.44775560467552,13.367263083864998,48.8636060549444,Democracy
f4a721a47f,Gamma-galacticis Directorate,100,2486886208.667187,8.339,Dyson Swarm,2.0713,78.33136025843847,12.766469359117266,75.38216432564836,Technocracy
63d8758b53,The Aurelex Federation,100,15030567593.702097,6.0348,Fusion,1.2604,78.83923375947717,13.447737782513435,43.39269286970465,Democracy
415811daec,Solian Directorate,100,2985352791.534463,8.818,Dyson Sphere,2.4733,75.79986252315852,12.584014933126092,27.230848101312027,Monarchy
cb312b9d86,Aurelex Directorate,100,6424518746.138869,10.0,Galactic Energy Grid,2.9778,47.04818352901279,12.43780168499849,76.32282119335885,Scientific Council
53dc64803e,Scientific Orionian Union,100,10731312956.006094,10.0,Galactic Energy Grid,2.9778,69.05799714423273,13.392688609272597,67.10792365820026,Scientific Council
5b3c302325,Scientific Bulgian Union,100,12815663835.282051,10.0,Galactic Energy Grid,2.9778,80.2835417857161,13.20860196964152,82.79477152595328,Scientific Council
947f74a852,Allied Sagittariite Systems,100,138767239.03386235,9.804,Galactic Energy Grid,2.9771,76.47289001440335,11.90189014671445,57.26595388257641,Technocracy
7df05aba52,Unified Sagittarian Council,100,13189721407.324356,10.0,Galactic Energy Grid,2.9778,77.42839746422126,13.648723981648612,62.7066350053187,Scientific Council
e23dc5e375,Republic of Galactician,100,8366316339.723374,7.3291,Antimatter,1.6669,80.07626005624468,13.275834044349548,31.442667085481713,Monarchy
77811a2fa9,Gaeian Directorate,100,15146465393.227379,8.473,Dyson Swarm,2.0719,79.824028553939,13.391200929804757,37.19861784657804,Federation
4a9574c523,Scientific Kaelumite Union,100,283790407.3220457,10.0,Galactic Energy Grid,2.9778,79.90908188320944,12.358589558482475,63.98689811149227,Technocracy
e99c95009e,Merex Directorate,100,335802312.7220267,10.0,Galactic Energy Grid,2.9778,74.47882036755993,11.37142209324264,74.4786641215271,AI Governance
6957a14d13,Xenian Directorate,100,13490666219.275478,9.958,Galactic Energy Grid,2.9777,80.99912635243581,13.141884200663352,50.020819643524334,Collective
2a34070c99,Consolidated Persean Worlds,100,309346718.5105307,9.75,Galactic Energy Grid,2.9769,77.83015902016913,12.403427411338537,55.95974072339163,Scientific Council
4c67325ea2,Unified Persean Council,100,100431998.48330066,9.971,Galactic Energy Grid,2.9777,79.50899706375178,12.358835968078015,80.59626129021599,Technocracy
8eadd942b0,Scientific Phi-perseis Union,100,6306921921.4668045,9.3,Dyson Sphere,2.4752,78.16193993027099,11.963589642727706,57.59367789177902,AI Governance
d2f4557294,Perseian Directorate,100,5772509067.894325,8.74,Dyson Swarm,2.073,80.15459031358078,12.92674848876026,64.87523808466972,Technocracy
6657429a7c,Unified Ignis-ivis Council,100,1737762987.1796691,10.0,Galactic Energy Grid,2.9778,80.05413875487912,12.19158528991121,48.814953891761675,Federation
5f5ebcf2f5,Solari Directorate,100,4974623125.347187,8.764,Dyson Swarm,2.0731,79.06529357638348,12.662388364135278,32.16053389399697,Monarchy
5578b4053f,Unified Zylaris Council,100,15153321808.705114,10.0,Galactic Energy Grid,2.9778,75.87286020715985,14.117426266141848,28.04131074466614,Monarchy
095464621d,Cygnan Commonwealth,100,12385232190.32896,10.0,Galactic Energy Grid,2.9778,68.27337536807028,12.89557703134257,60.19267550613904,Scientific Council
22e010a52d,Unified Cygnite Council,100,4038914888.0876555,8.989,Dyson Sphere,2.474,79.33060713236961,13.584233786857862,66.72399391707404,Technocracy
a987357567,Scientific Thranite Union,100,4320939326.004001,10.0,Galactic Energy Grid,2.9778,78.33795582396017,13.6500814953076,44.50048082577267,Collective
cf1fb521d7,Allied Sagittarian Systems,100,1678006194.1549115,10.0,Galactic Energy Grid,2.9778,78.133875561957,12.14583375858772,40.887259788398254,Scientific Council
0895acc0af,Sagittarian Directorate,100,9499321743.122622,9.528,Galactic Energy Grid,2.9761,73.85491765243749,12.51485572093412,58.35636940829804,Technocracy
cd650c58ff,Gamma-sagittariis Directorate,100,967387215.9847382,10.0,Galactic Energy Grid,2.9778,78.90207033218248,11.654706903835727,67.68392331448642,AI Governance
208f64f5f9,Scientific Sagittarian Union,100,15149751397.030262,8.766,Dyson Swarm,2.0731,81.04761426496755,12.183059566068248,65.87050693791568,AI Governance
a03b53100a,Orionex Directorate,100,985841885.3237854,10.0,Galactic Energy Grid,2.9778,81.03254960985029,11.91148900263703,61.1810603504347,Scientific Council
2640424e04,Unified Aurelan Council,100,4331693937.664016,10.0,Galactic Energy Grid,2.9778,82.05300280252793,11.947484048017404,60.006536202736804,AI Governance
ad899b1ed9,The Meran Federation,100,9983270866.880922,8.0,Dyson Swarm,2.0699,78.0300979298634,14.148985611063807,36.802584492613285,Collective
b53d4251d2,Meroid Directorate,100,3946287846.1224356,9.987,Galactic Energy Grid,2.9778,48.84654868087517,12.791998664194761,74.31520081754616,Scientific Council
2b4452e77b,Soloid Directorate,100,5226654097.1136465,10.0,Galactic Energy Grid,2.9778,76.84725455070979,12.256830578957278,74.6560405975866,Democracy
7994a1ada7,Unified Bulgan Council,100,11843603413.52118,8.25,Dyson Swarm,2.071,58.54034558002121,28.575272596174468,12.626947902066998,Monarchy
2b100070c5,Bulgite Directorate,100,2724489643.1363707,10.0,Galactic Energy Grid,2.9778,77.2890567172415,12.793635427327988,67.16853543117902,Technocracy
984d4d4161,Consolidated Vesperan Worlds,100,12707867656.53997,8.019,Dyson Swarm,2.07,80.55291762038931,13.817469332003615,67.98014469904354,Technocracy
04b742dd38,The Perseian Federation,100,10530658429.392607,6.4025,Fusion,1.2623,79.97983535420441,12.686231760248571,50.76791475392011,Democracy
82f9ee8fb4,The Valoid Federation,100,5230654837.250412,9.01,Dyson Sphere,2.4741,80.04189962043885,13.912307885693775,41.71083725230222,Collective
08d81107e6,Zylarian Directorate,100,15104037048.818216,9.951,Galactic Energy Grid,2.9776,77.52756186299028,12.231558800510292,68.77539366530121,AI Governance
38a2dd884c,Allied Sagittariian Systems,100,7279626591.2896595,7.282,Antimatter,1.6667,72.35432935499499,12.385316955494002,28.54488711207194,Federation
1c90d82c80,Cygnian Directorate,100,4744184164.963194,7.4021,Antimatter,1.6672,75.88907952787412,13.422812124980283,66.56218259739877,Scientific Council
a067552faf,Consolidated Ian Worlds,100,438125430.58629155,8.044,Dyson Swarm,2.0701,80.12000906254771,12.884696508443628,65.36496349724516,Scientific Council
c6642b2284,Scientific Gaea-is Union,100,2236201569.840387,10.0,Galactic Energy Grid,2.9778,76.9423059197323,13.133653503567217,30.333212014121287,Monarchy
a222a74ae8,Zelex Directorate,100,3255988395.0169573,10.0,Galactic Energy Grid,2.9778,91.03012184188044,8.121227985575608,80.81512798143689,Scientific Council
c235dc422c,Scientific Kaeluman Union,100,6161560524.308784,9.801,Galactic Energy Grid,2.9771,80.68594984064733,13.217630257648317,72.27706915269597,Scientific Council
9dbca7c528,Unified Vesperari Council,100,1228677457.6971424,10.0,Galactic Energy Grid,2.9778,75.90215070477078,12.485371907587997,70.46499719091557,Scientific Council
f714a79195,Scientific Orionian Union,100,3161797199.3290377,9.292,Dyson Sphere,2.4752,79.23164037193433,12.677227634295495,46.313785719322496,Collective
f6221e08e8,Orionian Directorate,100,11995521235.315298,10.0,Galactic Energy Grid,2.9778,78.6006723336515,12.776879589075516,44.374778044386105,Collective
f0cb6b0a91,Xenoid Directorate,100,3968806381.2444158,8.792,Dyson Swarm,2.0732,80.1895600782879,12.823526157488878,69.43533838276642,Scientific Council
609e70586f,Scientific Kaeluman Union,100,13093584660.673513,9.656,Galactic Energy Grid,2.9766,77.42500573096179,13.692011643901058,81.5694403113592,Technocracy
a866d8dcfc,Zelis Directorate,100,8832563056.160954,9.563,Galactic Energy Grid,2.9762,79.11796740631159,12.136313961636299,74.42379268560761,AI Governance
26a6b7dcc3,Consolidated Valan Worlds,100,11106861282.259056,9.735,Galactic Energy Grid,2.9768,62.98450993470627,12.093251395255706,47.7143071176775,AI Governance
7be35390be,Scientific Valan Union,100,10968719839.948357,8.558,Dyson Swarm,2.0723,47.007496212142115,27.999607432881266,60.44864913953309,Technocracy
87f864fe83,Unified Thranari Council,100,117729152.64622647,9.954,Galactic Energy Grid,2.9776,80.53811243450967,11.162540432474925,65.0920761687698,AI Governance
3ba7df6ae1,Scientific Thranite Union,100,6761078656.239916,10.0,Galactic Energy Grid,2.9778,80.69464707524074,13.349844444700825,70.41857421056963,Scientific Council
edb45b6eec,Unified Kaelumoid Council,100,15137670668.194843,10.0,Galactic Energy Grid,2.9778,76.38660975129172,13.452021409876032,38.05442842724132,Collective
fe5ce1f2b8,Consolidated Kaelumari Worlds,100,15124057457.837395,8.568,Dyson Swarm,2.0723,76.80486521325464,13.080975872102783,40.62981764033033,Federation
a31575c86a,Unified Orionex Council,100,5666121554.514513,8.031,Dyson Swarm,2.07,75.9181264908686,12.367678937302014,64.48242683065281,Scientific Council
7652ec5c8d,Unified Theta-perseis Council,100,12372911279.12666,9.973,Galactic Energy Grid,2.9777,78.85817572706611,12.683652632474963,67.73557137248577,Technocracy
98fbfa35fa,Sigma-orionis Commonwealth,100,2221792822.099991,7.414,Antimatter,1.6673,77.89902290006434,12.964979610085898,43.419043371361305,Democracy
f0ada7121c,Consolidated Solex Worlds,100,7614892053.498047,9.717,Galactic Energy Grid,2.9768,74.80851723238686,12.571578698211923,28.364710206440083,Federation
6eb9b1daf2,Scientific Xenite Union,100,4476268786.777701,10.0,Galactic Energy Grid,2.9778,76.10267788362697,12.820628522712582,25.236050942013794,Monarchy
07a0027478,The Vesperis Federation,100,5826760710.707348,6.1563,Fusion,1.261,77.3060720582386,12.530314053665641,54.37769987721886,Scientific Council
187eb0978f,Scientific Merite Union,100,1805949188.995069,10.0,Galactic Energy Grid,2.9778,79.98513329374856,12.075527331371294,66.3578027130348,Scientific Council
8bd71d17f7,Unified Xenis Council,100,688191043.611664,9.545,Galactic Energy Grid,2.9761,80.59516207463345,12.86714885704956,62.50020738554222,Scientific Council
7f4ec7825c,Allied Soloid Systems,100,762665048.8923866,8.0,Dyson Swarm,2.0699,79.14215760118923,13.66325941768228,22.759818819705504,Monarchy
a1d0ea467a,Unified Meris Council,100,6276192936.999663,10.0,Galactic Energy Grid,2.9778,77.99562571120829,12.743414666252168,73.40666726888577,Scientific Council
71d820677a,The Zylaran Federation,100,208932651.7808452,5.8153,Fusion,1.2592,80.23836581260171,11.279383365610538,54.11694578324455,AI Governance
6d2f3e5ed1,Aurelari Directorate,100,11200067253.856873,10.0,Galactic Energy Grid,2.9778,80.40269691905756,13.123627380437586,52.22146848199447,Democracy
3339448f7c,Xenan Directorate,100,7240334981.081794,10.0,Galactic Energy Grid,2.9778,77.83734254907172,12.524561545166243,72.21647618620479,Technocracy
be3191b575,Scientific Eta-galacticis Union,100,6227733602.102967,9.498,Dyson Sphere,2.476,77.22340744076585,12.620256890582873,37.19201658854932,Federation
63f01adf18,Consolidated Galacticite Worlds,100,1843061538.3398356,6.6951,Antimatter,1.6638,76.9150048067063,12.286507526497859,25.329130471989195,Federation
b75dce1421,Allied Bulgite Systems,100,560544024.6212198,5.7322,Fusion,1.2587,79.07330432198304,12.625654675981323,67.19122193346885,Technocracy
4c8e6a8540,Allied Bulgan Systems,100,11300531096.758463,8.031,Dyson Swarm,2.07,67.31706100606874,12.719967902704163,38.33636151274103,Collective
76c64a14d6,Unified Orionoid Council,100,1008237435.5453979,8.906,Dyson Sphere,2.4737,75.90251588705542,12.41977286478653,58.2643394488159,Scientific Council
517cb43ce0,Scientific Solan Union,100,325877652.42042726,10.0,Galactic Energy Grid,2.9778,78.36482597589254,13.16606591012151,31.57680243990308,Monarchy
d378f96d17,Kaelumian Commonwealth,100,3692605178.8965397,8.58,Dyson Swarm,2.0723,76.4867713173476,12.910596220455712,44.90831268093733,Scientific Council
7664b6b371,Orionian Directorate,100,8815035768.959335,9.704,Galactic Energy Grid,2.9767,76.25448116968737,12.754654972761553,88.85682704660206,Technocracy
739bb87006,Unified Aurelex Council,100,6232696456.890316,10.0,Galactic Energy Grid,2.9778,80.50478460236697,12.505386302610582,62.44983139837236,Scientific Council
8853384409,Unified Kaelumex Council,100,5013721386.263498,9.802,Galactic Energy Grid,2.9771,80.67672715910798,12.854115814656566,70.07505213584986,Technocracy
bda6417e80,Scientific Persean Union,100,119027827.1692172,8.254,Dyson Swarm,2.071,80.05424707916131,12.796609337774516,89.8722997288039,Technocracy
56cd534bb7,The Persean Federation,100,1565079506.7574284,8.021,Dyson Swarm,2.07,79.0689784207853,12.277966445377555,67.91036646629517,Technocracy
c6e77e6789,Persean Directorate,100,1812904112.5853515,10.0,Galactic Energy Grid,2.9778,76.51909753247446,11.7649293205051,71.86712633314175,AI Governance
ac4afd4a27,Perseite Directorate,100,4807215305.816132,8.843,Dyson Sphere,2.4734,77.6274794203563,11.939498672345,69.41000264987788,AI Governance
778b8b68c3,Scientific Aurelex Union,100,15107297011.088118,10.0,Galactic Energy Grid,2.9778,78.58644742491586,12.96352519202648,33.68091577061739,Monarchy
c5213edcba,Scientific Meran Union,100,1706876673.9943936,8.235,Dyson Swarm,2.0709,78.05664016162365,12.20133633003504,66.36111081757629,Scientific Council
37b8da7a55,Zylaris Directorate,100,2333113865.45287,10.0,Galactic Energy Grid,2.9778,75.494601708787,12.487893101157384,45.90304593686004,Federation
c1803ec34d,Aurelari Directorate,100,15169699686.326176,9.324,Dyson Sphere,2.4753,79.92764970929468,12.877313105554121,62.23699112892822,Scientific Council
d957806d32,Galactician Commonwealth,100,2306697192.284513,9.12,Dyson Sphere,2.4745,78.5427787636297,13.157802904351055,57.12640366150835,Technocracy
fcda05fc4e,Unified Sigma-galacticis Council,100,11260518107.757986,10.0,Galactic Energy Grid,2.9778,80.37452387926267,12.844421106501963,75.2911233422419,Scientific Council
2320e9a617,Galactican Directorate,100,2964439562.337285,9.489,Dyson Sphere,2.4759,79.54243565595169,12.285127968467828,74.01812399954822,Scientific Council
75a58165a0,The Galactican Federation,100,1568604941.755963,5.1932,Fusion,1.2556,79.63509104919804,12.077552310282092,32.30742491472173,Scientific Council
d5f12251b2,Unified Xenian Council,100,3636103794.63653,9.9644,Galactic Energy Grid,2.9771,79.93004200144759,12.277079131411682,58.14987593457707,Democracy
b4221d6e15,Unified Xenis Council,100,3813395694.1401563,10.0,Galactic Energy Grid,2.9778,80.18443897815027,12.611694502512437,42.82232357889621,Collective
b3ddaf54de,Unified Zylarex Council,100,5786148507.220585,10.0,Galactic Energy Grid,2.9778,80.11454052915187,12.815615941592805,64.14439172869074,Technocracy
fa8159dac5,Unified Xenian Council,100,6639817236.6403885,9.603,Galactic Energy Grid,2.9764,77.39672459107622,13.417391134422218,30.752159522646426,Monarchy
02e103d2b6,Dominion of Thranari,100,9324043529.80052,9.678,Galactic Energy Grid,2.9766,77.6228263744061,13.281933402401755,60.90807991760281,Scientific Council
b0eb206a08,The Thranis Federation,100,2616610138.2729053,5.6455,Fusion,1.2582,78.39202387283488,12.461955292327023,43.96210693889644,Democracy
529174abfd,Unified Meroid Council,100,10216104318.256687,10.0,Galactic Energy Grid,2.9778,80.75725469543377,12.544920308313852,77.718885052837,Scientific Council
658cf93cc4,Unified Zylarian Council,100,4492978005.471299,10.0,Galactic Energy Grid,2.9778,79.71809335540092,12.464284444391215,84.59128011951333,Technocracy
3b106fa102,Unified Perseian Council,100,14574655737.605303,7.6622,Antimatter,1.6684,79.7260253126231,13.370386364827297,46.57407056222406,Democracy
cb6235e194,Allied Phi-perseis Systems,100,9200125049.00031,10.0,Galactic Energy Grid,2.9778,77.5518170617052,13.1164506878176,22.66280042716216,Monarchy
6a9427ac16,Consolidated Prometheian Worlds,100,4032638449.383562,7.246,Antimatter,1.6665,80.31758738107091,12.95337626333053,44.810796224220226,Democracy
094756ff65,Unified Vesperis Council,100,2738158931.765341,10.0,Galactic Energy Grid,2.9778,80.24099063882426,12.251487410552297,52.85996442686117,Scientific Council
e07661a882,Aurelari Directorate,100,3220665604.40167,10.0,Galactic Energy Grid,2.9778,76.11750587347389,13.280321561396637,65.08959208045512,Technocracy
d340e67e88,Scientific Aurelan Union,100,15075033327.976986,8.349,Dyson Swarm,2.0714,78.86761067173421,13.195167503850467,57.942038499637704,Democracy
78635879d1,Scientific Priman Union,100,2492488893.315129,10.0,Galactic Energy Grid,2.9778,77.2141046380394,12.400475486560792,69.34545695551778,Scientific Council
71f4e16f01,Primite Directorate,100,3066389348.1414657,9.836,Galactic Energy Grid,2.9772,77.49922724558466,12.705875033314467,53.720929458931494,Democracy
62149b123f,Scientific Sagittarian Union,100,1873844499.9853926,9.757,Galactic Energy Grid,2.9769,78.70320740291379,12.439396589313812,39.333617847077534,Collective
4c3eb31272,Iota-sagittariis Directorate,100,4049030332.522787,9.717,Galactic Energy Grid,2.9768,80.1677504688087,12.278124263264733,92.97703650322833,Technocracy
460d2edc1f,Sagittarian Directorate,100,4761428697.346837,8.848,Dyson Sphere,2.4734,80.57376884238109,13.074849631217973,66.90004139433778,Scientific Council
6c40e5c997,Orionite Directorate,100,1014864480.3699651,9.88,Galactic Energy Grid,2.9774,78.66658225357853,12.73119331259269,74.90920144178514,Technocracy
ce97697488,Scientific Orionian Union,100,2924101831.7503033,10.0,Galactic Energy Grid,2.9778,80.73504691206638,13.824701820789002,37.35039114979798,Collective
4df0d9ee3b,Scientific Orionite Union,100,5163854125.548229,9.575,Galactic Energy Grid,2.9762,80.83527309990257,12.0542131625048,59.42357965096274,AI Governance
5a236efd3f,Beta-bulgis Commonwealth,100,4999582118.416456,10.0,Galactic Energy Grid,2.9778,78.1190269696288,13.293342487517553,61.978115653139994,Scientific Council
b8c054770f,Beta-bulgis Directorate,100,4322132173.699196,10.0,Galactic Energy Grid,2.9778,50.0,12.341777234293083,79.32334714659663,Technocracy
1bc76d1c73,Consolidated Orionis Worlds,100,5344336484.881138,7.7441,Antimatter,1.6688,28.34861553651463,12.804218697589416,44.08199050667352,Collective
1c4722b997,Unified Orionite Council,100,7723625558.461785,10.0,Galactic Energy Grid,2.9778,76.41464311745386,12.886572134573568,70.80591541187185,Scientific Council
0e67dd57aa,Unified Valis Council,100,916136446.6927801,8.345,Dyson Swarm,2.0714,78.25365290809357,11.557438128495814,59.21605863963953,AI Governance
88977397af,Zylarex Directorate,100,559556777.0536081,10.0,Galactic Energy Grid,2.9778,50.0,12.313153843833064,72.25831570942282,AI Governance
84a3d643c9,Scientific Orionis Union,100,5529673784.819172,9.158,Dyson Sphere,2.4747,80.60552496768295,12.561698311014057,69.39007171224225,Technocracy
19190c022d,Allied Zylaris Systems,100,4294006964.4559126,8.102,Dyson Swarm,2.0703,81.13341786498526,12.318850973936186,59.53232502216885,Scientific Council
cadd62d564,Allied Aurelite Systems,100,2341188059.729332,10.0,Galactic Energy Grid,2.9778,79.32998266574194,12.465517281160778,21.823905271271496,Monarchy
d0016e25b4,The Meran Federation,100,9172491382.740547,8.38,Dyson Swarm,2.0715,61.02640961732587,12.880862260362155,15.956748063876852,Collective
724362e429,Zeloid Commonwealth,100,10432582716.83006,5.2756,Fusion,1.2561,72.15502314100767,12.952279108320013,38.27304127884619,Democracy
2b478a564d,Aurelian Commonwealth,100,1508986909.706142,5.6293,Fusion,1.2581,77.77108360378512,12.489952518961726,37.757744591963515,Democracy
999c5041c4,Scientific Aureliis Union,100,259128592.64563972,9.44,Dyson Sphere,2.4757,76.5024621046474,11.866332000180403,82.44691007276805,Technocracy
06f00def5a,Scientific Aureliite Union,100,2431056471.558857,8.33,Dyson Swarm,2.0713,76.86499146988217,12.646865100620136,77.69061670275383,Technocracy
23582772c8,Orionite Directorate,100,6630917807.105469,10.0,Galactic Energy Grid,2.9778,75.52330104310214,11.964594775694305,65.34953950738539,AI Governance
61397f1d85,Solari Directorate,100,9960261990.100655,10.0,Galactic Energy Grid,2.9778,75.28138997689858,12.485714970906743,68.23703992905025,Technocracy
ca40b2e629,Scientific Solex Union,100,14317229169.691637,8.09,Dyson Swarm,2.0703,75.48804885976058,12.66045187558407,49.27077677742125,Collective
80d9c3cc28,Vesperian Directorate,100,11267329536.911648,10.0,Galactic Energy Grid,2.9778,73.97537441527494,13.948765408493461,26.56588154227443,Monarchy
bcfcfb49cf,Scientific Thranex Union,100,6904160674.206604,9.538,Galactic Energy Grid,2.9761,79.91906855734099,13.344615802886334,80.98352379218004,Technocracy
9568bafb15,Chi-bulgis Directorate,100,6532259106.64634,9.604,Galactic Energy Grid,2.9764,75.90950184718605,13.109233865385779,44.08536918083804,Federation
47e406daef,Bulgian Directorate,100,13179039662.992413,10.0,Galactic Energy Grid,2.9778,75.3696470451942,12.631395056301894,35.092185433210986,Collective
ad47c2dda3,Bulgite Commonwealth,100,7710144622.304601,5.9017,Fusion,1.2597,75.46201991079121,12.48403846902669,42.240834216859625,Democracy
096fc37df4,Scientific Vesperoid Union,100,9288086063.931997,7.6671,Antimatter,1.6684,76.87358277235474,13.882744992341653,35.11466735285412,Collective
0b6029ea29,Scientific Vesperis Union,100,3453180834.939161,9.668,Galactic Energy Grid,2.9766,76.40474831306761,11.907653902338774,72.42337292259036,AI Governance
0ed21e60e5,Orionan Directorate,100,2449565796.719997,10.0,Galactic Energy Grid,2.9778,77.7216120200074,12.889808248822149,72.60501793992871,Technocracy
5a9f1f61c7,Scientific Merex Union,100,6163972581.031178,10.15,Galactic Energy Grid,2.9778,76.05024142345688,13.375798171213063,78.97286982346043,Technocracy
02fd90e690,Allied Meris Systems,100,2468940218.1429377,9.104,Dyson Sphere,2.4744,79.823673841775,13.169717959392589,52.92254000197538,Scientific Council
3557fb1c6f,Allied Kaelumex Systems,100,805197906.3319223,9.586,Galactic Energy Grid,2.9763,78.43704590608935,12.085062545839008,37.70159544770285,Democracy
61550040fc,Unified Aurelian Council,100,611125819.6627046,10.0,Galactic Energy Grid,2.9778,80.21553753000548,11.960292605268785,72.04738727372084,Scientific Council
f0fcb8f048,The Valari Federation,100,3480207169.6684885,10.0,Galactic Energy Grid,2.9778,76.77732130535965,12.376817691710485,47.820840669154705,Scientific Council
691ec52085,The Zelian Federation,100,2925462931.4191775,10.0,Galactic Energy Grid,2.9778,58.617939063200524,27.274398599233308,37.692279914584674,Scientific Council
9a629191f0,Allied Orionan Systems,100,2206012389.4067893,9.422,Dyson Sphere,2.4757,50.0,11.819517031850626,43.956811392961626,Technocracy
33e625a829,Aureloid Directorate,100,5182082582.830454,10.0,Galactic Energy Grid,2.9778,79.9906648191344,13.522277331354559,73.81233933256102,Technocracy
b91403ddc4,Consolidated Merari Worlds,100,7401921396.316898,7.7501,Antimatter,1.6688,71.5223637193262,13.282471745064068,71.49777443429878,Technocracy
71073d1e77,Scientific Xenex Union,100,15088361557.58918,8.38,Dyson Swarm,2.0715,78.19384438677318,12.949087275088353,40.33967204660815,Federation
58a2b00e32,Consolidated Persean Worlds,100,2714502123.741919,8.765,Dyson Swarm,2.0731,45.91926375832752,13.854465651420604,23.183204019112953,Monarchy
03fca7f787,Perseian Commonwealth,100,331706291.7676085,10.0,Galactic Energy Grid,2.9778,76.659465166028,12.127531591473602,33.81958442867951,Federation
939c53fc68,Scientific Perseian Union,100,14368096424.586325,10.0,Galactic Energy Grid,2.9778,78.69196601317238,12.173267874289516,57.93182926802454,AI Governance
dc652af4e1,Cygnan Commonwealth,100,993785793.4465687,10.0,Galactic Energy Grid,2.9778,79.4420062713796,13.022842079212609,52.22517953456336,Scientific Council
98e5a44c50,Cygnan Directorate,100,2953534720.7079315,10.0,Galactic Energy Grid,2.9778,78.63253670076297,12.539227500122712,66.55423530337109,Technocracy
e1017ed35e,Cygnan Directorate,100,1705735957.3769844,10.0,Galactic Energy Grid,2.9778,76.9333976889401,13.150746603012216,48.484165429966154,Collective
ee6f8a466e,Cygnian Commonwealth,100,3177669748.2414284,8.985,Dyson Sphere,2.474,79.38684572573817,12.302490385075245,62.62805653762442,Technocracy
bc259c8444,Scientific Kaelumian Union,100,1001695942.1535991,9.293,Dyson Sphere,2.4752,76.27959705056188,11.61559205802106,64.86937678304268,AI Governance
fc41667c54,Kaeluman Directorate,100,2186681307.7912283,10.0,Galactic Energy Grid,2.9778,76.44911748786016,11.82409721689023,74.14467856056916,AI Governance
b4e38b5ba0,Scientific Bulgian Union,100,1463401090.1028996,10.0,Galactic Energy Grid,2.9778,60.68999442650906,27.09258017509598,42.16167521427899,Scientific Council
ed8eb43829,Omega-bulgis Directorate,100,2537625958.0087442,10.0,Galactic Energy Grid,2.9778,75.77116964443717,11.819114670027087,63.55724553987256,AI Governance
2d7a6c7193,Unified Omega-bulgis Council,100,3811892453.7574983,10.0,Galactic Energy Grid,2.9778,80.5986163454322,11.950404052580657,60.324194840342855,AI Governance
c4d87c45ee,Unified Bulgite Council,100,13195213863.536526,10.0,Galactic Energy Grid,2.9778,76.59971389588436,13.656622346368334,81.57073721269698,Technocracy
62a7129a59,Unified Bulgian Council,100,5896909666.68817,10.0,Galactic Energy Grid,2.9778,81.6511434837523,12.08346243868859,51.09963033394815,AI Governance
1e3994853e,Consolidated Thranian Worlds,100,564590332.9127789,10.0,Galactic Energy Grid,2.9778,76.39224651593568,13.830100937836793,23.728404733235248,Monarchy
b28f9ec7d4,Scientific Thranari Union,100,6765654475.233375,10.0,Galactic Energy Grid,2.9778,79.20442214638781,12.410981978300754,71.17565627022225,Technocracy
634ad45f7e,Scientific Aurelan Union,100,2981728664.151981,8.64,Dyson Swarm,2.0726,80.6702233415261,13.302503954363392,64.50899775893406,Scientific Council
75912c8e4c,Kaelumari Directorate,100,7923795151.013951,10.0,Galactic Energy Grid,2.9778,76.91016395476339,13.36292589797429,73.20563977756936,Scientific Council
d07bc4ae63,Scientific Valian Union,100,15148876301.224306,8.192,Dyson Swarm,2.0707,76.39919591414785,13.205714063855812,53.713761788551686,Scientific Council
9696ce2491,Scientific Vesperari Union,100,3255856680.749961,10.0,Galactic Energy Grid,2.9778,77.163376431272,13.146322487170398,75.69548786196306,Technocracy
7036dbff3e,Scientific Orionite Union,100,14995755946.783306,5.3052,Fusion,1.2563,75.0923829474466,13.158213239291936,43.31412007746762,Collective
c98968025a,Orionan Directorate,100,10026442466.576628,7.7351,Antimatter,1.6687,80.8062933245843,13.151643084774985,48.04761920577957,Federation
9d449a31b9,Consolidated Omega-cygnis Worlds,100,14426554001.545208,6.2316,Fusion,1.2614,79.69550802988944,12.669842592438687,25.684668527992486,Collective
12f8de3472,Thranari Commonwealth,100,5720256899.785781,5.1563,Fusion,1.2554,94.49805398472556,3.042772897750556,67.96406822535735,Technocracy
