star_id,star_name,region,betweenness_centrality,strategic_value_score,neighbors_count
042ce967,HIP 218139,Core,1.2e-05,0.03,3
f8c6eeef,HR 202512,Orion Arm,1.2e-05,0.03,4
2b588cf5,Mu Bulge,Core,1.2e-05,0.03,5
e90ac907,Chi Bulge,Core,1.2e-05,0.03,5
2f705062,TESS-1066a,Core,1.4e-05,0.03,3
7356be09,HIP 91588,Cygnus Arm,1.2e-05,0.03,2
5a6feec9,Zeta Galacticis,Disk Background,1.2e-05,0.03,5
d2fe295c,Gliese 520.0,Core,1.2e-05,0.03,4
e01906e3,Lambda Bulge,Core,1.4e-05,0.03,3
4c8ab099,Beta Bulge,Core,1.2e-05,0.03,3
25ca2697,Phi Galacticis,Disk Background,1e-05,0.02,3
f3ea4fd4,Cronus,Perseus Arm,1e-05,0.02,4
14b2600f,Webb-9145,Core,1e-05,0.02,3
10fef2f7,Epsilon Orionis,Orion Arm,8e-06,0.02,5
4d5639e8,Gliese 876.0,Core,8e-06,0.02,3
7bffbd1a,Gaia-9163,Core,8e-06,0.02,5
ca42f12c,Gliese 326.0,Cygnus Arm,8e-06,0.02,5
114225de,GDE-4643,Core,1e-05,0.02,3
c7017b6e,GDE-2207b,Sagittarius Arm,1e-05,0.02,5
2f87947a,PSR 266392,Cygnus Arm,1e-05,0.02,4
19aac56b,HIP 228220,Sagittarius Arm,1e-05,0.02,4
8c2f26da,Webb-971,Core,8e-06,0.02,4
5a9ad0d4,Gaia-271,Sagittarius Arm,1e-05,0.02,3
c95f4364,Psi Bulge,Core,1e-05,0.02,2
f436e82c,Beta Orionis,Orion Arm,1e-05,0.02,6
8505d132,HR 97954,Perseus Arm,4e-06,0.01,2
5329a15a,HIP 252277,Sagittarius Arm,4e-06,0.01,5
92ad9b56,Nu Orionis,Orion Arm,6e-06,0.01,7
6d433985,PSR 25029,Perseus Arm,6e-06,0.01,5
eefc5767,PSR 224304,Perseus Arm,4e-06,0.01,4
7f51e176,HR 275025,Core,6e-06,0.01,4
dcc771d9,Zeta Bulge,Core,6e-06,0.01,5
9f05fe7b,Gliese 444.0,Sagittarius Arm,4e-06,0.01,5
8a275897,GDE-3818,Perseus Arm,4e-06,0.01,4
d819aef8,Webb-8501,Perseus Arm,4e-06,0.01,5
c1877943,Kepler-3908,Cygnus Arm,4e-06,0.01,5
e2b444b8,Rho Cygni,Cygnus Arm,4e-06,0.01,7
8c6c8901,HR 249292,Core,6e-06,0.01,4
fc890aa7,HR 17032,Sagittarius Arm,4e-06,0.01,6
b4d131d9,Gamma Sagittarii,Sagittarius Arm,4e-06,0.01,3
362c4daa,PSR 150721,Sagittarius Arm,4e-06,0.01,4
8ce2a06e,Gaia-3981b,Core,6e-06,0.01,4
c4d0dd0c,GDE-1903,Orion Arm,6e-06,0.01,4
84767f1c,HR 233059,Sagittarius Arm,4e-06,0.01,5
ec2b6c68,Gliese 357.0,Core,4e-06,0.01,3
abd87d06,TESS-8562,Sagittarius Arm,4e-06,0.01,3
549a4949,Eta Sagittarii,Sagittarius Arm,4e-06,0.01,5
1212d714,HIP 280040,Core,0.0,0.0,3
26815867,Gaia-8662,Orion Arm,0.0,0.0,6
8f82d3b5,Kepler-9979b,Sagittarius Arm,0.0,0.0,3
f69b317e,HD 131673,Orion Arm,0.0,0.0,0
a20cdf05,PSR 64400,Core,0.0,0.0,206
1bf94b9c,Iota Galacticis,Disk Background,0.0,0.0,4
850c3810,Lambda Bulge,Core,0.0,0.0,2
1fd4797d,HD 82516,Disk Background,0.0,0.0,0
2a478f10,Gaia-1477,Core,0.0,0.0,4
d5ba3da8,Kepler-3298,Disk Background,0.0,0.0,0
29debf93,Kepler-1900,Perseus Arm,0.0,0.0,0
3345c976,HR 213196,Core,0.0,0.0,1
786ed7da,TESS-5154,Core,2e-06,0.0,3
bc8b8122,Eta Bulge,Core,0.0,0.0,3
6473ca1f,Gliese 912.0,Core,0.0,0.0,1
1da6419e,Gliese 195.0,Perseus Arm,0.0,0.0,3
2f81b056,Gaia-6318b,Perseus Arm,0.0,0.0,2
65140e7f,Kappa Cygni,Cygnus Arm,0.0,0.0,3
c2048382,Phi Sagittarii,Sagittarius Arm,2e-06,0.0,3
90b67f0c,Gliese 147.0,Orion Arm,0.0,0.0,4
81ec4b80,Webb-4358,Core,0.0,0.0,3
0b5f3c94,Gamma Orionis,Orion Arm,0.0,0.0,207
ec3d7b27,Gliese 630.0,Disk Background,0.0,0.0,1
9e91243e,HIP 221977,Sagittarius Arm,0.0,0.0,2
80efa36c,Sigma Persei,Perseus Arm,0.0,0.0,3
368a8d7b,Webb-9180d,Sagittarius Arm,0.0,0.0,207
d7d8cf00,HD 224764,Orion Arm,2e-06,0.0,9
cb10b9d5,Webb-639,Disk Background,0.0,0.0,4
4957ccf6,Uranus,Sagittarius Arm,0.0,0.0,2
406368a5,Rhea,Perseus Arm,2e-06,0.0,3
a868061e,HR 263317,Perseus Arm,0.0,0.0,2
6eed1243,GDE-592a,Perseus Arm,0.0,0.0,3
e9cf5c2b,GDE-4109,Disk Background,0.0,0.0,1
d45ea293,Upsilon Persei,Perseus Arm,0.0,0.0,206
04b4a59c,Gaia-2971,Sagittarius Arm,0.0,0.0,206
f3d3a853,HR 71844,Core,0.0,0.0,0
72d08d61,Pi Galacticis,Disk Background,0.0,0.0,0
ce948281,HR 287667,Sagittarius Arm,0.0,0.0,2
9b029d06,GDE-378,Core,0.0,0.0,206
164ae00a,Eta Persei,Perseus Arm,0.0,0.0,3
8ecaeab8,HR 274852,Disk Background,0.0,0.0,0
acc9a13b,HIP 43276,Cygnus Arm,0.0,0.0,3
c41d7cc7,Nu Bulge,Core,0.0,0.0,3
114cacd4,HR 194384,Disk Background,0.0,0.0,0
fa5ddb9a,Solaria,Core,0.0,0.0,0
30b8f337,Kepler-5387a,Disk Background,0.0,0.0,2
0f3b2aa7,Mu Cygni,Cygnus Arm,0.0,0.0,3
5e8cf4c1,Alpha Cygni,Cygnus Arm,0.0,0.0,0
b2426014,GDE-6532,Core,0.0,0.0,2
07d00cb9,Webb-4955,Core,0.0,0.0,1
6071d019,GDE-9633,Core,0.0,0.0,4
c2e8b8f3,Gaia-6341,Core,0.0,0.0,2
e78ba692,Zeta Galacticis,Disk Background,0.0,0.0,206
1f6c64eb,HR 133030,Disk Background,0.0,0.0,0
59b14a3c,TESS-4001,Disk Background,2e-06,0.0,4
3fab5cd5,HR 153927,Perseus Arm,0.0,0.0,2
3283abe6,HIP 91257,Orion Arm,0.0,0.0,1
c3421be7,HD 233861,Core,0.0,0.0,4
4b0f0d92,Gliese 139.0,Core,0.0,0.0,4
85b3973d,Gliese 414.0,Orion Arm,0.0,0.0,3
f8059c64,Zeta Sagittarii,Sagittarius Arm,0.0,0.0,0
bd331a31,TESS-2991,Cygnus Arm,0.0,0.0,3
4c43d31b,Mu Bulge,Core,0.0,0.0,3
b47ab25f,HD 122701,Perseus Arm,0.0,0.0,1
e67b1191,HIP 191429,Sagittarius Arm,0.0,0.0,208
214ff5b3,Gliese 442.0,Core,0.0,0.0,3
e58f6e9b,GDE-2358,Sagittarius Arm,0.0,0.0,4
11ec1457,Webb-5880,Core,0.0,0.0,0
af669957,GDE-7186,Cygnus Arm,0.0,0.0,4
ee22c265,Lambda Cygni,Cygnus Arm,0.0,0.0,3
62f142e4,Gliese 519.0,Cygnus Arm,0.0,0.0,2
203928c6,Sigma Orionis,Orion Arm,0.0,0.0,209
9396027d,PSR 246500,Sagittarius Arm,0.0,0.0,4
533617b2,Kepler-2635a,Sagittarius Arm,0.0,0.0,1
d0a60299,Kepler-9521,Orion Arm,0.0,0.0,3
2f9d083e,Theia II,Sagittarius Arm,0.0,0.0,1
e2d01aea,Webb-3229,Orion Arm,0.0,0.0,1
61bec44a,HR 92806,Sagittarius Arm,0.0,0.0,5
f27cc45d,HD 195272,Cygnus Arm,0.0,0.0,2
85aca559,GDE-6420,Orion Arm,0.0,0.0,4
1756e17a,Kepler-2061,Orion Arm,0.0,0.0,2
26fb9c4d,TESS-5798,Core,0.0,0.0,209
b03c9a63,Alpha Persei,Perseus Arm,0.0,0.0,3
59307c85,Kepler-7447c,Core,0.0,0.0,207
9a8edaf5,Nu Bulge,Core,0.0,0.0,2
c973d2e2,Webb-1115,Perseus Arm,0.0,0.0,1
2b7fa0d2,Tau Galacticis,Disk Background,0.0,0.0,207
6bbf77b5,Webb-7123,Cygnus Arm,0.0,0.0,3
b2688685,Gliese 758.0,Perseus Arm,0.0,0.0,4
ef2ea28a,Sigma Cygni,Cygnus Arm,0.0,0.0,2
160fb3bb,Iota Sagittarii,Sagittarius Arm,0.0,0.0,207
1f5f96df,TESS-1112,Perseus Arm,0.0,0.0,2
239e9f6e,Gaia-116,Disk Background,0.0,0.0,0
3d29e56b,Gaia-4813,Disk Background,0.0,0.0,0
dd6fd373,Chi Bulge,Core,0.0,0.0,1
0b94ec1a,Webb-387,Sagittarius Arm,0.0,0.0,3
7c2a7994,Webb-1026,Core,0.0,0.0,1
7c2d6a19,Pi Cygni,Cygnus Arm,0.0,0.0,4
9f4a1c32,TESS-2769b,Disk Background,0.0,0.0,1
0830cbed,Kepler-7797,Disk Background,0.0,0.0,206
01dda016,Tenebris,Sagittarius Arm,0.0,0.0,1
812a30fe,PSR 43377,Core,0.0,0.0,1
d7f3d497,Theta Bulge,Core,0.0,0.0,206
5d2da97a,Omicron Bulge,Core,0.0,0.0,3
6c4e4824,GDE-7593,Perseus Arm,0.0,0.0,2
79ec7930,Lambda Cygni,Cygnus Arm,0.0,0.0,1
f92fc03e,Psi Sagittarii,Sagittarius Arm,0.0,0.0,208
c1c7e2ce,HIP 217370,Perseus Arm,0.0,0.0,2
8524e506,Elysium II,Cygnus Arm,0.0,0.0,2
00df01a2,HR 38926,Sagittarius Arm,0.0,0.0,3
c5f5030b,Webb-8028,Core,0.0,0.0,3
a4ac28df,Chi Bulge,Core,0.0,0.0,2
e7d83957,Alpha Sagittarii,Sagittarius Arm,0.0,0.0,4
05438d53,Zeta Sagittarii,Sagittarius Arm,0.0,0.0,4
000fc54a,Gaia-2495,Disk Background,0.0,0.0,1
5a546022,Gliese 904.0,Core,0.0,0.0,0
c2b6beeb,HD 177896,Disk Background,0.0,0.0,2
998e9b84,HR 222792,Core,0.0,0.0,3
de38b088,Gaia-2698,Orion Arm,0.0,0.0,2
5d295f95,Rho Cygni,Cygnus Arm,0.0,0.0,206
5c65e9ff,HIP 177516,Disk Background,0.0,0.0,3
9c236564,Novis III,Core,0.0,0.0,2
73ebb462,Webb-1274,Orion Arm,0.0,0.0,3
770abe37,Gaia-3033,Sagittarius Arm,0.0,0.0,2
311927b0,Gamma Sagittarii,Sagittarius Arm,0.0,0.0,207
fbb17682,HIP 272048,Core,2e-06,0.0,3
ca20c5d6,Gliese 372.0,Disk Background,0.0,0.0,0
2e27cac0,Omicron Cygni,Cygnus Arm,0.0,0.0,4
35d04528,HIP 269021,Cygnus Arm,0.0,0.0,0
4d0a7980,Beta Sagittarii,Sagittarius Arm,0.0,0.0,1
18b7e715,HD 277727,Perseus Arm,0.0,0.0,3
ea707b16,TESS-2841,Core,0.0,0.0,3
33b9b258,HIP 288720,Cygnus Arm,0.0,0.0,207
a7851a37,Webb-3705,Cygnus Arm,0.0,0.0,206
9c76de8d,HIP 275039,Sagittarius Arm,0.0,0.0,4
83f02fd1,Gliese 2.0,Perseus Arm,0.0,0.0,206
5759e30c,Webb-3325,Core,0.0,0.0,0
15a7f31f,HD 93123,Perseus Arm,0.0,0.0,1
5caca8b8,Mu Cygni,Cygnus Arm,0.0,0.0,3
b6e83c30,HD 25896,Cygnus Arm,0.0,0.0,4
1334250b,HR 213675,Core,0.0,0.0,2
8ae1a0f7,PSR 267831,Cygnus Arm,0.0,0.0,3
a752370d,Mu Cygni,Cygnus Arm,0.0,0.0,3
02cc6626,Webb-6766,Sagittarius Arm,0.0,0.0,3
cfeb39ad,Mu Bulge,Core,0.0,0.0,0
08c6dfdb,Tau Sagittarii,Sagittarius Arm,0.0,0.0,5
08983574,Webb-9059,Sagittarius Arm,0.0,0.0,207
68661557,PSR 246824,Core,0.0,0.0,1
c3700890,Sigma Bulge,Core,0.0,0.0,0
e6a8e6a5,TESS-8202d,Cygnus Arm,0.0,0.0,3
45ce99fd,Kepler-6671c,Orion Arm,0.0,0.0,2
369e452f,Omega Orionis,Orion Arm,0.0,0.0,3
5c2535b3,TESS-6338,Core,2e-06,0.0,2
a333a525,Sigma Orionis,Orion Arm,0.0,0.0,3
7dce77da,Webb-6199,Cygnus Arm,0.0,0.0,207
56f3a3b6,Delta Orionis,Orion Arm,0.0,0.0,208
e9b7af78,Upsilon Cygni,Cygnus Arm,0.0,0.0,3
ab37e057,Tau Sagittarii,Sagittarius Arm,0.0,0.0,2
8f8174ae,HIP 55641,Core,2e-06,0.0,5
38fde882,Gliese 503.0,Core,0.0,0.0,1
77b2233b,Omega Persei,Perseus Arm,0.0,0.0,3
775c658a,HD 61024,Core,0.0,0.0,4
44231028,HR 15666,Sagittarius Arm,0.0,0.0,1
103f991a,Lambda Cygni,Cygnus Arm,0.0,0.0,1
3126c7ad,Psi Cygni,Cygnus Arm,0.0,0.0,1
fff60de8,Gliese 837.0,Disk Background,0.0,0.0,3
e0db1f3f,Gaia-6340,Core,0.0,0.0,0
0a119398,Gliese 486.0,Sagittarius Arm,0.0,0.0,1
dc19cee1,Kappa Bulge,Core,0.0,0.0,3
023024ca,PSR 156692,Perseus Arm,0.0,0.0,206
34bc9ab9,Zeta Cygni,Cygnus Arm,0.0,0.0,2
dc600992,TESS-9709,Orion Arm,0.0,0.0,210
613f5597,Phi Persei,Perseus Arm,0.0,0.0,5
e93cced9,Kepler-7006,Perseus Arm,0.0,0.0,4
1ed10005,HD 253466,Disk Background,0.0,0.0,0
59e56112,Chi Cygni,Cygnus Arm,0.0,0.0,4
5371fcd4,GDE-7733,Perseus Arm,0.0,0.0,206
7890837c,GDE-640,Cygnus Arm,0.0,0.0,1
7990111d,Iota Orionis,Orion Arm,0.0,0.0,3
7c15adf4,HR 156115,Perseus Arm,0.0,0.0,1
da943616,Kappa Persei,Perseus Arm,0.0,0.0,4
a1a777f9,Kepler-1264,Cygnus Arm,0.0,0.0,2
44bbae6a,Nu Galacticis,Disk Background,0.0,0.0,0
7844b55a,Gliese 383.0,Core,2e-06,0.0,4
2c6bfa9e,HIP 140864,Cygnus Arm,0.0,0.0,1
8bbb3a73,Atlas Prime,Cygnus Arm,0.0,0.0,4
2114b124,TESS-7967,Sagittarius Arm,0.0,0.0,0
afb836f1,HIP 75641,Disk Background,0.0,0.0,0
f01824dd,Upsilon Galacticis,Disk Background,0.0,0.0,0
94da746d,Gaia-7710,Core,0.0,0.0,3
7cf8fac2,HD 91199,Core,0.0,0.0,3
811709f6,PSR 209294,Orion Arm,2e-06,0.0,4
9c6e9026,Phi Persei,Perseus Arm,0.0,0.0,1
90bc1479,Gaia-4968,Perseus Arm,0.0,0.0,0
6ce89aae,HR 13543,Cygnus Arm,0.0,0.0,3
dc65b160,TESS-1650,Perseus Arm,0.0,0.0,5
3630a31c,HIP 161611,Disk Background,0.0,0.0,3
9ef225c5,Psi Persei,Perseus Arm,0.0,0.0,2
74faa1ba,Gliese 400.0,Perseus Arm,0.0,0.0,0
e1d71e82,Kepler-8206,Sagittarius Arm,0.0,0.0,0
8df9f477,Gliese 922.0,Core,0.0,0.0,1
9fc7ed10,Astraea,Cygnus Arm,0.0,0.0,1
c300631a,Gliese 396.0,Orion Arm,0.0,0.0,3
1340ed09,Selene Prime,Perseus Arm,0.0,0.0,3
53281e80,HIP 298883,Cygnus Arm,2e-06,0.0,5
6856e7d8,Iota Sagittarii,Sagittarius Arm,0.0,0.0,4
0a04a69f,TESS-837,Cygnus Arm,0.0,0.0,4
3803da09,Xylar,Cygnus Arm,0.0,0.0,4
8fdc40ab,HR 261084,Orion Arm,0.0,0.0,3
1b0f3131,Kepler-164b,Core,0.0,0.0,1
6dbea2e3,PSR 177462,Core,0.0,0.0,1
7767fc3d,Webb-1154,Disk Background,0.0,0.0,0
7fcb4210,Gliese 376.0,Cygnus Arm,0.0,0.0,1
824af0f3,GDE-4698,Disk Background,0.0,0.0,0
0c60f83d,Beta Bulge,Core,0.0,0.0,207
e80c473b,Gliese 394.0,Disk Background,0.0,0.0,1
bc6adea4,HIP 262773,Disk Background,0.0,0.0,0
83dbec5f,GDE-4747,Core,0.0,0.0,0
d569811c,Kepler-977,Disk Background,0.0,0.0,0
bc454e95,HR 279209,Sagittarius Arm,2e-06,0.0,5
c2ed2f91,PSR 203691,Sagittarius Arm,0.0,0.0,1
a439a8b7,Gaia-9421,Disk Background,0.0,0.0,1
e5cc1727,Lambda Sagittarii,Sagittarius Arm,2e-06,0.0,4
c965e50b,Delta Orionis,Orion Arm,0.0,0.0,3
d15c6065,PSR 164030,Orion Arm,0.0,0.0,3
5ae497f6,TESS-3301,Disk Background,0.0,0.0,3
e5779426,HR 13196,Cygnus Arm,0.0,0.0,3
3401baf3,Kepler-2096c,Cygnus Arm,0.0,0.0,3
6c359789,Iota Cygni,Cygnus Arm,2e-06,0.0,2
2f2aea5a,TESS-9863d,Core,0.0,0.0,0
de056509,Pi Sagittarii,Sagittarius Arm,0.0,0.0,2
51932a4c,HR 104924,Sagittarius Arm,0.0,0.0,206
da0c926c,Chi Bulge,Core,0.0,0.0,3
6153e43f,GDE-683,Sagittarius Arm,0.0,0.0,3
528eaf0f,Gliese 128.0,Core,0.0,0.0,3
89ab3f2b,Nu Sagittarii,Sagittarius Arm,2e-06,0.0,5
b0c841e9,Chi Galacticis,Disk Background,0.0,0.0,5
08df73d5,Psi Bulge,Core,2e-06,0.0,3
1a608855,Gaia-7948,Disk Background,0.0,0.0,0
1b6f34f6,PSR 206701,Orion Arm,0.0,0.0,3
9423c858,Tau Sagittarii,Sagittarius Arm,0.0,0.0,1
0a3b2b7f,HIP 189000,Perseus Arm,0.0,0.0,2
aec5a9b6,HIP 201848,Perseus Arm,0.0,0.0,4
e14f10eb,Omicron Sagittarii,Sagittarius Arm,0.0,0.0,1
459d033d,Crius II,Orion Arm,0.0,0.0,2
edf442d0,Kepler-8615,Core,0.0,0.0,0
1c505977,Webb-110,Cygnus Arm,0.0,0.0,3
c5cfc443,Gaia-4637a,Perseus Arm,0.0,0.0,1
41428f8e,HR 75888,Sagittarius Arm,0.0,0.0,2
11b154dc,GDE-1979,Perseus Arm,0.0,0.0,1
93fea8a9,Kepler-3260,Perseus Arm,0.0,0.0,4
0eca2aee,Webb-7507,Core,0.0,0.0,1
2d7e6af6,Kepler-3340,Core,0.0,0.0,3
8058461a,Alpha Cygni,Cygnus Arm,0.0,0.0,2
f2597e5a,Sigma Cygni,Cygnus Arm,0.0,0.0,4
a3ac89d4,HD 44743,Orion Arm,0.0,0.0,3
495a21e5,Rho Cygni,Cygnus Arm,0.0,0.0,1
2f093a98,Gliese 12.0,Core,0.0,0.0,4
92bef70f,Iapetus I,Perseus Arm,0.0,0.0,3
e0463fc1,Gliese 795.0,Perseus Arm,0.0,0.0,0
a7e76322,HIP 121095,Perseus Arm,0.0,0.0,206
8c1efd11,HIP 48314,Cygnus Arm,0.0,0.0,3
06f2c559,HIP 143692,Cygnus Arm,0.0,0.0,2
5266e924,Zeta Cygni,Cygnus Arm,0.0,0.0,1
52cfb55b,Gaia-4411a,Sagittarius Arm,0.0,0.0,3
f8aa3b9b,Kappa Sagittarii,Sagittarius Arm,0.0,0.0,2
ce745aad,Hyperion,Disk Background,0.0,0.0,4
5c3e99c3,Epsilon Bulge,Core,0.0,0.0,1
2fb112b0,Pi Cygni,Cygnus Arm,0.0,0.0,4
7ce49ce6,HR 233687,Disk Background,0.0,0.0,207
24264d13,Alpha Bulge,Core,0.0,0.0,0
dd154d4c,Mu Galacticis,Disk Background,0.0,0.0,0
676f5054,Gliese 417.0,Core,0.0,0.0,1
1bf4f727,Theta Persei,Perseus Arm,0.0,0.0,3
fd93db79,PSR 92016,Perseus Arm,0.0,0.0,4
0e934d76,Zeta Orionis,Orion Arm,0.0,0.0,4
3bc416d8,Gaia-4083,Perseus Arm,0.0,0.0,1
78a24a27,HR 251876,Perseus Arm,0.0,0.0,2
260b715e,HR 113021,Core,0.0,0.0,4
4c7a1f48,HR 133980,Cygnus Arm,0.0,0.0,4
7baf5e79,Atlas,Sagittarius Arm,0.0,0.0,3
f37c4c87,Omega Cygni,Cygnus Arm,0.0,0.0,5
03d2cd68,HD 36797,Perseus Arm,0.0,0.0,3
8f3f2cb2,Psi Galacticis,Disk Background,0.0,0.0,0
eb2bf448,Iota Cygni,Cygnus Arm,0.0,0.0,3
cf36ea6e,PSR 190378,Core,0.0,0.0,1
412f4e1e,GDE-2414,Cygnus Arm,0.0,0.0,3
1b9398cf,Gaia-3315e,Cygnus Arm,0.0,0.0,3
a313cafe,Pi Orionis,Orion Arm,0.0,0.0,4
e2a7b982,Sigma Orionis,Orion Arm,0.0,0.0,2
1a748be6,Rhea,Core,0.0,0.0,0
af72cbde,Gliese 146.0,Core,0.0,0.0,6
f2adc5f9,PSR 133182,Perseus Arm,0.0,0.0,206
2cd6a4ec,Kepler-6639,Orion Arm,2e-06,0.0,3
8f5fc322,Upsilon Galacticis,Disk Background,0.0,0.0,1
59d5887c,TESS-4108a,Perseus Arm,0.0,0.0,3
46f9a2b3,PSR 190701,Core,0.0,0.0,1
34057b0d,Tau Sagittarii,Sagittarius Arm,0.0,0.0,208
4e1371de,Beta Persei,Perseus Arm,0.0,0.0,4
d487d983,Webb-8352,Core,0.0,0.0,3
53d33b8f,HR 145486,Cygnus Arm,0.0,0.0,2
650df9b0,Gaia-4127,Core,0.0,0.0,1
179210d9,Webb-870e,Sagittarius Arm,0.0,0.0,3
041365c9,HD 32462,Core,0.0,0.0,3
2ec42605,HR 285455,Core,0.0,0.0,4
563f29de,HR 238208,Cygnus Arm,0.0,0.0,3
e773d95b,HIP 178217,Cygnus Arm,0.0,0.0,0
06362388,HR 30951,Core,0.0,0.0,1
a71fac37,HD 35905,Perseus Arm,0.0,0.0,3
ed516e04,TESS-1288,Cygnus Arm,2e-06,0.0,4
7bf191e3,HR 235692,Cygnus Arm,0.0,0.0,2
6b142b99,Kappa Galacticis,Disk Background,0.0,0.0,4
415f2890,PSR 128171,Perseus Arm,0.0,0.0,3
41cbbfa3,HIP 234589,Perseus Arm,0.0,0.0,4
bae7ca59,Eta Sagittarii,Sagittarius Arm,0.0,0.0,206
86262b1a,Gliese 122.0,Core,0.0,0.0,3
0e73a21b,HR 169156,Sagittarius Arm,0.0,0.0,3
8be48539,Kepler-5692,Core,0.0,0.0,3
9910f472,Nu Orionis,Orion Arm,0.0,0.0,3
8d177043,Chi Bulge,Core,0.0,0.0,0
465500fc,HR 80825,Perseus Arm,0.0,0.0,2
25708018,HR 229700,Core,0.0,0.0,1
3ff7f130,Delta Bulge,Core,0.0,0.0,4
4c4652cc,Sigma Bulge,Core,0.0,0.0,1
492d6550,GDE-123,Cygnus Arm,0.0,0.0,3
17cbbbf1,Kappa Sagittarii,Sagittarius Arm,0.0,0.0,3
637b83e4,GDE-9207,Perseus Arm,0.0,0.0,1
6cbee71d,Omicron Sagittarii,Sagittarius Arm,0.0,0.0,1
f2341c1a,TESS-6818,Disk Background,0.0,0.0,2
b5119dc5,Sigma Cygni,Cygnus Arm,0.0,0.0,2
998ab19a,Gliese 614.0,Sagittarius Arm,0.0,0.0,4
34dc3f3b,Gaia-1517,Disk Background,0.0,0.0,1
ac0752c9,Kepler-8389,Core,0.0,0.0,1
bc8c7e21,Gliese 264.0,Core,0.0,0.0,4
0ec7669a,Gliese 424.0,Cygnus Arm,0.0,0.0,1
d35f9ca4,Oceanus,Sagittarius Arm,0.0,0.0,5
375808e6,Zeta Galacticis,Disk Background,0.0,0.0,0
6a4877b4,Webb-224,Cygnus Arm,0.0,0.0,3
6b36fdc7,Xi Cygni,Cygnus Arm,0.0,0.0,2
e254a5dd,Rho Bulge,Core,0.0,0.0,3
9c68fb17,Omega Orionis,Orion Arm,2e-06,0.0,5
aa55e7dd,Zeta Persei,Perseus Arm,0.0,0.0,3
27b516dd,Webb-9895e,Perseus Arm,0.0,0.0,2
ba7f60fd,Iota Bulge,Core,0.0,0.0,6
7034be00,Chi Galacticis,Disk Background,0.0,0.0,0
2c60a1de,HD 224601,Cygnus Arm,0.0,0.0,3
6a0577ca,Psi Persei,Perseus Arm,0.0,0.0,4
a36c0a0c,Kepler-604,Perseus Arm,0.0,0.0,206
85cb4c03,Gliese 407.0,Perseus Arm,0.0,0.0,3
ae74d7cd,HR 121889,Cygnus Arm,0.0,0.0,3
dad36877,HIP 76697,Disk Background,0.0,0.0,2
d626bdf3,TESS-8500,Disk Background,0.0,0.0,207
c602a54d,HR 163560,Disk Background,0.0,0.0,1
1475831c,Pi Orionis,Orion Arm,2e-06,0.0,4
7c0cc386,Gaia-859,Perseus Arm,0.0,0.0,3
a1da22ce,HIP 233393,Orion Arm,0.0,0.0,208
9137b40b,Gaia-2315,Perseus Arm,0.0,0.0,3
b55720c4,Gaia-2927,Core,0.0,0.0,0
7fb7f195,Epsilon Persei,Perseus Arm,0.0,0.0,2
12935a73,TESS-7730a,Cygnus Arm,0.0,0.0,2
c3b2836b,HD 274323,Orion Arm,0.0,0.0,3
43e6a944,TESS-1587,Orion Arm,0.0,0.0,3
29baa1fe,Webb-8387,Disk Background,0.0,0.0,2
b988e995,PSR 275332,Sagittarius Arm,0.0,0.0,4
2de6f589,HIP 183620,Cygnus Arm,0.0,0.0,3
1e379605,Tau Persei,Perseus Arm,2e-06,0.0,3
dceddb79,GDE-3859,Core,0.0,0.0,5
03b36f2b,Iapetus,Core,0.0,0.0,2
cd7f77fc,Gaia-3224,Core,0.0,0.0,4
690119ba,HIP 76126,Core,0.0,0.0,1
0d0e9f45,Gliese 748.0,Core,0.0,0.0,3
f549dffa,HIP 115025,Cygnus Arm,2e-06,0.0,4
6a78c867,TESS-2523d,Core,0.0,0.0,1
3e037a1c,TESS-6922,Disk Background,0.0,0.0,1
bd53a0a4,Gaia-3859,Sagittarius Arm,0.0,0.0,3
6ff1488b,Webb-6296,Core,0.0,0.0,2
8bd72b4f,Webb-694,Perseus Arm,0.0,0.0,206
62ccb853,Gliese 71.0,Core,0.0,0.0,1
1cf1bec0,HD 177284,Core,0.0,0.0,0
8500084c,Rho Cygni,Cygnus Arm,0.0,0.0,3
bb817281,HD 28830,Cygnus Arm,0.0,0.0,1
76e092fc,GDE-1880,Cygnus Arm,0.0,0.0,3
110eb7b5,Novis,Perseus Arm,0.0,0.0,4
ac9e37f5,HR 280398,Core,0.0,0.0,1
3a01aada,TESS-4152,Perseus Arm,0.0,0.0,3
5b5bc2e0,HR 213225,Sagittarius Arm,0.0,0.0,3
d7048c10,HR 46744,Sagittarius Arm,0.0,0.0,4
94bfa287,TESS-7571,Perseus Arm,0.0,0.0,208
062b80e3,PSR 129968,Cygnus Arm,2e-06,0.0,4
29bcb948,TESS-5398,Perseus Arm,0.0,0.0,0
8bdfcdeb,TESS-9083,Sagittarius Arm,0.0,0.0,4
ae1a74cd,Hyperion,Core,0.0,0.0,1
6a938bbc,Gaia-9123,Disk Background,0.0,0.0,0
d168676a,Theta Cygni,Cygnus Arm,0.0,0.0,3
ef1ac7b4,HR 128523,Cygnus Arm,2e-06,0.0,3
3a7bc0a1,Nirvana,Orion Arm,0.0,0.0,4
aa95dae0,GDE-122,Core,0.0,0.0,206
850445ce,Sigma Persei,Perseus Arm,0.0,0.0,2
577652f8,Mu Sagittarii,Sagittarius Arm,0.0,0.0,3
7c776761,Gliese 560.0,Perseus Arm,0.0,0.0,3
305333b9,Tau Orionis,Orion Arm,0.0,0.0,209
