tick,year,civilization_id,civilization_name,personality,opportunity_score,expansion_factor,trade_factor,tech_factor,energy_factor
6,600,53856bd8ca,Allied Sagittariian Systems,Scientific,44.24,29.01,0.0,11.6,3.63
6,600,da38a63176,Unified Orionis Council,Scientific,27.52,0.0,4.49,19.55,3.48
6,600,8196db66b3,Scientific Thranan Union,Scientific,27.15,0.0,5.09,17.56,4.5
6,600,f004cb791e,Scientific Perseian Union,Scientific,23.35,0.0,0.0,19.84,3.51
6,600,15955262e1,Aurelian Directorate,Scientific,32.68,13.22,0.0,14.96,4.5
6,600,c3662e3808,Unified Sagittariite Council,Scientific,47.96,20.3,0.0,17.66,10.0
6,600,7dc225fd37,Consolidated Orionian Worlds,Scientific,41.86,22.77,0.0,14.6,4.5
6,600,373ea01e5c,Consolidated Zylaris Worlds,Scientific,53.48,37.89,0.0,12.92,2.67
6,600,17fee1a6ac,The Thranite Federation,Scientific,15.48,0.0,0.0,11.9,3.58
6,600,66d46fcd47,Consolidated Orionite Worlds,Diplomatic,47.28,26.12,0.0,11.17,10.0
6,600,dffeed89fb,Chi-bulgis Directorate,Scientific,31.25,0.0,4.07,17.18,10.0
6,600,cd3cb2af45,The Chi-bulgis Federation,Scientific,30.25,0.0,5.44,14.81,10.0
6,600,5d262aaec3,Consolidated Xenite Worlds,Diplomatic,39.7,7.45,8.31,13.94,10.0
6,600,db6da7e17a,Orionis Directorate,Scientific,44.18,7.45,10.26,16.48,10.0
6,600,73573955bb,Orionite Directorate,Scientific,45.7,7.45,9.44,18.81,10.0
6,600,f2bbbfc167,Bulgan Commonwealth,Diplomatic,42.65,6.7,15.49,10.46,10.0
6,600,f929aa33ac,Bulgian Commonwealth,Scientific,43.67,6.7,14.5,12.47,10.0
6,600,28d83c4b42,Scientific Bulgite Union,Scientific,47.74,6.7,15.68,15.37,10.0
6,600,0ddd78edbb,The Delta-bulgis Federation,Diplomatic,41.25,6.7,13.73,10.82,10.0
6,600,adc1c77061,Unified Thranis Council,Scientific,50.14,20.2,0.0,19.94,10.0
6,600,931aa9655e,Orionite Directorate,Scientific,34.61,0.0,7.7,16.91,10.0
6,600,df2f64c1a1,Unified Valari Council,Scientific,37.33,0.0,8.55,18.78,10.0
6,600,f27ca4fefa,Scientific Aurelite Union,Scientific,37.12,0.0,8.42,18.69,10.0
6,600,a7f6005fd2,Republic of Meroid,Scientific,51.5,26.31,0.0,15.2,10.0
6,600,4164b650a3,Unified Zylarite Council,Scientific,31.66,0.0,3.28,18.38,10.0
6,600,340ef3ab81,The Thranari Federation,Industrialist,19.63,0.0,5.15,9.98,4.5
6,600,7ba9deb67e,Consolidated Xenoid Worlds,Scientific,57.38,31.35,0.0,16.03,10.0
6,600,785ce4730c,Unified Xenan Council,Scientific,32.31,0.0,8.13,14.18,10.0
6,600,7135e43d15,Consolidated Valoid Worlds,Isolationist,26.36,0.0,9.04,12.82,4.5
6,600,dbf06f7273,Orionite Directorate,Scientific,34.07,0.0,9.7,14.37,10.0
6,600,8f64eb0a84,Vesperan Commonwealth,Industrialist,33.22,0.0,9.04,14.18,10.0
6,600,c87f4b2d09,Consolidated Zelite Worlds,Industrialist,21.11,0.0,0.0,11.11,10.0
6,600,c59e7444f5,Meran Commonwealth,Scientific,40.62,7.17,9.43,14.02,10.0
6,600,111ab1a74e,Unified Meris Council,Scientific,34.46,7.17,8.69,14.1,4.5
6,600,762d1b3438,Unified Merian Council,Scientific,42.28,7.17,8.56,16.54,10.0
6,600,41e5776038,Unified Orionan Council,Scientific,49.9,14.2,8.67,17.03,10.0
6,600,11c4291fc3,Vesperite Commonwealth,Scientific,42.75,14.2,8.78,15.28,4.5
6,600,c8c30fa0a1,Orionan Directorate,Scientific,53.35,14.2,9.15,20.0,10.0
6,600,41a9345e47,The Aurelian Federation,Isolationist,49.2,14.2,10.49,14.51,10.0
6,600,6edc6616b2,Scientific Galacticite Union,Scientific,32.95,6.89,3.92,17.63,4.5
6,600,82b29167c3,Galactican Directorate,Scientific,35.96,6.89,4.6,14.46,10.0
6,600,cbdac2fac3,Scientific Zylarex Union,Scientific,25.06,6.13,0.0,16.43,2.49
6,600,9891e1dd90,Scientific Kaelumari Union,Scientific,41.47,19.15,0.0,17.82,4.5
6,600,5087e1422a,Unified Zeloid Council,Scientific,40.34,19.15,0.0,16.69,4.5
6,600,5d94c085f5,Allied Valis Systems,Scientific,43.55,17.54,0.0,16.01,10.0
6,600,cc71651dca,Unified Solex Council,Scientific,20.5,0.0,0.0,16.94,3.56
6,600,b7f420628f,Consolidated Iota-perseis Worlds,Diplomatic,31.46,11.45,0.0,10.02,10.0
6,600,1a2a63b5eb,Allied Thranian Systems,Isolationist,33.35,7.69,3.33,12.32,10.0
6,600,9eeb4737e9,Unified Merite Council,Scientific,34.53,7.69,2.44,19.91,4.5
6,600,8e17c1b492,Solex Commonwealth,Diplomatic,35.12,13.4,2.77,8.95,10.0
6,600,35e0e185b7,Scientific Valan Union,Scientific,40.4,13.4,4.93,17.57,4.5
6,600,15c488fdb9,Unified Vesperite Council,Scientific,28.58,0.0,0.88,17.7,10.0
6,600,52be76d999,Zelian Directorate,Isolationist,26.87,0.0,2.8,14.07,10.0
6,600,2d148d0e47,Allied Cygnian Systems,Scientific,27.78,0.0,7.53,15.76,4.5
6,600,a4eac32597,Scientific Omega-cygnis Union,Scientific,28.3,0.0,2.3,16.0,10.0
6,600,f94aaeed85,Allied Cygnite Systems,Scientific,25.57,0.0,2.3,13.27,10.0
6,600,a9283be55d,The Epsilon-perseis Federation,Industrialist,33.2,0.0,13.5,9.69,10.0
6,600,27d9c8dc46,The Perseian Federation,Industrialist,28.21,0.0,13.91,9.79,4.5
6,600,2c89a9e0dc,Scientific Persean Union,Scientific,37.81,0.0,8.32,19.49,10.0
6,600,c45231c414,Scientific Epsilon-perseis Union,Scientific,36.2,0.0,14.3,17.41,4.5
6,600,7fdb421436,Consolidated Cygnian Worlds,Industrialist,16.99,0.0,0.0,12.49,4.5
6,600,b323933feb,Allied Solian Systems,Scientific,22.91,9.41,0.0,10.73,2.77
6,600,c5f014b287,Bulgan Directorate,Scientific,35.88,6.35,3.28,16.24,10.0
6,600,8d88177d24,Bulgian Directorate,Scientific,38.78,6.35,3.76,18.67,10.0
6,600,e1c4b2ed14,Scientific Vesperan Union,Scientific,21.64,0.0,0.0,17.14,4.5
6,600,a568c633c8,Aurelari Directorate,Scientific,25.8,10.05,0.0,13.17,2.58
6,600,0187c7d64a,The Vesperan Federation,Isolationist,23.99,0.0,2.84,11.15,10.0
6,600,189d8d8d1b,Valite Directorate,Scientific,32.15,0.0,7.55,14.6,10.0
6,600,57f00e3f50,Unified Vesperite Council,Scientific,39.85,0.0,10.61,19.24,10.0
6,600,d427d38a9f,Unified Kaelumex Council,Scientific,35.99,0.0,6.81,19.19,10.0
6,600,f1337406a3,Thranan Directorate,Scientific,41.23,10.53,4.79,15.91,10.0
6,600,ecbe2dc98a,Zelari Commonwealth,Scientific,38.48,10.53,5.18,12.77,10.0
6,600,354b63d6d6,Scientific Solex Union,Scientific,36.21,0.0,6.21,20.0,10.0
6,600,fce0550f04,Unified Thranian Council,Scientific,35.07,0.0,6.4,18.67,10.0
6,600,f7a8fcf1b2,Scientific Aurelari Union,Scientific,32.6,0.0,4.96,17.63,10.0
6,600,8c80ad65b6,Orionex Directorate,Scientific,37.5,14.86,3.31,14.82,4.5
6,600,65154f1c30,Scientific Kaeluman Union,Scientific,42.95,14.86,3.59,20.0,4.5
6,600,e6f9f9e411,Unified Kaelumex Council,Scientific,45.15,22.13,0.0,19.46,3.56
6,600,24e153416d,Unified Aurelis Council,Scientific,32.01,0.0,4.37,17.64,10.0
6,600,38ade68c1e,Scientific Thranex Union,Scientific,30.73,0.0,3.53,17.19,10.0
6,600,eacab5ee97,Thranan Directorate,Scientific,38.51,0.0,12.47,16.04,10.0
6,600,fadaa4a404,Valian Directorate,Scientific,39.74,0.0,10.87,18.87,10.0
6,600,ebda9e7b67,Solite Directorate,Scientific,34.16,0.0,12.2,17.46,4.5
6,600,de8a7cab3b,Unified Merian Council,Scientific,34.02,0.0,11.78,17.73,4.5
6,600,5573af18db,Merian Directorate,Scientific,32.31,0.0,5.36,16.95,10.0
6,600,e13216033f,Meroid Directorate,Scientific,29.99,0.0,8.64,17.77,3.58
6,600,bee1d78260,Zylarian Commonwealth,Industrialist,28.0,0.0,5.36,12.64,10.0
6,600,2a8b6fc81d,Unified Zylarite Council,Scientific,28.76,0.0,6.07,19.14,3.54
6,600,2320636026,Unified Valian Council,Scientific,30.79,0.0,6.2,14.59,10.0
6,600,e976b29c9d,Scientific Orionoid Union,Scientific,32.82,0.0,4.36,18.46,10.0
6,600,dc0074adc3,Unified Valite Council,Scientific,45.76,14.37,6.89,20.0,4.5
6,600,303a3df484,Unified Zelex Council,Scientific,51.55,14.37,7.64,19.54,10.0
6,600,02b9381952,Aurelian Directorate,Scientific,49.89,14.37,10.3,15.22,10.0
6,600,08caaac3af,Unified Orionian Council,Scientific,37.64,0.0,9.15,18.49,10.0
6,600,0ad458611c,Unified Orionian Council,Scientific,36.01,0.0,7.94,18.07,10.0
6,600,c2fe0ab024,Unified Orionan Council,Scientific,30.52,0.0,5.56,14.97,10.0
6,600,91474e8269,Vesperian Directorate,Scientific,27.36,0.0,3.93,19.91,3.52
6,600,32d2bbd884,Unified Zelan Council,Scientific,30.45,0.0,3.02,17.44,10.0
6,600,f343101fe6,Unified Aurelari Council,Scientific,34.18,0.0,7.21,16.97,10.0
6,600,1cf19da3a9,Unified Merex Council,Scientific,38.54,0.0,8.57,19.97,10.0
6,600,fc241018ec,Kaelumis Directorate,Isolationist,33.92,0.0,9.59,14.33,10.0
6,600,2c6958242d,Merian Commonwealth,Scientific,34.26,0.0,8.26,16.0,10.0
6,600,950050e41a,Zylarite Commonwealth,Industrialist,25.58,0.0,9.24,11.84,4.5
6,600,2e4e7545f5,Unified Xenian Council,Scientific,40.55,0.0,10.55,20.0,10.0
6,600,f9c2058d1a,Zylarian Directorate,Scientific,28.59,0.0,9.23,14.87,4.5
6,600,28100766c8,Bulgite Directorate,Scientific,27.52,6.75,0.0,16.26,4.5
6,600,bbf8578e8c,Unified Orionite Council,Scientific,32.93,0.0,11.32,18.05,3.56
6,600,8478dfd6f7,Merari Directorate,Industrialist,32.97,0.0,9.27,13.7,10.0
6,600,6f1e390274,Kaelumis Directorate,Scientific,28.93,0.0,10.74,14.58,3.61
6,600,b12b67a0db,Unified Zelian Council,Scientific,31.61,0.0,8.49,13.12,10.0
6,600,28728de334,Scientific Xenite Union,Scientific,42.06,8.8,4.52,18.74,10.0
6,600,5d6505f12a,Unified Aurelis Council,Scientific,37.64,8.8,5.89,19.44,3.5
6,600,2c64149009,Unified Vesperex Council,Scientific,35.9,0.0,8.45,17.45,10.0
6,600,ed45fe3a8d,Vesperari Directorate,Scientific,30.87,0.0,7.3,19.08,4.5
6,600,b1f20b8a8c,The Aurelan Federation,Industrialist,31.72,0.0,7.84,13.88,10.0
6,600,43cb04ad80,Xenoid Directorate,Scientific,30.0,0.0,0.0,20.0,10.0
6,600,3a375c2f6d,Scientific Xenan Union,Scientific,32.3,0.0,6.81,15.49,10.0
6,600,0fa7096d5a,Zelis Directorate,Scientific,34.92,0.0,7.51,17.41,10.0
6,600,3c196b299c,Scientific Vesperari Union,Scientific,34.43,0.0,6.84,17.59,10.0
6,600,1a67be5b7f,Scientific Zelite Union,Scientific,35.43,9.6,3.79,18.46,3.58
6,600,862f6cbc45,Unified Thranan Council,Scientific,35.31,9.6,3.57,17.64,4.5
6,600,9883f23173,Consolidated Aureloid Worlds,Scientific,23.7,0.0,4.78,14.42,4.5
6,600,22c13af7a1,Unified Vesperoid Council,Scientific,31.04,0.0,5.16,15.88,10.0
6,600,ac70f57b73,Unified Solex Council,Scientific,31.42,0.0,2.76,18.66,10.0
6,600,60a971a839,Cygnan Directorate,Scientific,30.86,0.0,6.22,14.64,10.0
6,600,e941b86692,Cygnite Commonwealth,Diplomatic,30.27,0.0,7.17,13.09,10.0
6,600,8dcb447d0f,Cygnian Directorate,Scientific,34.28,0.0,6.22,18.06,10.0
6,600,0130446f7e,Scientific Kaelumis Union,Scientific,49.06,8.59,12.4,18.08,10.0
6,600,d1ebd8161b,Unified Meran Council,Industrialist,43.27,8.59,11.81,12.87,10.0
6,600,d056d7ce4a,Scientific Thranex Union,Scientific,46.73,8.59,11.13,17.01,10.0
6,600,74136dc7b0,The Solari Federation,Industrialist,32.47,8.59,12.15,8.9,2.84
6,600,61dc46303f,Consolidated Zelis Worlds,Scientific,33.4,0.0,9.88,13.53,10.0
6,600,8fbf42f886,Vesperis Commonwealth,Isolationist,25.81,0.0,11.56,9.75,4.5
6,600,7388512271,Unified Orionari Council,Scientific,31.33,0.0,10.09,16.74,4.5
6,600,b6ae409cbf,Unified Vesperite Council,Scientific,32.28,0.0,9.46,18.31,4.5
6,600,622de7102b,Orionite Commonwealth,Industrialist,38.54,17.93,0.0,10.6,10.0
6,600,996190e522,Orionan Directorate,Scientific,48.22,15.53,3.6,19.09,10.0
6,600,f7bd18e491,Thranis Commonwealth,Scientific,28.92,6.64,3.31,14.47,4.5
6,600,556d6c2378,Meroid Directorate,Scientific,40.58,6.03,6.79,17.76,10.0
6,600,ff559623e3,Consolidated Merian Worlds,Industrialist,40.67,6.03,8.31,16.34,10.0
6,600,a38e0777cd,Zelex Directorate,Scientific,31.77,6.03,6.31,14.93,4.5
6,600,4c2540c708,Unified Orionoid Council,Scientific,31.42,8.47,0.0,18.45,4.5
6,600,b7069c3852,Unified Orionex Council,Scientific,38.52,6.39,3.22,18.91,10.0
6,600,81714ff4c3,Consolidated Xenari Worlds,Scientific,35.93,6.39,6.29,13.26,10.0
6,600,f3f5dfde4c,Scientific Zelis Union,Scientific,35.2,0.0,12.75,17.95,4.5
6,600,e12feef736,Scientific Kaeluman Union,Scientific,31.02,0.0,10.38,17.13,3.51
6,600,fba15f0324,Unified Vesperoid Council,Scientific,38.15,0.0,12.35,15.8,10.0
6,600,350e107aae,Allied Aurelan Systems,Militaristic,31.4,0.0,10.38,11.03,10.0
6,600,22091a7056,Scientific Zylaris Union,Scientific,32.55,0.0,2.55,20.0,10.0
6,600,03d3903c7c,Unified Orionex Council,Scientific,31.77,0.0,3.2,18.57,10.0
6,600,2211d3100d,Kaelumex Directorate,Scientific,28.67,0.0,8.29,15.88,4.5
6,600,459f704847,Thranari Directorate,Scientific,29.54,0.0,7.43,17.61,4.5
6,600,575810e85b,Scientific Orionex Union,Scientific,36.86,0.0,7.6,19.27,10.0
6,600,182edcdd37,Aurelan Commonwealth,Scientific,22.72,0.0,0.0,12.72,10.0
6,600,e47a782635,The Xi-sagittariis Federation,Industrialist,38.92,18.14,0.0,10.78,10.0
6,600,2705d84a32,Unified Vesperari Council,Scientific,56.86,26.76,3.41,16.69,10.0
6,600,92810d80b3,The Aurelis Federation,Scientific,52.5,26.76,4.56,11.17,10.0
6,600,7e5521abbb,Scientific Kaelumis Union,Scientific,29.97,0.0,3.74,16.23,10.0
6,600,b9ec32251d,Allied Zylarian Systems,Scientific,20.43,0.0,3.64,13.27,3.52
6,600,7c376afd56,The Kaelumis Federation,Industrialist,32.38,12.46,3.51,12.81,3.6
6,600,0cb785b3d6,Kaelumite Commonwealth,Scientific,33.58,12.46,4.16,12.46,4.5
6,600,7bf42c3a49,Sagittariite Directorate,Scientific,25.88,9.17,0.0,14.04,2.68
6,600,c3b1779520,Aurelis Commonwealth,Scientific,18.49,6.1,0.0,9.57,2.83
6,600,37a4cea3d7,Consolidated Solite Worlds,Scientific,35.01,9.4,8.39,12.72,4.5
6,600,57733c8324,Scientific Merite Union,Scientific,39.65,9.4,5.76,20.0,4.5
6,600,467216187a,Allied Thranex Systems,Scientific,42.1,9.4,7.64,15.06,10.0
6,600,e00bc2a5e5,Thranite Directorate,Scientific,22.08,0.0,0.0,18.46,3.61
6,600,b2c9872c2d,Unified Sagittariite Council,Scientific,37.58,0.0,12.21,15.36,10.0
6,600,792f609a6f,Unified Sagittariite Council,Scientific,41.37,0.0,13.76,17.61,10.0
6,600,b9c3618013,Unified Sagittariite Council,Scientific,39.96,0.0,11.81,18.15,10.0
6,600,3aa8ce54ee,Allied Sagittariian Systems,Industrialist,36.22,0.0,11.99,14.23,10.0
6,600,4b4e90bd89,The Meran Federation,Scientific,21.16,0.0,0.0,16.66,4.5
6,600,764f599826,Unified Solite Council,Scientific,41.8,8.09,5.08,18.63,10.0
6,600,83c39baf65,Zylarite Directorate,Scientific,38.64,8.09,4.33,16.22,10.0
6,600,927dbfac0b,Scientific Kaelumis Union,Scientific,33.18,0.0,7.46,15.71,10.0
6,600,8e65d7f5b1,Scientific Zeloid Union,Explorer,32.16,0.0,7.41,14.75,10.0
6,600,f0f8b2423b,Xenex Directorate,Scientific,30.18,0.0,7.79,17.89,4.5
6,600,31aeef2350,Scientific Solian Union,Scientific,32.86,0.0,9.17,13.69,10.0
6,600,83775e646f,Consolidated Thranite Worlds,Scientific,33.01,0.0,9.04,13.98,10.0
6,600,2ed96a351c,Unified Valite Council,Scientific,38.12,0.0,10.3,17.82,10.0
6,600,c1cc584fd5,Unified Merite Council,Scientific,34.38,0.0,7.63,16.76,10.0
6,600,11452e96e6,Scientific Zelex Union,Scientific,33.03,0.0,6.95,16.08,10.0
6,600,80ce70725d,Scientific Kaelumian Union,Scientific,27.02,0.0,7.62,14.9,4.5
6,600,f61290c372,Scientific Orionari Union,Scientific,35.63,8.29,0.0,17.34,10.0
6,600,71efb681fc,The Aureloid Federation,Scientific,23.38,7.38,0.0,11.51,4.5
6,600,13b6f1c19c,Allied Orionite Systems,Scientific,48.12,28.88,2.81,12.84,3.59
6,600,ee9099d9b7,Vesperan Directorate,Scientific,53.7,28.88,4.31,16.02,4.5
6,600,38d523ac80,Scientific Vesperoid Union,Scientific,37.53,0.0,7.98,19.55,10.0
6,600,4bf29f7756,Scientific Zylaroid Union,Scientific,36.83,0.0,7.32,19.51,10.0
6,600,8a78a0e229,Unified Vesperoid Council,Scientific,36.13,0.0,7.04,19.09,10.0
6,600,5fec320399,Unified Orionan Council,Scientific,39.76,11.41,2.5,15.85,10.0
6,600,822326926a,Unified Meroid Council,Scientific,32.61,11.41,2.31,16.27,2.63
6,600,0a6e8b3547,The Nu-cygnis Federation,Scientific,40.24,15.69,0.0,14.56,10.0
6,600,8bc980ecf5,Unified Meris Council,Scientific,22.16,0.0,0.0,17.66,4.5
6,600,18daa88e4f,Scientific Rho-perseis Union,Scientific,26.12,0.0,4.39,17.23,4.5
6,600,b6d872712f,Scientific Persean Union,Scientific,25.15,0.0,3.27,18.39,3.48
6,600,7c40c9ebf8,Scientific Vesperian Union,Scientific,30.6,0.0,4.52,16.08,10.0
6,600,28f3b831a2,Scientific Aureloid Union,Scientific,35.28,0.0,5.28,20.0,10.0
6,600,20af608f42,Consolidated Orionite Worlds,Diplomatic,27.23,6.42,0.0,10.81,10.0
6,600,f03d90fb8f,Thranite Directorate,Industrialist,40.32,0.0,13.67,16.65,10.0
6,600,3c04f1e4d3,Scientific Xenite Union,Scientific,33.74,0.0,12.64,16.6,4.5
6,600,123f4d1fb7,Aurelian Directorate,Scientific,39.98,0.0,11.71,18.28,10.0
6,600,15474381ae,Scientific Kaelumari Union,Scientific,37.06,0.0,13.81,18.76,4.5
6,600,e905d91038,Allied Zelari Systems,Diplomatic,21.05,0.0,3.68,12.87,4.5
6,600,f7ed0ea8ba,Thranari Commonwealth,Scientific,30.89,0.0,6.36,14.53,10.0
6,600,176da50470,Unified Mu-perseis Council,Scientific,39.48,16.12,0.0,18.86,4.5
6,600,f83f785370,Consolidated Valian Worlds,Scientific,43.04,23.43,0.0,15.11,4.5
6,600,85aec51e58,Consolidated Thranoid Worlds,Isolationist,13.49,0.0,0.0,9.93,3.56
6,600,4c224c8349,Vesperari Directorate,Scientific,41.61,24.77,0.0,13.24,3.59
6,600,37270686ec,Scientific Bulgite Union,Scientific,43.61,9.68,4.79,19.14,10.0
6,600,b9be6a525a,The Bulgite Federation,Diplomatic,28.56,9.68,4.21,10.17,4.5
7,700,f8c1278b86,Consolidated Zelis Worlds,Scientific,29.39,6.32,4.1,14.47,4.5
7,700,4836a15586,Scientific Valan Union,Scientific,38.77,6.32,4.0,18.45,10.0
7,700,ee951bbfab,Kaelumian Directorate,Scientific,34.82,16.12,0.0,14.2,4.5
7,700,b2e833d309,Allied Orionoid Systems,Scientific,23.43,0.0,0.0,13.43,10.0
7,700,faf8d4b64a,Solex Directorate,Scientific,43.62,20.55,0.0,13.07,10.0
7,700,a500abb373,The Zelari Federation,Scientific,24.05,0.0,0.0,14.05,10.0
7,700,9594053f90,Scientific Galacticite Union,Scientific,22.93,0.0,3.3,15.13,4.5
7,700,22b55b78e2,Unified Omicron-galacticis Council,Scientific,28.63,0.0,2.26,16.37,10.0
7,700,185a68bac9,Scientific Solari Union,Scientific,27.94,7.06,0.0,17.31,3.58
7,700,c4f121b6c1,Orionian Directorate,Scientific,32.18,18.63,0.0,11.64,1.9
7,700,70a115d461,Consolidated Aurelite Worlds,Scientific,37.45,21.83,0.0,12.07,3.55
7,700,26b5626b6c,Scientific Thranan Union,Scientific,33.58,0.0,6.56,17.02,10.0
7,700,8a41c4ac34,Valis Directorate,Scientific,29.07,0.0,6.17,18.4,4.5
7,700,15286fa1f5,Consolidated Zelari Worlds,Scientific,30.46,0.0,4.88,15.58,10.0
7,700,ec5efdeb2d,The Bulgite Federation,Scientific,15.41,0.0,0.0,10.91,4.5
7,700,2f0954acad,Scientific Aethelgardian Union,Scientific,32.33,0.0,4.31,18.01,10.0
7,700,c7c9fca9a1,Unified Aethelgardis Council,Scientific,32.68,0.0,2.68,20.0,10.0
7,700,511ff78315,Allied Zeta-cygnis Systems,Scientific,16.3,0.0,0.0,14.73,1.57
7,700,95cba99a70,Consolidated Aureloid Worlds,Diplomatic,36.36,0.0,14.85,11.51,10.0
7,700,73cb158d41,Unified Vesperari Council,Scientific,41.83,0.0,12.99,18.84,10.0
7,700,7419a59432,Unified Merari Council,Scientific,45.97,0.0,15.97,20.0,10.0
7,700,bb1351012f,Zylarian Directorate,Scientific,35.6,0.0,12.99,18.11,4.5
7,700,3be9d94e07,Unified Kaelumoid Council,Scientific,44.43,0.0,14.47,19.96,10.0
7,700,033668785c,The Solis Federation,Industrialist,30.08,0.0,7.58,12.5,10.0
7,700,f8a4edc83b,Consolidated Xenoid Worlds,Industrialist,30.24,0.0,6.59,13.65,10.0
7,700,d2748466c9,Scientific Xenis Union,Scientific,28.64,0.0,7.77,16.37,4.5
7,700,4a7ef72f37,The Bulgite Federation,Scientific,28.32,7.56,0.0,16.26,4.5
7,700,23979e6a05,Unified Persean Council,Scientific,42.86,12.66,6.18,14.02,10.0
7,700,b6e89e8b4d,Allied Chi-perseis Systems,Diplomatic,36.54,12.66,3.07,10.81,10.0
7,700,243eff68e3,Sigma-bulgis Directorate,Scientific,38.41,10.15,0.0,18.26,10.0
7,700,9aa2eff7c3,Persean Directorate,Scientific,21.22,0.0,0.0,18.71,2.51
7,700,5db2756626,Unified Zelian Council,Scientific,38.77,0.0,16.59,18.63,3.55
7,700,37df7ce9be,Unified Xenoid Council,Scientific,41.02,0.0,18.17,18.35,4.5
7,700,63fff6610a,Meris Directorate,Scientific,45.41,0.0,16.84,18.57,10.0
7,700,52d6d92e6b,Unified Xenoid Council,Scientific,41.95,0.0,18.52,18.93,4.5
7,700,ea27a17ca6,The Meris Federation,Diplomatic,35.56,0.0,15.58,9.98,10.0
7,700,962632e3ac,Zylarex Directorate,Scientific,30.6,0.0,10.48,15.63,4.5
7,700,0bfb7074dd,Scientific Xenite Union,Scientific,33.35,0.0,11.55,17.29,4.5
7,700,626215ebea,Scientific Xenoid Union,Scientific,36.8,0.0,10.86,15.94,10.0
7,700,d8145cd1f0,Aurelite Commonwealth,Explorer,33.36,0.0,10.65,12.71,10.0
7,700,7315025cfd,Unified Aurelari Council,Scientific,28.0,0.0,3.5,20.0,4.5
7,700,d853839dba,Allied Zelite Systems,Scientific,22.63,0.0,4.91,14.97,2.75
7,700,c56a0b9792,Allied Elysiis Systems,Industrialist,21.69,6.81,2.5,8.71,3.66
7,700,2173a01d64,Allied Elysiian Systems,Industrialist,26.18,6.81,3.12,11.75,4.5
7,700,35390a1939,Valari Directorate,Scientific,56.91,27.0,4.65,15.26,10.0
7,700,6d4e0abb77,Scientific Zelan Union,Scientific,50.76,27.0,4.36,14.9,4.5
7,700,3a3695c8e9,Consolidated Galactican Worlds,Scientific,29.77,10.87,0.0,14.4,4.5
7,700,494354518b,Unified Zylarite Council,Scientific,23.68,0.0,3.04,16.14,4.5
7,700,a425d5c923,Allied Thranari Systems,Scientific,18.69,0.0,2.02,13.1,3.57
7,700,9cad00795f,Allied Aethelgardian Systems,Diplomatic,30.86,0.0,11.91,8.95,10.0
7,700,155f4eead5,The Aethelgardan Federation,Scientific,33.94,0.0,8.98,14.95,10.0
7,700,35b25d7eaf,Unified Aethelgardis Council,Scientific,41.74,0.0,12.25,19.49,10.0
7,700,4e674c46b8,Aethelgardan Directorate,Scientific,38.27,0.0,8.98,19.29,10.0
7,700,e4a60e62b6,Unified Zeloid Council,Scientific,46.43,0.0,20.43,15.99,10.0
7,700,24423298c0,Scientific Zylaroid Union,Scientific,46.81,0.0,20.76,16.05,10.0
7,700,95985a8620,Xenan Directorate,Scientific,46.55,0.0,22.05,20.0,4.5
7,700,80be4440e8,Kaelumis Directorate,Scientific,46.77,0.0,19.2,17.57,10.0
7,700,c7a93adf27,The Thranis Federation,Scientific,44.54,0.0,21.62,12.92,10.0
7,700,df2217070a,Allied Thranari Systems,Scientific,41.2,0.0,22.08,14.62,4.5
7,700,c64460376e,Gamma-orionis Directorate,Scientific,34.44,7.33,8.02,15.52,3.58
7,700,53e4b98264,Unified Orionian Council,Scientific,33.99,7.33,6.77,16.36,3.54
7,700,14c594f145,Unified Orionian Council,Scientific,35.54,7.33,7.52,16.2,4.5
7,700,abb26e55dc,Consolidated Orionian Worlds,Scientific,49.22,20.19,6.89,12.13,10.0
7,700,075b3fb3b1,Unified Theta-orionis Council,Scientific,46.45,20.19,5.63,17.08,3.55
7,700,d401178af2,Theta-orionis Commonwealth,Scientific,53.96,20.19,7.74,16.03,10.0
7,700,6dfc531f16,Unified Xenis Council,Scientific,30.46,10.99,0.0,14.97,4.5
7,700,36b91772ac,Unified Orionis Council,Scientific,33.23,8.73,0.0,20.0,4.5
7,700,3c983bfdab,Unified Vesperari Council,Scientific,42.39,0.0,12.39,20.0,10.0
7,700,db90f4ff25,Unified Xenan Council,Scientific,32.98,0.0,10.34,19.18,3.47
7,700,cfec2df928,Consolidated Zylarex Worlds,Industrialist,26.51,0.0,8.91,7.6,10.0
7,700,a189e2924d,The Thranian Federation,Scientific,32.34,0.0,8.91,13.43,10.0
7,700,30e300e760,Scientific Sagittariite Union,Scientific,23.41,0.0,3.95,16.03,3.43
7,700,65ea513ebb,Unified Sagittarian Council,Scientific,32.02,0.0,4.4,17.62,10.0
7,700,6fbfc2a11d,Unified Orionite Council,Scientific,40.56,0.0,13.57,17.0,10.0
7,700,bceea7e00e,Unified Orionan Council,Scientific,35.68,0.0,13.8,17.37,4.5
7,700,9875fc03a4,Orionian Directorate,Scientific,33.68,0.0,10.37,18.81,4.5
7,700,81601b2e5e,Unified Sigma-orionis Council,Scientific,43.11,0.0,13.27,19.84,10.0
7,700,72196fa906,Sigma-orionis Commonwealth,Isolationist,30.81,0.0,10.37,10.44,10.0
7,700,3c4760ddea,Zelis Commonwealth,Scientific,35.82,17.54,0.0,14.63,3.65
7,700,9d578c755a,Scientific Zelian Union,Scientific,23.57,0.0,0.0,20.0,3.57
