event_id,tick,year,civilization_id,civilization_name,event_type,description
COL-EVT-00162,9,900,1b37c066da,Valis Commonwealth,Expansion Boom,Valis Commonwealth established colony 'PSR 62227-c Prime' on planet PSR 62227-c (score: 57.7).
COL-EVT-00163,9,900,70a115d461,Consolidated Aurelite Worlds,Expansion Boom,Consolidated Aurelite Worlds established colony 'Consolidated Outpost 25' on planet GDE-6664-f (score: 59.3).
COL-EVT-00164,9,900,5d6505f12a,Unified Aurelis Council,First Colony,Unified Aurelis Council established colony 'Unified Colony' on planet Webb-7340-d (score: 60.9).
COL-EVT-00165,9,900,096fc37df4,Scientific Vesperoid Union,Expansion Boom,Scientific Vesperoid Union established colony 'Scientific Colony' on planet HD 275033-f (score: 62.3).
COL-EVT-00166,10,1000,ee951bbfab,Kaelumian Directorate,Expansion Boom,Kaelumian Directorate established colony 'Kaelumian Outpost 50' on planet GDE-7293-e (score: 64.0).
COL-EVT-00167,10,1000,996190e522,Orionan Directorate,First Colony,Orionan Directorate established colony 'Gaia-776-c Prime' on planet Gaia-776-c (score: 56.1).
COL-EVT-00168,10,1000,1bc76d1c73,Consolidated Orionis Worlds,First Colony,Consolidated Orionis Worlds established colony 'TESS-3963d-c Exchange' on planet TESS-3963d-c (score: 72.0).
COL-EVT-00169,10,1000,f1337406a3,Thranan Directorate,First Colony,Thranan Directorate established colony 'GDE-5391-c Sector' on planet GDE-5391-c (score: 64.9).
COL-EVT-00170,10,1000,82f9ee8fb4,The Valoid Federation,Expansion Boom,The Valoid Federation established colony 'Gliese 2.0-e Prime' on planet Gliese 2.0-e (score: 56.9).
COL-EVT-00171,10,1000,82f9ee8fb4,The Valoid Federation,Empire Fragmentation,"Internal fragmentation caused The Valoid Federation to lose control of outlying colonies: Gliese 2.0-e Prime, Gliese 2.0-d Sector."
COL-EVT-00172,10,1000,70a115d461,Consolidated Aurelite Worlds,Expansion Boom,Consolidated Aurelite Worlds established colony 'Consolidated Colony' on planet GDE-6664-g (score: 58.1).
COL-EVT-00173,10,1000,35390a1939,Valari Directorate,First Colony,Valari Directorate established colony 'Valari Colony' on planet Kepler-4496-d (score: 71.8).
COL-EVT-00174,10,1000,724362e429,Zeloid Commonwealth,First Colony,Zeloid Commonwealth established colony 'HIP 114085-b Prime' on planet HIP 114085-b (score: 56.6).
