empire_id,empire_name,founding_civilization,founding_civilization_id,capital_world,territory_size_ly3,population,power_index,colonies_count,gdp
EMP-204,The Great Beta-bulgis Imperium,Beta-bulgis Commonwealth,5a236efd3f,Beta Bulge-d,32539568.3,58973017.0,257.31,2,5000.0
EMP-205,The Consolidated Beta-bulgis Systems,Beta-bulgis Directorate,b8c054770f,Beta Bulge-g,27818324.03,52846319.0,222.08,1,5000.0
EMP-206,The Consolidated Star Empire,Consolidated Orionis Worlds,1bc76d1c73,TESS-3963d-b,20641971.32,45548711.0,228.72,1,5000.0
EMP-207,The Great Unified Imperium,Unified Orionite Council,1c4722b997,Nu Orionis-b,29106677.02,32040734.0,276.23,1,5000.0
EMP-208,The Unified Technocracy,Unified Valis Council,0e67dd57aa,HR 120160-b,17050615.62,0.0,141.96,0,5000.0
EMP-209,The Zylarex AI Hegemony,Zylarex Directorate,88977397af,HR 120160-c,22568349.31,0.0,174.18,0,5000.0
EMP-210,The Scientific Technocracy,Scientific Orionis Union,84a3d643c9,HR 120160-d,24293566.82,28787953.0,206.41,1,5000.0
EMP-211,The Great Allied Imperium,Allied Zylaris Systems,19190c022d,Webb-1799-b,19133912.74,32858077.0,155.86,1,5000.0
EMP-212,The Consolidated Allied Systems,Allied Aurelite Systems,cadd62d564,Webb-1799-c,24560878.38,0.0,228.06,0,5000.0
EMP-213,The Great Meran Imperium,The Meran Federation,d0016e25b4,HIP 114085-c,22588818.29,25684541.0,260.28,1,5000.0
EMP-214,The Consolidated Zeloid Systems,Zeloid Commonwealth,724362e429,HIP 114085-d,13206155.48,28382390.0,120.49,1,5000.0
EMP-215,The Aurelian Star Empire,Aurelian Commonwealth,2b478a564d,Aurelia-c,11185637.64,0.0,99.26,0,5000.0
EMP-216,The Scientific Technocracy,Scientific Aureliis Union,999c5041c4,Aurelia-d,25006126.71,31971264.0,193.82,1,5000.0
EMP-217,The Consolidated Scientific Systems,Scientific Aureliite Union,06f00def5a,Aurelia-e,17650459.31,0.0,161.57,0,5000.0
EMP-218,The Orionite AI Hegemony,Orionite Directorate,23582772c8,Delta Orionis-b,24349787.47,0.0,250.98,0,5000.0
EMP-219,The Solari Technocracy,Solari Directorate,61397f1d85,TESS-973-b,21655896.47,0.0,162.08,0,5000.0
EMP-220,The Great Scientific Imperium,Scientific Solex Union,ca40b2e629,TESS-973-d,18188028.88,38672840.0,144.64,1,5000.0
EMP-221,The Vesperian Star Empire,Vesperian Directorate,80d9c3cc28,TESS-973-e,23195000.06,0.0,178.64,0,5000.0
EMP-222,The Scientific Technocracy,Scientific Thranex Union,bcfcfb49cf,HR 104924-b,20972368.03,0.0,165.85,0,5000.0
EMP-223,The Consolidated Chi-bulgis Systems,Chi-bulgis Directorate,9568bafb15,Chi Bulge-b,21286085.32,0.0,169.01,0,5000.0
EMP-224,The Bulgian Technocracy,Bulgian Directorate,47e406daef,Chi Bulge-c,23452762.45,0.0,198.4,0,5000.0
EMP-225,The Consolidated Bulgite Systems,Bulgite Commonwealth,ad47c2dda3,Chi Bulge-d,11202872.22,0.0,97.69,0,5000.0
EMP-226,The Great Scientific Imperium,Scientific Vesperoid Union,096fc37df4,HD 275033-e,22929913.92,57688775.0,206.97,2,5000.0
EMP-227,The Scientific AI Hegemony,Scientific Vesperis Union,0b6029ea29,Webb-5587a-b,21520032.44,0.0,170.33,0,5000.0
EMP-228,The Orionan Star Empire,Orionan Directorate,0ed21e60e5,Webb-5587a-c,28702674.78,48907341.0,254.12,1,5000.0
EMP-229,The Scientific Technocracy,Scientific Merex Union,5a9f1f61c7,Webb-5587a-d,25524718.17,0.0,309.57,0,5000.0
EMP-230,The Great Allied Imperium,Allied Meris Systems,02fd90e690,Webb-5587a-f,18976743.77,0.0,148.0,0,5000.0
EMP-231,The Allied Star Empire,Allied Kaelumex Systems,3557fb1c6f,GDE-845-b,24343047.84,23098616.0,184.28,1,5000.0
EMP-232,The Consolidated Unified Systems,Unified Aurelian Council,61550040fc,GDE-845-c,23147148.59,0.0,187.8,0,5000.0
EMP-233,The Great Valari Imperium,The Valari Federation,f0fcb8f048,GDE-845-e,24137805.17,0.0,235.98,0,5000.0
EMP-234,The Zelian AI Hegemony,The Zelian Federation,691ec52085,GDE-845-g,27292224.3,45781079.0,210.44,1,5000.0
EMP-235,The Allied Technocracy,Allied Orionan Systems,9a629191f0,HD 162586-b,20931515.17,0.0,173.3,0,5000.0
EMP-236,The Aureloid Star Empire,Aureloid Directorate,33e625a829,TESS-6387-b,25015210.53,0.0,321.89,0,5000.0
EMP-237,The Consolidated Technocracy,Consolidated Merari Worlds,b91403ddc4,TESS-6387-c,15326389.05,0.0,127.74,0,5000.0
EMP-238,The Consolidated Scientific Systems,Scientific Xenex Union,71073d1e77,HR 211002-b,5402389.33,0.0,68.94,0,5000.0
EMP-239,The Consolidated Star Empire,Consolidated Persean Worlds,58a2b00e32,Chi Persei-b,18819926.57,0.0,163.7,0,5000.0
EMP-240,The Consolidated Perseian Systems,Perseian Commonwealth,03fca7f787,Chi Persei-c,27280764.66,37052041.0,210.28,1,5000.0
EMP-241,The Scientific AI Hegemony,Scientific Perseian Union,939c53fc68,Chi Persei-d,20963328.02,0.0,156.44,0,5000.0
EMP-242,The Cygnan Technocracy,Cygnan Commonwealth,dc652af4e1,Sigma Cygni-b,27585227.86,40242021.0,216.43,1,5000.0
EMP-243,The Cygnan Technocracy,Cygnan Directorate,98e5a44c50,Sigma Cygni-c,24039650.3,0.0,227.08,0,5000.0
EMP-244,The Great Cygnan Imperium,Cygnan Directorate,e1017ed35e,Sigma Cygni-d,22537401.21,0.0,173.61,0,5000.0
EMP-245,The Cygnian Technocracy,Cygnian Commonwealth,ee6f8a466e,Sigma Cygni-f,19007386.86,0.0,152.82,0,5000.0
EMP-246,The Scientific AI Hegemony,Scientific Kaelumian Union,bc259c8444,HIP 121095-b,25043571.16,33162342.0,216.49,1,5000.0
EMP-247,The Kaeluman AI Hegemony,Kaeluman Directorate,fc41667c54,HIP 121095-c,24432752.63,0.0,255.25,0,5000.0
EMP-248,The Consolidated Scientific Systems,Scientific Bulgian Union,b4e38b5ba0,Epsilon Bulge-b,23261162.49,0.0,191.41,0,5000.0
EMP-249,The Omega-bulgis AI Hegemony,Omega-bulgis Directorate,ed8eb43829,Omega Bulge-c,23764089.38,0.0,212.15,0,5000.0
EMP-250,The Unified AI Hegemony,Unified Omega-bulgis Council,2d7a6c7193,Omega Bulge-d,24674991.8,0.0,283.23,0,5000.0
EMP-251,The Great Unified Imperium,Unified Bulgite Council,c4d87c45ee,Omega Bulge-e,23398813.5,0.0,195.59,0,5000.0
EMP-252,The Unified AI Hegemony,Unified Bulgian Council,62a7129a59,Omega Bulge-f,8181819.93,0.0,90.91,0,5000.0
EMP-253,The Consolidated Star Empire,Consolidated Thranian Worlds,1e3994853e,HD 50077-c,22743352.08,0.0,177.73,0,5000.0
EMP-254,The Scientific Technocracy,Scientific Thranari Union,b28f9ec7d4,HD 50077-f,29360690.66,39115347.0,294.84,1,5000.0
EMP-255,The Great Scientific Imperium,Scientific Aurelan Union,634ad45f7e,HD 50077-g,23610436.19,23402427.0,222.84,1,5000.0
EMP-256,The Great Kaelumari Imperium,Kaelumari Directorate,75912c8e4c,HD 50077-h,20002682.22,0.0,150.49,0,5000.0
EMP-257,The Great Scientific Imperium,Scientific Valian Union,d07bc4ae63,HR 233687-b,21231980.81,43733359.0,208.26,1,5000.0
EMP-258,The Scientific Technocracy,Scientific Vesperari Union,9696ce2491,HIP 217328-b,23144053.42,0.0,187.61,0,5000.0
EMP-259,The Great Scientific Imperium,Scientific Orionite Union,7036dbff3e,Zeta Orionis-c,15371738.47,30743056.0,140.41,1,5000.0
EMP-260,The Consolidated Orionan Systems,Orionan Directorate,c98968025a,Zeta Orionis-d,15992205.75,0.0,140.3,0,5000.0
EMP-261,The Great Consolidated Imperium,Consolidated Omega-cygnis Worlds,9d449a31b9,Omega Cygni-e,2857171.52,0.0,45.8,0,5000.0
EMP-262,The Thranari Technocracy,Thranari Commonwealth,12f8de3472,HD 36797-c,14682902.38,25947933.0,138.23,1,5000.0
EMP-263,The Great Unified Imperium,Unified Xenoid Council,afc6771a1e,Webb-3991-b,19035574.34,0.0,154.93,0,5000.0
EMP-264,The Thranari Technocracy,Thranari Commonwealth,55c2a4dc5e,Webb-3991-c,22895091.52,0.0,181.07,0,5000.0
EMP-265,The Unified AI Hegemony,Unified Zelian Council,3779c3fe76,Webb-3991-d,20201056.04,0.0,205.84,0,5000.0
EMP-266,The Scientific Technocracy,Scientific Merari Union,cd01ef6fd0,Webb-3991-e,23211547.73,0.0,189.35,0,5000.0
EMP-267,The Unified Technocracy,Unified Zelari Council,63803c4eb1,PSR 133182-b,25888213.0,63786277.0,204.25,2,5000.0
EMP-268,The Unified Technocracy,Unified Valoid Council,20dcee6871,PSR 133182-e,23941522.97,0.0,221.64,0,5000.0
EMP-269,The Allied Technocracy,Allied Sagittariian Systems,53856bd8ca,Tau Sagittarii-f,17433402.56,49161365.0,155.1,1,5000.0
EMP-270,The Great Unified Imperium,Unified Orionis Council,da38a63176,Webb-7458-e,25712205.8,24746049.0,200.7,1,5000.0
EMP-271,The Scientific AI Hegemony,Scientific Thranan Union,8196db66b3,Webb-7458-f,8183194.52,0.0,90.92,0,5000.0
EMP-272,The Scientific Technocracy,Scientific Perseian Union,f004cb791e,Beta Persei-b,23295178.37,0.0,192.24,0,5000.0
EMP-273,The Aurelian AI Hegemony,Aurelian Directorate,15955262e1,PSR 289778-d,18453488.58,51944355.0,182.37,1,5000.0
EMP-274,The Unified Technocracy,Unified Sagittariite Council,c3662e3808,Eta Sagittarii-b,18828375.29,51622422.0,154.31,1,5000.0
EMP-275,The Consolidated Technocracy,Consolidated Orionian Worlds,7dc225fd37,PSR 165223-d,5907360.86,0.0,73.11,0,5000.0
EMP-276,The Consolidated Technocracy,Consolidated Zylaris Worlds,373ea01e5c,Gliese 787.0-c,17058483.7,50740550.0,165.53,1,5000.0
EMP-277,The Thranite Star Empire,The Thranite Federation,17fee1a6ac,TESS-915-b,17868418.39,28353376.0,185.61,1,5000.0
EMP-278,The Consolidated Consolidated Systems,Consolidated Orionite Worlds,66d46fcd47,Nu Orionis-d,18787864.49,72965145.0,174.8,2,5000.0
EMP-279,The Consolidated Chi-bulgis Systems,Chi-bulgis Directorate,dffeed89fb,Chi Bulge-b,18349917.85,0.0,188.93,0,5000.0
EMP-280,The Consolidated Chi-bulgis Systems,The Chi-bulgis Federation,cd3cb2af45,Chi Bulge-d,27713367.13,37341315.0,219.47,1,5000.0
EMP-281,The Consolidated AI Hegemony,Consolidated Xenite Worlds,5d262aaec3,TESS-7890-b,24708961.84,25539319.0,207.76,1,5000.0
EMP-282,The Great Orionis Imperium,Orionis Directorate,db6da7e17a,TESS-7890-c,22182225.33,0.0,195.56,0,5000.0
EMP-283,The Orionite Technocracy,Orionite Directorate,73573955bb,TESS-7890-d,23483500.2,0.0,260.03,0,5000.0
EMP-284,The Great Bulgan Imperium,Bulgan Commonwealth,f2bbbfc167,Delta Bulge-b,18923481.76,20658501.0,155.75,1,5000.0
EMP-285,The Bulgian Star Empire,Bulgian Commonwealth,f929aa33ac,Delta Bulge-c,13136525.29,0.0,115.45,0,5000.0
EMP-286,The Consolidated Scientific Systems,Scientific Bulgite Union,28d83c4b42,Delta Bulge-d,23511620.75,0.0,200.92,0,5000.0
EMP-287,The Consolidated Delta-bulgis Systems,The Delta-bulgis Federation,0ddd78edbb,Delta Bulge-e,15935746.45,0.0,134.59,0,5000.0
EMP-288,The Thranan Technocracy,Thranan Directorate,d7ec4d3018,HR 175320-d,6972292.39,0.0,81.62,0,5000.0
EMP-289,The Great Unified Imperium,Unified Thranis Council,adc1c77061,HR 175320-e,23766105.64,21757292.0,179.22,1,5000.0
EMP-290,The Orionite Technocracy,Orionite Directorate,931aa9655e,Gliese 257.0-d,21050659.97,0.0,171.07,0,5000.0
EMP-291,The Consolidated Unified Systems,Unified Valari Council,df2f64c1a1,Gliese 257.0-e,24392144.41,0.0,251.97,0,5000.0
EMP-292,The Great Scientific Imperium,Scientific Aurelite Union,f27ca4fefa,Gliese 257.0-f,23728086.46,0.0,210.12,0,5000.0
EMP-293,The Consolidated Meroid Systems,Republic of Meroid,a7f6005fd2,Kepler-6776-c,3784110.11,0.0,54.76,0,5000.0
EMP-294,The Consolidated Unified Systems,Unified Zylarite Council,4164b650a3,HD 14791-b,24876058.15,0.0,245.59,0,5000.0
EMP-295,The Consolidated Thranari Systems,The Thranari Federation,340ef3ab81,HD 14791-c,2595662.28,0.0,43.11,0,5000.0
EMP-296,The Great Consolidated Imperium,Consolidated Xenoid Worlds,7ba9deb67e,Webb-4746d-e,29252496.09,36166170.0,251.56,1,5000.0
EMP-297,The Consolidated Unified Systems,Unified Xenan Council,785ce4730c,Kepler-8079d-b,19668416.69,0.0,148.46,0,5000.0
EMP-298,The Consolidated Consolidated Systems,Consolidated Valoid Worlds,7135e43d15,Kepler-8079d-c,21902522.23,0.0,172.25,0,5000.0
EMP-299,The Orionite AI Hegemony,Orionite Directorate,dbf06f7273,Kepler-8079d-d,6315279.82,0.0,76.41,0,5000.0
EMP-300,The Great Vesperan Imperium,Vesperan Commonwealth,8f64eb0a84,Kepler-8079d-e,23100733.43,34572110.0,175.72,1,5000.0
EMP-301,The Great Consolidated Imperium,Consolidated Zelite Worlds,c87f4b2d09,HR 123535-b,16638671.73,0.0,140.98,0,5000.0
EMP-302,The Meran Technocracy,Meran Commonwealth,c59e7444f5,PSR 272701-c,22968097.93,0.0,182.87,0,5000.0
EMP-303,The Consolidated Unified Systems,Unified Meris Council,111ab1a74e,PSR 272701-d,23126767.67,24018701.0,219.77,1,5000.0
EMP-304,The Consolidated Unified Systems,Unified Merian Council,762d1b3438,PSR 272701-e,23749230.89,0.0,306.33,0,5000.0
EMP-305,The Great Unified Imperium,Unified Orionan Council,41e5776038,Webb-8019-b,22177662.26,0.0,168.0,0,5000.0
EMP-306,The Vesperite AI Hegemony,Vesperite Commonwealth,11c4291fc3,Webb-8019-d,25680986.35,26119842.0,192.02,1,5000.0
EMP-307,The Great Orionan Imperium,Orionan Directorate,c8c30fa0a1,Webb-8019-e,23468623.8,0.0,198.49,0,5000.0
EMP-308,The Aurelian Star Empire,The Aurelian Federation,41a9345e47,Webb-8019-g,27420002.72,25434485.0,212.89,1,5000.0
EMP-309,The Great Scientific Imperium,Scientific Galacticite Union,6edc6616b2,Chi Galacticis-b,17243704.11,0.0,167.08,0,5000.0
EMP-310,The Great Galactican Imperium,Galactican Directorate,82b29167c3,Chi Galacticis-d,19553849.3,21116575.0,170.71,1,5000.0
EMP-311,The Scientific Technocracy,Scientific Zylarex Union,cbdac2fac3,Kepler-604-b,6048005.21,0.0,74.25,0,5000.0
EMP-312,The Great Scientific Imperium,Scientific Kaelumari Union,9891e1dd90,TESS-8500-b,25650699.37,49123068.0,206.85,1,5000.0
EMP-313,The Unified Technocracy,Unified Zeloid Council,5087e1422a,TESS-8500-d,20618026.7,21714794.0,162.61,1,5000.0
EMP-314,The Allied Technocracy,Allied Valis Systems,5d94c085f5,HIP 233393-c,27243571.88,64840107.0,243.56,2,5000.0
EMP-315,The Great Unified Imperium,Unified Solex Council,cc71651dca,Gaia-4401-b,21001315.0,0.0,167.55,0,5000.0
EMP-316,The Great Consolidated Imperium,Consolidated Iota-perseis Worlds,b7f420628f,Iota Persei-b,17275343.45,46743519.0,182.02,1,5000.0
EMP-317,The Great Allied Imperium,Allied Thranian Systems,1a2a63b5eb,Gaia-2648c-e,23852842.9,24173763.0,180.06,1,5000.0
EMP-318,The Unified Technocracy,Unified Merite Council,9eeb4737e9,Gaia-2648c-f,24057312.53,0.0,227.98,0,5000.0
EMP-319,The Solex Star Empire,Solex Commonwealth,8e17c1b492,TESS-7730a-b,12527792.8,39406856.0,110.26,1,5000.0
EMP-320,The Great Scientific Imperium,Scientific Valan Union,35e0e185b7,TESS-7730a-d,16274822.38,0.0,142.36,0,5000.0
EMP-321,The Great Unified Imperium,Unified Vesperite Council,15c488fdb9,Gaia-4413-b,22777294.55,0.0,178.31,0,5000.0
EMP-322,The Great Zelian Imperium,Zelian Directorate,52be76d999,Gaia-4413-c,21330624.73,0.0,167.02,0,5000.0
EMP-323,The Allied Technocracy,Allied Cygnian Systems,2d148d0e47,Omega Cygni-b,24522358.67,0.0,268.19,0,5000.0
EMP-324,The Scientific Technocracy,Scientific Omega-cygnis Union,a4eac32597,Omega Cygni-c,23540501.2,0.0,201.82,0,5000.0
EMP-325,The Great Allied Imperium,Allied Cygnite Systems,f94aaeed85,Omega Cygni-d,19341801.39,0.0,148.51,0,5000.0
EMP-326,The Consolidated Epsilon-perseis Systems,The Epsilon-perseis Federation,a9283be55d,Epsilon Persei-c,12441948.24,0.0,103.26,0,5000.0
EMP-327,The Perseian AI Hegemony,The Perseian Federation,27d9c8dc46,Epsilon Persei-d,15706884.13,0.0,129.58,0,5000.0
EMP-328,The Great Scientific Imperium,Scientific Persean Union,2c89a9e0dc,Epsilon Persei-e,24136079.19,0.0,233.45,0,5000.0
EMP-329,The Scientific Technocracy,Scientific Epsilon-perseis Union,c45231c414,Epsilon Persei-f,24443579.71,0.0,273.51,0,5000.0
EMP-330,The Great Consolidated Imperium,Consolidated Cygnian Worlds,7fdb421436,Tau Cygni-b,4359962.3,0.0,59.97,0,5000.0
EMP-331,The Allied Star Empire,Allied Solian Systems,b323933feb,TESS-6922-c,12805965.79,33036875.0,110.92,1,5000.0
EMP-332,The Bulgan Technocracy,Bulgan Directorate,c5f014b287,Alpha Bulge-b,8183980.07,0.0,90.93,0,5000.0
EMP-333,The Bulgian Star Empire,Bulgian Directorate,8d88177d24,Alpha Bulge-e,21081204.75,36124020.0,174.44,1,5000.0
EMP-334,The Scientific Technocracy,Scientific Vesperan Union,e1c4b2ed14,HIP 286034-b,24459779.53,0.0,259.33,0,5000.0
EMP-335,The Aurelari Technocracy,Aurelari Directorate,a568c633c8,HIP 14841-b,15595256.11,37148762.0,135.31,1,5000.0
EMP-336,The Vesperan Technocracy,The Vesperan Federation,0187c7d64a,Webb-694-b,16018708.39,0.0,137.1,0,5000.0
EMP-337,The Valite Technocracy,Valite Directorate,189d8d8d1b,Webb-694-c,23414195.25,0.0,196.58,0,5000.0
EMP-338,The Unified AI Hegemony,Unified Vesperite Council,57f00e3f50,Webb-694-d,21378258.52,0.0,159.59,0,5000.0
EMP-339,The Great Unified Imperium,Unified Kaelumex Council,d427d38a9f,Webb-694-e,23702816.65,0.0,208.32,0,5000.0
EMP-340,The Great Thranan Imperium,Thranan Directorate,f1337406a3,GDE-5391-d,24904481.1,39830322.0,185.81,1,5000.0
EMP-341,The Consolidated Zelari Systems,Zelari Commonwealth,ecbe2dc98a,GDE-5391-e,4530436.89,0.0,61.48,0,5000.0
EMP-342,The Consolidated Scientific Systems,Scientific Solex Union,354b63d6d6,Gliese 196.0-b,23980399.83,0.0,224.51,0,5000.0
EMP-343,The Unified Technocracy,Unified Thranian Council,fce0550f04,Gliese 196.0-c,22401219.87,0.0,203.41,0,5000.0
EMP-344,The Scientific Technocracy,Scientific Aurelari Union,f7a8fcf1b2,Gliese 196.0-d,22350706.72,0.0,253.57,0,5000.0
EMP-345,The Orionex AI Hegemony,Orionex Directorate,8c80ad65b6,TESS-7571-e,16381233.15,0.0,148.59,0,5000.0
EMP-346,The Great Scientific Imperium,Scientific Kaeluman Union,65154f1c30,TESS-7571-f,33058815.2,59364155.0,272.36,2,5000.0
EMP-347,The Great Unified Imperium,Unified Kaelumex Council,e6f9f9e411,Gliese 374.0-b,20555077.26,0.0,241.34,0,5000.0
EMP-348,The Unified Star Empire,Unified Aurelis Council,24e153416d,Gliese 159.0-b,24584125.5,0.0,272.84,0,5000.0
EMP-349,The Great Scientific Imperium,Scientific Thranex Union,38ade68c1e,Gliese 159.0-c,17514348.15,0.0,192.82,0,5000.0
EMP-350,The Great Thranan Imperium,Thranan Directorate,eacab5ee97,HD 119869-d,15736808.44,0.0,124.46,0,5000.0
EMP-351,The Great Valian Imperium,Valian Directorate,fadaa4a404,HD 119869-e,24452093.91,0.0,261.2,0,5000.0
EMP-352,The Solite Technocracy,Solite Directorate,ebda9e7b67,HD 119869-f,24560947.66,0.0,268.4,0,5000.0
EMP-353,The Unified Star Empire,Unified Merian Council,de8a7cab3b,HD 119869-g,22156022.53,0.0,167.75,0,5000.0
EMP-354,The Great Merian Imperium,Merian Directorate,5573af18db,HIP 53021-b,23625876.83,0.0,205.52,0,5000.0
EMP-355,The Great Meroid Imperium,Meroid Directorate,e13216033f,HIP 53021-c,23457984.52,0.0,226.34,0,5000.0
EMP-356,The Zylarian Technocracy,Zylarian Commonwealth,bee1d78260,HIP 53021-d,15047737.57,0.0,126.03,0,5000.0
EMP-357,The Unified Technocracy,Unified Zylarite Council,2a8b6fc81d,GDE-122-b,22369834.57,0.0,170.8,0,5000.0
EMP-358,The Unified Technocracy,Unified Valian Council,2320636026,GDE-122-c,15228946.23,0.0,121.53,0,5000.0
EMP-359,The Scientific Technocracy,Scientific Orionoid Union,e976b29c9d,GDE-122-d,22916772.58,0.0,254.54,0,5000.0
EMP-360,The Great Unified Imperium,Unified Valite Council,dc0074adc3,Gaia-1650-c,23768102.21,0.0,212.14,0,5000.0
EMP-361,The Unified AI Hegemony,Unified Zelex Council,303a3df484,Gaia-1650-d,25072704.41,23283650.0,277.96,1,5000.0
EMP-362,The Aurelian Technocracy,Aurelian Directorate,02b9381952,Gaia-1650-e,28628624.3,27003919.0,251.35,1,5000.0
EMP-363,The Unified AI Hegemony,Unified Orionian Council,08caaac3af,Tau Orionis-c,8183587.29,0.0,90.92,0,5000.0
EMP-364,The Great Unified Imperium,Unified Orionian Council,0ad458611c,Tau Orionis-d,26867766.82,31119047.0,230.9,1,5000.0
EMP-365,The Unified AI Hegemony,Unified Orionan Council,c2fe0ab024,Tau Orionis-e,12918358.22,0.0,108.6,0,5000.0
EMP-366,The Vesperian AI Hegemony,Vesperian Directorate,91474e8269,HR 66132-b,23278830.96,0.0,191.47,0,5000.0
EMP-367,The Great Unified Imperium,Unified Zelan Council,32d2bbd884,HR 66132-c,8181819.93,0.0,90.91,0,5000.0
EMP-368,The Unified Technocracy,Unified Aurelari Council,f343101fe6,Kepler-5383-b,15331289.88,0.0,121.3,0,5000.0
EMP-369,The Consolidated Unified Systems,Unified Merex Council,1cf19da3a9,Kepler-5383-c,22888837.65,0.0,180.78,0,5000.0
EMP-370,The Kaelumis Technocracy,Kaelumis Directorate,fc241018ec,Kepler-5383-d,24061877.22,0.0,230.06,0,5000.0
EMP-371,The Merian AI Hegemony,Merian Commonwealth,2c6958242d,Kepler-5383-e,21893148.37,0.0,164.54,0,5000.0
EMP-372,The Great Zylarite Imperium,Zylarite Commonwealth,950050e41a,GDE-4070-b,18198127.09,0.0,222.93,0,5000.0
EMP-373,The Scientific Technocracy,Scientific Valex Union,7ec564c9db,GDE-4070-c,7076231.21,0.0,82.43,0,5000.0
EMP-374,The Great Unified Imperium,Unified Xenian Council,2e4e7545f5,GDE-4070-d,8182212.66,0.0,90.91,0,5000.0
EMP-375,The Zylarian AI Hegemony,Zylarian Directorate,f9c2058d1a,GDE-4070-e,4131001.38,0.0,57.92,0,5000.0
EMP-376,The Consolidated Bulgite Systems,Bulgite Directorate,28100766c8,Omega Bulge-b,7376628.67,0.0,84.76,0,5000.0
EMP-377,The Consolidated Unified Systems,Unified Orionite Council,bbf8578e8c,HD 242398-d,22894556.13,0.0,180.98,0,5000.0
EMP-378,The Consolidated Merari Systems,Merari Directorate,8478dfd6f7,HD 242398-e,20555653.92,0.0,174.52,0,5000.0
EMP-379,The Kaelumis AI Hegemony,Kaelumis Directorate,6f1e390274,HD 242398-f,20551199.05,0.0,200.94,0,5000.0
EMP-380,The Unified Technocracy,Unified Zelian Council,b12b67a0db,HD 242398-g,15900164.83,0.0,124.35,0,5000.0
EMP-381,The Scientific Technocracy,Scientific Xenite Union,28728de334,Webb-7340-b,8183587.29,0.0,90.92,0,5000.0
EMP-382,The Great Unified Imperium,Unified Aurelis Council,5d6505f12a,Webb-7340-c,23469192.68,26243455.0,187.08,1,5000.0
EMP-383,The Unified AI Hegemony,Unified Vesperex Council,2c64149009,Kepler-3223-b,23096519.22,0.0,186.25,0,5000.0
EMP-384,The Great Vesperari Imperium,Vesperari Directorate,ed45fe3a8d,Kepler-3223-c,25070071.5,0.0,323.88,0,5000.0
EMP-385,The Aurelan Technocracy,The Aurelan Federation,b1f20b8a8c,Kepler-3223-d,24153002.38,0.0,206.23,0,5000.0
EMP-386,The Xenoid Technocracy,Xenoid Directorate,43cb04ad80,PSR 161837-b,22306106.59,0.0,169.81,0,5000.0
EMP-387,The Scientific AI Hegemony,Scientific Xenan Union,3a375c2f6d,HR 121153-c,19992135.32,0.0,160.53,0,5000.0
EMP-388,The Consolidated Zelis Systems,Zelis Directorate,0fa7096d5a,HR 121153-d,27199368.81,34041742.0,208.74,1,5000.0
EMP-389,The Great Scientific Imperium,Scientific Vesperari Union,3c196b299c,HR 121153-e,19174506.12,0.0,155.49,0,5000.0
EMP-390,The Scientific Technocracy,Scientific Zelite Union,1a67be5b7f,TESS-945-b,17163494.51,0.0,175.21,0,5000.0
EMP-391,The Consolidated Unified Systems,Unified Thranan Council,862f6cbc45,TESS-945-c,28607813.23,39544612.0,249.78,1,5000.0
EMP-392,The Great Consolidated Imperium,Consolidated Aureloid Worlds,9883f23173,HD 179598-e,23451777.15,0.0,198.52,0,5000.0
EMP-393,The Consolidated Unified Systems,Unified Vesperoid Council,22c13af7a1,HD 179598-f,21139551.18,0.0,197.09,0,5000.0
EMP-394,The Unified Technocracy,Unified Solex Council,ac70f57b73,HD 179598-g,23828730.32,0.0,215.28,0,5000.0
EMP-395,The Great Cygnan Imperium,Cygnan Directorate,60a971a839,Pi Cygni-b,22362146.13,0.0,186.98,0,5000.0
EMP-396,The Great Cygnite Imperium,Cygnite Commonwealth,e941b86692,Pi Cygni-c,23349521.1,0.0,194.49,0,5000.0
EMP-397,The Cygnian Technocracy,Cygnian Directorate,8dcb447d0f,Pi Cygni-d,22653827.96,0.0,245.16,0,5000.0
EMP-398,The Scientific AI Hegemony,Scientific Kaelumis Union,0130446f7e,TESS-1750-b,21550422.15,0.0,169.55,0,5000.0
EMP-399,The Unified Technocracy,Unified Meran Council,d1ebd8161b,TESS-1750-c,25865621.06,37981167.0,192.74,1,5000.0
EMP-400,The Scientific Technocracy,Scientific Thranex Union,d056d7ce4a,TESS-1750-e,21379046.49,0.0,203.91,0,5000.0
EMP-401,The Solari Technocracy,The Solari Federation,74136dc7b0,TESS-1750-f,10631282.79,0.0,91.28,0,5000.0
EMP-402,The Great Consolidated Imperium,Consolidated Zelis Worlds,61dc46303f,Gaia-9760c-b,14521201.76,0.0,120.01,0,5000.0
EMP-403,The Vesperis Star Empire,Vesperis Commonwealth,8fbf42f886,Gaia-9760c-c,15879034.88,0.0,133.65,0,5000.0
EMP-404,The Unified Technocracy,Unified Orionari Council,7388512271,Gaia-9760c-d,17322593.92,0.0,157.4,0,5000.0
EMP-405,The Great Unified Imperium,Unified Vesperite Council,b6ae409cbf,Gaia-9760c-e,17541199.75,0.0,179.34,0,5000.0
EMP-406,The Consolidated Orionite Systems,Orionite Commonwealth,622de7102b,Kepler-2936-b,19380816.06,59555028.0,184.69,2,5000.0
EMP-407,The Orionan Technocracy,Orionan Directorate,996190e522,Gaia-776-d,27597315.26,20794731.0,216.46,1,5000.0
EMP-408,The Thranis Technocracy,Thranis Commonwealth,f7bd18e491,Gaia-776-f,20246522.28,35680877.0,160.74,1,5000.0
