civilization_id,name,species_id,species_name,planet_id,population,tech_level,research_points,tech_tier,tech_stage_name,energy_source,energy_output_watts,kardashev_rating,government_type,stability_score,corruption_score,innovation_score,civilization_age
5f5ebcf2f5,Solari Directorate,d123ec4a58,Solari,71526b6e82,29980006249.782757,8.8359,54296333.51,8,Dyson Swarm Civilization,Dyson Sphere,5.41795e+30,2.4734,Monarchy,43.66592727063196,25.317566968676925,47.22255552433308,156895.0
5578b4053f,Unified Zylaris Council,8f79133a3d,Zylaris,af493ae6ac,23942144117.37822,10.0083,315108348.82,10,Transcendent Civilization,Galactic Energy Grid,6.00415e+35,2.9778,Monarchy,42.483710899164116,29.895794158435606,24.869046577844514,61539.0
095464621d,Cygnan Commonwealth,30a98b924c,Cygnan,c8d2d80b53,25059409009.145767,10.0073,314772008.42,10,Transcendent Civilization,Galactic Energy Grid,6.0036500000000005e+35,2.9778,Scientific Council,0.0,42.980107948652055,34.402730223738686,58205.0
22e010a52d,Unified Cygnite Council,57aeee56fc,Cygnite,1be8b9e8cb,47789271494.00678,9.0213,67825262.63,9,Galactic Civilization,Dyson Sphere,5.51065e+30,2.4741,Technocracy,25.576028653652426,24.939625805772113,64.45136038616208,411362.0
a987357567,Scientific Thranite Union,b82911054c,Thranite,fcdcae244d,1783551432.8062468,10.151,359697601.93,10,Transcendent Civilization,Galactic Energy Grid,6.0754999999999995e+35,2.9784,Collective,68.14609730112421,25.45819527841373,41.2957331552719,369071.0
cf1fb521d7,Allied Sagittarian Systems,24de1b4154,Sagittarian,047b05b042,23069277884.397327,10.0058,314326394.26,10,Transcendent Civilization,Galactic Energy Grid,6.0029e+35,2.9778,Scientific Council,7.1232038692779875,41.8927408352494,40.52743073590036,320725.0
0895acc0af,Sagittarian Directorate,277d82dd5e,Sagittarian,a6289c2a81,7152261836.772997,9.5316,195395241.93,9,Galactic Civilization,Galactic Energy Grid,5.7657999999999994e+35,2.9761,Technocracy,58.72782490144103,25.47126321161422,53.77998482750407,401236.0
cd650c58ff,Gamma-sagittariis Directorate,d5495f89d1,Gamma-sagittariis,e8c2d06860,25669884045.632454,10.0091,315342386.14,10,Transcendent Civilization,Galactic Energy Grid,6.0045499999999996e+35,2.9778,Technocracy,50.0,19.289678460503715,54.403328931100184,438259.0
208f64f5f9,Scientific Sagittarian Union,7ebbfbfc94,Sagittarian,76b1c55693,55968048832.59651,8.9422,59612061.53,8,Dyson Swarm Civilization,Dyson Sphere,5.4711e+30,2.4738,AI Governance,22.504863922179368,22.451534268532246,68.55701468499541,354129.0
a03b53100a,Orionex Directorate,f47b9e2e97,Orionex,eb47da8001,39357121774.86429,10.0174,317933906.54,10,Transcendent Civilization,Galactic Energy Grid,6.0087e+35,2.9779,Scientific Council,24.918575618777535,19.37467130348241,70.08205368584686,136340.0
2640424e04,Unified Aurelan Council,426ef299af,Aurelan,b4f1a7213a,24939412294.627075,10.0114,316068756.42,10,Transcendent Civilization,Galactic Energy Grid,6.0057e+35,2.9779,AI Governance,66.38351100253153,11.655734522271615,61.90646638816127,356059.0
ad899b1ed9,The Meran Federation,8be76533f5,Meran,21a83dc4e7,29038549524.975548,8.0506,15030063.3,8,Dyson Swarm Civilization,Dyson Swarm,5.0253e+26,2.0701,Collective,59.72129447468701,25.115029467862783,29.45324435307492,140420.0
b53d4251d2,Meroid Directorate,07f8316e17,Meroid,06849e43d4,27751001925.41899,10.0022,313199483.55,10,Transcendent Civilization,Galactic Energy Grid,6.0011e+35,2.9778,Technocracy,50.0,31.506037776433537,67.07367235114579,395870.0
2b4452e77b,Soloid Directorate,5c996b816d,Soloid,119d756a5c,0.0,10.0004,312630790.52,10,Transcendent Civilization,Galactic Energy Grid,6.0002e+35,2.9778,Democracy,0.0,0.0,0.0,186408.0
7994a1ada7,Unified Bulgan Council,92d50bb73f,Bulgan,be10bee0ef,56746747267.0999,8.3535,30173348.53,8,Dyson Swarm Civilization,Dyson Swarm,5.176750000000001e+26,2.0714,Monarchy,50.0,50.590245036660384,24.763690383078632,463726.0
2b100070c5,Bulgite Directorate,38f860b97b,Bulgite,a576291b8b,5100026207.356813,10.0021,313161257.15,10,Transcendent Civilization,Galactic Energy Grid,6.0010500000000004e+35,2.9778,Technocracy,65.24675143328074,22.428447809517127,72.82665455490826,60302.0
984d4d4161,Consolidated Vesperan Worlds,4e7721da91,Vesperan,14dd088433,0.0,8.0238,13687578.26,8,Dyson Swarm Civilization,Dyson Swarm,5.0119000000000004e+26,2.07,Technocracy,0.0,0.0,0.0,50754.0
04b742dd38,The Perseian Federation,fcfae6a2f8,Perseian,8dddd2ec6f,25669624421.72544,7.144,3940201.41,7,Antimatter Civilization,Antimatter,4.572e+22,1.666,Democracy,84.57169807026989,11.895182461736919,63.61127120412551,64442.0
82f9ee8fb4,The Valoid Federation,6617bc7150,Valoid,615f68ebb0,26269823367.812374,9.0188,67193352.25,9,Galactic Civilization,Dyson Sphere,5.5094e+30,2.4741,Collective,7.065517204845826,34.49814844459081,28.014678060349944,183810.0
08d81107e6,Zylarian Directorate,68aed15678,Zylarian,ba1d5d378c,0.0,9.9522,300549802.76,9,Galactic Civilization,Galactic Energy Grid,5.9760999999999994e+35,2.9776,AI Governance,0.0,0.0,0.0,287169.0
38a2dd884c,Allied Sagittariian Systems,5387a6fd30,Sagittariian,ef76c06682,6160135168.525219,7.3216,5716385.62,7,Antimatter Civilization,Antimatter,4.6608000000000004e+22,1.6668,Federation,50.42411237353009,25.582193269380646,22.72261808796279,48653.0
1c90d82c80,Cygnian Directorate,59a102f9f0,Cygnian,0dfc3a6355,79958924110.39304,8.0687,15936629.49,8,Dyson Swarm Civilization,Dyson Swarm,5.03435e+26,2.0702,Scientific Council,15.690823499015186,25.023978145150743,58.87092955539938,10710.0
a067552faf,Consolidated Ian Worlds,a0a2bcd6b2,Ian,8dbd73bdcd,13455973456.78807,8.0724,16120178.75,8,Dyson Swarm Civilization,Dyson Swarm,5.0362e+26,2.0702,Scientific Council,13.662045601513292,21.432100300479114,61.61806281527018,479901.0
c6642b2284,Scientific Gaea-is Union,e2b59f4e84,Gaea-is,ac7a6b5922,50799097124.1762,10.1709,365913116.4,10,Transcendent Civilization,Galactic Energy Grid,6.0091e+35,2.9779,Technocracy,50.0,25.501646161287198,32.83322032947255,152134.0
a222a74ae8,Zelex Directorate,bf82fdbb59,Zelex,656b674976,68280844702.17761,10.0306,322049563.16,10,Transcendent Civilization,Galactic Energy Grid,6.0152999999999996e+35,2.9779,Scientific Council,24.184597198325847,13.629745803202564,71.48633933904611,381879.0
c235dc422c,Scientific Kaeluman Union,8b68e65e8e,Kaeluman,e28326c8f1,95182351842.26297,9.8459,273963422.84,9,Galactic Civilization,Galactic Energy Grid,5.92295e+35,2.9773,Scientific Council,46.3553848783608,8.71484843804877,57.18601742359688,152529.0
9dbca7c528,Unified Vesperari Council,aeb9f8a813,Vesperari,e791884991,35869551878.211815,10.0133,316664537.74,10,Transcendent Civilization,Galactic Energy Grid,6.006649999999999e+35,2.9779,Scientific Council,20.842880528277426,23.251098298156265,69.0802778209845,181770.0
f714a79195,Scientific Orionian Union,5d8a1c91c4,Orionian,a2c8ca59d9,38745681251.47329,9.3111,140269741.85,9,Galactic Civilization,Dyson Sphere,5.65555e+30,2.4752,Collective,5.184076992924055,25.42916692530361,31.366808654738136,224894.0
f6221e08e8,Orionian Directorate,1c91adccbd,Orionian,c7e1816f5a,0.0,10.0006,312690896.26,10,Transcendent Civilization,Galactic Energy Grid,6.0003e+35,2.9778,Collective,0.0,0.0,0.0,336232.0
f0cb6b0a91,Xenoid Directorate,13f69f0a6e,Xenoid,8c2a4ca914,26022060271.35263,8.8592,55459537.65,8,Dyson Swarm Civilization,Dyson Sphere,5.4296e+30,2.4735,Scientific Council,49.3528537372401,22.413547448663408,60.20102378523693,98575.0
609e70586f,Scientific Kaeluman Union,6b4cfd3bda,Kaeluman,4a131a224b,2878364250.3698235,9.659,227249660.72,9,Galactic Civilization,Galactic Energy Grid,5.8295e+35,2.9766,Technocracy,86.77198856770177,12.272403550428573,71.24217932778065,118206.0
a866d8dcfc,Zelis Directorate,b13917cf75,Zelis,68d3f0752a,0.0,9.5639,203484152.75,9,Galactic Civilization,Galactic Energy Grid,5.78195e+35,2.9762,AI Governance,0.0,0.0,0.0,379882.0
26a6b7dcc3,Consolidated Valan Worlds,41791f9ac2,Valan,8a2f983ba6,20065154597.04399,9.7419,247977657.78,9,Galactic Civilization,Galactic Energy Grid,5.87095e+35,2.9769,Scientific Council,50.0,26.208164601039353,38.98660369107954,391404.0
7be35390be,Scientific Valan Union,a8c53f1fba,Valan,81127348e7,7012784624.754707,8.5752,41259422.95,8,Dyson Swarm Civilization,Dyson Swarm,5.2876e+26,2.0723,Scientific Council,50.0,51.10350150883895,57.04216877818898,348369.0
87f864fe83,Unified Thranari Council,ad85c80b3a,Thranari,1db6f58a59,5901843179.368828,9.9574,301860010.66,9,Galactic Civilization,Galactic Energy Grid,5.9786999999999995e+35,2.9777,AI Governance,63.45031877240177,17.049558728732773,75.4553143053241,302297.0
3ba7df6ae1,Scientific Thranite Union,3d25455522,Thranite,70226c1b2a,18362865201.095093,10.0099,315604162.85,10,Transcendent Civilization,Galactic Energy Grid,6.00495e+35,2.9779,Scientific Council,61.30160942645454,23.643640838478905,74.42875191690979,284133.0
edb45b6eec,Unified Kaelumoid Council,de5daa25da,Kaelumoid,cb4611319f,0.0,10.0009,312773465.38,10,Transcendent Civilization,Galactic Energy Grid,6.00045e+35,2.9778,Collective,0.0,0.0,0.0,239562.0
fe5ce1f2b8,Consolidated Kaelumari Worlds,ed1c8b4a2e,Kaelumari,857b2cc3b6,0.0,8.5723,41115715.18,8,Dyson Swarm Civilization,Dyson Swarm,5.2861500000000004e+26,2.0723,Federation,0.0,0.0,0.0,3593.0
a31575c86a,Unified Orionex Council,03dc656e8e,Orionex,0040dccf97,26745929539.478874,8.1044,17722291.8,8,Dyson Swarm Civilization,Dyson Swarm,5.0522e+26,2.0703,Scientific Council,3.90247639114975,47.77746750203092,60.34553770857704,367709.0
7652ec5c8d,Unified Theta-perseis Council,1cbca62e9e,Theta-perseis,6684ee649d,72448134659.85521,10.0116,316115594.74,10,Transcendent Civilization,Galactic Energy Grid,6.0058e+35,2.9779,Technocracy,32.33288784160049,25.556168353063104,72.66059141749719,70068.0
98fbfa35fa,Sigma-orionis Commonwealth,30eb092a4d,Sigma-orionis,e190d3ef52,40901492460.85117,7.6929,9428836.85,7,Antimatter Civilization,Antimatter,4.84645e+22,1.6685,Monarchy,50.0,22.122572134890046,31.63684082310944,62350.0
f0ada7121c,Consolidated Solex Worlds,41d9f66f49,Solex,720b28f033,1474521526.3455162,9.7177,241930424.18,9,Galactic Civilization,Galactic Energy Grid,5.85885e+35,2.9768,Federation,56.05568319398045,24.29446925527738,34.328694207447704,167071.0
6eb9b1daf2,Scientific Xenite Union,7e7ab4cd80,Xenite,b3e6d5d595,49220531435.39689,10.0144,317014819.58,10,Transcendent Civilization,Galactic Energy Grid,6.0072e+35,2.9779,Monarchy,26.187671822390886,25.835559123539323,31.53894242635908,491233.0
07a0027478,The Vesperis Federation,cba92722ae,Vesperis,3d614d7807,9668108128.274277,6.665,1830048.99,6,Fusion Civilization,Antimatter,4.3324999999999994e+22,1.6637,Scientific Council,59.610295993859204,23.0964682910496,59.355725924728205,85148.0
187eb0978f,Scientific Merite Union,668dddcaa3,Merite,cedad1b316,49116065326.021065,10.0193,318535864.11,10,Transcendent Civilization,Galactic Energy Grid,6.0096499999999995e+35,2.9779,Collective,50.0,22.254231568643515,70.17587292226327,140614.0
8bd71d17f7,Unified Xenis Council,c8e1c66cef,Xenis,cc150e4198,13609883912.230835,9.5525,200637294.63,9,Galactic Civilization,Galactic Energy Grid,5.77625e+35,2.9762,AI Governance,50.0,21.189909084198362,66.84607614357996,301091.0
7f4ec7825c,Allied Soloid Systems,987d0c48bc,Soloid,34004ae8d0,15702957433.770065,8.0243,13715120.16,8,Dyson Swarm Civilization,Dyson Swarm,5.01215e+26,2.07,Monarchy,50.0,29.047641226770615,26.265864115738538,138024.0
a1d0ea467a,Unified Meris Council,c004812915,Meris,e3ac0b867e,55321150278.14035,10.0253,320415737.01,10,Transcendent Civilization,Galactic Energy Grid,6.01265e+35,2.9779,Scientific Council,10.812875700206323,28.654979115602742,73.33438106858463,192543.0
71d820677a,The Zylaran Federation,2b179a414c,Zylaran,aabc273650,10077003039.208254,6.395,1289909.47,6,Fusion Civilization,Fusion,4.1975e+18,1.2623,AI Governance,54.18428476503844,16.695442522130932,51.24059147893686,51015.0
6d2f3e5ed1,Aurelari Directorate,29eff4466f,Aurelari,804f9f208c,14707053063.393682,10.0056,314258907.19,10,Transcendent Civilization,Galactic Energy Grid,6.0027999999999996e+35,2.9778,Democracy,71.13147753830353,22.174558309901535,50.708287323633996,420331.0
3339448f7c,Xenan Directorate,a418f8455c,Xenan,5c957860fb,0.0,10.0005,312645428.87,10,Transcendent Civilization,Galactic Energy Grid,6.00025e+35,2.9778,Technocracy,0.0,0.0,0.0,272396.0
be3191b575,Scientific Eta-galacticis Union,47fe9ede16,Eta-galacticis,41ce470ba9,99180300443.5024,9.5392,197307551.73,9,Galactic Civilization,Galactic Energy Grid,5.769599999999999e+35,2.9761,Technocracy,50.0,23.22201329340489,44.10922830881074,386972.0
63f01adf18,Consolidated Galacticite Worlds,b658a6ee6b,Galacticite,66b83490b5,41486798522.614105,7.1889,4389100.93,7,Antimatter Civilization,Antimatter,4.59445e+22,1.6662,Federation,15.921480702277,22.576810221528294,27.22877356102172,68946.0
b75dce1421,Allied Bulgite Systems,a0af1a2251,Bulgite,5057d9d5a0,17600846667.07053,6.8153,2130693.56,6,Fusion Civilization,Antimatter,4.40765e+22,1.6644,Scientific Council,50.0,21.68720848069724,56.86592720412767,22052.0
4c8e6a8540,Allied Bulgan Systems,4d35b039bb,Bulgan,72030e44ad,20926565444.66453,8.0674,15869497.29,8,Dyson Swarm Civilization,Dyson Swarm,5.0337e+26,2.0702,Scientific Council,50.0,28.67196959986115,27.57243220499792,11988.0
76c64a14d6,Unified Orionoid Council,062a961d7f,Orionoid,ce0c18dc7f,26428691449.40858,8.9694,60971320.07,8,Dyson Swarm Civilization,Dyson Sphere,5.4847e+30,2.4739,Democracy,35.0,22.682749850185044,50.21596680669797,176017.0
517cb43ce0,Scientific Solan Union,852fe668dc,Solan,e705c22e84,5227341944.221749,10.0024,313247780.01,10,Transcendent Civilization,Galactic Energy Grid,6.0011999999999996e+35,2.9778,Technocracy,22.523898411312594,30.36361813290841,79.81289983252849,148299.0
d378f96d17,Kaelumian Commonwealth,f64d8aa9c3,Kaelumian,880d990c65,44411300799.741196,8.6629,45645456.7,8,Dyson Swarm Civilization,Dyson Swarm,5.3314500000000005e+26,2.0727,Scientific Council,20.728309413218888,24.818681788992915,56.829084619921225,350512.0
7664b6b371,Orionian Directorate,5f6d4d4545,Orionian,20e205eab6,147327286.0787468,9.705,238752709.08,9,Galactic Civilization,Galactic Energy Grid,5.8525e+35,2.9767,Technocracy,62.70969869305032,24.056410127753875,72.63900934406256,149101.0
739bb87006,Unified Aurelex Council,ad3ec7eff5,Aurelex,9bf2886f37,14687868.481739044,10.0005,312658099.74,10,Transcendent Civilization,Galactic Energy Grid,6.00025e+35,2.9778,Scientific Council,68.92394226760295,21.719986874047127,62.19154717806516,320866.0
8853384409,Unified Kaelumex Council,57de5cca9a,Kaelumex,94e2e777cc,4210313926.23685,9.805,263742892.73,9,Galactic Civilization,Galactic Energy Grid,5.9025e+35,2.9771,Technocracy,68.51946510186988,23.41543858579336,69.64732645296898,172206.0
bda6417e80,Scientific Persean Union,e37fda4ce7,Persean,3f7195886a,1663257499.7021725,8.2595,25476788.87,8,Dyson Swarm Civilization,Dyson Swarm,5.12975e+26,2.071,Scientific Council,50.0,44.36402285331002,83.9676867829125,487190.0
56cd534bb7,The Persean Federation,ebf1be5af5,Persean,bb6c8e317f,47423464153.54525,8.1158,18291122.46,8,Dyson Swarm Civilization,Dyson Swarm,5.0579e+26,2.0704,Democracy,50.0,17.21642568787193,66.85105705675471,66525.0
c6e77e6789,Persean Directorate,ffcdd56cda,Persean,dcc81c3a91,49277069548.07534,10.0226,319549982.05,10,Transcendent Civilization,Galactic Energy Grid,6.0113e+35,2.9779,AI Governance,12.606718615012165,19.255110446860694,72.68528574260223,101227.0
ac4afd4a27,Perseite Directorate,daf7833037,Perseite,aab8c4984f,33532985216.399918,8.948,59900335.05,8,Dyson Swarm Civilization,Dyson Sphere,5.474e+30,2.4738,AI Governance,41.428673464449396,20.009546372922898,76.76048889680808,323557.0
778b8b68c3,Scientific Aurelex Union,c5208548a2,Aurelex,a1aed63e53,0.0,10.0009,312796066.17,10,Transcendent Civilization,Galactic Energy Grid,6.00045e+35,2.9778,Monarchy,0.0,0.0,0.0,388030.0
c5213edcba,Scientific Meran Union,f0b34c9791,Meran,1643c3fc59,26840962816.527252,8.3018,27587919.73,8,Dyson Swarm Civilization,Dyson Swarm,5.1509e+26,2.0712,Scientific Council,14.617049634985543,21.79898103566471,64.99907357858939,325658.0
37b8da7a55,Zylaris Directorate,43ba953cbe,Zylaris,8f69144906,49694609942.65818,10.0207,318966683.64,10,Transcendent Civilization,Galactic Energy Grid,6.01035e+35,2.9779,Scientific Council,50.0,23.98736598518966,50.47998993253991,459561.0
c1803ec34d,Aurelari Directorate,a749a2a7be,Aurelari,f7145b840e,0.0,9.3257,143927120.01,9,Galactic Civilization,Dyson Sphere,5.66285e+30,2.4753,Scientific Council,0.0,0.0,0.0,59438.0
d957806d32,Galactician Commonwealth,73a8c7f8da,Galactician,0cac230fec,8507097603.737268,9.1231,93282368.63,9,Galactic Civilization,Dyson Sphere,5.561550000000001e+30,2.4745,Technocracy,52.49668121761525,23.81633173464021,45.57529220337037,340583.0
fcda05fc4e,Unified Sigma-galacticis Council,300fb68be9,Sigma-galacticis,bd8a43aea2,0.0,10.0007,312709824.6,10,Transcendent Civilization,Galactic Energy Grid,6.00035e+35,2.9778,Scientific Council,0.0,0.0,0.0,311100.0
2320e9a617,Galactican Directorate,04ba6c9a6f,Galactican,8de83bb0c7,46879921172.57859,9.5111,190284447.36,9,Galactic Civilization,Galactic Energy Grid,5.7555500000000005e+35,2.976,Collective,50.0,22.83402706065684,58.997211476346415,216679.0
75a58165a0,The Galactican Federation,458c45bc49,Galactican,57c79405f9,7907876753.2031,5.9924,496941.15,5,Interstellar Age,Fusion,3.9962e+18,1.2602,Scientific Council,47.73642543097225,21.244891265345686,33.04729503955038,77580.0
d5f12251b2,Unified Xenian Council,992f43ef32,Xenian,1856aa5327,9616407287.705397,9.9702,305054678.69,9,Galactic Civilization,Galactic Energy Grid,5.9851e+35,2.9777,Democracy,50.0,20.591471799124015,62.975701527393326,204102.0
b4221d6e15,Unified Xenis Council,03d731df86,Xenis,117cddbd3a,23490819782.058533,10.0097,315545288.98,10,Transcendent Civilization,Galactic Energy Grid,6.00485e+35,2.9779,Technocracy,24.997437796352287,20.938256854282468,72.32292954387987,306220.0
b3ddaf54de,Unified Zylarex Council,01145627b6,Zylarex,b2f1459f87,19606504829.832237,10.0074,314813669.57,10,Transcendent Civilization,Galactic Energy Grid,6.0037e+35,2.9778,Technocracy,67.61452103407319,17.423436036568678,66.19354442419238,405729.0
fa8159dac5,Unified Xenian Council,a0aa0ace8c,Xenian,1a2c6f5703,76484822729.85742,9.6315,220368892.56,9,Galactic Civilization,Galactic Energy Grid,5.81575e+35,2.9765,Monarchy,24.620602008879697,26.963956584221652,24.094216172129958,285100.0
02e103d2b6,Dominion of Thranari,023c04a1d3,Thranari,354b8387d3,0.0,9.6787,232171286.31,9,Galactic Civilization,Galactic Energy Grid,5.839349999999999e+35,2.9766,Scientific Council,0.0,0.0,0.0,140214.0
b0eb206a08,The Thranis Federation,9d22d0a264,Thranis,bab33d9ece,574200126.1385746,5.8013,420513.94,5,Interstellar Age,Fusion,3.90065e+18,1.2591,Democracy,63.64895824604933,22.403024506530837,26.542066124907013,87333.0
529174abfd,Unified Meroid Council,8360ed4fda,Meroid,8c6d4521ff,0.0,10.0008,312759176.42,10,Transcendent Civilization,Galactic Energy Grid,6.0004e+35,2.9778,Scientific Council,0.0,0.0,0.0,182579.0
658cf93cc4,Unified Zylarian Council,c31ddf0537,Zylarian,858023c4fc,117712362380.72273,10.2185,380796159.92,10,Transcendent Civilization,Galactic Energy Grid,6.0298e+35,2.978,Technocracy,21.917606665522513,8.801159903766791,78.1596684559475,359333.0
3b106fa102,Unified Perseian Council,44ed5a801f,Perseian,e4ffbb4a0a,20940145396.502735,7.9175,11674797.85,7,Antimatter Civilization,Dyson Swarm,4.95875e+26,2.0695,Technocracy,34.234132449864575,30.049751983799226,58.26464603981451,8217.0
cb6235e194,Allied Phi-perseis Systems,f1a92cc76d,Phi-perseis,99ecd3a0ac,1122968472.4174404,10.0006,312685573.32,10,Transcendent Civilization,Galactic Energy Grid,6.0003e+35,2.9778,Monarchy,67.8423205121163,24.472544638416906,26.146173869739044,151713.0
6a9427ac16,Consolidated Prometheian Worlds,52460656e3,Prometheian,8110cfeea2,21977457963.763668,7.4721,7220920.8,7,Antimatter Civilization,Antimatter,4.7360500000000005e+22,1.6675,Scientific Council,3.976807272869472,27.399041807970335,59.58743906511569,68579.0
094756ff65,Unified Vesperis Council,28cf66364a,Vesperis,6dc235f201,58941767661.96308,10.0217,319281109.47,10,Transcendent Civilization,Galactic Energy Grid,6.010849999999999e+35,2.9779,Scientific Council,50.0,21.72421103499903,67.95613237248782,374775.0
e07661a882,Aurelari Directorate,b50759aec8,Aurelari,4133087f9b,15163254724.407997,10.006,314389997.3,10,Transcendent Civilization,Galactic Energy Grid,6.003e+35,2.9778,Technocracy,41.69689691088014,25.084086842872715,58.388349468540916,468899.0
d340e67e88,Scientific Aurelan Union,691a81aaeb,Aurelan,8a233ad4f6,0.0,8.3542,30211575.37,8,Dyson Swarm Civilization,Dyson Swarm,5.177100000000001e+26,2.0714,Democracy,0.0,0.0,0.0,69015.0
78635879d1,Scientific Priman Union,ccf32e6deb,Priman,330270aa64,50081463317.61275,10.0243,320102741.33,10,Transcendent Civilization,Galactic Energy Grid,6.01215e+35,2.9779,Scientific Council,9.416271660542284,23.67508353222496,71.07367262416827,171036.0
71f4e16f01,Primite Directorate,73c1b791dd,Primite,dccd51c822,16111339942.975998,9.8422,273057537.05,9,Galactic Civilization,Galactic Energy Grid,5.9211e+35,2.9772,Monarchy,1.3893607773896166,28.176206926055997,27.4265241607871,395405.0
62149b123f,Scientific Sagittarian Union,2e7e4b8422,Sagittarian,3be3cd050b,16870005220.432024,9.7638,253441829.07,9,Galactic Civilization,Galactic Energy Grid,5.8818999999999995e+35,2.977,Collective,36.26727413835467,23.508933415483796,39.64407209080805,182886.0
4c3eb31272,Iota-sagittariis Directorate,1d551d533d,Iota-sagittariis,95b030c6af,99245543574.14822,9.7791,257284863.49,9,Galactic Civilization,Galactic Energy Grid,5.88955e+35,2.977,Technocracy,10.358522095775314,23.319701479561374,72.91000538837054,215504.0
460d2edc1f,Sagittarian Directorate,154dc1d06b,Sagittarian,00aefc8b3c,0.0,8.85,54997552.01,8,Dyson Swarm Civilization,Dyson Sphere,5.425e+30,2.4734,Scientific Council,0.0,0.0,0.0,170004.0
6c40e5c997,Orionite Directorate,17d67592dd,Orionite,a9268d3a4f,13213635826.880615,9.8881,284519639.14,9,Galactic Civilization,Galactic Energy Grid,5.94405e+35,2.9774,Technocracy,24.76277155178067,21.591205875630223,83.99875681502026,222161.0
ce97697488,Scientific Orionian Union,2fd4e41de5,Orionian,ab64355e12,32703331135.15694,10.0101,315669711.04,10,Transcendent Civilization,Galactic Energy Grid,6.005049999999999e+35,2.9779,Collective,26.600934515365815,23.51322586401273,39.53716156623652,296772.0
4df0d9ee3b,Scientific Orionite Union,e876a2edef,Orionite,efa5c24a60,66563066549.52012,9.6118,215460562.88,9,Galactic Civilization,Galactic Energy Grid,5.8059e+35,2.9764,AI Governance,0.9782970723656597,37.737054494627266,47.075623626363345,471820.0
5a236efd3f,Beta-bulgis Commonwealth,30cd4524b4,Beta-bulgis,bf4e20e814,24506539741.50669,10.0091,315337060.96,10,Transcendent Civilization,Galactic Energy Grid,6.0045499999999996e+35,2.9778,Scientific Council,49.54397425655206,24.459078681362588,65.36677575329409,142242.0
b8c054770f,Beta-bulgis Directorate,7deebcecde,Beta-bulgis,6210cee23e,22891622048.33532,10.0085,315142002.51,10,Transcendent Civilization,Galactic Energy Grid,6.00425e+35,2.9778,Federation,50.0,35.06082566839513,47.179802090028865,462869.0
1bc76d1c73,Consolidated Orionis Worlds,85a6823c30,Orionis,aa53361bd1,75085079931.97383,8.076,16300651.97,8,Dyson Swarm Civilization,Dyson Swarm,5.038000000000001e+26,2.0702,Monarchy,50.0,35.14393358603061,41.788761490298356,30890.0
1c4722b997,Unified Orionite Council,c587b72c18,Orionite,a52b798f17,70500231698.8743,10.0332,322875193.08,10,Transcendent Civilization,Galactic Energy Grid,6.0166000000000004e+35,2.9779,Scientific Council,32.634500816361616,23.515132406692906,74.8544682246608,266600.0
0e67dd57aa,Unified Valis Council,98cedd6593,Valis,01d3722a78,14802874145.036686,8.3816,31577954.65,8,Dyson Swarm Civilization,Dyson Swarm,5.1908000000000004e+26,2.0715,Technocracy,50.0,18.62594576243297,64.14993312034571,491530.0
88977397af,Zylarex Directorate,2f766bcaac,Zylarex,ada6c75a3a,11317772005.803211,10.004,313762793.14,10,Transcendent Civilization,Galactic Energy Grid,6.001999999999999e+35,2.9778,AI Governance,26.50807975445159,26.691690534998887,51.89445271422511,304288.0
84a3d643c9,Scientific Orionis Union,71520aa0ba,Orionis,7c8d64e1fa,29037886745.961006,9.1758,106437713.47,9,Galactic Civilization,Dyson Sphere,5.5879e+30,2.4747,Technocracy,51.36081544964175,22.768527550038026,78.26391839680636,160613.0
19190c022d,Allied Zylaris Systems,6ea4752687,Zylaris,b48e8c756f,9536611216.07378,8.1242,18711808.02,8,Dyson Swarm Civilization,Dyson Swarm,5.0621e+26,2.0704,Scientific Council,65.8665854626591,21.95766239131679,60.822623068990524,309705.0
cadd62d564,Allied Aurelite Systems,70bfb1c36d,Aurelite,d5960dfed2,54431833008.97691,10.1644,363862985.03,10,Transcendent Civilization,Galactic Energy Grid,6.00625e+35,2.9779,Federation,50.0,24.35060631122486,24.531261104505514,242376.0
d0016e25b4,The Meran Federation,b8bcc894b0,Meran,ae8372fc3d,94744130639.369,8.5139,38193935.92,8,Dyson Swarm Civilization,Dyson Swarm,5.25695e+26,2.0721,Collective,14.552963700516175,29.180395301587215,23.185360473674713,19427.0
724362e429,Zeloid Commonwealth,c150a2a271,Zeloid,0805129380,13238270012.243422,6.2377,975488.22,6,Fusion Civilization,Fusion,4.11885e+18,1.2615,Democracy,49.51633227753439,26.330193283387825,31.75174655566967,87712.0
2b478a564d,Aurelian Commonwealth,b5101115db,Aurelian,3fbe34821e,11622474600.15524,6.341,1181977.17,6,Fusion Civilization,Fusion,4.1705000000000005e+18,1.262,Monarchy,50.0,40.22169248132349,39.557115206339475,73205.0
999c5041c4,Scientific Aureliis Union,b0bd8a47a4,Aureliis,d51f62846f,11005043153.718695,9.5502,200055770.57,9,Galactic Civilization,Dyson Sphere,5.7229e+30,2.4758,Technocracy,44.63395807440928,22.194521187961495,67.80336693379977,106410.0
06f00def5a,Scientific Aureliite Union,ef135ef91c,Aureliite,285a184bd4,31297848118.170753,8.4041,32706436.02,8,Dyson Swarm Civilization,Dyson Swarm,5.20205e+26,2.0716,Federation,13.27289402782082,26.182954992353768,46.7596601944276,282918.0
