agreement_id,party_a_id,party_b_id,agreement_type,tariff_rate,volume_limit,active_ticks,trade_volume,trade_profit
TR-AGR-0273,da38a63176,8bd71d17f7,Resource Alliance,0.06,209.92,0,0.0,0.0
TR-AGR-0274,8196db66b3,77811a2fa9,Resource Alliance,0.06,367.02,0,0.0,0.0
TR-AGR-0275,8196db66b3,ee9099d9b7,Economic Alliance,0.03,167.21,0,0.0,0.0
TR-AGR-0276,f004cb791e,6657429a7c,Trade Deal,0.09,138.29,0,0.0,0.0
TR-AGR-0277,f004cb791e,22091a7056,Resource Alliance,0.06,355.18,0,0.0,0.0
TR-AGR-0278,15955262e1,72196fa906,Economic Alliance,0.03,298.71,0,0.0,0.0
TR-AGR-0279,7dc225fd37,2e4e7545f5,Trade Deal,0.09,376.97,0,0.0,0.0
TR-AGR-0280,7dc225fd37,cd3cb2af45,Resource Alliance,0.06,141.64,0,0.0,0.0
TR-AGR-0281,373ea01e5c,e99c95009e,Trade Deal,0.09,209.66,0,0.0,0.0
TR-AGR-0282,17fee1a6ac,f714a79195,Resource Alliance,0.06,346.86,0,0.0,0.0
TR-AGR-0283,dffeed89fb,7e5521abbb,Trade Deal,0.09,316.0,0,0.0,0.0
TR-AGR-0284,cd3cb2af45,460d2edc1f,Resource Alliance,0.06,313.18,0,0.0,0.0
TR-AGR-0285,5d262aaec3,9696ce2491,Trade Deal,0.09,233.43,0,0.0,0.0
TR-AGR-0286,db6da7e17a,8f64eb0a84,Resource Alliance,0.06,484.67,0,0.0,0.0
TR-AGR-0287,db6da7e17a,176da50470,Trade Deal,0.09,180.37,0,0.0,0.0
TR-AGR-0288,73573955bb,8e65d7f5b1,Trade Deal,0.09,402.47,0,0.0,0.0
TR-AGR-0289,f2bbbfc167,3ba7df6ae1,Trade Deal,0.09,259.73,0,0.0,0.0
TR-AGR-0290,f2bbbfc167,b53d4251d2,Trade Deal,0.09,137.17,0,0.0,0.0
TR-AGR-0291,f929aa33ac,18daa88e4f,Resource Alliance,0.06,151.09,0,0.0,0.0
TR-AGR-0292,f929aa33ac,f004cb791e,Resource Alliance,0.06,163.72,0,0.0,0.0
TR-AGR-0293,28d83c4b42,7be35390be,Trade Deal,0.09,205.25,0,0.0,0.0
TR-AGR-0294,0ddd78edbb,83775e646f,Economic Alliance,0.03,258.79,0,0.0,0.0
TR-AGR-0295,d7ec4d3018,8bd71d17f7,Economic Alliance,0.03,164.71,0,0.0,0.0
TR-AGR-0296,adc1c77061,a425d5c923,Trade Deal,0.09,426.98,0,0.0,0.0
TR-AGR-0297,adc1c77061,df2f64c1a1,Trade Deal,0.09,388.57,0,0.0,0.0
TR-AGR-0298,df2f64c1a1,2ed96a351c,Trade Deal,0.09,225.49,0,0.0,0.0
TR-AGR-0299,f27ca4fefa,da38a63176,Economic Alliance,0.03,405.92,0,0.0,0.0
TR-AGR-0300,4164b650a3,11452e96e6,Resource Alliance,0.06,485.25,0,0.0,0.0
TR-AGR-0301,7ba9deb67e,176da50470,Economic Alliance,0.03,356.33,0,0.0,0.0
TR-AGR-0302,7135e43d15,1e3994853e,Trade Deal,0.09,218.94,0,0.0,0.0
TR-AGR-0303,c87f4b2d09,4a9574c523,Resource Alliance,0.06,362.29,0,0.0,0.0
TR-AGR-0304,c59e7444f5,3557fb1c6f,Resource Alliance,0.06,416.84,0,0.0,0.0
TR-AGR-0305,111ab1a74e,43cb04ad80,Trade Deal,0.09,107.68,0,0.0,0.0
TR-AGR-0306,41e5776038,ac4afd4a27,Trade Deal,0.09,248.56,0,0.0,0.0
TR-AGR-0307,11c4291fc3,41a9345e47,Trade Deal,0.09,150.88,0,0.0,0.0
TR-AGR-0308,c8c30fa0a1,35b25d7eaf,Trade Deal,0.09,283.78,0,0.0,0.0
TR-AGR-0309,cbdac2fac3,f2bbbfc167,Resource Alliance,0.06,254.54,0,0.0,0.0
TR-AGR-0310,9891e1dd90,460d2edc1f,Economic Alliance,0.03,455.76,0,0.0,0.0
TR-AGR-0311,9891e1dd90,fce0550f04,Resource Alliance,0.06,394.97,0,0.0,0.0
TR-AGR-0312,cc71651dca,57733c8324,Trade Deal,0.09,114.23,0,0.0,0.0
TR-AGR-0313,b7f420628f,61550040fc,Trade Deal,0.09,218.61,0,0.0,0.0
TR-AGR-0314,1a2a63b5eb,23979e6a05,Resource Alliance,0.06,139.36,0,0.0,0.0
TR-AGR-0315,9eeb4737e9,c45231c414,Economic Alliance,0.03,182.27,0,0.0,0.0
TR-AGR-0316,8e17c1b492,f27ca4fefa,Economic Alliance,0.03,127.7,0,0.0,0.0
TR-AGR-0317,52be76d999,53856bd8ca,Trade Deal,0.09,399.23,0,0.0,0.0
TR-AGR-0318,2d148d0e47,61dc46303f,Economic Alliance,0.03,248.87,0,0.0,0.0
TR-AGR-0319,a4eac32597,e1c4b2ed14,Trade Deal,0.09,471.33,0,0.0,0.0
TR-AGR-0320,a4eac32597,c6e77e6789,Trade Deal,0.09,454.77,0,0.0,0.0
TR-AGR-0321,a4eac32597,28100766c8,Trade Deal,0.09,226.77,0,0.0,0.0
TR-AGR-0322,a9283be55d,9dbca7c528,Resource Alliance,0.06,228.02,0,0.0,0.0
TR-AGR-0323,a9283be55d,f0ada7121c,Trade Deal,0.09,391.18,0,0.0,0.0
TR-AGR-0324,27d9c8dc46,b6e89e8b4d,Economic Alliance,0.03,427.11,0,0.0,0.0
TR-AGR-0325,27d9c8dc46,53dc64803e,Resource Alliance,0.06,436.28,0,0.0,0.0
TR-AGR-0326,2c89a9e0dc,66d46fcd47,Trade Deal,0.09,336.14,0,0.0,0.0
TR-AGR-0327,c45231c414,b7069c3852,Trade Deal,0.09,330.87,0,0.0,0.0
TR-AGR-0328,c5f014b287,ed45fe3a8d,Trade Deal,0.09,375.15,0,0.0,0.0
TR-AGR-0329,8d88177d24,22c13af7a1,Resource Alliance,0.06,114.12,0,0.0,0.0
TR-AGR-0330,0187c7d64a,9568bafb15,Economic Alliance,0.03,300.82,0,0.0,0.0
TR-AGR-0331,189d8d8d1b,0b6029ea29,Trade Deal,0.09,365.22,0,0.0,0.0
TR-AGR-0332,189d8d8d1b,82b29167c3,Resource Alliance,0.06,347.84,0,0.0,0.0
TR-AGR-0333,d427d38a9f,ee951bbfab,Economic Alliance,0.03,324.59,0,0.0,0.0
TR-AGR-0334,d427d38a9f,0fa7096d5a,Trade Deal,0.09,339.75,0,0.0,0.0
TR-AGR-0335,f1337406a3,3339448f7c,Resource Alliance,0.06,228.84,0,0.0,0.0
TR-AGR-0336,f1337406a3,8e17c1b492,Trade Deal,0.09,233.7,0,0.0,0.0
TR-AGR-0337,f1337406a3,243eff68e3,Trade Deal,0.09,430.05,0,0.0,0.0
TR-AGR-0338,ecbe2dc98a,7bf42c3a49,Resource Alliance,0.06,394.2,0,0.0,0.0
TR-AGR-0339,ecbe2dc98a,cd650c58ff,Economic Alliance,0.03,393.45,0,0.0,0.0
TR-AGR-0340,fce0550f04,3a3695c8e9,Economic Alliance,0.03,395.99,0,0.0,0.0
TR-AGR-0341,8c80ad65b6,8a78a0e229,Resource Alliance,0.06,476.27,0,0.0,0.0
TR-AGR-0342,8c80ad65b6,2705d84a32,Trade Deal,0.09,190.22,0,0.0,0.0
TR-AGR-0343,8c80ad65b6,db90f4ff25,Resource Alliance,0.06,292.36,0,0.0,0.0
TR-AGR-0344,24e153416d,77811a2fa9,Resource Alliance,0.06,163.56,0,0.0,0.0
TR-AGR-0345,38ade68c1e,9aa2eff7c3,Trade Deal,0.09,105.36,0,0.0,0.0
TR-AGR-0346,fadaa4a404,85aec51e58,Economic Alliance,0.03,126.15,0,0.0,0.0
TR-AGR-0347,fadaa4a404,c87f4b2d09,Resource Alliance,0.06,238.37,0,0.0,0.0
TR-AGR-0348,de8a7cab3b,4c3eb31272,Trade Deal,0.09,431.15,0,0.0,0.0
TR-AGR-0349,5573af18db,5d94c085f5,Trade Deal,0.09,361.67,0,0.0,0.0
TR-AGR-0350,bee1d78260,63f01adf18,Resource Alliance,0.06,267.2,0,0.0,0.0
TR-AGR-0351,2a8b6fc81d,27d9c8dc46,Trade Deal,0.09,145.91,0,0.0,0.0
TR-AGR-0352,2320636026,23979e6a05,Resource Alliance,0.06,127.07,0,0.0,0.0
TR-AGR-0353,e976b29c9d,75447b1ce9,Economic Alliance,0.03,271.45,0,0.0,0.0
TR-AGR-0354,303a3df484,984d4d4161,Resource Alliance,0.06,124.91,0,0.0,0.0
TR-AGR-0355,303a3df484,182edcdd37,Resource Alliance,0.06,242.39,0,0.0,0.0
TR-AGR-0356,303a3df484,e23dc5e375,Economic Alliance,0.03,298.9,0,0.0,0.0
TR-AGR-0357,08caaac3af,28728de334,Resource Alliance,0.06,400.29,0,0.0,0.0
TR-AGR-0358,08caaac3af,1cf19da3a9,Economic Alliance,0.03,126.08,0,0.0,0.0
TR-AGR-0359,c2fe0ab024,6ebb371c3c,Resource Alliance,0.06,410.24,0,0.0,0.0
TR-AGR-0360,91474e8269,76c64a14d6,Economic Alliance,0.03,357.07,0,0.0,0.0
TR-AGR-0361,32d2bbd884,7bf42c3a49,Resource Alliance,0.06,378.36,0,0.0,0.0
TR-AGR-0362,f343101fe6,cf1fb521d7,Trade Deal,0.09,339.25,0,0.0,0.0
TR-AGR-0363,f343101fe6,22b55b78e2,Trade Deal,0.09,160.84,0,0.0,0.0
TR-AGR-0364,fc241018ec,5f5ebcf2f5,Trade Deal,0.09,353.87,0,0.0,0.0
TR-AGR-0365,fc241018ec,c98968025a,Trade Deal,0.09,164.89,0,0.0,0.0
TR-AGR-0366,2c6958242d,de8a7cab3b,Resource Alliance,0.06,429.18,0,0.0,0.0
TR-AGR-0367,7ec564c9db,2ed96a351c,Resource Alliance,0.06,243.12,0,0.0,0.0
TR-AGR-0368,2e4e7545f5,15474381ae,Trade Deal,0.09,430.39,0,0.0,0.0
TR-AGR-0369,2e4e7545f5,3b106fa102,Trade Deal,0.09,156.79,0,0.0,0.0
TR-AGR-0370,f9c2058d1a,c8c30fa0a1,Resource Alliance,0.06,345.51,0,0.0,0.0
TR-AGR-0371,28100766c8,e6f9f9e411,Trade Deal,0.09,150.51,0,0.0,0.0
TR-AGR-0372,bbf8578e8c,6dfc531f16,Trade Deal,0.09,372.67,0,0.0,0.0
TR-AGR-0373,8478dfd6f7,71efb681fc,Economic Alliance,0.03,377.66,0,0.0,0.0
TR-AGR-0374,b12b67a0db,7419a59432,Resource Alliance,0.06,361.27,0,0.0,0.0
TR-AGR-0375,28728de334,764f599826,Trade Deal,0.09,190.69,0,0.0,0.0
TR-AGR-0376,28728de334,2c89a9e0dc,Resource Alliance,0.06,265.1,0,0.0,0.0
TR-AGR-0377,5d6505f12a,e1c4b2ed14,Trade Deal,0.09,395.96,0,0.0,0.0
TR-AGR-0378,5d6505f12a,8bd71d17f7,Trade Deal,0.09,383.08,0,0.0,0.0
TR-AGR-0379,2c64149009,7dc225fd37,Resource Alliance,0.06,107.2,0,0.0,0.0
TR-AGR-0380,2c64149009,27d9c8dc46,Economic Alliance,0.03,323.67,0,0.0,0.0
TR-AGR-0381,ed45fe3a8d,0130446f7e,Trade Deal,0.09,316.28,0,0.0,0.0
TR-AGR-0382,43cb04ad80,6edc6616b2,Economic Alliance,0.03,397.28,0,0.0,0.0
TR-AGR-0383,43cb04ad80,4836a15586,Resource Alliance,0.06,312.53,0,0.0,0.0
TR-AGR-0384,3a375c2f6d,1cf19da3a9,Trade Deal,0.09,271.67,0,0.0,0.0
TR-AGR-0385,3a375c2f6d,63803c4eb1,Resource Alliance,0.06,329.34,0,0.0,0.0
TR-AGR-0386,3c196b299c,c1cc584fd5,Trade Deal,0.09,395.03,0,0.0,0.0
TR-AGR-0387,862f6cbc45,c87f4b2d09,Trade Deal,0.09,226.78,0,0.0,0.0
TR-AGR-0388,862f6cbc45,9875fc03a4,Resource Alliance,0.06,155.01,0,0.0,0.0
TR-AGR-0389,9883f23173,d2748466c9,Trade Deal,0.09,342.84,0,0.0,0.0
TR-AGR-0390,22c13af7a1,622de7102b,Resource Alliance,0.06,488.31,0,0.0,0.0
TR-AGR-0391,22c13af7a1,e07661a882,Trade Deal,0.09,493.54,0,0.0,0.0
TR-AGR-0392,60a971a839,b12b67a0db,Economic Alliance,0.03,232.54,0,0.0,0.0
TR-AGR-0393,60a971a839,df2f64c1a1,Resource Alliance,0.06,336.35,0,0.0,0.0
TR-AGR-0394,e941b86692,a425d5c923,Resource Alliance,0.06,433.33,0,0.0,0.0
TR-AGR-0395,8dcb447d0f,1b37c066da,Trade Deal,0.09,187.4,0,0.0,0.0
TR-AGR-0396,0130446f7e,f7a8fcf1b2,Trade Deal,0.09,346.83,0,0.0,0.0
TR-AGR-0397,d1ebd8161b,c8c30fa0a1,Resource Alliance,0.06,329.91,0,0.0,0.0
TR-AGR-0398,d056d7ce4a,82f9ee8fb4,Trade Deal,0.09,257.83,0,0.0,0.0
TR-AGR-0399,74136dc7b0,c5f014b287,Economic Alliance,0.03,368.38,0,0.0,0.0
TR-AGR-0400,74136dc7b0,03fca7f787,Trade Deal,0.09,387.37,0,0.0,0.0
TR-AGR-0401,61dc46303f,e6f9f9e411,Trade Deal,0.09,203.04,0,0.0,0.0
TR-AGR-0402,8fbf42f886,2ed96a351c,Resource Alliance,0.06,282.49,0,0.0,0.0
TR-AGR-0403,622de7102b,4c67325ea2,Economic Alliance,0.03,455.22,0,0.0,0.0
TR-AGR-0404,f7bd18e491,6c40e5c997,Trade Deal,0.09,168.74,0,0.0,0.0
TR-AGR-0405,ff559623e3,20dcee6871,Resource Alliance,0.06,133.76,0,0.0,0.0
TR-AGR-0406,a38e0777cd,15474381ae,Resource Alliance,0.06,186.42,0,0.0,0.0
TR-AGR-0407,a38e0777cd,556d6c2378,Trade Deal,0.09,360.92,0,0.0,0.0
TR-AGR-0408,a38e0777cd,f2bbbfc167,Trade Deal,0.09,440.74,0,0.0,0.0
TR-AGR-0409,4c2540c708,b9ec32251d,Economic Alliance,0.03,444.7,0,0.0,0.0
TR-AGR-0410,4c2540c708,243eff68e3,Resource Alliance,0.06,428.97,0,0.0,0.0
TR-AGR-0411,4c2540c708,a1d0ea467a,Economic Alliance,0.03,403.74,0,0.0,0.0
TR-AGR-0412,b7069c3852,dc0074adc3,Economic Alliance,0.03,104.92,0,0.0,0.0
TR-AGR-0413,b7069c3852,5087e1422a,Trade Deal,0.09,249.82,0,0.0,0.0
TR-AGR-0414,b7069c3852,b9c3618013,Trade Deal,0.09,358.3,0,0.0,0.0
TR-AGR-0415,81714ff4c3,95985a8620,Economic Alliance,0.03,478.66,0,0.0,0.0
TR-AGR-0416,f3f5dfde4c,71d820677a,Economic Alliance,0.03,251.56,0,0.0,0.0
TR-AGR-0417,f3f5dfde4c,41e5776038,Resource Alliance,0.06,342.31,0,0.0,0.0
TR-AGR-0418,e12feef736,37b8da7a55,Economic Alliance,0.03,323.88,0,0.0,0.0
TR-AGR-0419,fba15f0324,81714ff4c3,Economic Alliance,0.03,485.61,0,0.0,0.0
TR-AGR-0420,350e107aae,7f4ec7825c,Resource Alliance,0.06,265.66,0,0.0,0.0
TR-AGR-0421,22091a7056,2705d84a32,Trade Deal,0.09,249.92,0,0.0,0.0
TR-AGR-0422,03d3903c7c,6c40e5c997,Resource Alliance,0.06,342.75,0,0.0,0.0
TR-AGR-0423,459f704847,c2fe0ab024,Resource Alliance,0.06,242.47,0,0.0,0.0
TR-AGR-0424,459f704847,5573af18db,Trade Deal,0.09,170.87,0,0.0,0.0
TR-AGR-0425,575810e85b,7c376afd56,Trade Deal,0.09,432.28,0,0.0,0.0
TR-AGR-0426,182edcdd37,b1f20b8a8c,Trade Deal,0.09,499.89,0,0.0,0.0
TR-AGR-0427,7e5521abbb,73cb158d41,Trade Deal,0.09,113.78,0,0.0,0.0
TR-AGR-0428,b9ec32251d,762d1b3438,Economic Alliance,0.03,335.49,0,0.0,0.0
TR-AGR-0429,b9ec32251d,2d7a6c7193,Resource Alliance,0.06,325.08,0,0.0,0.0
TR-AGR-0430,7c376afd56,d1ebd8161b,Resource Alliance,0.06,467.49,0,0.0,0.0
TR-AGR-0431,7c376afd56,dc652af4e1,Resource Alliance,0.06,492.3,0,0.0,0.0
TR-AGR-0432,7c376afd56,642e75a08d,Resource Alliance,0.06,405.81,0,0.0,0.0
TR-AGR-0433,0cb785b3d6,c2fe0ab024,Trade Deal,0.09,498.45,0,0.0,0.0
TR-AGR-0434,0cb785b3d6,2c89a9e0dc,Resource Alliance,0.06,124.98,0,0.0,0.0
TR-AGR-0435,0cb785b3d6,4164b650a3,Economic Alliance,0.03,112.32,0,0.0,0.0
TR-AGR-0436,7bf42c3a49,658cf93cc4,Resource Alliance,0.06,405.04,0,0.0,0.0
TR-AGR-0437,7bf42c3a49,bb1351012f,Resource Alliance,0.06,377.01,0,0.0,0.0
TR-AGR-0438,7bf42c3a49,7135e43d15,Trade Deal,0.09,243.49,0,0.0,0.0
TR-AGR-0439,c3b1779520,8853384409,Trade Deal,0.09,184.28,0,0.0,0.0
TR-AGR-0440,c3b1779520,80be4440e8,Trade Deal,0.09,499.13,0,0.0,0.0
TR-AGR-0441,37a4cea3d7,a987357567,Resource Alliance,0.06,105.73,0,0.0,0.0
TR-AGR-0442,37a4cea3d7,d401178af2,Trade Deal,0.09,353.16,0,0.0,0.0
TR-AGR-0443,57733c8324,3c196b299c,Economic Alliance,0.03,406.45,0,0.0,0.0
TR-AGR-0444,57733c8324,76c64a14d6,Resource Alliance,0.06,141.76,0,0.0,0.0
TR-AGR-0445,467216187a,3779c3fe76,Trade Deal,0.09,212.13,0,0.0,0.0
TR-AGR-0446,467216187a,c98968025a,Resource Alliance,0.06,239.53,0,0.0,0.0
TR-AGR-0447,e00bc2a5e5,ac4afd4a27,Trade Deal,0.09,482.05,0,0.0,0.0
TR-AGR-0448,792f609a6f,095464621d,Trade Deal,0.09,212.4,0,0.0,0.0
TR-AGR-0449,b9c3618013,5fec320399,Trade Deal,0.09,108.81,0,0.0,0.0
TR-AGR-0450,b9c3618013,3557fb1c6f,Resource Alliance,0.06,190.41,0,0.0,0.0
TR-AGR-0451,b9c3618013,f0fcb8f048,Trade Deal,0.09,113.47,0,0.0,0.0
TR-AGR-0452,3aa8ce54ee,5d262aaec3,Trade Deal,0.09,301.23,0,0.0,0.0
TR-AGR-0453,764f599826,4e674c46b8,Resource Alliance,0.06,321.0,0,0.0,0.0
TR-AGR-0454,83c39baf65,2640424e04,Resource Alliance,0.06,452.8,0,0.0,0.0
TR-AGR-0455,83c39baf65,b4e38b5ba0,Economic Alliance,0.03,260.98,0,0.0,0.0
TR-AGR-0456,f0f8b2423b,35e0e185b7,Trade Deal,0.09,140.76,0,0.0,0.0
TR-AGR-0457,83775e646f,b75dce1421,Resource Alliance,0.06,415.57,0,0.0,0.0
TR-AGR-0458,83775e646f,b619dd5fb5,Resource Alliance,0.06,250.93,0,0.0,0.0
TR-AGR-0459,2ed96a351c,f03d90fb8f,Trade Deal,0.09,472.07,0,0.0,0.0
TR-AGR-0460,c1cc584fd5,4a9574c523,Trade Deal,0.09,404.42,0,0.0,0.0
TR-AGR-0461,c1cc584fd5,15955262e1,Resource Alliance,0.06,477.59,0,0.0,0.0
TR-AGR-0462,80ce70725d,74136dc7b0,Trade Deal,0.09,446.33,0,0.0,0.0
TR-AGR-0463,f61290c372,d378f96d17,Economic Alliance,0.03,452.06,0,0.0,0.0
TR-AGR-0464,71efb681fc,77811a2fa9,Trade Deal,0.09,257.89,0,0.0,0.0
TR-AGR-0465,13b6f1c19c,23979e6a05,Resource Alliance,0.06,258.05,0,0.0,0.0
TR-AGR-0466,13b6f1c19c,82b29167c3,Resource Alliance,0.06,456.09,0,0.0,0.0
TR-AGR-0467,ee9099d9b7,4e674c46b8,Trade Deal,0.09,434.19,0,0.0,0.0
TR-AGR-0468,38d523ac80,8a41c4ac34,Trade Deal,0.09,435.31,0,0.0,0.0
TR-AGR-0469,4bf29f7756,20dcee6871,Trade Deal,0.09,389.94,0,0.0,0.0
TR-AGR-0470,4bf29f7756,556d6c2378,Economic Alliance,0.03,224.75,0,0.0,0.0
TR-AGR-0471,8a78a0e229,8bc980ecf5,Economic Alliance,0.03,150.22,0,0.0,0.0
TR-AGR-0472,8a78a0e229,75a58165a0,Resource Alliance,0.06,253.03,0,0.0,0.0
TR-AGR-0473,8a78a0e229,f0fcb8f048,Trade Deal,0.09,206.23,0,0.0,0.0
TR-AGR-0474,5fec320399,187eb0978f,Trade Deal,0.09,307.18,0,0.0,0.0
TR-AGR-0475,0a6e8b3547,0ed21e60e5,Economic Alliance,0.03,318.79,0,0.0,0.0
TR-AGR-0476,0a6e8b3547,55c2a4dc5e,Resource Alliance,0.06,259.2,0,0.0,0.0
TR-AGR-0477,8bc980ecf5,b7069c3852,Trade Deal,0.09,289.36,0,0.0,0.0
TR-AGR-0478,b6d872712f,1b37c066da,Economic Alliance,0.03,348.97,0,0.0,0.0
TR-AGR-0479,b6d872712f,8a78a0e229,Economic Alliance,0.03,354.38,0,0.0,0.0
TR-AGR-0480,7c40c9ebf8,fadaa4a404,Resource Alliance,0.06,203.96,0,0.0,0.0
TR-AGR-0481,7c40c9ebf8,a425d5c923,Resource Alliance,0.06,234.94,0,0.0,0.0
TR-AGR-0482,7c40c9ebf8,b2c9872c2d,Resource Alliance,0.06,456.06,0,0.0,0.0
TR-AGR-0483,20af608f42,38d523ac80,Trade Deal,0.09,483.17,0,0.0,0.0
TR-AGR-0484,f03d90fb8f,2b4452e77b,Trade Deal,0.09,130.5,0,0.0,0.0
TR-AGR-0485,f03d90fb8f,4164b650a3,Economic Alliance,0.03,283.87,0,0.0,0.0
TR-AGR-0486,123f4d1fb7,9a629191f0,Resource Alliance,0.06,417.26,0,0.0,0.0
TR-AGR-0487,15474381ae,fadaa4a404,Resource Alliance,0.06,143.56,0,0.0,0.0
TR-AGR-0488,15474381ae,3c983bfdab,Resource Alliance,0.06,384.69,0,0.0,0.0
TR-AGR-0489,15474381ae,1b37c066da,Economic Alliance,0.03,203.82,0,0.0,0.0
TR-AGR-0490,f7ed0ea8ba,c98968025a,Trade Deal,0.09,242.02,0,0.0,0.0
TR-AGR-0491,176da50470,d2f4557294,Economic Alliance,0.03,490.92,0,0.0,0.0
TR-AGR-0492,f83f785370,ebda9e7b67,Resource Alliance,0.06,366.64,0,0.0,0.0
TR-AGR-0493,85aec51e58,2211d3100d,Resource Alliance,0.06,242.81,0,0.0,0.0
TR-AGR-0494,85aec51e58,a1d0ea467a,Trade Deal,0.09,118.42,0,0.0,0.0
TR-AGR-0495,4c224c8349,62a7129a59,Resource Alliance,0.06,391.54,0,0.0,0.0
TR-AGR-0496,4c224c8349,f4a721a47f,Trade Deal,0.09,111.67,0,0.0,0.0
TR-AGR-0497,37270686ec,b4e38b5ba0,Trade Deal,0.09,497.3,0,0.0,0.0
TR-AGR-0498,b9be6a525a,415811daec,Economic Alliance,0.03,256.98,0,0.0,0.0
