tick,year,planet_id,commodity,price,volatility,inventory,value_index
2,200,aa53361bd1,Quantum Materials,50.7,0.133,89.5,0.42
2,200,aa53361bd1,Dark Matter Extracts,126.75,0.133,52.6,0.42
2,200,a52b798f17,Iron,4.23,0.133,233.3,0.42
2,200,a52b798f17,Titanium,6.34,0.133,253.3,0.42
2,200,a52b798f17,Rare Minerals,10.56,0.133,224.9,0.42
2,200,a52b798f17,Water,10.39,0.159,50.0,2.08
2,200,a52b798f17,Helium-3,8.45,0.133,58.1,0.42
2,200,a52b798f17,Energy,16.79,0.161,0.0,2.1
2,200,a52b798f17,Food,12.44,0.158,0.0,2.07
2,200,a52b798f17,Advanced Components,104.87,0.161,0.0,2.1
2,200,a52b798f17,Quantum Materials,50.7,0.133,108.4,0.42
2,200,a52b798f17,Dark Matter Extracts,129.12,0.131,55.5,0.43
2,200,01d3722a78,Iron,4.23,0.133,349.5,0.42
2,200,01d3722a78,Titanium,6.34,0.133,330.6,0.42
2,200,01d3722a78,Rare Minerals,10.56,0.133,457.5,0.42
2,200,01d3722a78,Water,10.49,0.161,0.0,2.1
2,200,01d3722a78,Helium-3,8.45,0.133,26.8,0.42
2,200,01d3722a78,Energy,16.62,0.159,0.0,2.08
2,200,01d3722a78,Food,12.53,0.16,0.0,2.09
2,200,01d3722a78,Advanced Components,103.83,0.159,0.0,2.08
2,200,01d3722a78,Quantum Materials,50.7,0.133,92.2,0.42
2,200,01d3722a78,Dark Matter Extracts,126.75,0.133,53.0,0.42
2,200,ada6c75a3a,Iron,4.23,0.133,334.8,0.42
2,200,ada6c75a3a,Titanium,6.34,0.133,319.9,0.42
2,200,ada6c75a3a,Rare Minerals,10.56,0.133,432.3,0.42
2,200,ada6c75a3a,Water,10.48,0.161,0.0,2.1
2,200,ada6c75a3a,Helium-3,9.08,0.126,18.4,0.45
2,200,ada6c75a3a,Energy,16.61,0.159,0.0,2.08
2,200,ada6c75a3a,Food,12.53,0.159,0.0,2.09
2,200,ada6c75a3a,Advanced Components,103.6,0.158,0.0,2.07
2,200,ada6c75a3a,Quantum Materials,50.7,0.133,107.8,0.42
2,200,ada6c75a3a,Dark Matter Extracts,129.06,0.131,55.5,0.43
2,200,7c8d64e1fa,Iron,4.23,0.133,409.7,0.42
2,200,7c8d64e1fa,Titanium,6.34,0.133,387.5,0.42
2,200,7c8d64e1fa,Rare Minerals,10.56,0.133,339.5,0.42
2,200,7c8d64e1fa,Water,10.48,0.161,0.0,2.1
2,200,7c8d64e1fa,Helium-3,8.45,0.133,22.7,0.42
2,200,7c8d64e1fa,Energy,16.76,0.161,0.0,2.09
2,200,7c8d64e1fa,Food,12.53,0.159,0.0,2.09
2,200,7c8d64e1fa,Advanced Components,104.49,0.159,0.0,2.09
2,200,7c8d64e1fa,Quantum Materials,50.7,0.133,99.8,0.42
2,200,7c8d64e1fa,Dark Matter Extracts,127.22,0.133,54.3,0.42
2,200,b48e8c756f,Iron,4.23,0.133,406.1,0.42
2,200,b48e8c756f,Titanium,6.34,0.133,383.8,0.42
2,200,b48e8c756f,Rare Minerals,10.56,0.133,340.9,0.42
2,200,b48e8c756f,Water,10.4,0.159,18.9,2.08
2,200,b48e8c756f,Helium-3,8.45,0.133,28.2,0.42
2,200,b48e8c756f,Energy,16.59,0.158,0.0,2.07
2,200,b48e8c756f,Food,12.38,0.157,0.0,2.06
2,200,b48e8c756f,Advanced Components,103.11,0.157,0.0,2.06
2,200,b48e8c756f,Quantum Materials,50.7,0.133,89.9,0.42
2,200,b48e8c756f,Dark Matter Extracts,126.75,0.133,52.6,0.42
2,200,d5960dfed2,Iron,4.23,0.133,383.4,0.42
2,200,d5960dfed2,Titanium,6.34,0.133,366.3,0.42
2,200,d5960dfed2,Rare Minerals,10.56,0.133,318.3,0.42
2,200,d5960dfed2,Water,10.49,0.161,0.0,2.1
2,200,d5960dfed2,Helium-3,9.67,0.119,17.5,0.48
2,200,d5960dfed2,Energy,16.79,0.161,0.0,2.1
2,200,d5960dfed2,Food,12.58,0.161,0.0,2.1
2,200,d5960dfed2,Advanced Components,104.8,0.161,0.0,2.1
2,200,d5960dfed2,Quantum Materials,50.7,0.133,109.7,0.42
2,200,d5960dfed2,Dark Matter Extracts,129.4,0.131,55.7,0.43
2,200,ae8372fc3d,Iron,4.23,0.133,457.6,0.42
2,200,ae8372fc3d,Titanium,6.34,0.133,476.1,0.42
2,200,ae8372fc3d,Rare Minerals,10.56,0.133,413.1,0.42
2,200,ae8372fc3d,Water,10.46,0.16,0.0,2.09
2,200,ae8372fc3d,Helium-3,8.45,0.133,26.1,0.42
2,200,ae8372fc3d,Energy,16.79,0.161,0.0,2.1
2,200,ae8372fc3d,Food,12.5,0.159,0.0,2.08
2,200,ae8372fc3d,Advanced Components,104.92,0.161,0.0,2.1
2,200,ae8372fc3d,Quantum Materials,50.7,0.133,93.7,0.42
2,200,ae8372fc3d,Dark Matter Extracts,126.75,0.133,53.2,0.42
2,200,0805129380,Iron,4.23,0.133,368.0,0.42
2,200,0805129380,Titanium,6.34,0.133,350.8,0.42
2,200,0805129380,Rare Minerals,10.56,0.133,322.4,0.42
2,200,0805129380,Water,10.45,0.16,0.0,2.09
2,200,0805129380,Helium-3,8.45,0.133,37.9,0.42
2,200,0805129380,Energy,16.67,0.159,0.0,2.08
2,200,0805129380,Food,12.47,0.159,0.0,2.08
2,200,0805129380,Advanced Components,103.42,0.158,0.0,2.07
2,200,0805129380,Quantum Materials,50.7,0.133,71.6,0.42
2,200,0805129380,Dark Matter Extracts,126.75,0.133,50.0,0.42
2,200,3fbe34821e,Iron,4.23,0.133,347.4,0.42
2,200,3fbe34821e,Titanium,6.34,0.133,333.7,0.42
2,200,3fbe34821e,Rare Minerals,10.56,0.133,308.3,0.42
2,200,3fbe34821e,Water,10.45,0.159,0.0,2.09
2,200,3fbe34821e,Helium-3,8.45,0.133,37.4,0.42
2,200,3fbe34821e,Energy,16.67,0.159,0.0,2.08
2,200,3fbe34821e,Food,12.47,0.159,0.0,2.08
2,200,3fbe34821e,Advanced Components,103.39,0.157,0.0,2.07
2,200,3fbe34821e,Quantum Materials,50.7,0.133,72.6,0.42
2,200,3fbe34821e,Dark Matter Extracts,126.75,0.133,50.0,0.42
2,200,d51f62846f,Iron,4.23,0.133,337.6,0.42
2,200,d51f62846f,Titanium,6.34,0.133,321.8,0.42
2,200,d51f62846f,Rare Minerals,10.56,0.133,437.2,0.42
2,200,d51f62846f,Water,10.48,0.161,50.0,2.1
2,200,d51f62846f,Helium-3,8.45,0.133,44.2,0.42
2,200,d51f62846f,Energy,16.59,0.159,0.0,2.07
2,200,d51f62846f,Food,12.52,0.159,0.0,2.09
2,200,d51f62846f,Advanced Components,103.51,0.158,0.0,2.07
2,200,d51f62846f,Quantum Materials,50.7,0.133,103.4,0.42
2,200,d51f62846f,Dark Matter Extracts,128.08,0.132,54.8,0.43
2,200,285a184bd4,Iron,4.23,0.133,339.9,0.42
2,200,285a184bd4,Titanium,6.34,0.133,328.8,0.42
2,200,285a184bd4,Rare Minerals,10.56,0.133,295.8,0.42
2,200,285a184bd4,Water,10.49,0.161,0.0,2.1
2,200,285a184bd4,Helium-3,8.45,0.133,26.7,0.42
2,200,285a184bd4,Energy,16.76,0.161,0.0,2.1
2,200,285a184bd4,Food,12.56,0.161,0.0,2.09
2,200,285a184bd4,Advanced Components,104.51,0.16,0.0,2.09
2,200,285a184bd4,Quantum Materials,50.7,0.133,92.7,0.42
2,200,285a184bd4,Dark Matter Extracts,126.75,0.133,53.1,0.42
2,200,82f15ecabb,Iron,4.23,0.133,234.8,0.42
2,200,82f15ecabb,Titanium,6.34,0.133,254.8,0.42
2,200,82f15ecabb,Rare Minerals,10.56,0.133,226.0,0.42
2,200,82f15ecabb,Water,10.4,0.159,0.0,2.08
2,200,82f15ecabb,Helium-3,9.18,0.125,18.2,0.46
2,200,82f15ecabb,Energy,16.8,0.161,0.0,2.1
2,200,82f15ecabb,Food,12.44,0.159,0.0,2.07
2,200,82f15ecabb,Advanced Components,104.9,0.161,0.0,2.1
2,200,82f15ecabb,Quantum Materials,50.7,0.133,108.0,0.42
2,200,82f15ecabb,Dark Matter Extracts,129.12,0.131,55.5,0.43
2,200,6a886ec5d2,Iron,4.23,0.133,424.7,0.42
2,200,6a886ec5d2,Titanium,6.34,0.133,400.6,0.42
2,200,6a886ec5d2,Rare Minerals,10.56,0.133,346.5,0.42
2,200,6a886ec5d2,Water,10.25,0.156,0.0,2.05
2,200,6a886ec5d2,Helium-3,9.07,0.126,18.4,0.45
2,200,6a886ec5d2,Energy,16.33,0.155,0.0,2.04
2,200,6a886ec5d2,Food,12.01,0.151,0.0,2.0
2,200,6a886ec5d2,Advanced Components,100.82,0.153,0.0,2.02
2,200,6a886ec5d2,Quantum Materials,50.7,0.133,107.7,0.42
2,200,6a886ec5d2,Dark Matter Extracts,129.06,0.131,55.5,0.43
2,200,43f942b9a3,Iron,4.23,0.133,483.8,0.42
2,200,43f942b9a3,Titanium,6.34,0.133,501.9,0.42
2,200,43f942b9a3,Rare Minerals,10.56,0.133,435.5,0.42
2,200,43f942b9a3,Water,9.27,0.137,0.0,1.85
2,200,43f942b9a3,Helium-3,8.45,0.133,28.3,0.42
2,200,43f942b9a3,Energy,15.99,0.151,0.0,2.0
2,200,43f942b9a3,Food,10.18,0.121,0.0,1.7
2,200,43f942b9a3,Advanced Components,99.49,0.15,0.0,1.99
2,200,43f942b9a3,Quantum Materials,50.7,0.133,89.7,0.42
2,200,43f942b9a3,Dark Matter Extracts,126.75,0.133,52.6,0.42
2,200,8868602e77,Iron,4.23,0.133,374.3,0.42
2,200,8868602e77,Titanium,6.34,0.133,358.7,0.42
2,200,8868602e77,Rare Minerals,10.56,0.133,312.3,0.42
2,200,8868602e77,Water,10.43,0.159,0.0,2.09
2,200,8868602e77,Helium-3,9.63,0.12,17.6,0.48
2,200,8868602e77,Energy,16.67,0.159,0.0,2.08
2,200,8868602e77,Food,12.44,0.159,0.0,2.07
2,200,8868602e77,Advanced Components,103.8,0.159,0.0,2.08
2,200,8868602e77,Quantum Materials,50.7,0.133,109.6,0.42
2,200,8868602e77,Dark Matter Extracts,129.38,0.131,55.7,0.43
2,200,24c2d3c08a,Iron,4.23,0.133,387.1,0.42
2,200,24c2d3c08a,Titanium,6.34,0.133,368.9,0.42
2,200,24c2d3c08a,Rare Minerals,10.56,0.133,323.1,0.42
2,200,24c2d3c08a,Water,10.45,0.159,0.0,2.09
2,200,24c2d3c08a,Helium-3,8.45,0.133,20.8,0.42
2,200,24c2d3c08a,Energy,16.7,0.159,0.0,2.09
2,200,24c2d3c08a,Food,12.45,0.159,0.0,2.07
2,200,24c2d3c08a,Advanced Components,103.79,0.159,0.0,2.08
2,200,24c2d3c08a,Quantum Materials,50.7,0.133,103.4,0.42
2,200,24c2d3c08a,Dark Matter Extracts,128.07,0.132,54.8,0.43
2,200,5e6ad9e5d6,Iron,4.23,0.133,427.3,0.42
2,200,5e6ad9e5d6,Titanium,6.34,0.133,402.5,0.42
2,200,5e6ad9e5d6,Rare Minerals,10.56,0.133,349.6,0.42
2,200,5e6ad9e5d6,Water,10.43,0.159,0.0,2.09
2,200,5e6ad9e5d6,Helium-3,8.45,0.133,20.4,0.42
2,200,5e6ad9e5d6,Energy,16.67,0.159,0.0,2.08
2,200,5e6ad9e5d6,Food,12.44,0.158,0.0,2.07
2,200,5e6ad9e5d6,Advanced Components,103.91,0.159,0.0,2.08
2,200,5e6ad9e5d6,Quantum Materials,50.7,0.133,104.4,0.42
2,200,5e6ad9e5d6,Dark Matter Extracts,128.21,0.132,54.9,0.43
2,200,d9c16b5115,Iron,4.23,0.133,519.8,0.42
2,200,d9c16b5115,Titanium,6.34,0.133,539.8,0.42
2,200,d9c16b5115,Rare Minerals,10.56,0.133,457.8,0.42
2,200,d9c16b5115,Water,10.34,0.157,0.0,2.07
2,200,d9c16b5115,Helium-3,9.1,0.126,18.3,0.46
2,200,d9c16b5115,Energy,16.74,0.16,0.0,2.09
2,200,d9c16b5115,Food,12.19,0.154,0.0,2.03
2,200,d9c16b5115,Advanced Components,104.55,0.16,0.0,2.09
2,200,d9c16b5115,Quantum Materials,50.7,0.133,107.8,0.42
2,200,d9c16b5115,Dark Matter Extracts,129.08,0.131,55.5,0.43
2,200,dd56599537,Iron,4.23,0.133,349.0,0.42
2,200,dd56599537,Titanium,6.34,0.133,335.1,0.42
2,200,dd56599537,Rare Minerals,10.56,0.133,309.2,0.42
2,200,dd56599537,Water,10.43,0.159,0.0,2.09
2,200,dd56599537,Helium-3,8.45,0.133,37.2,0.42
2,200,dd56599537,Energy,16.64,0.159,0.0,2.08
2,200,dd56599537,Food,12.44,0.158,0.0,2.07
2,200,dd56599537,Advanced Components,102.87,0.157,0.0,2.06
2,200,dd56599537,Quantum Materials,50.7,0.133,73.0,0.42
2,200,dd56599537,Dark Matter Extracts,126.75,0.133,50.0,0.42
2,200,96396b9aa5,Iron,4.23,0.133,232.7,0.42
2,200,96396b9aa5,Titanium,6.34,0.133,250.7,0.42
2,200,96396b9aa5,Rare Minerals,10.56,0.133,231.5,0.42
2,200,96396b9aa5,Water,10.26,0.156,0.0,2.05
2,200,96396b9aa5,Helium-3,8.45,0.133,28.8,0.42
2,200,96396b9aa5,Energy,16.76,0.161,5.5,2.1
2,200,96396b9aa5,Food,12.25,0.155,0.0,2.04
2,200,96396b9aa5,Advanced Components,104.51,0.16,0.0,2.09
2,200,96396b9aa5,Quantum Materials,50.7,0.133,88.7,0.42
2,200,96396b9aa5,Dark Matter Extracts,126.75,0.133,52.4,0.42
2,200,ac17693a85,Iron,4.23,0.133,395.5,0.42
2,200,ac17693a85,Titanium,6.34,0.133,376.0,0.42
2,200,ac17693a85,Rare Minerals,10.56,0.133,328.2,0.42
2,200,ac17693a85,Water,10.45,0.159,0.0,2.09
2,200,ac17693a85,Helium-3,8.45,0.133,20.1,0.42
2,200,ac17693a85,Energy,16.7,0.159,0.0,2.09
2,200,ac17693a85,Food,12.46,0.159,0.0,2.08
2,200,ac17693a85,Advanced Components,103.89,0.159,0.0,2.08
2,200,ac17693a85,Quantum Materials,50.7,0.133,104.6,0.42
2,200,ac17693a85,Dark Matter Extracts,128.36,0.132,55.0,0.43
2,200,b5c21ed306,Iron,4.23,0.133,412.7,0.42
2,200,b5c21ed306,Titanium,6.34,0.133,390.6,0.42
2,200,b5c21ed306,Rare Minerals,10.56,0.133,338.4,0.42
2,200,b5c21ed306,Water,10.49,0.161,50.0,2.1
2,200,b5c21ed306,Helium-3,9.15,0.125,18.3,0.46
2,200,b5c21ed306,Energy,16.78,0.161,0.0,2.1
2,200,b5c21ed306,Food,12.56,0.161,50.0,2.09
2,200,b5c21ed306,Advanced Components,104.81,0.161,0.0,2.1
2,200,b5c21ed306,Quantum Materials,50.7,0.133,108.3,0.42
2,200,b5c21ed306,Dark Matter Extracts,129.1,0.131,55.5,0.43
2,200,44bcb066c2,Iron,4.23,0.133,476.3,0.42
2,200,44bcb066c2,Titanium,6.34,0.133,496.5,0.42
2,200,44bcb066c2,Rare Minerals,10.56,0.133,422.3,0.42
2,200,44bcb066c2,Water,10.48,0.161,0.0,2.1
2,200,44bcb066c2,Helium-3,9.83,0.117,17.3,0.49
2,200,44bcb066c2,Energy,16.8,0.161,0.0,2.1
2,200,44bcb066c2,Food,12.53,0.159,0.0,2.09
2,200,44bcb066c2,Advanced Components,104.99,0.161,0.0,2.1
2,200,44bcb066c2,Quantum Materials,50.7,0.133,109.7,0.42
2,200,44bcb066c2,Dark Matter Extracts,129.49,0.131,55.8,0.43
2,200,9be03a1081,Iron,4.23,0.133,337.5,0.42
2,200,9be03a1081,Titanium,6.34,0.133,327.4,0.42
2,200,9be03a1081,Rare Minerals,10.56,0.133,291.6,0.42
2,200,9be03a1081,Water,10.42,0.159,0.0,2.08
2,200,9be03a1081,Helium-3,8.45,0.133,23.1,0.42
2,200,9be03a1081,Energy,16.62,0.159,0.0,2.08
2,200,9be03a1081,Food,12.39,0.157,0.0,2.06
2,200,9be03a1081,Advanced Components,102.77,0.157,0.0,2.06
2,200,9be03a1081,Quantum Materials,50.7,0.133,99.5,0.42
2,200,9be03a1081,Dark Matter Extracts,127.06,0.133,54.1,0.42
2,200,25c7509903,Iron,4.23,0.133,329.1,0.42
2,200,25c7509903,Titanium,6.34,0.133,315.0,0.42
2,200,25c7509903,Rare Minerals,10.56,0.133,424.4,0.42
2,200,25c7509903,Water,10.44,0.159,50.0,2.09
2,200,25c7509903,Helium-3,8.45,0.133,35.3,0.42
2,200,25c7509903,Energy,16.3,0.155,0.0,2.04
2,200,25c7509903,Food,12.42,0.158,0.0,2.07
2,200,25c7509903,Advanced Components,102.08,0.155,0.0,2.04
2,200,25c7509903,Quantum Materials,50.7,0.133,104.1,0.42
2,200,25c7509903,Dark Matter Extracts,128.16,0.132,54.9,0.43
2,200,f9a5ad06a8,Iron,4.23,0.133,350.6,0.42
2,200,f9a5ad06a8,Titanium,6.34,0.133,332.5,0.42
2,200,f9a5ad06a8,Rare Minerals,10.56,0.133,455.8,0.42
2,200,f9a5ad06a8,Water,10.49,0.161,0.0,2.1
2,200,f9a5ad06a8,Helium-3,9.09,0.126,18.4,0.45
2,200,f9a5ad06a8,Energy,16.68,0.159,0.0,2.08
2,200,f9a5ad06a8,Food,12.56,0.161,0.0,2.09
2,200,f9a5ad06a8,Advanced Components,104.32,0.159,0.0,2.09
2,200,f9a5ad06a8,Quantum Materials,50.7,0.133,108.2,0.42
2,200,f9a5ad06a8,Dark Matter Extracts,129.07,0.131,55.5,0.43
2,200,bdb2e0686a,Iron,4.23,0.133,403.5,0.42
2,200,bdb2e0686a,Titanium,6.34,0.133,382.9,0.42
2,200,bdb2e0686a,Rare Minerals,10.56,0.133,332.2,0.42
2,200,bdb2e0686a,Water,10.49,0.161,0.0,2.1
2,200,bdb2e0686a,Helium-3,9.14,0.125,18.3,0.46
2,200,bdb2e0686a,Energy,16.79,0.161,0.0,2.1
2,200,bdb2e0686a,Food,12.58,0.161,0.0,2.1
2,200,bdb2e0686a,Advanced Components,104.86,0.161,0.0,2.1
2,200,bdb2e0686a,Quantum Materials,50.7,0.133,108.3,0.42
2,200,bdb2e0686a,Dark Matter Extracts,129.1,0.131,55.5,0.43
2,200,52f353f903,Iron,4.23,0.133,339.6,0.42
2,200,52f353f903,Titanium,6.34,0.133,329.6,0.42
2,200,52f353f903,Rare Minerals,10.56,0.133,289.7,0.42
2,200,52f353f903,Water,10.45,0.159,50.0,2.09
2,200,52f353f903,Helium-3,9.08,0.126,18.4,0.45
2,200,52f353f903,Energy,16.73,0.16,0.0,2.09
2,200,52f353f903,Food,12.48,0.159,50.0,2.08
2,200,52f353f903,Advanced Components,103.88,0.159,0.0,2.08
2,200,52f353f903,Quantum Materials,50.7,0.133,107.8,0.42
2,200,52f353f903,Dark Matter Extracts,129.06,0.131,55.5,0.43
2,200,42434c18bd,Iron,4.23,0.133,415.0,0.42
2,200,42434c18bd,Titanium,6.34,0.133,392.1,0.42
2,200,42434c18bd,Rare Minerals,10.56,0.133,342.1,0.42
2,200,42434c18bd,Water,10.46,0.161,0.0,2.09
2,200,42434c18bd,Helium-3,8.45,0.133,21.4,0.42
2,200,42434c18bd,Energy,16.73,0.16,0.0,2.09
2,200,42434c18bd,Food,12.5,0.159,0.0,2.08
2,200,42434c18bd,Advanced Components,104.28,0.159,0.0,2.09
2,200,42434c18bd,Quantum Materials,50.7,0.133,102.3,0.42
2,200,42434c18bd,Dark Matter Extracts,127.8,0.132,54.6,0.43
2,200,51e29423d0,Iron,4.23,0.133,534.8,0.42
2,200,51e29423d0,Titanium,6.34,0.133,554.8,0.42
2,200,51e29423d0,Rare Minerals,10.56,0.133,469.6,0.42
2,200,51e29423d0,Water,10.48,0.161,0.0,2.1
2,200,51e29423d0,Helium-3,9.29,0.124,18.1,0.46
2,200,51e29423d0,Energy,16.79,0.161,0.0,2.1
2,200,51e29423d0,Food,12.52,0.159,0.0,2.09
2,200,51e29423d0,Advanced Components,105.01,0.161,0.0,2.1
2,200,51e29423d0,Quantum Materials,50.7,0.133,108.7,0.42
2,200,51e29423d0,Dark Matter Extracts,129.18,0.131,55.6,0.43
2,200,ba92f63ced,Iron,4.23,0.133,380.0,0.42
2,200,ba92f63ced,Titanium,6.34,0.133,361.9,0.42
2,200,ba92f63ced,Rare Minerals,10.56,0.133,324.5,0.42
2,200,ba92f63ced,Water,10.43,0.159,0.0,2.09
2,200,ba92f63ced,Helium-3,8.45,0.133,29.5,0.42
2,200,ba92f63ced,Energy,16.67,0.159,0.0,2.08
2,200,ba92f63ced,Food,12.44,0.158,0.0,2.07
2,200,ba92f63ced,Advanced Components,103.45,0.158,0.0,2.07
2,200,ba92f63ced,Quantum Materials,50.7,0.133,87.3,0.42
2,200,ba92f63ced,Dark Matter Extracts,126.75,0.133,52.3,0.42
2,200,234667fcf7,Iron,4.23,0.133,200.0,0.42
2,200,234667fcf7,Titanium,6.34,0.133,200.0,0.42
2,200,234667fcf7,Rare Minerals,10.56,0.133,200.0,0.42
2,200,234667fcf7,Water,2.11,0.133,200.0,0.42
2,200,234667fcf7,Helium-3,8.45,0.133,50.0,0.42
2,200,234667fcf7,Energy,3.38,0.133,200.0,0.42
2,200,234667fcf7,Food,2.54,0.133,200.0,0.42
2,200,234667fcf7,Advanced Components,21.12,0.133,50.0,0.42
2,200,234667fcf7,Quantum Materials,50.7,0.133,50.0,0.42
2,200,234667fcf7,Dark Matter Extracts,126.75,0.133,50.0,0.42
2,200,3ae5e04ff7,Iron,4.23,0.133,407.0,0.42
2,200,3ae5e04ff7,Titanium,6.34,0.133,385.1,0.42
2,200,3ae5e04ff7,Rare Minerals,10.56,0.133,339.1,0.42
2,200,3ae5e04ff7,Water,10.48,0.161,0.0,2.1
2,200,3ae5e04ff7,Helium-3,8.45,0.133,24.7,0.42
2,200,3ae5e04ff7,Energy,16.73,0.16,0.0,2.09
2,200,3ae5e04ff7,Food,12.53,0.159,0.0,2.09
2,200,3ae5e04ff7,Advanced Components,104.46,0.159,0.0,2.09
2,200,3ae5e04ff7,Quantum Materials,50.7,0.133,96.5,0.42
2,200,3ae5e04ff7,Dark Matter Extracts,126.75,0.133,53.7,0.42
2,200,7c20e99df9,Iron,4.23,0.133,341.4,0.42
2,200,7c20e99df9,Titanium,6.34,0.133,325.1,0.42
2,200,7c20e99df9,Rare Minerals,10.56,0.133,442.1,0.42
2,200,7c20e99df9,Water,10.48,0.161,50.0,2.1
2,200,7c20e99df9,Helium-3,8.45,0.133,67.9,0.42
2,200,7c20e99df9,Energy,16.61,0.159,0.0,2.08
2,200,7c20e99df9,Food,12.53,0.159,0.0,2.09
2,200,7c20e99df9,Advanced Components,103.86,0.159,0.0,2.08
2,200,7c20e99df9,Quantum Materials,50.7,0.133,108.1,0.42
2,200,7c20e99df9,Dark Matter Extracts,129.06,0.131,55.5,0.43
2,200,fd3dae36b3,Iron,4.23,0.133,231.9,0.42
2,200,fd3dae36b3,Titanium,6.34,0.133,251.9,0.42
2,200,fd3dae36b3,Rare Minerals,10.56,0.133,223.9,0.42
2,200,fd3dae36b3,Water,7.54,0.099,159.5,1.51
2,200,fd3dae36b3,Helium-3,9.07,0.126,18.4,0.45
2,200,fd3dae36b3,Energy,16.01,0.151,0.0,2.0
2,200,fd3dae36b3,Food,8.23,0.084,262.9,1.37
2,200,fd3dae36b3,Advanced Components,96.07,0.143,0.0,1.92
2,200,fd3dae36b3,Quantum Materials,50.7,0.133,107.7,0.42
2,200,fd3dae36b3,Dark Matter Extracts,129.06,0.131,55.5,0.43
2,200,c4fec8f4aa,Iron,4.23,0.133,351.4,0.42
2,200,c4fec8f4aa,Titanium,6.34,0.133,333.1,0.42
2,200,c4fec8f4aa,Rare Minerals,10.56,0.133,457.0,0.42
2,200,c4fec8f4aa,Water,10.48,0.161,50.0,2.1
2,200,c4fec8f4aa,Helium-3,9.08,0.126,18.4,0.45
2,200,c4fec8f4aa,Energy,16.67,0.159,27.4,2.08
2,200,c4fec8f4aa,Food,12.53,0.159,50.0,2.09
2,200,c4fec8f4aa,Advanced Components,104.17,0.159,0.0,2.08
2,200,c4fec8f4aa,Quantum Materials,50.7,0.133,107.8,0.42
2,200,c4fec8f4aa,Dark Matter Extracts,129.07,0.131,55.5,0.43
2,200,9e4ed05f25,Iron,4.23,0.133,428.3,0.42
2,200,9e4ed05f25,Titanium,6.34,0.133,403.6,0.42
2,200,9e4ed05f25,Rare Minerals,10.56,0.133,348.7,0.42
2,200,9e4ed05f25,Water,10.49,0.161,0.0,2.1
2,200,9e4ed05f25,Helium-3,9.16,0.125,18.3,0.46
2,200,9e4ed05f25,Energy,16.79,0.161,0.0,2.1
2,200,9e4ed05f25,Food,12.56,0.161,0.0,2.09
2,200,9e4ed05f25,Advanced Components,104.81,0.161,0.0,2.1
2,200,9e4ed05f25,Quantum Materials,50.7,0.133,108.0,0.42
2,200,9e4ed05f25,Dark Matter Extracts,129.11,0.131,55.5,0.43
2,200,786124b970,Iron,4.23,0.133,348.7,0.42
2,200,786124b970,Titanium,6.34,0.133,337.3,0.42
2,200,786124b970,Rare Minerals,10.56,0.133,295.8,0.42
2,200,786124b970,Water,10.45,0.159,0.0,2.09
2,200,786124b970,Helium-3,9.08,0.126,18.4,0.45
2,200,786124b970,Energy,16.67,0.159,0.0,2.08
2,200,786124b970,Food,12.45,0.159,0.0,2.07
2,200,786124b970,Advanced Components,103.54,0.158,0.0,2.07
2,200,786124b970,Quantum Materials,50.7,0.133,108.1,0.42
2,200,786124b970,Dark Matter Extracts,129.06,0.131,55.5,0.43
2,200,c7bb4226f0,Iron,4.23,0.133,323.6,0.42
2,200,c7bb4226f0,Titanium,6.34,0.133,315.7,0.42
2,200,c7bb4226f0,Rare Minerals,10.56,0.133,282.7,0.42
2,200,c7bb4226f0,Water,10.46,0.16,0.0,2.09
2,200,c7bb4226f0,Helium-3,8.45,0.133,23.6,0.42
2,200,c7bb4226f0,Energy,16.73,0.16,0.0,2.09
2,200,c7bb4226f0,Food,12.5,0.159,0.0,2.08
2,200,c7bb4226f0,Advanced Components,103.69,0.159,0.0,2.07
2,200,c7bb4226f0,Quantum Materials,50.7,0.133,98.1,0.42
2,200,c7bb4226f0,Dark Matter Extracts,126.81,0.133,54.0,0.42
2,200,8d85ed314a,Iron,4.23,0.133,381.7,0.42
2,200,8d85ed314a,Titanium,6.34,0.133,364.3,0.42
2,200,8d85ed314a,Rare Minerals,10.56,0.133,320.3,0.42
2,200,8d85ed314a,Water,10.48,0.161,26.6,2.1
2,200,8d85ed314a,Helium-3,8.45,0.133,22.0,0.42
2,200,8d85ed314a,Energy,16.77,0.161,0.0,2.1
2,200,8d85ed314a,Food,12.56,0.16,0.0,2.09
2,200,8d85ed314a,Advanced Components,104.6,0.16,0.0,2.09
2,200,8d85ed314a,Quantum Materials,50.7,0.133,101.1,0.42
2,200,8d85ed314a,Dark Matter Extracts,127.53,0.133,54.5,0.43
2,200,92535b676d,Iron,4.23,0.133,239.7,0.42
2,200,92535b676d,Titanium,6.34,0.133,259.8,0.42
2,200,92535b676d,Rare Minerals,10.56,0.133,229.7,0.42
2,200,92535b676d,Water,10.4,0.159,0.0,2.08
2,200,92535b676d,Helium-3,9.22,0.124,18.2,0.46
2,200,92535b676d,Energy,16.8,0.161,0.0,2.1
2,200,92535b676d,Food,12.44,0.159,0.0,2.07
2,200,92535b676d,Advanced Components,104.92,0.161,0.0,2.1
2,200,92535b676d,Quantum Materials,50.7,0.133,108.1,0.42
2,200,92535b676d,Dark Matter Extracts,129.14,0.131,55.5,0.43
2,200,c1e88f7dc4,Iron,4.23,0.133,426.8,0.42
