civilization_id,name,species,planet_id,tech_level,energy_source,government_type,civilization_age
e3ba98a843,Unified Valoid Council,"{'species_id': 'caa3ba6d06', 'name': 'Valoid', 'planet_id': '297bcff199', 'intelligence': 83.08, 'cooperation': 44.31, 'aggression': 40.72, 'adaptability': 45.56, 'lifespan': 31.25, 'population': 3598133217.0}",297bcff199,100.0,Dyson Swarm Prototype,Scientific Council,278360.0
50f9748c73,Scientific Vesperex Union,"{'species_id': 'ae375b447e', 'name': 'Vesperex', 'planet_id': '320504c43f', 'intelligence': 85.53, 'cooperation': 46.37, 'aggression': 27.13, 'adaptability': 47.46, 'lifespan': 53.66, 'population': 9806735357.0}",320504c43f,100.0,Dyson Swarm Prototype,Scientific Council,293570.0
3e1c9fe27e,Cygnian Directorate,"{'species_id': '2583ffbec7', 'name': 'Cygnian', 'planet_id': 'ec36c4508f', 'intelligence': 91.92, 'cooperation': 35.61, 'aggression': 44.63, 'adaptability': 44.09, 'lifespan': 41.96, 'population': 669953447.0}",ec36c4508f,98.53,Dyson Swarm Prototype,AI Governance,205647.0
cb16d2a5bc,Gamma-cygnis Directorate,"{'species_id': 'be7138fa29', 'name': 'Gamma-cygnis', 'planet_id': '8737f6ce71', 'intelligence': 75.18, 'cooperation': 53.8, 'aggression': 54.9, 'adaptability': 39.34, 'lifespan': 30.55, 'population': 1585158024.0}",8737f6ce71,100.0,Dyson Swarm Prototype,Technocracy,434394.0
340e3912e2,Cygnite Directorate,"{'species_id': '0ba0bffcee', 'name': 'Cygnite', 'planet_id': '671fb36525', 'intelligence': 82.28, 'cooperation': 58.8, 'aggression': 42.88, 'adaptability': 45.78, 'lifespan': 46.41, 'population': 15000000000.0}",671fb36525,96.14,Dyson Swarm Prototype,Scientific Council,238877.0
6ebb371c3c,The Tau-galacticis Federation,"{'species_id': '1f9c4aac2b', 'name': 'Tau-galacticis', 'planet_id': '884af2a3f7', 'intelligence': 71.29, 'cooperation': 46.71, 'aggression': 40.2, 'adaptability': 42.43, 'lifespan': 42.21, 'population': 3945638252.0}",884af2a3f7,99.91,Dyson Swarm Prototype,Collective,215837.0
1b37c066da,Valis Commonwealth,"{'species_id': '5bd103b4b7', 'name': 'Valis', 'planet_id': '416ac5e217', 'intelligence': 74.25, 'cooperation': 60.81, 'aggression': 44.92, 'adaptability': 47.23, 'lifespan': 54.91, 'population': 11340327193.0}",416ac5e217,78.35,Fusion,Democracy,92164.0
f4a721a47f,Gamma-galacticis Directorate,"{'species_id': '1aa7e87acc', 'name': 'Gamma-galacticis', 'planet_id': '71eef858e4', 'intelligence': 75.67, 'cooperation': 57.18, 'aggression': 31.8, 'adaptability': 58.01, 'lifespan': 42.31, 'population': 2456029345.0}",71eef858e4,83.39,Antimatter,Technocracy,408902.0
63d8758b53,The Aurelex Federation,"{'species_id': '9eaeb209b0', 'name': 'Aurelex', 'planet_id': '778bc621cb', 'intelligence': 70.93, 'cooperation': 51.73, 'aggression': 64.38, 'adaptability': 35.04, 'lifespan': 64.23, 'population': 15000000000.0}",778bc621cb,60.34,Fusion,Democracy,48570.0
415811daec,Solian Directorate,"{'species_id': 'feda408bc2', 'name': 'Solian', 'planet_id': 'ae20509c54', 'intelligence': 82.16, 'cooperation': 33.57, 'aggression': 43.15, 'adaptability': 36.17, 'lifespan': 30.09, 'population': 2942000568.0}",ae20509c54,88.18,Antimatter,Monarchy,89540.0
cb312b9d86,Aurelex Directorate,"{'species_id': '8667876292', 'name': 'Aurelex', 'planet_id': '79baa0b6b8', 'intelligence': 87.24, 'cooperation': 35.37, 'aggression': 44.88, 'adaptability': 29.37, 'lifespan': 63.52, 'population': 7912947272.0}",79baa0b6b8,100.0,Dyson Swarm Prototype,Scientific Council,105899.0
53dc64803e,Scientific Orionian Union,"{'species_id': '84f119e9e0', 'name': 'Orionian', 'planet_id': 'ae286cb20d', 'intelligence': 96.15, 'cooperation': 46.27, 'aggression': 44.68, 'adaptability': 46.81, 'lifespan': 42.4, 'population': 10803803662.0}",ae286cb20d,100.0,Dyson Swarm Prototype,Scientific Council,296417.0
5b3c302325,Scientific Bulgian Union,"{'species_id': 'dddde40742', 'name': 'Bulgian', 'planet_id': '6a90d75784', 'intelligence': 100.0, 'cooperation': 44.11, 'aggression': 58.54, 'adaptability': 41.98, 'lifespan': 42.3, 'population': 12698341690.0}",6a90d75784,100.0,Dyson Swarm Prototype,Scientific Council,201603.0
947f74a852,Allied Sagittariite Systems,"{'species_id': '56919b39f4', 'name': 'Sagittariite', 'planet_id': '255232d77f', 'intelligence': 57.01, 'cooperation': 52.3, 'aggression': 26.43, 'adaptability': 51.98, 'lifespan': 37.32, 'population': 136220686.0}",255232d77f,98.04,Dyson Swarm Prototype,Technocracy,42422.0
7df05aba52,Unified Sagittarian Council,"{'species_id': '39d83700dc', 'name': 'Sagittarian', 'planet_id': '1f6522eea4', 'intelligence': 82.32, 'cooperation': 56.64, 'aggression': 37.76, 'adaptability': 45.03, 'lifespan': 54.58, 'population': 13031635157.0}",1f6522eea4,100.0,Dyson Swarm Prototype,Scientific Council,310404.0
e23dc5e375,Republic of Galactician,"{'species_id': '8c7d568fc2', 'name': 'Galactician', 'planet_id': '092e7aa9ac', 'intelligence': 71.67, 'cooperation': 79.95, 'aggression': 17.68, 'adaptability': 34.27, 'lifespan': 62.03, 'population': 8267449130.0}",092e7aa9ac,73.29,Fusion,Monarchy,73578.0
77811a2fa9,Gaeian Directorate,"{'species_id': 'b0322fb9ef', 'name': 'Gaeian', 'planet_id': '27476467dc', 'intelligence': 76.66, 'cooperation': 56.97, 'aggression': 33.1, 'adaptability': 33.28, 'lifespan': 66.81, 'population': 15000000000.0}",27476467dc,84.73,Antimatter,Federation,51967.0
4a9574c523,Scientific Kaelumite Union,"{'species_id': '5e97513080', 'name': 'Kaelumite', 'planet_id': '86de6549a6', 'intelligence': 79.01, 'cooperation': 41.04, 'aggression': 33.05, 'adaptability': 23.74, 'lifespan': 57.01, 'population': 278534288.0}",86de6549a6,100.0,Dyson Swarm Prototype,Technocracy,447669.0
e99c95009e,Merex Directorate,"{'species_id': '857cffdd10', 'name': 'Merex', 'planet_id': '3173db71bf', 'intelligence': 90.92, 'cooperation': 43.23, 'aggression': 25.79, 'adaptability': 35.72, 'lifespan': 63.96, 'population': 329403984.0}",3173db71bf,100.0,Dyson Swarm Prototype,AI Governance,210529.0
6957a14d13,Xenian Directorate,"{'species_id': '63d0477abd', 'name': 'Xenian', 'planet_id': 'c69da4fe7b', 'intelligence': 88.48, 'cooperation': 52.47, 'aggression': 49.81, 'adaptability': 42.39, 'lifespan': 58.26, 'population': 13340780153.0}",c69da4fe7b,99.58,Dyson Swarm Prototype,Collective,471473.0
2a34070c99,Consolidated Persean Worlds,"{'species_id': '13bafecc0f', 'name': 'Persean', 'planet_id': '76694745c9', 'intelligence': 74.69, 'cooperation': 36.01, 'aggression': 40.9, 'adaptability': 44.48, 'lifespan': 42.88, 'population': 303734400.0}",76694745c9,97.5,Dyson Swarm Prototype,Scientific Council,52223.0
4c67325ea2,Unified Persean Council,"{'species_id': '74a561cc88', 'name': 'Persean', 'planet_id': 'd6ccfb6850', 'intelligence': 87.01, 'cooperation': 49.83, 'aggression': 50.01, 'adaptability': 11.04, 'lifespan': 58.28, 'population': 98487703.0}",d6ccfb6850,99.71,Dyson Swarm Prototype,Technocracy,367106.0
8eadd942b0,Scientific Phi-perseis Union,"{'species_id': '0681eaadf5', 'name': 'Phi-perseis', 'planet_id': '14a73a1424', 'intelligence': 90.56, 'cooperation': 39.86, 'aggression': 52.76, 'adaptability': 38.36, 'lifespan': 47.38, 'population': 6214075151.0}",14a73a1424,93.0,Antimatter,AI Governance,273729.0
d2f4557294,Perseian Directorate,"{'species_id': '555c688818', 'name': 'Perseian', 'planet_id': '7d92a78965', 'intelligence': 79.42, 'cooperation': 56.87, 'aggression': 49.68, 'adaptability': 51.87, 'lifespan': 52.07, 'population': 5745754555.0}",7d92a78965,87.4,Antimatter,Technocracy,346030.0
6657429a7c,Unified Ignis-ivis Council,"{'species_id': '71e6ad47ab', 'name': 'Ignis-ivis', 'planet_id': '8c22edd0c2', 'intelligence': 83.96, 'cooperation': 40.21, 'aggression': 45.36, 'adaptability': 54.35, 'lifespan': 41.18, 'population': 1715387376.0}",8c22edd0c2,100.0,Dyson Swarm Prototype,Federation,455619.0
5f5ebcf2f5,Solari Directorate,"{'species_id': 'd123ec4a58', 'name': 'Solari', 'planet_id': '71526b6e82', 'intelligence': 96.94, 'cooperation': 47.78, 'aggression': 41.65, 'adaptability': 29.71, 'lifespan': 27.43, 'population': 4911119603.0}",71526b6e82,87.64,Antimatter,Monarchy,156895.0
5578b4053f,Unified Zylaris Council,"{'species_id': '8f79133a3d', 'name': 'Zylaris', 'planet_id': 'af493ae6ac', 'intelligence': 85.64, 'cooperation': 48.07, 'aggression': 44.9, 'adaptability': 29.51, 'lifespan': 65.75, 'population': 15000000000.0}",af493ae6ac,100.0,Dyson Swarm Prototype,Monarchy,61539.0
095464621d,Cygnan Commonwealth,"{'species_id': '30a98b924c', 'name': 'Cygnan', 'planet_id': 'c8d2d80b53', 'intelligence': 65.29, 'cooperation': 27.78, 'aggression': 54.67, 'adaptability': 64.4, 'lifespan': 64.47, 'population': 12498137644.0}",c8d2d80b53,100.0,Dyson Swarm Prototype,Scientific Council,58205.0
22e010a52d,Unified Cygnite Council,"{'species_id': '57aeee56fc', 'name': 'Cygnite', 'planet_id': '1be8b9e8cb', 'intelligence': 81.3, 'cooperation': 48.16, 'aggression': 38.48, 'adaptability': 45.53, 'lifespan': 43.37, 'population': 3981702752.0}",1be8b9e8cb,89.89,Antimatter,Technocracy,411362.0
a987357567,Scientific Thranite Union,"{'species_id': 'b82911054c', 'name': 'Thranite', 'planet_id': 'fcdcae244d', 'intelligence': 92.23, 'cooperation': 54.22, 'aggression': 33.12, 'adaptability': 24.13, 'lifespan': 37.86, 'population': 4284282194.0}",fcdcae244d,100.0,Dyson Swarm Prototype,Collective,369071.0
cf1fb521d7,Allied Sagittarian Systems,"{'species_id': '24de1b4154', 'name': 'Sagittarian', 'planet_id': '047b05b042', 'intelligence': 61.54, 'cooperation': 54.94, 'aggression': 38.82, 'adaptability': 45.52, 'lifespan': 41.73, 'population': 1650151528.0}",047b05b042,100.0,Dyson Swarm Prototype,Scientific Council,320725.0
0895acc0af,Sagittarian Directorate,"{'species_id': '277d82dd5e', 'name': 'Sagittarian', 'planet_id': 'a6289c2a81', 'intelligence': 77.62, 'cooperation': 54.54, 'aggression': 44.09, 'adaptability': 27.04, 'lifespan': 56.82, 'population': 9488493414.0}",a6289c2a81,95.28,Dyson Swarm Prototype,Technocracy,401236.0
cd650c58ff,Gamma-sagittariis Directorate,"{'species_id': 'd5495f89d1', 'name': 'Gamma-sagittariis', 'planet_id': 'e8c2d06860', 'intelligence': 78.85, 'cooperation': 63.01, 'aggression': 30.66, 'adaptability': 42.79, 'lifespan': 43.0, 'population': 950639950.0}",e8c2d06860,100.0,Dyson Swarm Prototype,AI Governance,438259.0
208f64f5f9,Scientific Sagittarian Union,"{'species_id': '7ebbfbfc94', 'name': 'Sagittarian', 'planet_id': '76b1c55693', 'intelligence': 98.38, 'cooperation': 66.77, 'aggression': 21.28, 'adaptability': 42.68, 'lifespan': 73.02, 'population': 15000000000.0}",76b1c55693,87.66,Antimatter,AI Governance,354129.0
a03b53100a,Orionex Directorate,"{'species_id': 'f47b9e2e97', 'name': 'Orionex', 'planet_id': 'eb47da8001', 'intelligence': 89.51, 'cooperation': 55.8, 'aggression': 41.87, 'adaptability': 34.66, 'lifespan': 19.34, 'population': 967330329.0}",eb47da8001,100.0,Dyson Swarm Prototype,Scientific Council,136340.0
2640424e04,Unified Aurelan Council,"{'species_id': '426ef299af', 'name': 'Aurelan', 'planet_id': 'b4f1a7213a', 'intelligence': 93.78, 'cooperation': 31.33, 'aggression': 56.12, 'adaptability': 37.85, 'lifespan': 34.3, 'population': 4273998032.0}",b4f1a7213a,100.0,Dyson Swarm Prototype,AI Governance,356059.0
ad899b1ed9,The Meran Federation,"{'species_id': '8be76533f5', 'name': 'Meran', 'planet_id': '21a83dc4e7', 'intelligence': 69.19, 'cooperation': 29.86, 'aggression': 43.91, 'adaptability': 41.13, 'lifespan': 70.67, 'population': 9858688290.0}",21a83dc4e7,80.0,Antimatter,Collective,140420.0
b53d4251d2,Meroid Directorate,"{'species_id': '07f8316e17', 'name': 'Meroid', 'planet_id': '06849e43d4', 'intelligence': 92.29, 'cooperation': 40.15, 'aggression': 41.77, 'adaptability': 43.84, 'lifespan': 29.15, 'population': 4880859656.0}",06849e43d4,99.87,Dyson Swarm Prototype,Scientific Council,395870.0
2b4452e77b,Soloid Directorate,"{'species_id': '5c996b816d', 'name': 'Soloid', 'planet_id': '119d756a5c', 'intelligence': 100.0, 'cooperation': 47.09, 'aggression': 42.5, 'adaptability': 36.91, 'lifespan': 41.33, 'population': 5194327367.0}",119d756a5c,100.0,Dyson Swarm Prototype,Democracy,186408.0
7994a1ada7,Unified Bulgan Council,"{'species_id': '92d50bb73f', 'name': 'Bulgan', 'planet_id': 'be10bee0ef', 'intelligence': 78.37, 'cooperation': 42.97, 'aggression': 42.28, 'adaptability': 47.08, 'lifespan': 45.33, 'population': 11704502280.0}",be10bee0ef,82.5,Antimatter,Monarchy,463726.0
2b100070c5,Bulgite Directorate,"{'species_id': '38f860b97b', 'name': 'Bulgite', 'planet_id': 'a576291b8b', 'intelligence': 75.46, 'cooperation': 44.37, 'aggression': 50.32, 'adaptability': 37.1, 'lifespan': 38.36, 'population': 2697165294.0}",a576291b8b,100.0,Dyson Swarm Prototype,Technocracy,60302.0
984d4d4161,Consolidated Vesperan Worlds,"{'species_id': '4e7721da91', 'name': 'Vesperan', 'planet_id': '14dd088433', 'intelligence': 73.38, 'cooperation': 57.11, 'aggression': 49.44, 'adaptability': 44.75, 'lifespan': 51.86, 'population': 12610008517.0}",14dd088433,80.19,Antimatter,Technocracy,50754.0
04b742dd38,The Perseian Federation,"{'species_id': 'fcfae6a2f8', 'name': 'Perseian', 'planet_id': '8dddd2ec6f', 'intelligence': 68.3, 'cooperation': 51.63, 'aggression': 44.75, 'adaptability': 40.54, 'lifespan': 32.94, 'population': 10399454660.0}",8dddd2ec6f,64.02,Fusion,Democracy,64442.0
82f9ee8fb4,The Valoid Federation,"{'species_id': '6617bc7150', 'name': 'Valoid', 'planet_id': '615f68ebb0', 'intelligence': 70.38, 'cooperation': 65.63, 'aggression': 48.31, 'adaptability': 19.84, 'lifespan': 37.72, 'population': 5148322923.0}",615f68ebb0,90.1,Antimatter,Collective,183810.0
08d81107e6,Zylarian Directorate,"{'species_id': '68aed15678', 'name': 'Zylarian', 'planet_id': 'ba1d5d378c', 'intelligence': 81.59, 'cooperation': 46.21, 'aggression': 36.88, 'adaptability': 41.7, 'lifespan': 54.89, 'population': 15000000000.0}",ba1d5d378c,99.51,Dyson Swarm Prototype,AI Governance,287169.0
38a2dd884c,Allied Sagittariian Systems,"{'species_id': '5387a6fd30', 'name': 'Sagittariian', 'planet_id': 'ef76c06682', 'intelligence': 50.75, 'cooperation': 51.64, 'aggression': 27.97, 'adaptability': 21.98, 'lifespan': 48.86, 'population': 7273019718.0}",ef76c06682,72.82,Fusion,Federation,48653.0
1c90d82c80,Cygnian Directorate,"{'species_id': '59a102f9f0', 'name': 'Cygnian', 'planet_id': '0dfc3a6355', 'intelligence': 81.1, 'cooperation': 45.22, 'aggression': 42.04, 'adaptability': 28.81, 'lifespan': 31.96, 'population': 4671577857.0}",0dfc3a6355,74.02,Fusion,Scientific Council,10710.0
a067552faf,Consolidated Ian Worlds,"{'species_id': 'a0a2bcd6b2', 'name': 'Ian', 'planet_id': '8dbd73bdcd', 'intelligence': 71.91, 'cooperation': 37.14, 'aggression': 40.84, 'adaptability': 57.12, 'lifespan': 29.19, 'population': 430480799.0}",8dbd73bdcd,80.44,Antimatter,Scientific Council,479901.0
c6642b2284,Scientific Gaea-is Union,"{'species_id': 'e2b59f4e84', 'name': 'Gaea-is', 'planet_id': 'ac7a6b5922', 'intelligence': 92.48, 'cooperation': 34.78, 'aggression': 27.05, 'adaptability': 35.93, 'lifespan': 34.53, 'population': 2198699250.0}",ac7a6b5922,100.0,Dyson Swarm Prototype,Monarchy,152134.0
a222a74ae8,Zelex Directorate,"{'species_id': 'bf82fdbb59', 'name': 'Zelex', 'planet_id': '656b674976', 'intelligence': 89.3, 'cooperation': 39.77, 'aggression': 62.18, 'adaptability': 41.37, 'lifespan': 41.41, 'population': 3049008179.0}",656b674976,100.0,Dyson Swarm Prototype,Scientific Council,381879.0
c235dc422c,Scientific Kaeluman Union,"{'species_id': '8b68e65e8e', 'name': 'Kaeluman', 'planet_id': 'e28326c8f1', 'intelligence': 81.54, 'cooperation': 58.5, 'aggression': 50.74, 'adaptability': 17.97, 'lifespan': 36.56, 'population': 6069496769.0}",e28326c8f1,98.01,Dyson Swarm Prototype,Scientific Council,152529.0
9dbca7c528,Unified Vesperari Council,"{'species_id': 'aeb9f8a813', 'name': 'Vesperari', 'planet_id': 'e791884991', 'intelligence': 75.61, 'cooperation': 44.04, 'aggression': 54.47, 'adaptability': 45.56, 'lifespan': 41.85, 'population': 1207179738.0}",e791884991,100.0,Dyson Swarm Prototype,Scientific Council,181770.0
f714a79195,Scientific Orionian Union,"{'species_id': '5d8a1c91c4', 'name': 'Orionian', 'planet_id': 'a2c8ca59d9', 'intelligence': 90.01, 'cooperation': 51.96, 'aggression': 63.24, 'adaptability': 44.21, 'lifespan': 46.91, 'population': 3113769347.0}",a2c8ca59d9,92.92,Antimatter,Collective,224894.0
f6221e08e8,Orionian Directorate,"{'species_id': '1c91adccbd', 'name': 'Orionian', 'planet_id': 'c7e1816f5a', 'intelligence': 88.68, 'cooperation': 50.57, 'aggression': 39.43, 'adaptability': 60.43, 'lifespan': 36.81, 'population': 11952311302.0}",c7e1816f5a,100.0,Dyson Swarm Prototype,Collective,336232.0
f0cb6b0a91,Xenoid Directorate,"{'species_id': '13f69f0a6e', 'name': 'Xenoid', 'planet_id': '8c2a4ca914', 'intelligence': 86.3, 'cooperation': 56.33, 'aggression': 45.36, 'adaptability': 51.73, 'lifespan': 38.63, 'population': 3917140554.0}",8c2a4ca914,87.92,Antimatter,Scientific Council,98575.0
609e70586f,Scientific Kaeluman Union,"{'species_id': '6b4cfd3bda', 'name': 'Kaeluman', 'planet_id': '4a131a224b', 'intelligence': 88.39, 'cooperation': 54.34, 'aggression': 34.89, 'adaptability': 30.6, 'lifespan': 65.36, 'population': 12974031599.0}",4a131a224b,96.56,Dyson Swarm Prototype,Technocracy,118206.0
a866d8dcfc,Zelis Directorate,"{'species_id': 'b13917cf75', 'name': 'Zelis', 'planet_id': '68d3f0752a', 'intelligence': 97.11, 'cooperation': 55.71, 'aggression': 37.47, 'adaptability': 27.76, 'lifespan': 43.31, 'population': 8769544275.0}",68d3f0752a,95.63,Dyson Swarm Prototype,AI Governance,379882.0
26a6b7dcc3,Consolidated Valan Worlds,"{'species_id': '41791f9ac2', 'name': 'Valan', 'planet_id': '8a2f983ba6', 'intelligence': 66.61, 'cooperation': 63.85, 'aggression': 53.62, 'adaptability': 66.25, 'lifespan': 50.88, 'population': 11239868961.0}",8a2f983ba6,97.35,Dyson Swarm Prototype,AI Governance,391404.0
7be35390be,Scientific Valan Union,"{'species_id': 'a8c53f1fba', 'name': 'Valan', 'planet_id': '81127348e7', 'intelligence': 76.94, 'cooperation': 59.74, 'aggression': 27.34, 'adaptability': 40.06, 'lifespan': 64.74, 'population': 11094922226.0}",81127348e7,85.58,Antimatter,Technocracy,348369.0
87f864fe83,Unified Thranari Council,"{'species_id': 'ad85c80b3a', 'name': 'Thranari', 'planet_id': '1db6f58a59', 'intelligence': 91.68, 'cooperation': 41.79, 'aggression': 43.45, 'adaptability': 31.64, 'lifespan': 63.6, 'population': 115419354.0}",1db6f58a59,99.54,Dyson Swarm Prototype,AI Governance,302297.0
3ba7df6ae1,Scientific Thranite Union,"{'species_id': '3d25455522', 'name': 'Thranite', 'planet_id': '70226c1b2a', 'intelligence': 100.0, 'cooperation': 63.15, 'aggression': 27.45, 'adaptability': 43.86, 'lifespan': 51.45, 'population': 6686566184.0}",70226c1b2a,100.0,Dyson Swarm Prototype,Scientific Council,284133.0
edb45b6eec,Unified Kaelumoid Council,"{'species_id': 'de5daa25da', 'name': 'Kaelumoid', 'planet_id': 'cb4611319f', 'intelligence': 76.77, 'cooperation': 28.86, 'aggression': 43.4, 'adaptability': 38.78, 'lifespan': 79.09, 'population': 15000000000.0}",cb4611319f,100.0,Dyson Swarm Prototype,Collective,239562.0
fe5ce1f2b8,Consolidated Kaelumari Worlds,"{'species_id': 'ed1c8b4a2e', 'name': 'Kaelumari', 'planet_id': '857b2cc3b6', 'intelligence': 67.49, 'cooperation': 43.74, 'aggression': 37.53, 'adaptability': 50.89, 'lifespan': 86.52, 'population': 15000000000.0}",857b2cc3b6,85.68,Antimatter,Federation,3593.0
a31575c86a,Unified Orionex Council,"{'species_id': '03dc656e8e', 'name': 'Orionex', 'planet_id': '0040dccf97', 'intelligence': 91.81, 'cooperation': 55.3, 'aggression': 34.83, 'adaptability': 45.29, 'lifespan': 37.21, 'population': 5581219800.0}",0040dccf97,80.31,Antimatter,Scientific Council,367709.0
7652ec5c8d,Unified Theta-perseis Council,"{'species_id': '1cbca62e9e', 'name': 'Theta-perseis', 'planet_id': '6684ee649d', 'intelligence': 88.24, 'cooperation': 53.08, 'aggression': 34.74, 'adaptability': 36.54, 'lifespan': 61.26, 'population': 12203998628.0}",6684ee649d,99.73,Dyson Swarm Prototype,Technocracy,70068.0
98fbfa35fa,Sigma-orionis Commonwealth,"{'species_id': '30eb092a4d', 'name': 'Sigma-orionis', 'planet_id': 'e190d3ef52', 'intelligence': 56.66, 'cooperation': 42.89, 'aggression': 30.73, 'adaptability': 20.63, 'lifespan': 34.84, 'population': 2186133367.0}",e190d3ef52,74.14,Fusion,Democracy,62350.0
f0ada7121c,Consolidated Solex Worlds,"{'species_id': '41d9f66f49', 'name': 'Solex', 'planet_id': '720b28f033', 'intelligence': 56.69, 'cooperation': 51.15, 'aggression': 47.14, 'adaptability': 37.19, 'lifespan': 43.0, 'population': 7571134345.0}",720b28f033,97.17,Dyson Swarm Prototype,Federation,167071.0
6eb9b1daf2,Scientific Xenite Union,"{'species_id': '7e7ab4cd80', 'name': 'Xenite', 'planet_id': 'b3e6d5d595', 'intelligence': 75.81, 'cooperation': 48.41, 'aggression': 27.62, 'adaptability': 29.27, 'lifespan': 43.83, 'population': 4412495707.0}",b3e6d5d595,100.0,Dyson Swarm Prototype,Monarchy,491233.0
07a0027478,The Vesperis Federation,"{'species_id': 'cba92722ae', 'name': 'Vesperis', 'planet_id': '3d614d7807', 'intelligence': 66.16, 'cooperation': 43.83, 'aggression': 45.03, 'adaptability': 58.12, 'lifespan': 43.42, 'population': 5773820819.0}",3d614d7807,61.56,Fusion,Scientific Council,85148.0
187eb0978f,Scientific Merite Union,"{'species_id': '668dddcaa3', 'name': 'Merite', 'planet_id': 'cedad1b316', 'intelligence': 79.41, 'cooperation': 61.57, 'aggression': 29.26, 'adaptability': 50.03, 'lifespan': 33.01, 'population': 1775288745.0}",cedad1b316,100.0,Dyson Swarm Prototype,Scientific Council,140614.0
8bd71d17f7,Unified Xenis Council,"{'species_id': 'c8e1c66cef', 'name': 'Xenis', 'planet_id': 'cc150e4198', 'intelligence': 91.13, 'cooperation': 47.36, 'aggression': 44.1, 'adaptability': 31.63, 'lifespan': 36.25, 'population': 677482844.0}",cc150e4198,95.45,Dyson Swarm Prototype,Scientific Council,301091.0
7f4ec7825c,Allied Soloid Systems,"{'species_id': '987d0c48bc', 'name': 'Soloid', 'planet_id': '34004ae8d0', 'intelligence': 67.3, 'cooperation': 35.4, 'aggression': 55.57, 'adaptability': 35.37, 'lifespan': 44.81, 'population': 749919864.0}",34004ae8d0,80.0,Antimatter,Monarchy,138024.0
a1d0ea467a,Unified Meris Council,"{'species_id': 'c004812915', 'name': 'Meris', 'planet_id': 'e3ac0b867e', 'intelligence': 89.96, 'cooperation': 58.3, 'aggression': 50.22, 'adaptability': 45.37, 'lifespan': 52.17, 'population': 6185764319.0}",e3ac0b867e,100.0,Dyson Swarm Prototype,Scientific Council,192543.0
71d820677a,The Zylaran Federation,"{'species_id': '2b179a414c', 'name': 'Zylaran', 'planet_id': 'aabc273650', 'intelligence': 62.55, 'cooperation': 51.43, 'aggression': 30.16, 'adaptability': 44.24, 'lifespan': 67.78, 'population': 205014467.0}",aabc273650,58.09,Nuclear,AI Governance,51015.0
6d2f3e5ed1,Aurelari Directorate,"{'species_id': '29eff4466f', 'name': 'Aurelari', 'planet_id': '804f9f208c', 'intelligence': 76.06, 'cooperation': 55.05, 'aggression': 29.76, 'adaptability': 51.74, 'lifespan': 40.59, 'population': 11087990554.0}",804f9f208c,100.0,Dyson Swarm Prototype,Democracy,420331.0
3339448f7c,Xenan Directorate,"{'species_id': 'a418f8455c', 'name': 'Xenan', 'planet_id': '5c957860fb', 'intelligence': 83.65, 'cooperation': 52.51, 'aggression': 41.18, 'adaptability': 53.18, 'lifespan': 37.36, 'population': 7196358514.0}",5c957860fb,100.0,Dyson Swarm Prototype,Technocracy,272396.0
be3191b575,Scientific Eta-galacticis Union,"{'species_id': '47fe9ede16', 'name': 'Eta-galacticis', 'planet_id': '41ce470ba9', 'intelligence': 78.83, 'cooperation': 50.01, 'aggression': 48.4, 'adaptability': 45.47, 'lifespan': 49.14, 'population': 6131553632.0}",41ce470ba9,94.98,Antimatter,Federation,386972.0
63f01adf18,Consolidated Galacticite Worlds,"{'species_id': 'b658a6ee6b', 'name': 'Galacticite', 'planet_id': '66b83490b5', 'intelligence': 51.98, 'cooperation': 67.5, 'aggression': 35.47, 'adaptability': 52.25, 'lifespan': 39.06, 'population': 1812821550.0}",66b83490b5,66.95,Fusion,Federation,68946.0
b75dce1421,Allied Bulgite Systems,"{'species_id': 'a0af1a2251', 'name': 'Bulgite', 'planet_id': '5057d9d5a0', 'intelligence': 69.28, 'cooperation': 51.54, 'aggression': 45.56, 'adaptability': 35.25, 'lifespan': 50.58, 'population': 550698174.0}",5057d9d5a0,57.32,Nuclear,Technocracy,22052.0
4c8e6a8540,Allied Bulgan Systems,"{'species_id': '4d35b039bb', 'name': 'Bulgan', 'planet_id': '72030e44ad', 'intelligence': 73.24, 'cooperation': 40.96, 'aggression': 49.04, 'adaptability': 46.67, 'lifespan': 35.75, 'population': 11430388623.0}",72030e44ad,80.31,Antimatter,Collective,11988.0
76c64a14d6,Unified Orionoid Council,"{'species_id': '062a961d7f', 'name': 'Orionoid', 'planet_id': 'ce0c18dc7f', 'intelligence': 78.27, 'cooperation': 57.21, 'aggression': 41.09, 'adaptability': 39.37, 'lifespan': 34.29, 'population': 990624887.0}",ce0c18dc7f,89.06,Antimatter,Scientific Council,176017.0
517cb43ce0,Scientific Solan Union,"{'species_id': '852fe668dc', 'name': 'Solan', 'planet_id': 'e705c22e84', 'intelligence': 87.06, 'cooperation': 51.8, 'aggression': 40.03, 'adaptability': 41.54, 'lifespan': 59.45, 'population': 319517464.0}",e705c22e84,100.0,Dyson Swarm Prototype,Monarchy,148299.0
d378f96d17,Kaelumian Commonwealth,"{'species_id': 'f64d8aa9c3', 'name': 'Kaelumian', 'planet_id': '880d990c65', 'intelligence': 64.79, 'cooperation': 43.88, 'aggression': 25.16, 'adaptability': 47.79, 'lifespan': 58.91, 'population': 3637799934.0}",880d990c65,85.8,Antimatter,Scientific Council,350512.0
