event_id,tick,year,civilization_id,event_type,description
ECN-EVT-01128,3,300,20dcee6871,Hyperinflation,Hyperinflation crisis declared in 20dcee6871 as local currency values plummeted by 123.8%.
ECN-EVT-01129,3,300,53856bd8ca,Economic Collapse,An Economic Collapse occurred in 53856bd8ca due to negative GDP growth and treasury depletion.
ECN-EVT-01130,3,300,da38a63176,Hyperinflation,Hyperinflation crisis declared in da38a63176 as local currency values plummeted by 121.9%.
ECN-EVT-01131,3,300,f004cb791e,Hyperinflation,Hyperinflation crisis declared in f004cb791e as local currency values plummeted by 123.9%.
ECN-EVT-01132,3,300,17fee1a6ac,Hyperinflation,Hyperinflation crisis declared in 17fee1a6ac as local currency values plummeted by 81.1%.
ECN-EVT-01133,3,300,66d46fcd47,Hyperinflation,Hyperinflation crisis declared in 66d46fcd47 as local currency values plummeted by 122.1%.
ECN-EVT-01134,3,300,dffeed89fb,Hyperinflation,Hyperinflation crisis declared in dffeed89fb as local currency values plummeted by 122.8%.
ECN-EVT-01135,3,300,cd3cb2af45,Hyperinflation,Hyperinflation crisis declared in cd3cb2af45 as local currency values plummeted by 130.2%.
ECN-EVT-01136,3,300,5d262aaec3,Hyperinflation,Hyperinflation crisis declared in 5d262aaec3 as local currency values plummeted by 130.1%.
ECN-EVT-01137,3,300,db6da7e17a,Hyperinflation,Hyperinflation crisis declared in db6da7e17a as local currency values plummeted by 123.6%.
ECN-EVT-01138,3,300,73573955bb,Hyperinflation,Hyperinflation crisis declared in 73573955bb as local currency values plummeted by 121.2%.
ECN-EVT-01139,3,300,f2bbbfc167,Hyperinflation,Hyperinflation crisis declared in f2bbbfc167 as local currency values plummeted by 85.5%.
ECN-EVT-01140,3,300,f929aa33ac,Hyperinflation,Hyperinflation crisis declared in f929aa33ac as local currency values plummeted by 122.0%.
ECN-EVT-01141,3,300,28d83c4b42,Hyperinflation,Hyperinflation crisis declared in 28d83c4b42 as local currency values plummeted by 121.2%.
ECN-EVT-01142,3,300,0ddd78edbb,Hyperinflation,Hyperinflation crisis declared in 0ddd78edbb as local currency values plummeted by 122.5%.
ECN-EVT-01143,3,300,adc1c77061,Economic Collapse,An Economic Collapse occurred in adc1c77061 due to negative GDP growth and treasury depletion.
ECN-EVT-01144,3,300,931aa9655e,Hyperinflation,Hyperinflation crisis declared in 931aa9655e as local currency values plummeted by 123.7%.
ECN-EVT-01145,3,300,df2f64c1a1,Hyperinflation,Hyperinflation crisis declared in df2f64c1a1 as local currency values plummeted by 121.2%.
ECN-EVT-01146,3,300,f27ca4fefa,Hyperinflation,Hyperinflation crisis declared in f27ca4fefa as local currency values plummeted by 123.9%.
ECN-EVT-01147,3,300,4164b650a3,Hyperinflation,Hyperinflation crisis declared in 4164b650a3 as local currency values plummeted by 121.2%.
ECN-EVT-01148,3,300,7ba9deb67e,Hyperinflation,Hyperinflation crisis declared in 7ba9deb67e as local currency values plummeted by 90.4%.
ECN-EVT-01149,3,300,785ce4730c,Hyperinflation,Hyperinflation crisis declared in 785ce4730c as local currency values plummeted by 125.0%.
ECN-EVT-01150,3,300,7135e43d15,Hyperinflation,Hyperinflation crisis declared in 7135e43d15 as local currency values plummeted by 124.1%.
ECN-EVT-01151,3,300,c87f4b2d09,Hyperinflation,Hyperinflation crisis declared in c87f4b2d09 as local currency values plummeted by 122.8%.
ECN-EVT-01152,3,300,c59e7444f5,Hyperinflation,Hyperinflation crisis declared in c59e7444f5 as local currency values plummeted by 124.3%.
ECN-EVT-01153,3,300,111ab1a74e,Hyperinflation,Hyperinflation crisis declared in 111ab1a74e as local currency values plummeted by 87.5%.
ECN-EVT-01154,3,300,762d1b3438,Hyperinflation,Hyperinflation crisis declared in 762d1b3438 as local currency values plummeted by 121.2%.
ECN-EVT-01155,3,300,41e5776038,Hyperinflation,Hyperinflation crisis declared in 41e5776038 as local currency values plummeted by 124.4%.
ECN-EVT-01156,3,300,11c4291fc3,Hyperinflation,Hyperinflation crisis declared in 11c4291fc3 as local currency values plummeted by 129.3%.
ECN-EVT-01157,3,300,c8c30fa0a1,Hyperinflation,Hyperinflation crisis declared in c8c30fa0a1 as local currency values plummeted by 121.2%.
ECN-EVT-01158,3,300,41a9345e47,Hyperinflation,Hyperinflation crisis declared in 41a9345e47 as local currency values plummeted by 90.9%.
ECN-EVT-01159,3,300,6edc6616b2,Hyperinflation,Hyperinflation crisis declared in 6edc6616b2 as local currency values plummeted by 121.2%.
ECN-EVT-01160,3,300,82b29167c3,Hyperinflation,Hyperinflation crisis declared in 82b29167c3 as local currency values plummeted by 128.7%.
ECN-EVT-01161,3,300,5087e1422a,Hyperinflation,Hyperinflation crisis declared in 5087e1422a as local currency values plummeted by 120.6%.
ECN-EVT-01162,3,300,5d94c085f5,Economic Collapse,An Economic Collapse occurred in 5d94c085f5 due to negative GDP growth and treasury depletion.
ECN-EVT-01163,3,300,cc71651dca,Hyperinflation,Hyperinflation crisis declared in cc71651dca as local currency values plummeted by 123.7%.
ECN-EVT-01164,3,300,1a2a63b5eb,Hyperinflation,Hyperinflation crisis declared in 1a2a63b5eb as local currency values plummeted by 88.5%.
ECN-EVT-01165,3,300,9eeb4737e9,Hyperinflation,Hyperinflation crisis declared in 9eeb4737e9 as local currency values plummeted by 121.2%.
ECN-EVT-01166,3,300,35e0e185b7,Hyperinflation,Hyperinflation crisis declared in 35e0e185b7 as local currency values plummeted by 122.5%.
ECN-EVT-01167,3,300,15c488fdb9,Hyperinflation,Hyperinflation crisis declared in 15c488fdb9 as local currency values plummeted by 124.0%.
ECN-EVT-01168,3,300,52be76d999,Hyperinflation,Hyperinflation crisis declared in 52be76d999 as local currency values plummeted by 123.8%.
ECN-EVT-01169,3,300,2d148d0e47,Hyperinflation,Hyperinflation crisis declared in 2d148d0e47 as local currency values plummeted by 121.2%.
ECN-EVT-01170,3,300,a4eac32597,Hyperinflation,Hyperinflation crisis declared in a4eac32597 as local currency values plummeted by 123.9%.
ECN-EVT-01171,3,300,f94aaeed85,Hyperinflation,Hyperinflation crisis declared in f94aaeed85 as local currency values plummeted by 123.8%.
ECN-EVT-01172,3,300,a9283be55d,Hyperinflation,Hyperinflation crisis declared in a9283be55d as local currency values plummeted by 122.4%.
ECN-EVT-01173,3,300,27d9c8dc46,Hyperinflation,Hyperinflation crisis declared in 27d9c8dc46 as local currency values plummeted by 122.8%.
ECN-EVT-01174,3,300,2c89a9e0dc,Hyperinflation,Hyperinflation crisis declared in 2c89a9e0dc as local currency values plummeted by 123.8%.
ECN-EVT-01175,3,300,c45231c414,Hyperinflation,Hyperinflation crisis declared in c45231c414 as local currency values plummeted by 121.2%.
ECN-EVT-01176,3,300,b323933feb,Hyperinflation,Hyperinflation crisis declared in b323933feb as local currency values plummeted by 84.8%.
ECN-EVT-01177,3,300,8d88177d24,Hyperinflation,Hyperinflation crisis declared in 8d88177d24 as local currency values plummeted by 88.3%.
ECN-EVT-01178,3,300,e1c4b2ed14,Hyperinflation,Hyperinflation crisis declared in e1c4b2ed14 as local currency values plummeted by 121.2%.
ECN-EVT-01179,3,300,a568c633c8,Hyperinflation,Hyperinflation crisis declared in a568c633c8 as local currency values plummeted by 80.9%.
ECN-EVT-01180,3,300,0187c7d64a,Hyperinflation,Hyperinflation crisis declared in 0187c7d64a as local currency values plummeted by 123.0%.
ECN-EVT-01181,3,300,189d8d8d1b,Hyperinflation,Hyperinflation crisis declared in 189d8d8d1b as local currency values plummeted by 123.9%.
ECN-EVT-01182,3,300,57f00e3f50,Hyperinflation,Hyperinflation crisis declared in 57f00e3f50 as local currency values plummeted by 122.4%.
ECN-EVT-01183,3,300,d427d38a9f,Hyperinflation,Hyperinflation crisis declared in d427d38a9f as local currency values plummeted by 123.9%.
ECN-EVT-01184,3,300,f1337406a3,Hyperinflation,Hyperinflation crisis declared in f1337406a3 as local currency values plummeted by 123.8%.
ECN-EVT-01185,3,300,354b63d6d6,Hyperinflation,Hyperinflation crisis declared in 354b63d6d6 as local currency values plummeted by 123.9%.
ECN-EVT-01186,3,300,fce0550f04,Hyperinflation,Hyperinflation crisis declared in fce0550f04 as local currency values plummeted by 123.7%.
ECN-EVT-01187,3,300,f7a8fcf1b2,Hyperinflation,Hyperinflation crisis declared in f7a8fcf1b2 as local currency values plummeted by 121.2%.
ECN-EVT-01188,3,300,8c80ad65b6,Hyperinflation,Hyperinflation crisis declared in 8c80ad65b6 as local currency values plummeted by 121.2%.
ECN-EVT-01189,3,300,65154f1c30,Hyperinflation,Hyperinflation crisis declared in 65154f1c30 as local currency values plummeted by 81.4%.
ECN-EVT-01190,3,300,e6f9f9e411,Hyperinflation,Hyperinflation crisis declared in e6f9f9e411 as local currency values plummeted by 121.2%.
ECN-EVT-01191,3,300,24e153416d,Hyperinflation,Hyperinflation crisis declared in 24e153416d as local currency values plummeted by 121.2%.
ECN-EVT-01192,3,300,38ade68c1e,Hyperinflation,Hyperinflation crisis declared in 38ade68c1e as local currency values plummeted by 121.2%.
ECN-EVT-01193,3,300,eacab5ee97,Hyperinflation,Hyperinflation crisis declared in eacab5ee97 as local currency values plummeted by 123.3%.
ECN-EVT-01194,3,300,fadaa4a404,Hyperinflation,Hyperinflation crisis declared in fadaa4a404 as local currency values plummeted by 121.2%.
ECN-EVT-01195,3,300,ebda9e7b67,Hyperinflation,Hyperinflation crisis declared in ebda9e7b67 as local currency values plummeted by 121.2%.
ECN-EVT-01196,3,300,de8a7cab3b,Hyperinflation,Hyperinflation crisis declared in de8a7cab3b as local currency values plummeted by 124.1%.
ECN-EVT-01197,3,300,5573af18db,Hyperinflation,Hyperinflation crisis declared in 5573af18db as local currency values plummeted by 123.9%.
ECN-EVT-01198,3,300,e13216033f,Hyperinflation,Hyperinflation crisis declared in e13216033f as local currency values plummeted by 121.2%.
ECN-EVT-01199,3,300,bee1d78260,Hyperinflation,Hyperinflation crisis declared in bee1d78260 as local currency values plummeted by 122.0%.
ECN-EVT-01200,3,300,2a8b6fc81d,Hyperinflation,Hyperinflation crisis declared in 2a8b6fc81d as local currency values plummeted by 124.1%.
ECN-EVT-01201,3,300,2320636026,Hyperinflation,Hyperinflation crisis declared in 2320636026 as local currency values plummeted by 123.1%.
ECN-EVT-01202,3,300,e976b29c9d,Hyperinflation,Hyperinflation crisis declared in e976b29c9d as local currency values plummeted by 121.2%.
ECN-EVT-01203,3,300,dc0074adc3,Hyperinflation,Hyperinflation crisis declared in dc0074adc3 as local currency values plummeted by 121.2%.
ECN-EVT-01204,3,300,303a3df484,Hyperinflation,Hyperinflation crisis declared in 303a3df484 as local currency values plummeted by 81.2%.
ECN-EVT-01205,3,300,02b9381952,Hyperinflation,Hyperinflation crisis declared in 02b9381952 as local currency values plummeted by 89.4%.
ECN-EVT-01206,3,300,0ad458611c,Hyperinflation,Hyperinflation crisis declared in 0ad458611c as local currency values plummeted by 130.0%.
ECN-EVT-01207,3,300,c2fe0ab024,Hyperinflation,Hyperinflation crisis declared in c2fe0ab024 as local currency values plummeted by 121.8%.
ECN-EVT-01208,3,300,91474e8269,Hyperinflation,Hyperinflation crisis declared in 91474e8269 as local currency values plummeted by 121.2%.
ECN-EVT-01209,3,300,f343101fe6,Hyperinflation,Hyperinflation crisis declared in f343101fe6 as local currency values plummeted by 123.5%.
ECN-EVT-01210,3,300,1cf19da3a9,Hyperinflation,Hyperinflation crisis declared in 1cf19da3a9 as local currency values plummeted by 124.3%.
ECN-EVT-01211,3,300,fc241018ec,Hyperinflation,Hyperinflation crisis declared in fc241018ec as local currency values plummeted by 123.9%.
ECN-EVT-01212,3,300,2c6958242d,Hyperinflation,Hyperinflation crisis declared in 2c6958242d as local currency values plummeted by 124.3%.
ECN-EVT-01213,3,300,950050e41a,Hyperinflation,Hyperinflation crisis declared in 950050e41a as local currency values plummeted by 121.2%.
ECN-EVT-01214,3,300,bbf8578e8c,Hyperinflation,Hyperinflation crisis declared in bbf8578e8c as local currency values plummeted by 123.9%.
ECN-EVT-01215,3,300,8478dfd6f7,Hyperinflation,Hyperinflation crisis declared in 8478dfd6f7 as local currency values plummeted by 123.5%.
ECN-EVT-01216,3,300,6f1e390274,Hyperinflation,Hyperinflation crisis declared in 6f1e390274 as local currency values plummeted by 123.2%.
ECN-EVT-01217,3,300,b12b67a0db,Hyperinflation,Hyperinflation crisis declared in b12b67a0db as local currency values plummeted by 123.1%.
ECN-EVT-01218,3,300,5d6505f12a,Hyperinflation,Hyperinflation crisis declared in 5d6505f12a as local currency values plummeted by 121.0%.
ECN-EVT-01219,3,300,2c64149009,Hyperinflation,Hyperinflation crisis declared in 2c64149009 as local currency values plummeted by 124.2%.
ECN-EVT-01220,3,300,ed45fe3a8d,Hyperinflation,Hyperinflation crisis declared in ed45fe3a8d as local currency values plummeted by 121.2%.
ECN-EVT-01221,3,300,b1f20b8a8c,Hyperinflation,Hyperinflation crisis declared in b1f20b8a8c as local currency values plummeted by 124.0%.
ECN-EVT-01222,3,300,43cb04ad80,Hyperinflation,Hyperinflation crisis declared in 43cb04ad80 as local currency values plummeted by 124.1%.
ECN-EVT-01223,3,300,3a375c2f6d,Hyperinflation,Hyperinflation crisis declared in 3a375c2f6d as local currency values plummeted by 123.5%.
ECN-EVT-01224,3,300,0fa7096d5a,Hyperinflation,Hyperinflation crisis declared in 0fa7096d5a as local currency values plummeted by 89.8%.
ECN-EVT-01225,3,300,3c196b299c,Hyperinflation,Hyperinflation crisis declared in 3c196b299c as local currency values plummeted by 121.2%.
ECN-EVT-01226,3,300,1a67be5b7f,Hyperinflation,Hyperinflation crisis declared in 1a67be5b7f as local currency values plummeted by 122.6%.
ECN-EVT-01227,3,300,862f6cbc45,Hyperinflation,Hyperinflation crisis declared in 862f6cbc45 as local currency values plummeted by 89.8%.
ECN-EVT-01228,3,300,9883f23173,Hyperinflation,Hyperinflation crisis declared in 9883f23173 as local currency values plummeted by 123.9%.
ECN-EVT-01229,3,300,22c13af7a1,Hyperinflation,Hyperinflation crisis declared in 22c13af7a1 as local currency values plummeted by 123.3%.
ECN-EVT-01230,3,300,ac70f57b73,Hyperinflation,Hyperinflation crisis declared in ac70f57b73 as local currency values plummeted by 121.2%.
ECN-EVT-01231,3,300,60a971a839,Hyperinflation,Hyperinflation crisis declared in 60a971a839 as local currency values plummeted by 124.1%.
ECN-EVT-01232,3,300,e941b86692,Hyperinflation,Hyperinflation crisis declared in e941b86692 as local currency values plummeted by 121.2%.
ECN-EVT-01233,3,300,8dcb447d0f,Hyperinflation,Hyperinflation crisis declared in 8dcb447d0f as local currency values plummeted by 121.2%.
ECN-EVT-01234,3,300,0130446f7e,Hyperinflation,Hyperinflation crisis declared in 0130446f7e as local currency values plummeted by 123.8%.
ECN-EVT-01235,3,300,d1ebd8161b,Hyperinflation,Hyperinflation crisis declared in d1ebd8161b as local currency values plummeted by 89.1%.
ECN-EVT-01236,3,300,d056d7ce4a,Hyperinflation,Hyperinflation crisis declared in d056d7ce4a as local currency values plummeted by 123.4%.
ECN-EVT-01237,3,300,74136dc7b0,Hyperinflation,Hyperinflation crisis declared in 74136dc7b0 as local currency values plummeted by 121.1%.
ECN-EVT-01238,3,300,61dc46303f,Hyperinflation,Hyperinflation crisis declared in 61dc46303f as local currency values plummeted by 122.7%.
ECN-EVT-01239,3,300,8fbf42f886,Hyperinflation,Hyperinflation crisis declared in 8fbf42f886 as local currency values plummeted by 123.0%.
ECN-EVT-01240,3,300,7388512271,Hyperinflation,Hyperinflation crisis declared in 7388512271 as local currency values plummeted by 122.7%.
ECN-EVT-01241,3,300,b6ae409cbf,Hyperinflation,Hyperinflation crisis declared in b6ae409cbf as local currency values plummeted by 122.6%.
ECN-EVT-01242,3,300,622de7102b,Hyperinflation,Hyperinflation crisis declared in 622de7102b as local currency values plummeted by 87.6%.
ECN-EVT-01243,3,300,996190e522,Hyperinflation,Hyperinflation crisis declared in 996190e522 as local currency values plummeted by 125.1%.
ECN-EVT-01244,3,300,f7bd18e491,Hyperinflation,Hyperinflation crisis declared in f7bd18e491 as local currency values plummeted by 124.6%.
ECN-EVT-01245,3,300,556d6c2378,Hyperinflation,Hyperinflation crisis declared in 556d6c2378 as local currency values plummeted by 87.3%.
ECN-EVT-01246,3,300,ff559623e3,Hyperinflation,Hyperinflation crisis declared in ff559623e3 as local currency values plummeted by 124.0%.
ECN-EVT-01247,3,300,a38e0777cd,Hyperinflation,Hyperinflation crisis declared in a38e0777cd as local currency values plummeted by 121.2%.
ECN-EVT-01248,3,300,4c2540c708,Hyperinflation,Hyperinflation crisis declared in 4c2540c708 as local currency values plummeted by 81.4%.
ECN-EVT-01249,3,300,b7069c3852,Hyperinflation,Hyperinflation crisis declared in b7069c3852 as local currency values plummeted by 121.2%.
ECN-EVT-01250,3,300,81714ff4c3,Hyperinflation,Hyperinflation crisis declared in 81714ff4c3 as local currency values plummeted by 126.1%.
ECN-EVT-01251,3,300,f3f5dfde4c,Hyperinflation,Hyperinflation crisis declared in f3f5dfde4c as local currency values plummeted by 124.3%.
ECN-EVT-01252,3,300,e12feef736,Hyperinflation,Hyperinflation crisis declared in e12feef736 as local currency values plummeted by 121.2%.
ECN-EVT-01253,3,300,fba15f0324,Hyperinflation,Hyperinflation crisis declared in fba15f0324 as local currency values plummeted by 121.2%.
ECN-EVT-01254,3,300,350e107aae,Hyperinflation,Hyperinflation crisis declared in 350e107aae as local currency values plummeted by 124.0%.
ECN-EVT-01255,3,300,22091a7056,Hyperinflation,Hyperinflation crisis declared in 22091a7056 as local currency values plummeted by 121.2%.
ECN-EVT-01256,3,300,03d3903c7c,Hyperinflation,Hyperinflation crisis declared in 03d3903c7c as local currency values plummeted by 123.9%.
ECN-EVT-01257,3,300,2211d3100d,Hyperinflation,Hyperinflation crisis declared in 2211d3100d as local currency values plummeted by 123.4%.
ECN-EVT-01258,3,300,459f704847,Hyperinflation,Hyperinflation crisis declared in 459f704847 as local currency values plummeted by 124.1%.
ECN-EVT-01259,3,300,575810e85b,Hyperinflation,Hyperinflation crisis declared in 575810e85b as local currency values plummeted by 121.2%.
ECN-EVT-01260,3,300,182edcdd37,Hyperinflation,Hyperinflation crisis declared in 182edcdd37 as local currency values plummeted by 122.8%.
ECN-EVT-01261,3,300,2705d84a32,Hyperinflation,Hyperinflation crisis declared in 2705d84a32 as local currency values plummeted by 86.9%.
ECN-EVT-01262,3,300,92810d80b3,Hyperinflation,Hyperinflation crisis declared in 92810d80b3 as local currency values plummeted by 88.0%.
ECN-EVT-01263,3,300,7e5521abbb,Hyperinflation,Hyperinflation crisis declared in 7e5521abbb as local currency values plummeted by 123.4%.
ECN-EVT-01264,3,300,7c376afd56,Economic Collapse,An Economic Collapse occurred in 7c376afd56 due to negative GDP growth and treasury depletion.
ECN-EVT-01265,3,300,0cb785b3d6,Hyperinflation,Hyperinflation crisis declared in 0cb785b3d6 as local currency values plummeted by 121.3%.
ECN-EVT-01266,3,300,7bf42c3a49,Hyperinflation,Hyperinflation crisis declared in 7bf42c3a49 as local currency values plummeted by 81.0%.
ECN-EVT-01267,3,300,c3b1779520,Hyperinflation,Hyperinflation crisis declared in c3b1779520 as local currency values plummeted by 124.5%.
ECN-EVT-01268,3,300,37a4cea3d7,Hyperinflation,Hyperinflation crisis declared in 37a4cea3d7 as local currency values plummeted by 127.9%.
ECN-EVT-01269,3,300,57733c8324,Hyperinflation,Hyperinflation crisis declared in 57733c8324 as local currency values plummeted by 123.9%.
ECN-EVT-01270,3,300,467216187a,Hyperinflation,Hyperinflation crisis declared in 467216187a as local currency values plummeted by 123.7%.
ECN-EVT-01271,3,300,e00bc2a5e5,Hyperinflation,Hyperinflation crisis declared in e00bc2a5e5 as local currency values plummeted by 122.5%.
ECN-EVT-01272,3,300,b2c9872c2d,Hyperinflation,Hyperinflation crisis declared in b2c9872c2d as local currency values plummeted by 121.2%.
ECN-EVT-01273,3,300,792f609a6f,Hyperinflation,Hyperinflation crisis declared in 792f609a6f as local currency values plummeted by 123.8%.
ECN-EVT-01274,3,300,3aa8ce54ee,Hyperinflation,Hyperinflation crisis declared in 3aa8ce54ee as local currency values plummeted by 95.4%.
ECN-EVT-01275,3,300,4b4e90bd89,Hyperinflation,Hyperinflation crisis declared in 4b4e90bd89 as local currency values plummeted by 86.0%.
ECN-EVT-01276,3,300,764f599826,Hyperinflation,Hyperinflation crisis declared in 764f599826 as local currency values plummeted by 81.2%.
ECN-EVT-01277,3,300,83c39baf65,Hyperinflation,Hyperinflation crisis declared in 83c39baf65 as local currency values plummeted by 121.2%.
ECN-EVT-01278,3,300,927dbfac0b,Hyperinflation,Hyperinflation crisis declared in 927dbfac0b as local currency values plummeted by 128.1%.
ECN-EVT-01279,3,300,8e65d7f5b1,Hyperinflation,Hyperinflation crisis declared in 8e65d7f5b1 as local currency values plummeted by 123.9%.
ECN-EVT-01280,3,300,f0f8b2423b,Hyperinflation,Hyperinflation crisis declared in f0f8b2423b as local currency values plummeted by 123.9%.
ECN-EVT-01281,3,300,31aeef2350,Hyperinflation,Hyperinflation crisis declared in 31aeef2350 as local currency values plummeted by 123.6%.
ECN-EVT-01282,3,300,83775e646f,Hyperinflation,Hyperinflation crisis declared in 83775e646f as local currency values plummeted by 122.9%.
ECN-EVT-01283,3,300,2ed96a351c,Hyperinflation,Hyperinflation crisis declared in 2ed96a351c as local currency values plummeted by 123.8%.
ECN-EVT-01284,3,300,c1cc584fd5,Hyperinflation,Hyperinflation crisis declared in c1cc584fd5 as local currency values plummeted by 123.6%.
ECN-EVT-01285,3,300,11452e96e6,Hyperinflation,Hyperinflation crisis declared in 11452e96e6 as local currency values plummeted by 124.3%.
ECN-EVT-01286,3,300,80ce70725d,Hyperinflation,Hyperinflation crisis declared in 80ce70725d as local currency values plummeted by 123.1%.
ECN-EVT-01287,3,300,f61290c372,Hyperinflation,Hyperinflation crisis declared in f61290c372 as local currency values plummeted by 123.9%.
ECN-EVT-01288,3,300,71efb681fc,Hyperinflation,Hyperinflation crisis declared in 71efb681fc as local currency values plummeted by 83.1%.
ECN-EVT-01289,3,300,13b6f1c19c,Hyperinflation,Hyperinflation crisis declared in 13b6f1c19c as local currency values plummeted by 88.4%.
ECN-EVT-01290,3,300,ee9099d9b7,Hyperinflation,Hyperinflation crisis declared in ee9099d9b7 as local currency values plummeted by 50.4%.
ECN-EVT-01291,3,300,38d523ac80,Hyperinflation,Hyperinflation crisis declared in 38d523ac80 as local currency values plummeted by 123.9%.
ECN-EVT-01292,3,300,4bf29f7756,Hyperinflation,Hyperinflation crisis declared in 4bf29f7756 as local currency values plummeted by 121.2%.
ECN-EVT-01293,3,300,8a78a0e229,Hyperinflation,Hyperinflation crisis declared in 8a78a0e229 as local currency values plummeted by 121.2%.
ECN-EVT-01294,3,300,822326926a,Economic Collapse,An Economic Collapse occurred in 822326926a due to negative GDP growth and treasury depletion.
ECN-EVT-01295,3,300,8bc980ecf5,Hyperinflation,Hyperinflation crisis declared in 8bc980ecf5 as local currency values plummeted by 121.2%.
ECN-EVT-01296,3,300,18daa88e4f,Hyperinflation,Hyperinflation crisis declared in 18daa88e4f as local currency values plummeted by 123.7%.
ECN-EVT-01297,3,300,b6d872712f,Hyperinflation,Hyperinflation crisis declared in b6d872712f as local currency values plummeted by 121.2%.
ECN-EVT-01298,3,300,7c40c9ebf8,Hyperinflation,Hyperinflation crisis declared in 7c40c9ebf8 as local currency values plummeted by 121.2%.
ECN-EVT-01299,3,300,28f3b831a2,Hyperinflation,Hyperinflation crisis declared in 28f3b831a2 as local currency values plummeted by 123.9%.
ECN-EVT-01300,3,300,20af608f42,Hyperinflation,Hyperinflation crisis declared in 20af608f42 as local currency values plummeted by 121.0%.
ECN-EVT-01301,3,300,f03d90fb8f,Hyperinflation,Hyperinflation crisis declared in f03d90fb8f as local currency values plummeted by 124.7%.
ECN-EVT-01302,3,300,3c04f1e4d3,Hyperinflation,Hyperinflation crisis declared in 3c04f1e4d3 as local currency values plummeted by 123.1%.
ECN-EVT-01303,3,300,123f4d1fb7,Hyperinflation,Hyperinflation crisis declared in 123f4d1fb7 as local currency values plummeted by 123.9%.
ECN-EVT-01304,3,300,15474381ae,Hyperinflation,Hyperinflation crisis declared in 15474381ae as local currency values plummeted by 123.6%.
ECN-EVT-01305,3,300,e905d91038,Hyperinflation,Hyperinflation crisis declared in e905d91038 as local currency values plummeted by 121.2%.
ECN-EVT-01306,3,300,f7ed0ea8ba,Hyperinflation,Hyperinflation crisis declared in f7ed0ea8ba as local currency values plummeted by 123.7%.
ECN-EVT-01307,3,300,176da50470,Hyperinflation,Hyperinflation crisis declared in 176da50470 as local currency values plummeted by 81.1%.
ECN-EVT-01308,3,300,85aec51e58,Hyperinflation,Hyperinflation crisis declared in 85aec51e58 as local currency values plummeted by 123.2%.
ECN-EVT-01309,3,300,4c224c8349,Hyperinflation,Hyperinflation crisis declared in 4c224c8349 as local currency values plummeted by 121.1%.
ECN-EVT-01310,3,300,b9be6a525a,Industrial Revolution,New automation paradigms sparked an Industrial Revolution in the manufacturing sectors of b9be6a525a.
ECN-EVT-01311,4,400,f8c1278b86,Hyperinflation,Hyperinflation crisis declared in f8c1278b86 as local currency values plummeted by 121.2%.
ECN-EVT-01312,4,400,4836a15586,Hyperinflation,Hyperinflation crisis declared in 4836a15586 as local currency values plummeted by 121.2%.
ECN-EVT-01313,4,400,ee951bbfab,Hyperinflation,Hyperinflation crisis declared in ee951bbfab as local currency values plummeted by 81.1%.
ECN-EVT-01314,4,400,b2e833d309,Hyperinflation,Hyperinflation crisis declared in b2e833d309 as local currency values plummeted by 81.2%.
ECN-EVT-01315,4,400,a500abb373,Hyperinflation,Hyperinflation crisis declared in a500abb373 as local currency values plummeted by 121.2%.
ECN-EVT-01316,4,400,9594053f90,Hyperinflation,Hyperinflation crisis declared in 9594053f90 as local currency values plummeted by 121.2%.
ECN-EVT-01317,4,400,22b55b78e2,Hyperinflation,Hyperinflation crisis declared in 22b55b78e2 as local currency values plummeted by 121.2%.
ECN-EVT-01318,4,400,185a68bac9,Hyperinflation,Hyperinflation crisis declared in 185a68bac9 as local currency values plummeted by 80.7%.
ECN-EVT-01319,4,400,c4f121b6c1,Hyperinflation,Hyperinflation crisis declared in c4f121b6c1 as local currency values plummeted by 121.1%.
ECN-EVT-01320,4,400,70a115d461,Hyperinflation,Hyperinflation crisis declared in 70a115d461 as local currency values plummeted by 81.1%.
ECN-EVT-01321,4,400,26b5626b6c,Hyperinflation,Hyperinflation crisis declared in 26b5626b6c as local currency values plummeted by 121.2%.
ECN-EVT-01322,4,400,8a41c4ac34,Hyperinflation,Hyperinflation crisis declared in 8a41c4ac34 as local currency values plummeted by 121.2%.
ECN-EVT-01323,4,400,15286fa1f5,Hyperinflation,Hyperinflation crisis declared in 15286fa1f5 as local currency values plummeted by 82.3%.
ECN-EVT-01324,4,400,2f0954acad,Hyperinflation,Hyperinflation crisis declared in 2f0954acad as local currency values plummeted by 121.2%.
ECN-EVT-01325,4,400,c7c9fca9a1,Hyperinflation,Hyperinflation crisis declared in c7c9fca9a1 as local currency values plummeted by 121.2%.
ECN-EVT-01326,4,400,511ff78315,Hyperinflation,Hyperinflation crisis declared in 511ff78315 as local currency values plummeted by 121.1%.
ECN-EVT-01327,4,400,95cba99a70,Hyperinflation,Hyperinflation crisis declared in 95cba99a70 as local currency values plummeted by 121.2%.
ECN-EVT-01328,4,400,73cb158d41,Hyperinflation,Hyperinflation crisis declared in 73cb158d41 as local currency values plummeted by 121.2%.
ECN-EVT-01329,4,400,7419a59432,Hyperinflation,Hyperinflation crisis declared in 7419a59432 as local currency values plummeted by 121.2%.
ECN-EVT-01330,4,400,bb1351012f,Hyperinflation,Hyperinflation crisis declared in bb1351012f as local currency values plummeted by 121.2%.
