species_id,name,planet_id,intelligence,cooperation,aggression,adaptability,lifespan,population
361ad6ddc1,Thranis,ea43cc200f,86.31,60.1,25.29,57.03,49.06,8802973120.0
46e30e7bd0,Orionite,ff9bbf51a6,80.07,45.79,40.87,55.79,28.21,6033705649.0
c133d1bebe,Valari,42f76e0515,100.0,41.52,54.78,28.21,65.2,7839460963.0
59ba59f0e7,Aurelite,cc752c4cf3,85.16,36.93,35.46,29.71,13.0,1135288357.0
6b629e6f98,Meroid,d7c4c86158,83.34,76.47,29.87,33.88,53.7,13247643749.0
70d2012594,Zylarite,cfbb5bcd03,92.41,60.01,27.01,31.88,46.19,15000000000.0
128cd9f4b9,Thranari,e8db41cd87,66.79,42.23,29.93,36.91,42.86,6180354613.0
eccea5eaf5,Xenoid,07f99e8c21,73.91,39.79,50.46,43.7,50.52,4941217504.0
d8b26d1d07,Xenan,184f76d742,76.93,58.02,30.04,52.74,28.25,124078925.0
13c57987ea,Valoid,38eb32b13c,64.24,38.43,50.94,43.41,35.46,360409223.0
cb8e341d91,Orionite,3fd5d42f87,83.25,44.71,30.72,40.12,34.89,4818774178.0
bab91ca63f,Vesperan,bcb4932ef1,69.78,30.57,51.01,21.17,58.36,15000000000.0
a65cc3ce78,Zelite,66bbeabb0d,60.32,46.14,32.11,7.61,55.93,11991847151.0
a8f5d827f9,Meran,7ebf8cb2e1,73.16,56.24,47.77,56.88,61.52,631615054.0
cfbff2773a,Meris,66f2a31e56,80.8,51.35,52.12,53.11,44.28,1579762882.0
22e8f6c0ee,Merian,53689e24fd,84.08,52.63,36.31,39.77,53.8,6059301636.0
87855960d0,Orionan,b794ebca3c,88.72,52.39,52.08,35.81,37.21,160143941.0
1f216a9475,Vesperite,87f2d7dbcb,72.56,44.5,31.12,50.37,61.1,7181026696.0
87c8f4dc5b,Orionan,8fd7a62c40,95.46,39.2,34.14,36.25,43.62,11107860659.0
e31a3b1b2b,Aurelian,db4600f7c5,72.31,15.41,53.74,36.85,23.16,1821215471.0
ae68945544,Galacticite,c1a367411a,100.0,50.57,55.47,29.13,51.62,8060418340.0
92d1055b7b,Galactican,dd11c13d2d,76.71,58.08,35.77,20.04,46.28,10717490196.0
abbddc6c0d,Zylarex,ef8875b8c8,90.31,63.74,47.61,48.2,56.76,15000000000.0
89119bc64f,Kaelumari,e582e81b41,89.64,50.39,36.96,37.6,74.75,784610152.0
7f1292fecf,Zeloid,d1201e2f13,86.77,45.25,41.36,47.56,45.91,12967665968.0
f92d73b2f2,Valis,e6ec1187b7,73.42,59.16,32.98,61.64,43.04,2751427123.0
ee3e876c42,Solex,3c0ebce135,86.69,55.95,51.05,28.25,55.03,4003477847.0
d2e4c42d0d,Iota-perseis,451ead76b3,55.03,75.24,33.54,53.4,52.55,6081185617.0
49a929d8a3,Thranian,f5fa53a402,63.15,36.87,35.54,59.53,33.12,419942800.0
dbeae4fbe8,Merite,6d283729de,89.5,33.33,34.95,34.96,42.96,7141187093.0
0a51aad7b1,Solex,43ecb4ae25,49.04,61.08,39.63,53.91,48.47,1000000000.0
0dd5bbeb06,Valan,0024859c8c,94.74,36.46,22.8,42.61,48.82,4338488529.0
4106f36a14,Vesperite,4f2e9f514c,80.2,42.28,45.9,14.68,53.67,8642770286.0
25672a882e,Zelian,f568616148,80.75,28.54,56.19,24.0,45.73,7331417432.0
c78932c3e3,Cygnian,8b83439147,72.73,43.78,41.5,22.65,41.9,4429748757.0
e8b3477ea6,Omega-cygnis,f039d6bce6,76.55,46.06,36.7,39.81,39.77,2551770886.0
1fe33bfe0c,Cygnite,c402564e9c,64.04,44.37,35.95,34.52,35.26,3666417754.0
d63df9a40d,Epsilon-perseis,a2acc765a5,57.96,53.25,39.83,35.7,40.5,144635587.0
5a6eb706aa,Perseian,e01632c1e2,53.91,66.89,45.74,22.67,16.47,3970830405.0
7418cc7782,Persean,9af69a7556,95.36,62.59,34.86,34.99,34.54,2724672028.0
c515e15370,Epsilon-perseis,37fac2ce79,82.83,53.96,39.73,44.91,37.86,4678210746.0
43027e38bc,Cygnian,30e23f82eb,73.41,46.89,60.73,30.09,49.53,2933185882.0
6960e87f3a,Solian,3b66bd8cae,65.29,53.09,44.38,34.66,57.07,5590350368.0
05af2bcd07,Bulgan,783e646348,81.87,64.28,47.51,55.35,59.81,15000000000.0
925e091664,Bulgian,eb33f5e9a5,90.51,31.82,17.37,34.79,59.03,8227527518.0
295967469f,Vesperan,9ec4972256,83.1,53.55,33.34,39.65,33.0,6848052686.0
d208888754,Aurelari,8898660d64,78.62,52.29,41.17,36.31,48.39,11323224187.0
71a91989e0,Vesperan,9bedefa6ce,59.67,35.11,45.31,32.43,17.21,316875725.0
c4a86ff288,Valite,668d9f895e,84.42,57.14,35.6,53.12,43.07,4149626235.0
0d0534a73f,Vesperite,b44da08d37,100.0,34.41,36.23,41.43,54.19,15000000000.0
d9d7ac1322,Kaelumex,ec0b735fe2,96.69,59.93,36.94,49.99,59.17,4794137597.0
d8c471b44d,Thranan,7ed77370de,82.46,59.23,33.41,36.34,46.32,8349481667.0
49de3a8182,Zelari,07cf0a4e20,67.34,55.84,37.04,43.96,53.08,8382003532.0
14e0fa73d2,Solex,dbe8d394d4,100.0,38.06,34.24,53.84,33.63,2107323612.0
0cdedf71d4,Thranian,840731513b,95.76,41.61,26.6,28.43,35.39,1047844723.0
b405790028,Aurelari,a217adf694,78.25,57.36,34.23,48.83,54.81,8188734458.0
45266e7814,Orionex,53f0940477,84.0,41.36,49.04,45.9,45.3,10521037327.0
b275a3ad32,Kaeluman,94da1d8761,86.07,54.67,39.8,38.5,64.83,10149714193.0
593ad45ebb,Kaelumex,dd2d847fac,96.97,64.96,49.76,38.48,50.25,3262928088.0
a2c5b39ae3,Aurelis,fee1b271f1,82.14,55.35,48.26,37.77,54.07,3833510160.0
dbe127fc4a,Thranex,6268d34c0e,89.53,52.42,25.16,26.84,53.0,9061586212.0
b59797cd62,Thranan,c675ef515e,80.76,47.14,50.53,57.03,24.09,5499277486.0
8495a1f751,Valian,fa517308e1,86.97,53.62,30.88,50.98,58.14,8151705240.0
c61559c193,Solite,77d7ec5910,90.64,55.0,40.49,37.12,57.84,9141781489.0
40c25696c3,Merian,7312c84812,80.82,49.89,37.44,36.22,30.63,3965393301.0
08b17b2edb,Merian,77ac4bf540,86.27,51.11,43.0,39.89,28.92,2693034025.0
b9080a5dc8,Meroid,dd3c6f3a17,81.8,59.89,24.63,41.6,39.26,4619243355.0
481f76fc41,Zylarian,b394693d1b,72.94,52.67,52.15,30.24,51.27,7339346287.0
a410b5b18d,Zylarite,c4cf941c81,81.72,38.53,34.25,40.85,39.24,6368625220.0
9f7c68c863,Valian,ad7fb5a65b,75.32,34.3,34.62,25.37,59.9,5360490635.0
c05a535bab,Orionoid,1f3ee9a329,94.16,56.21,40.39,28.04,41.27,4769905128.0
5934073b0f,Valite,70606fa4c7,96.7,59.8,38.38,58.83,48.96,9904243227.0
4c7525b0e7,Zelex,b7e86c11ca,98.45,54.01,37.17,34.72,52.53,3778283771.0
86d3deeade,Aurelian,5782ea858b,77.76,42.1,51.37,26.28,59.67,4642750181.0
31e47205e5,Orionian,786bce57c2,88.36,26.64,31.52,36.2,58.05,15000000000.0
495ffae27f,Orionian,7c812f08d6,87.01,36.02,44.94,25.69,50.8,5541078688.0
95ea2bfa73,Orionan,d0f851ac22,79.76,66.28,27.06,48.0,25.12,2493358680.0
c798501795,Vesperian,356b9e1c0c,98.4,44.83,44.85,38.64,56.58,14441758896.0
53c4d9e15b,Zelan,a5013b60ed,78.24,42.62,30.54,48.79,61.64,5684897878.0
3857cab9df,Aurelari,065df40436,87.03,54.87,43.6,53.13,55.79,194113994.0
03ea1d9c36,Merex,3b11a9e4b6,100.0,41.51,62.72,37.44,35.97,367036297.0
3d45f72394,Kaelumis,0a4dcae48d,76.01,22.41,46.12,49.5,29.65,3543914395.0
065172682a,Merian,0aa978663d,70.35,36.49,32.63,36.87,54.77,12025196935.0
ade95d4f53,Zylarite,c6a02258fa,71.66,56.09,25.5,39.89,39.49,8549080929.0
0e2cefa0b2,Valex,afeab48348,91.4,53.04,36.59,27.21,64.73,15000000000.0
6915a3ac91,Xenian,d6197f12b0,90.96,50.62,32.56,58.9,46.0,4619417987.0
2a952c5a9f,Zylarian,dbc701df83,78.76,61.66,33.7,28.98,39.93,2955064767.0
67f37c08e0,Bulgite,1db189d2c3,83.07,46.71,35.21,25.15,45.25,14273947782.0
98104a6815,Orionite,dfa0b7ecc9,83.13,32.99,48.91,38.05,40.62,3289937643.0
6df41b45a3,Merari,ac984f2d4b,76.74,51.7,51.47,28.01,36.88,5386221066.0
ea6affbdd8,Kaelumis,ea6a049e18,76.11,43.91,56.97,40.29,40.04,1830075118.0
635c0354cb,Zelian,7e4f355480,75.66,56.98,33.43,39.12,68.11,7536872833.0
4a5902c482,Xenite,384da7efcc,90.52,64.43,18.85,41.41,65.55,15000000000.0
dca793d350,Aurelis,ca50dae881,95.41,53.52,48.56,62.04,43.34,14771525019.0
4c2c29173a,Vesperex,90fd5119f9,85.32,55.46,34.76,49.44,41.3,626261548.0
39f728036b,Vesperari,95d8c7f30e,96.03,58.89,29.08,34.24,51.15,7851112239.0
821915a99b,Aurelan,6e4c6abe4b,73.88,52.31,38.17,43.91,30.71,975200435.0
09ad0d7f29,Xenoid,3998417b0d,90.69,63.43,35.0,26.74,59.1,3354803256.0
3a932d0149,Xenan,e4e004c1a3,84.36,43.89,39.9,40.72,25.85,3271696236.0
99afb47193,Zelis,6c178fd709,86.95,36.6,52.52,43.94,43.04,432573270.0
15f6271e49,Vesperari,791751154b,89.25,47.7,32.88,30.3,77.95,11235662094.0
4b5149491e,Zelite,5d6357bcc1,100.0,55.16,55.94,33.19,40.62,1450331448.0
5aebfce530,Thranan,61c14140cf,96.63,45.63,19.17,34.87,60.84,4916741894.0
c40fa62228,Aureloid,234b4d208a,67.46,41.18,38.63,44.2,30.65,1915079137.0
cc6a469b34,Vesperoid,175190f56f,76.55,35.76,41.32,55.08,30.34,1809777294.0
4135b643b4,Solex,8af54c95b3,85.95,36.54,34.98,27.22,47.73,3703004221.0
a5c865ad69,Cygnan,4a76c7a4dd,77.26,51.76,63.14,32.84,41.65,856508704.0
a15b6f4ae8,Cygnite,8bf7e38503,70.51,74.54,44.02,37.45,50.98,14433748365.0
c9fb375f7b,Cygnian,75d3664a5e,89.38,37.26,32.69,30.3,45.11,2813382579.0
15cc10aaeb,Kaelumis,499fa439c8,92.82,46.12,26.17,33.52,47.21,2373597265.0
2a5c3f64ed,Meran,29f0fdf461,76.16,48.75,36.86,23.57,50.84,613216790.0
fd988c59fe,Thranex,cb5c9feba3,82.95,47.02,37.49,33.99,49.01,3874882827.0
8fdb197ffa,Solari,5d7ae26b22,57.75,46.72,55.08,40.67,48.0,1167940620.0
f554ff8574,Zelis,0ec3bdf22c,73.41,51.92,41.87,35.43,46.57,2072213195.0
4d43157eaa,Vesperis,85fc449450,55.59,42.45,37.7,45.46,29.72,384435767.0
695b8d5404,Orionari,99aaf3bcbd,90.93,42.47,25.77,27.79,34.32,1442655561.0
b3f0b26ab9,Vesperite,9707b51535,100.0,54.99,34.53,53.5,39.88,1715974205.0
36663ac308,Orionite,e62ccd4c50,54.26,51.23,41.54,44.43,28.91,4093442615.0
167454e2aa,Orionan,86bba91c12,95.62,37.53,36.64,27.6,42.14,540413468.0
613f4fddb6,Thranis,f1ce82105e,74.79,43.3,30.41,44.98,47.4,6865756735.0
26ed96a05d,Meroid,f94c10fd62,89.22,46.61,36.02,22.12,48.59,562201992.0
67a5c8935d,Merian,17ddb01a9d,71.35,32.85,44.74,22.91,40.38,8405739764.0
2ef775240e,Zelex,bfedab0c2d,76.09,46.89,20.26,40.47,43.48,3844393311.0
e5a42cae84,Orionoid,6e768b27b0,91.75,55.81,41.91,31.75,64.84,15000000000.0
f370fa7c0f,Orionex,8bb3880990,86.0,62.38,27.1,30.97,39.34,5019827648.0
9f89e0cbfb,Xenari,305c882bd0,70.36,49.4,47.83,53.06,52.95,3506341866.0
508d6fe640,Zelis,611836a612,92.89,53.46,33.08,43.38,41.74,989046273.0
61470be7ce,Kaeluman,9e7ca6d638,97.02,54.87,52.33,53.21,58.99,15000000000.0
39511e481f,Vesperoid,2d1b4b6ad8,82.33,68.24,35.31,33.65,60.28,13441714964.0
d3e47d9a46,Aurelan,d13bf45f32,55.76,46.41,51.97,52.65,36.73,5500139485.0
c71f96bd15,Zylaris,d12e1bef36,88.44,50.13,43.88,46.09,78.83,5876590413.0
4e519286bd,Orionex,92a2f87173,84.18,32.92,68.06,43.27,52.58,8495352590.0
87a3da6539,Kaelumex,42a8ff246a,87.75,46.73,53.33,42.89,26.07,3159030752.0
9eb4975b2c,Thranari,f88ba06297,87.32,46.96,29.41,49.81,41.07,1000000000.0
c15ef82b74,Orionex,2b66a3dc14,91.17,56.6,51.63,45.44,64.27,6594662034.0
438d6ffd52,Aurelan,38d26d45f3,66.01,47.65,32.02,45.53,49.65,13114275988.0
ce56ff0e58,Xi-sagittariis,3980d8d336,59.4,63.98,41.92,31.17,69.86,10488621384.0
a4998aeb80,Vesperari,1ca7cb26ec,83.61,66.09,42.32,36.48,53.87,5503641081.0
a93d85785b,Aurelis,ec469767c1,59.94,44.21,39.38,30.87,38.72,2911368935.0
e2933fb2b7,Kaelumis,7ddbe6263d,77.95,49.31,36.94,31.03,37.45,2823547640.0
03dea805c1,Zylarian,f431f0bb29,70.71,45.46,60.35,36.55,48.39,15000000000.0
278302cb10,Kaelumis,cf0b637d3c,65.01,51.95,40.96,32.23,37.4,4938905292.0
578de7f104,Kaelumite,08f2ff6cfd,67.54,50.21,53.89,48.39,46.82,1313208807.0
d45c573e09,Sagittariite,f35c814048,79.55,44.43,57.4,23.92,44.41,10302483888.0
1cd87d1df2,Aurelis,cfb3c2282c,57.98,45.31,47.15,52.89,38.11,247649483.0
2de364d081,Solite,dfa1f577e3,64.5,37.5,61.11,41.3,40.45,2930443226.0
7bb548f825,Merite,54fcae3e77,95.9,64.8,32.44,29.2,38.23,4954231057.0
3c65065eef,Thranex,8fbef63ee0,72.38,39.55,32.32,48.36,38.55,5399566148.0
77761ab1a0,Thranite,4f694431ce,96.68,36.95,43.17,36.9,52.45,1774413685.0
9e938309e0,Sagittariite,435639e28a,88.88,48.48,35.4,29.35,43.09,10917684670.0
dbdbd072b4,Sagittariite,f92cda396a,83.73,44.24,41.85,59.02,27.33,2230628626.0
f3184f4e31,Sagittariite,9ee05829e5,92.05,61.46,44.6,34.81,34.63,9801119886.0
a1f70d1273,Sagittariian,ea5f227224,73.77,54.41,33.45,30.87,37.67,4330398457.0
1a22bddbc8,Meran,5ed1bb7b6f,72.41,60.77,28.61,42.03,38.48,13107821562.0
7507b7e839,Solite,bbba1794b6,87.79,52.07,41.38,24.94,54.44,4480874463.0
4d675373d0,Zylarite,f52b45bbbc,83.09,66.21,39.87,31.14,44.53,2514058747.0
5e14f57ed0,Kaelumis,776ef7d92d,80.21,54.07,44.85,34.45,31.5,3376873743.0
d6ed40cb4b,Zeloid,7ef9e13ad3,82.07,48.11,42.7,72.26,53.91,114863722.0
1a328bcc9d,Xenex,14007a2559,90.95,54.34,31.0,43.63,38.45,5190349106.0
a81922acd6,Solian,c411d2feac,78.81,57.68,40.4,33.49,52.57,8556137394.0
bc9e28f4f1,Thranite,76b33d1765,74.65,57.59,29.65,29.6,46.63,177734611.0
416cfbfd82,Valite,f4ad1a882c,77.06,54.99,29.77,28.41,46.79,3227164714.0
38d5ba7a89,Merite,3d1a66293c,89.93,44.55,33.4,41.49,44.83,457748696.0
aa52a677af,Zelex,1cc04941ca,75.85,56.83,39.44,33.41,45.83,415160811.0
d1ebca184e,Kaelumian,2028e8f146,81.29,42.08,40.44,42.64,42.57,4458001023.0
d43a0ad981,Zylarian,b1a10f550f,61.89,58.13,30.04,34.14,19.48,3482481308.0
08326a9d76,Orionari,f8037fdd2e,84.42,25.39,51.52,31.96,42.7,3055407123.0
13552b411f,Aureloid,19658ca90d,63.17,57.28,37.92,42.41,51.59,7355120167.0
8c242c38aa,Orionite,7f69cd8e05,67.42,50.96,37.21,31.31,40.62,4105846131.0
cd62e4e30f,Vesperan,d1ea94e91a,75.55,40.79,43.71,45.89,47.87,7063602992.0
543b759463,Vesperoid,9a0e0e2f5d,100.0,45.18,42.07,46.17,32.16,1531610631.0
7cb4d71de3,Zylaroid,a545f185fd,96.19,47.41,26.4,37.61,74.68,10488476643.0
52646b5617,Vesperoid,9341faef1a,100.0,58.91,33.69,35.07,58.28,6084459218.0
2e0f6703b6,Orionan,c852050399,75.89,39.59,42.62,49.72,48.75,5927639565.0
a9872f4565,Meroid,74fe70cb50,81.02,33.67,55.36,33.39,37.22,3857020761.0
16111effc6,Nu-cygnis,db8154dee7,67.28,43.81,43.92,31.76,49.58,14510680776.0
b2228d36b4,Meris,aefef3bd48,83.08,42.4,23.13,26.46,42.2,8087003561.0
82a216c484,Rho-perseis,1da22f0c90,82.5,41.26,38.52,45.94,28.81,1981272186.0
6c0742cb74,Persean,e0e4751bd7,86.5,60.21,24.16,40.88,65.85,6843295518.0
38c5fa632f,Vesperian,d4aa330242,82.29,71.46,41.48,53.03,63.02,11900759876.0
33ecc092f4,Aureloid,af13720e6d,92.81,53.53,44.09,39.3,26.64,2585314225.0
866d6c0727,Orionite,a34d747841,66.83,61.23,28.36,51.19,48.28,10334294438.0
73f4eba725,Thranite,1c6bbed149,89.41,44.93,44.91,17.8,25.22,147869001.0
225f905e68,Xenite,aa8a6c0fc5,91.36,53.95,32.78,37.87,22.63,364421699.0
250ab5f070,Aurelian,6e4b1190f3,87.9,61.59,21.38,40.55,39.07,4277465361.0
2d9e9c0809,Kaelumari,854c6561ec,94.58,48.9,42.21,41.76,58.45,3344749682.0
975edb87ba,Zelari,06943c942a,65.44,69.67,37.62,43.98,48.26,6056050670.0
845775f2ac,Thranari,dbd5080b11,65.69,53.81,55.35,49.66,54.21,2431381715.0
4e4d2dc157,Mu-perseis,9a1b74f08d,98.34,67.56,39.59,45.22,54.28,7834685710.0
7f19a86dc5,Valian,609044929c,73.32,41.68,35.02,20.94,55.61,15000000000.0
5f9cb24504,Thranoid,51363528ad,61.69,36.57,34.82,46.69,38.39,3200736882.0
9dd1889c35,Vesperari,b7ddbe4df3,76.88,56.91,31.69,39.46,48.06,6726748522.0
d91c29f1e0,Bulgite,367b33e304,100.0,51.42,57.14,60.54,41.17,6961298240.0
94b266adf0,Bulgite,a75accf366,66.28,70.2,43.59,24.44,41.98,5386173793.0
