fleet_id,owner_empire_id,fleet_name,fleet_class,fleet_power,mobility,firepower,shield_strength,logistics,current_star_id,status
FLT-00161,23094db297,The Consolidated Allied Systems Scout Force 1,Scout Fleet,77.15326664933086,10.0,14.134344020989634,19.309989408711658,10.0,edc9d801,Idle
FLT-00162,23094db297,The Consolidated Allied Systems Defense Force 2,Defense Fleet,377.33690965179267,3.0,81.49747925686478,124.29845565946775,5.0,edc9d801,Idle
FLT-00163,642e75a08d,The Great Scientific Imperium Titan Force 1,Titan Fleet,6497.974858607775,1.5,1834.7681152349696,1511.1319625455644,80.0,071e610d,Idle
FLT-00164,642e75a08d,The Great Scientific Imperium Dreadnought Force 2,Dreadnought Fleet,3147.263684510598,3.0,838.3821228590456,555.3096363354676,50.0,071e610d,Idle
FLT-00165,b619dd5fb5,The Scientific Technocracy Carrier Force 1,Carrier Fleet,1361.6630429916179,5.0,360.21420689321207,304.24669828013475,35.0,59307c85,Idle
FLT-00166,b619dd5fb5,The Scientific Technocracy Carrier Force 2,Carrier Fleet,1536.2242696620344,5.0,357.4042373549821,284.2336075041597,35.0,59307c85,Idle
FLT-00167,e3ba98a843,The Great Unified Imperium Defense Force 1,Defense Fleet,325.7001397429033,3.0,75.93532365415213,111.85635295822934,5.0,59307c85,Idle
FLT-00168,e3ba98a843,The Great Unified Imperium Assault Force 2,Assault Fleet,669.9133236171386,7.0,168.2414494306112,161.90296273879275,20.0,59307c85,Idle
FLT-00169,50f9748c73,The Great Scientific Imperium Defense Force 1,Defense Fleet,351.71579726991786,3.0,78.5663492318346,131.57708680580654,5.0,59307c85,Idle
FLT-00170,50f9748c73,The Great Scientific Imperium Defense Force 2,Defense Fleet,342.84989193320195,3.0,87.51152693240591,128.77217102145553,5.0,59307c85,Idle
FLT-00171,3e1c9fe27e,The Cygnian Star Empire Titan Force 1,Titan Fleet,6185.2736751584225,1.5,1868.3550349560262,1550.5929659773294,80.0,d36832b5,Idle
FLT-00172,3e1c9fe27e,The Cygnian Star Empire Titan Force 2,Titan Fleet,6573.791760918109,1.5,2028.64507578796,1433.9937280980853,80.0,d36832b5,Idle
FLT-00173,cb16d2a5bc,The Gamma-cygnis Technocracy Titan Force 1,Titan Fleet,6093.156873124781,1.5,1929.4716945616976,1477.6309315849253,80.0,d36832b5,Idle
FLT-00174,cb16d2a5bc,The Gamma-cygnis Technocracy Dreadnought Force 2,Dreadnought Fleet,2845.4458394490484,3.0,784.5222602056646,613.274405092996,50.0,d36832b5,Idle
FLT-00175,340e3912e2,The Great Cygnite Imperium Carrier Force 1,Carrier Fleet,1422.7467019983314,5.0,325.8053900691942,298.86840611128906,35.0,d36832b5,Idle
FLT-00176,340e3912e2,The Great Cygnite Imperium Dreadnought Force 2,Dreadnought Fleet,2731.094122093456,3.0,822.2227272929665,556.129761232677,50.0,d36832b5,Idle
FLT-00177,6ebb371c3c,The Great Tau-galacticis Imperium Defense Force 1,Defense Fleet,384.29721626729616,3.0,77.15766151959558,127.43698670051126,5.0,2b7fa0d2,Idle
FLT-00178,6ebb371c3c,The Great Tau-galacticis Imperium Assault Force 2,Assault Fleet,725.4103811113501,7.0,189.3682029560287,152.86916221823532,20.0,2b7fa0d2,Idle
FLT-00179,1b37c066da,The Great Valis Imperium Carrier Force 1,Carrier Fleet,1375.315455961235,5.0,339.4207786580097,325.7717486548696,35.0,c3277bff,Idle
FLT-00180,1b37c066da,The Great Valis Imperium Dreadnought Force 2,Dreadnought Fleet,3279.0161463999075,3.0,786.1305279925426,627.7040970244374,50.0,c3277bff,Idle
FLT-00181,f4a721a47f,The Gamma-galacticis Technocracy Dreadnought Force 1,Dreadnought Fleet,2808.7398396993963,3.0,776.3043654523522,628.9344779148072,50.0,e120d580,Idle
FLT-00182,f4a721a47f,The Gamma-galacticis Technocracy Carrier Force 2,Carrier Fleet,1495.7120574923165,5.0,324.7840663638403,317.7160387115934,35.0,e120d580,Idle
FLT-00183,63d8758b53,The Consolidated Aurelex Systems Defense Force 1,Defense Fleet,326.45591600059936,3.0,74.62825276689588,127.54979328555316,5.0,7c2a7994,Idle
FLT-00184,63d8758b53,The Consolidated Aurelex Systems Carrier Force 2,Carrier Fleet,1406.4583189353536,5.0,340.11813388864516,322.6320324487865,35.0,7c2a7994,Idle
FLT-00185,415811daec,The Solian Star Empire Carrier Force 1,Carrier Fleet,1488.6478430520417,5.0,345.7394435999153,292.6166657654945,35.0,0830cbed,Idle
FLT-00186,415811daec,The Solian Star Empire Carrier Force 2,Carrier Fleet,1344.3858047659598,5.0,367.3326566123376,300.1632234055488,35.0,0830cbed,Idle
FLT-00187,cb312b9d86,The Aurelex Star Empire Assault Force 1,Assault Fleet,755.9404402584397,7.0,175.82008396943561,151.30658583341966,20.0,0830cbed,Idle
FLT-00188,cb312b9d86,The Aurelex Star Empire Titan Force 2,Titan Fleet,6661.509394688191,1.5,1846.7592162833457,1631.9496370840425,80.0,0830cbed,Idle
FLT-00189,53dc64803e,The Scientific AI Hegemony Dreadnought Force 1,Dreadnought Fleet,2900.943368794252,3.0,788.6762523527758,635.2830227124356,50.0,0830cbed,Idle
FLT-00190,53dc64803e,The Scientific AI Hegemony Dreadnought Force 2,Dreadnought Fleet,3020.0766551857932,3.0,916.9617391186628,634.6316653469437,50.0,0830cbed,Idle
FLT-00191,5b3c302325,The Great Scientific Imperium Assault Force 1,Assault Fleet,673.6410894913768,7.0,170.94560903332078,157.31838877718033,20.0,d7f3d497,Idle
FLT-00192,5b3c302325,The Great Scientific Imperium Defense Force 2,Defense Fleet,354.8922779409922,3.0,84.19933897185105,129.042375282282,5.0,d7f3d497,Idle
FLT-00193,947f74a852,The Allied Technocracy Carrier Force 1,Carrier Fleet,1489.9520453081639,5.0,322.7442215868645,320.7871375040711,35.0,f92fc03e,Idle
FLT-00194,947f74a852,The Allied Technocracy Defense Force 2,Defense Fleet,342.81011033922573,3.0,84.75672585247287,111.59801825637058,5.0,f92fc03e,Idle
FLT-00195,7df05aba52,The Great Unified Imperium Assault Force 1,Assault Fleet,731.1153595750293,7.0,187.9213153156587,154.23442898655892,20.0,f92fc03e,Idle
FLT-00196,7df05aba52,The Great Unified Imperium Dreadnought Force 2,Dreadnought Fleet,3025.6346660085574,3.0,807.8058400141821,581.4835192204704,50.0,f92fc03e,Idle
FLT-00197,e23dc5e375,The Galactician Star Empire Defense Force 1,Defense Fleet,378.591539293354,3.0,81.33426871625794,117.62043400232737,5.0,c8ddee9a,Idle
FLT-00198,e23dc5e375,The Galactician Star Empire Carrier Force 2,Carrier Fleet,1525.2393350913085,5.0,325.73459821812565,305.1737899210079,35.0,c8ddee9a,Idle
FLT-00199,77811a2fa9,The Consolidated Gaeian Systems Carrier Force 1,Carrier Fleet,1431.2071859217015,5.0,316.26771286745884,322.3274345366491,35.0,ec18573c,Idle
FLT-00200,77811a2fa9,The Consolidated Gaeian Systems Dreadnought Force 2,Dreadnought Fleet,3039.0799101535254,3.0,883.4306400590717,650.6999257412755,50.0,ec18573c,Idle
FLT-00201,4a9574c523,The Scientific Technocracy Dreadnought Force 1,Dreadnought Fleet,2791.5234257485567,3.0,862.9690212283584,612.8058055659427,50.0,0d0603a9,Idle
FLT-00202,4a9574c523,The Scientific Technocracy Carrier Force 2,Carrier Fleet,1466.2043859749224,5.0,380.40569103383103,325.5341107744066,35.0,0d0603a9,Idle
FLT-00203,e99c95009e,The Merex AI Hegemony Carrier Force 1,Carrier Fleet,1291.7066528354114,5.0,383.9388839273634,320.33388518675605,35.0,0d0603a9,Idle
FLT-00204,e99c95009e,The Merex AI Hegemony Defense Force 2,Defense Fleet,379.45893178321614,3.0,85.91834179299406,120.45211337102575,5.0,0d0603a9,Idle
FLT-00205,6957a14d13,The Consolidated Xenian Systems Dreadnought Force 1,Dreadnought Fleet,2939.4016223220783,3.0,774.3094785997454,580.2236689975081,50.0,0d0603a9,Idle
FLT-00206,6957a14d13,The Consolidated Xenian Systems Titan Force 2,Titan Fleet,5856.021629905984,1.5,1933.3996686764578,1469.450608077283,80.0,0d0603a9,Idle
FLT-00207,2a34070c99,The Great Consolidated Imperium Dreadnought Force 1,Dreadnought Fleet,3251.9133698476567,3.0,823.8788190422134,581.6343842275473,50.0,446ad83e,Idle
FLT-00208,2a34070c99,The Great Consolidated Imperium Titan Force 2,Titan Fleet,6437.88332315675,1.5,1889.8419291759928,1485.7318548398082,80.0,446ad83e,Idle
FLT-00209,4c67325ea2,The Unified Technocracy Assault Force 1,Assault Fleet,654.6941781108713,7.0,179.94123981862128,147.56776348513645,20.0,446ad83e,Idle
FLT-00210,4c67325ea2,The Unified Technocracy Titan Force 2,Titan Fleet,6321.112068851623,1.5,2032.2353401112175,1539.679286375859,80.0,446ad83e,Idle
FLT-00211,8eadd942b0,The Scientific AI Hegemony Scout Force 1,Scout Fleet,82.61659795226737,10.0,14.034107900609254,21.844281269877822,10.0,446ad83e,Idle
FLT-00212,8eadd942b0,The Scientific AI Hegemony Assault Force 2,Assault Fleet,688.0473773217833,7.0,165.07258805083117,164.90622755537845,20.0,446ad83e,Idle
FLT-00213,d2f4557294,The Perseian Technocracy Carrier Force 1,Carrier Fleet,1426.7078048496123,5.0,319.69535341718995,314.99762822395064,35.0,446ad83e,Idle
FLT-00214,d2f4557294,The Perseian Technocracy Assault Force 2,Assault Fleet,755.7276005217001,7.0,169.38502705735226,140.72063161991,20.0,446ad83e,Idle
FLT-00215,6657429a7c,The Consolidated Unified Systems Defense Force 1,Defense Fleet,348.04468615769997,3.0,81.03745813220186,109.57700734628045,5.0,09687116,Idle
FLT-00216,6657429a7c,The Consolidated Unified Systems Titan Force 2,Titan Fleet,6439.275485172437,1.5,2009.756107731032,1482.2288240814687,80.0,09687116,Idle
FLT-00217,5f5ebcf2f5,The Solari Star Empire Carrier Force 1,Carrier Fleet,1416.6992927663011,5.0,325.8668172151499,280.91568782971626,35.0,e6225847,Idle
FLT-00218,5f5ebcf2f5,The Solari Star Empire Dreadnought Force 2,Dreadnought Fleet,3267.66927728018,3.0,828.462583767558,572.4893607772265,50.0,e6225847,Idle
FLT-00219,5578b4053f,The Unified Star Empire Dreadnought Force 1,Dreadnought Fleet,2945.240502658858,3.0,769.3156804622587,558.7383116839428,50.0,e6225847,Idle
FLT-00220,5578b4053f,The Unified Star Empire Titan Force 2,Titan Fleet,6706.601124483197,1.5,1810.8383970013936,1416.5916485798848,80.0,e6225847,Idle
FLT-00221,095464621d,The Great Cygnan Imperium Assault Force 1,Assault Fleet,724.064984103822,7.0,162.70957935915712,138.12325745953723,20.0,5d295f95,Idle
FLT-00222,095464621d,The Great Cygnan Imperium Titan Force 2,Titan Fleet,6082.108060670634,1.5,2061.09844314075,1421.4548343140182,80.0,5d295f95,Idle
FLT-00223,22e010a52d,The Unified Technocracy Defense Force 1,Defense Fleet,332.02205336996184,3.0,83.55627090969054,128.53671523455085,5.0,5d295f95,Idle
FLT-00224,22e010a52d,The Unified Technocracy Titan Force 2,Titan Fleet,6366.338588503992,1.5,2067.2340546282585,1411.4952886247463,80.0,5d295f95,Idle
FLT-00225,a987357567,The Great Scientific Imperium Carrier Force 1,Carrier Fleet,1510.9740291859139,5.0,315.9101346457515,275.13051185126807,35.0,85611719,Idle
FLT-00226,a987357567,The Great Scientific Imperium Assault Force 2,Assault Fleet,633.7145085423348,7.0,168.5316756632327,152.49124682909076,20.0,85611719,Idle
FLT-00227,cf1fb521d7,The Great Allied Imperium Carrier Force 1,Carrier Fleet,1509.948079101553,5.0,372.22104932169094,290.5090411018726,35.0,311927b0,Idle
FLT-00228,cf1fb521d7,The Great Allied Imperium Assault Force 2,Assault Fleet,683.1569371434174,7.0,183.25061793053308,143.0419092246863,20.0,311927b0,Idle
FLT-00229,0895acc0af,The Sagittarian Technocracy Dreadnought Force 1,Dreadnought Fleet,2945.6469913147444,3.0,858.8480207448367,592.335183496238,50.0,311927b0,Idle
FLT-00230,0895acc0af,The Sagittarian Technocracy Carrier Force 2,Carrier Fleet,1525.566925949404,5.0,368.4524055911833,278.4067905459872,35.0,311927b0,Idle
FLT-00231,cd650c58ff,The Gamma-sagittariis Technocracy Titan Force 1,Titan Fleet,6483.660557724368,1.5,2157.820890757637,1589.9565767841946,80.0,311927b0,Idle
FLT-00232,cd650c58ff,The Gamma-sagittariis Technocracy Carrier Force 2,Carrier Fleet,1266.2914063296328,5.0,333.80741515694626,302.49805287965205,35.0,311927b0,Idle
FLT-00233,208f64f5f9,The Scientific AI Hegemony Carrier Force 1,Carrier Fleet,1332.2085519212967,5.0,324.7549251850977,320.095814207958,35.0,311927b0,Idle
FLT-00234,208f64f5f9,The Scientific AI Hegemony Dreadnought Force 2,Dreadnought Fleet,3015.4141093816115,3.0,794.1854785942116,572.6768791823243,50.0,311927b0,Idle
FLT-00235,a03b53100a,The Great Orionex Imperium Scout Force 1,Scout Fleet,86.62878090496798,10.0,13.853253248670423,20.306065902057018,10.0,f7a8414d,Idle
FLT-00236,a03b53100a,The Great Orionex Imperium Assault Force 2,Assault Fleet,707.584920352211,7.0,185.45113398066715,159.89225411121606,20.0,f7a8414d,Idle
FLT-00237,2640424e04,The Unified AI Hegemony Assault Force 1,Assault Fleet,631.5394160121873,7.0,166.92788268247705,162.00055925544316,20.0,36883286,Idle
FLT-00238,2640424e04,The Unified AI Hegemony Titan Force 2,Titan Fleet,6626.637032821401,1.5,2040.2067441734614,1549.5110023638767,80.0,36883286,Idle
FLT-00239,ad899b1ed9,The Great Meran Imperium Defense Force 1,Defense Fleet,379.00883621474725,3.0,78.70032839827317,117.19532467798794,5.0,33b9b258,Idle
FLT-00240,ad899b1ed9,The Great Meran Imperium Carrier Force 2,Carrier Fleet,1273.1504706970154,5.0,326.6398358129256,314.28201698558223,35.0,33b9b258,Idle
FLT-00241,b53d4251d2,The Meroid Technocracy Defense Force 1,Defense Fleet,357.22064766264725,3.0,75.92558575490114,117.34309473700745,5.0,33b9b258,Idle
FLT-00242,b53d4251d2,The Meroid Technocracy Carrier Force 2,Carrier Fleet,1359.5883606101859,5.0,365.33321336289714,287.8273029373905,35.0,33b9b258,Idle
FLT-00243,2b4452e77b,The Consolidated Soloid Systems Dreadnought Force 1,Dreadnought Fleet,2985.63024131946,3.0,877.8240981116503,652.419568718971,50.0,33b9b258,Idle
FLT-00244,2b4452e77b,The Consolidated Soloid Systems Titan Force 2,Titan Fleet,6129.422492167983,1.5,1812.4732540245138,1428.6792132899477,80.0,33b9b258,Idle
FLT-00245,7994a1ada7,The Unified Star Empire Carrier Force 1,Carrier Fleet,1274.3992277755901,5.0,349.7456373040866,305.81057093501335,35.0,80977950,Idle
FLT-00246,7994a1ada7,The Unified Star Empire Assault Force 2,Assault Fleet,737.9277085244152,7.0,165.8375371128158,137.25413345207429,20.0,80977950,Idle
FLT-00247,2b100070c5,The Bulgite Technocracy Titan Force 1,Titan Fleet,6494.138711068058,1.5,2075.360958571094,1480.448201581124,80.0,80977950,Idle
FLT-00248,2b100070c5,The Bulgite Technocracy Assault Force 2,Assault Fleet,744.6743244743881,7.0,190.77897164288325,155.84089412563281,20.0,80977950,Idle
FLT-00249,984d4d4161,The Consolidated Technocracy Assault Force 1,Assault Fleet,712.6322933616723,7.0,174.99506028984098,137.74746219979903,20.0,a7851a37,Idle
FLT-00250,984d4d4161,The Consolidated Technocracy Dreadnought Force 2,Dreadnought Fleet,2782.0911785513767,3.0,926.5403501495365,593.5206927549547,50.0,a7851a37,Idle
FLT-00251,04b742dd38,The Consolidated Perseian Systems Defense Force 1,Defense Fleet,352.93306631648505,3.0,85.96713337402252,125.57339727382947,5.0,2b4e30b7,Idle
FLT-00252,04b742dd38,The Consolidated Perseian Systems Carrier Force 2,Carrier Fleet,1444.4593426790009,5.0,363.45935951624966,320.9517390939192,35.0,2b4e30b7,Idle
FLT-00253,82f9ee8fb4,The Great Valoid Imperium Assault Force 1,Assault Fleet,698.5194949100397,7.0,169.96353990550568,164.63004023989944,20.0,83f02fd1,Idle
FLT-00254,82f9ee8fb4,The Great Valoid Imperium Titan Force 2,Titan Fleet,5901.2548547790575,1.5,2082.2300690062752,1627.5744952246998,80.0,83f02fd1,Idle
FLT-00255,08d81107e6,The Zylarian AI Hegemony Assault Force 1,Assault Fleet,709.5123322773682,7.0,194.95757871316954,136.01837935757396,20.0,099ed5da,Idle
FLT-00256,08d81107e6,The Zylarian AI Hegemony Dreadnought Force 2,Dreadnought Fleet,2878.4094044235308,3.0,922.1473532140102,656.5269894198441,50.0,099ed5da,Idle
FLT-00257,38a2dd884c,The Consolidated Allied Systems Carrier Force 1,Carrier Fleet,1392.77998066409,5.0,375.34298556925194,320.67296391210425,35.0,22c61624,Idle
FLT-00258,38a2dd884c,The Consolidated Allied Systems Assault Force 2,Assault Fleet,746.0481663810948,7.0,163.33227484975774,152.88809635446162,20.0,22c61624,Idle
FLT-00259,1c90d82c80,The Great Cygnian Imperium Assault Force 1,Assault Fleet,646.879364008819,7.0,164.77031525865152,155.88866327634418,20.0,ec6edc6a,Idle
FLT-00260,1c90d82c80,The Great Cygnian Imperium Assault Force 2,Assault Fleet,731.4673480140266,7.0,164.35282826876193,144.4587101349183,20.0,ec6edc6a,Idle
FLT-00261,a067552faf,The Great Consolidated Imperium Carrier Force 1,Carrier Fleet,1481.4024861549099,5.0,337.3126752052449,307.5534825862206,35.0,ec18573c,Idle
FLT-00262,a067552faf,The Great Consolidated Imperium Dreadnought Force 2,Dreadnought Fleet,3069.5179129093826,3.0,804.6031107081178,542.9280937867845,50.0,ec18573c,Idle
FLT-00263,c6642b2284,The Scientific Technocracy Titan Force 1,Titan Fleet,5877.650234105503,1.5,2149.88066907368,1508.6811402081637,80.0,ec18573c,Idle
FLT-00264,c6642b2284,The Scientific Technocracy Titan Force 2,Titan Fleet,6888.418206505765,1.5,2199.173644213335,1455.213544635513,80.0,ec18573c,Idle
FLT-00265,a222a74ae8,The Great Zelex Imperium Titan Force 1,Titan Fleet,6372.510187692015,1.5,1991.9502481215636,1538.2516389655111,80.0,8d8c08b2,Idle
FLT-00266,a222a74ae8,The Great Zelex Imperium Titan Force 2,Titan Fleet,7129.308509959084,1.5,2107.3093655458074,1475.3300346502003,80.0,8d8c08b2,Idle
FLT-00267,c235dc422c,The Great Scientific Imperium Carrier Force 1,Carrier Fleet,1466.5230444448898,5.0,331.71440020378117,276.62844678788366,35.0,8d8c08b2,Idle
FLT-00268,c235dc422c,The Great Scientific Imperium Carrier Force 2,Carrier Fleet,1340.426917663143,5.0,335.74156843191935,284.0164650629946,35.0,8d8c08b2,Idle
FLT-00269,9dbca7c528,The Great Unified Imperium Defense Force 1,Defense Fleet,316.251175431339,3.0,87.8035582357765,118.26655520966071,5.0,8d8c08b2,Idle
FLT-00270,9dbca7c528,The Great Unified Imperium Carrier Force 2,Carrier Fleet,1450.3012391540599,5.0,330.2777721505545,326.99767103701356,35.0,8d8c08b2,Idle
FLT-00271,f714a79195,The Great Scientific Imperium Titan Force 1,Titan Fleet,5966.234303005937,1.5,1967.0323103139715,1613.7354922686495,80.0,0d51013f,Idle
FLT-00272,f714a79195,The Great Scientific Imperium Titan Force 2,Titan Fleet,6457.621964624831,1.5,2045.3645556842832,1400.1101838276224,80.0,0d51013f,Idle
FLT-00273,f6221e08e8,The Great Orionian Imperium Titan Force 1,Titan Fleet,6151.173211798477,1.5,2177.0927096540504,1544.8939946977107,80.0,0d51013f,Idle
FLT-00274,f6221e08e8,The Great Orionian Imperium Dreadnought Force 2,Dreadnought Fleet,3007.613106609905,3.0,804.213867992019,561.1833638406611,50.0,0d51013f,Idle
FLT-00275,f0cb6b0a91,The Great Xenoid Imperium Assault Force 1,Assault Fleet,656.1013567001957,7.0,190.06504104840315,145.5037577750019,20.0,cb2ed0d3,Idle
FLT-00276,f0cb6b0a91,The Great Xenoid Imperium Defense Force 2,Defense Fleet,382.8371841098568,3.0,86.14057415941481,130.26605479668513,5.0,cb2ed0d3,Idle
FLT-00277,609e70586f,The Scientific Technocracy Titan Force 1,Titan Fleet,6076.063823985333,1.5,1958.4968075610636,1577.4715427112274,80.0,cb2ed0d3,Idle
FLT-00278,609e70586f,The Scientific Technocracy Dreadnought Force 2,Dreadnought Fleet,2792.3375438039134,3.0,903.6916312484052,566.9328686203993,50.0,cb2ed0d3,Idle
FLT-00279,a866d8dcfc,The Zelis AI Hegemony Assault Force 1,Assault Fleet,705.176419205078,7.0,183.34583765430133,152.40258623513435,20.0,cb2ed0d3,Idle
FLT-00280,a866d8dcfc,The Zelis AI Hegemony Defense Force 2,Defense Fleet,376.4222603841267,3.0,76.2496006814193,111.1083581107873,5.0,cb2ed0d3,Idle
FLT-00281,26a6b7dcc3,The Great Consolidated Imperium Titan Force 1,Titan Fleet,7092.346947698681,1.5,2144.8510469061803,1592.8548224174635,80.0,cb2ed0d3,Idle
FLT-00282,26a6b7dcc3,The Great Consolidated Imperium Dreadnought Force 2,Dreadnought Fleet,3030.514422365484,3.0,779.7877491849397,589.0143855684839,50.0,cb2ed0d3,Idle
FLT-00283,7be35390be,The Great Scientific Imperium Assault Force 1,Assault Fleet,666.3655297264457,7.0,188.04312409278907,149.87627205236313,20.0,08983574,Idle
FLT-00284,7be35390be,The Great Scientific Imperium Defense Force 2,Defense Fleet,330.4128241364868,3.0,82.93214021855354,109.8271406277672,5.0,08983574,Idle
FLT-00285,87f864fe83,The Unified AI Hegemony Titan Force 1,Titan Fleet,6493.690485118167,1.5,1992.2346309306593,1527.7223353978554,80.0,08983574,Idle
FLT-00286,87f864fe83,The Unified AI Hegemony Titan Force 2,Titan Fleet,6302.151970272851,1.5,2071.2064610236257,1519.7195891987374,80.0,08983574,Idle
FLT-00287,3ba7df6ae1,The Great Scientific Imperium Assault Force 1,Assault Fleet,753.0081980897222,7.0,190.7073367778494,154.7535550397528,20.0,08983574,Idle
FLT-00288,3ba7df6ae1,The Great Scientific Imperium Titan Force 2,Titan Fleet,6977.482461247743,1.5,2083.345190686014,1601.1039985091018,80.0,08983574,Idle
FLT-00289,edb45b6eec,The Great Unified Imperium Dreadnought Force 1,Dreadnought Fleet,3108.0844630561805,3.0,870.1639342965814,630.325996746917,50.0,08983574,Idle
FLT-00290,edb45b6eec,The Great Unified Imperium Assault Force 2,Assault Fleet,753.3219062878501,7.0,193.38636699882838,135.87741849103676,20.0,08983574,Idle
FLT-00291,fe5ce1f2b8,The Consolidated Consolidated Systems Dreadnought Force 1,Dreadnought Fleet,2777.321920484067,3.0,821.9702052240542,629.220990754993,50.0,2cea10f8,Idle
FLT-00292,fe5ce1f2b8,The Consolidated Consolidated Systems Defense Force 2,Defense Fleet,372.2576916883344,3.0,85.31414684732388,120.17922561026008,5.0,2cea10f8,Idle
FLT-00293,a31575c86a,The Great Unified Imperium Scout Force 1,Scout Fleet,76.5926101307986,10.0,15.350780755127229,21.924744712109696,10.0,2cea10f8,Idle
FLT-00294,a31575c86a,The Great Unified Imperium Carrier Force 2,Carrier Fleet,1332.7450026979648,5.0,359.38039921697276,302.39912278295134,35.0,2cea10f8,Idle
FLT-00295,7652ec5c8d,The Unified Technocracy Titan Force 1,Titan Fleet,5989.074830475046,1.5,2104.4111610008113,1512.3799736028332,80.0,ade82d29,Idle
FLT-00296,7652ec5c8d,The Unified Technocracy Titan Force 2,Titan Fleet,6294.433815850292,1.5,2053.0487572535794,1629.6084316530055,80.0,ade82d29,Idle
FLT-00297,98fbfa35fa,The Sigma-orionis Star Empire Defense Force 1,Defense Fleet,380.60599410655163,3.0,83.00617155681302,109.62808941852413,5.0,203928c6,Idle
FLT-00298,98fbfa35fa,The Sigma-orionis Star Empire Assault Force 2,Assault Fleet,729.1440924103395,7.0,164.4246216528758,152.4651138052882,20.0,203928c6,Idle
FLT-00299,f0ada7121c,The Consolidated Consolidated Systems Carrier Force 1,Carrier Fleet,1433.8563449748935,5.0,318.2019423668759,322.29220836914266,35.0,7dce77da,Idle
FLT-00300,f0ada7121c,The Consolidated Consolidated Systems Titan Force 2,Titan Fleet,7109.541211871399,1.5,2099.86073269717,1389.0258720391896,80.0,7dce77da,Idle
FLT-00301,6eb9b1daf2,The Scientific Star Empire Titan Force 1,Titan Fleet,5881.962991396442,1.5,1808.849420611599,1447.0830657448626,80.0,7dce77da,Idle
FLT-00302,6eb9b1daf2,The Scientific Star Empire Dreadnought Force 2,Dreadnought Fleet,3162.244450684676,3.0,881.160214023106,593.5083247652099,50.0,7dce77da,Idle
FLT-00303,07a0027478,The Great Vesperis Imperium Defense Force 1,Defense Fleet,384.7987150110398,3.0,78.81890083577558,118.83328858391222,5.0,7dce77da,Idle
FLT-00304,07a0027478,The Great Vesperis Imperium Defense Force 2,Defense Fleet,370.6366684124951,3.0,83.09891561250382,113.29847070693025,5.0,7dce77da,Idle
FLT-00305,187eb0978f,The Great Scientific Imperium Defense Force 1,Defense Fleet,362.63495114522993,3.0,82.47217942849817,114.55822864795704,5.0,478b3eaf,Idle
FLT-00306,187eb0978f,The Great Scientific Imperium Titan Force 2,Titan Fleet,6046.37525931517,1.5,1972.9339204170408,1633.0847760502797,80.0,478b3eaf,Idle
FLT-00307,8bd71d17f7,The Unified AI Hegemony Carrier Force 1,Carrier Fleet,1438.787265345944,5.0,342.8316078573956,286.4529121409202,35.0,4b4ea6a3,Idle
FLT-00308,8bd71d17f7,The Unified AI Hegemony Titan Force 2,Titan Fleet,6382.134208209556,1.5,2157.639681471654,1418.9863817673258,80.0,4b4ea6a3,Idle
FLT-00309,7f4ec7825c,The Allied Star Empire Assault Force 1,Assault Fleet,634.3587716038317,7.0,185.4600057135319,146.05579031171285,20.0,4b4ea6a3,Idle
FLT-00310,7f4ec7825c,The Allied Star Empire Dreadnought Force 2,Dreadnought Fleet,2983.9259440149344,3.0,929.5928827455028,562.2630618843746,50.0,4b4ea6a3,Idle
FLT-00311,a1d0ea467a,The Great Unified Imperium Titan Force 1,Titan Fleet,6859.575908629265,1.5,2108.368737857621,1603.4349684350666,80.0,4b4ea6a3,Idle
FLT-00312,a1d0ea467a,The Great Unified Imperium Titan Force 2,Titan Fleet,6664.086418120841,1.5,1852.4979510729552,1359.7578538473756,80.0,4b4ea6a3,Idle
FLT-00313,71d820677a,The Zylaran AI Hegemony Carrier Force 1,Carrier Fleet,1432.6620880658068,5.0,370.75761036833234,298.89134109075303,35.0,fff60de8,Idle
FLT-00314,71d820677a,The Zylaran AI Hegemony Defense Force 2,Defense Fleet,323.76300545417854,3.0,82.96904459566355,118.32734147758711,5.0,fff60de8,Idle
FLT-00315,6d2f3e5ed1,The Consolidated Aurelari Systems Assault Force 1,Assault Fleet,698.8232365438012,7.0,164.31152173470483,152.45914205743196,20.0,fff60de8,Idle
FLT-00316,6d2f3e5ed1,The Consolidated Aurelari Systems Assault Force 2,Assault Fleet,741.6582740892063,7.0,173.17303052124868,148.65660447245403,20.0,fff60de8,Idle
FLT-00317,3339448f7c,The Xenan Technocracy Scout Force 1,Scout Fleet,73.15915020471294,10.0,14.677480669220056,19.919755338868494,10.0,fff60de8,Idle
FLT-00318,3339448f7c,The Xenan Technocracy Dreadnought Force 2,Dreadnought Fleet,2874.9975472255824,3.0,883.1469206415123,643.2146876627046,50.0,fff60de8,Idle
FLT-00319,be3191b575,The Scientific Technocracy Titan Force 1,Titan Fleet,5901.5044729528645,1.5,1992.2027789031315,1381.4790535254526,80.0,2ec426da,Idle
FLT-00320,be3191b575,The Scientific Technocracy Assault Force 2,Assault Fleet,768.1327630574006,7.0,167.12983954445448,149.9666446035407,20.0,2ec426da,Idle
FLT-00321,63f01adf18,The Consolidated Consolidated Systems Carrier Force 1,Carrier Fleet,1456.6901917523492,5.0,354.175407844084,270.586250845151,35.0,2ec426da,Idle
