lane_id,lane_type,source_star_id,target_star_id,route_length_ly,traffic_index,economic_value,security_level
LAN-00307,Hyperlane Route,62f142e4,2c17ff0f,833.45,351.16,421.39,0.529
LAN-00308,Hyperlane Route,822c2457,16375843,510.67,449.43,539.32,0.822
LAN-00309,Hyperlane Route,822c2457,a3ac89d4,608.74,124.43,149.32,0.597
LAN-00310,Hyperlane Route,822c2457,55523ac6,890.89,422.48,506.98,0.762
LAN-00311,Hyperlane Route,8505d132,a9ae6991,1396.97,173.81,208.57,0.573
LAN-00312,Hyperlane Route,8505d132,eefc5767,1773.41,248.19,297.83,0.67
LAN-00313,Military Corridor,2b7c9993,3630a31c,1089.13,609.13,609.13,0.902
LAN-00314,Military Corridor,2b7c9993,44ebb476,1407.75,531.27,531.27,0.955
LAN-00315,Trade Artery,2b7c9993,ec18573c,1743.37,536.68,1341.71,0.845
LAN-00316,Hyperlane Route,46e6691a,4928468b,1805.24,385.34,462.41,0.813
LAN-00317,Military Corridor,8cc8bea1,1699edb3,815.21,555.84,555.84,0.924
LAN-00318,Hyperlane Route,8cc8bea1,fd93db79,1394.61,142.87,171.44,0.657
LAN-00319,Hyperlane Route,8cc8bea1,a1205430,1494.96,313.05,375.66,0.585
LAN-00320,Military Corridor,203928c6,abf1d9c6,548.29,434.62,434.62,0.903
LAN-00321,Military Corridor,203928c6,90b67f0c,1336.15,310.04,310.04,0.895
LAN-00322,Military Corridor,203928c6,a313cafe,1412.79,405.72,405.72,0.896
LAN-00323,Hyperlane Route,9396027d,ead7b9cf,839.0,147.9,177.49,0.812
LAN-00324,Hyperlane Route,9396027d,017957c7,1209.87,337.44,404.92,0.738
LAN-00325,Hyperlane Route,533617b2,04b2c790,1723.89,415.67,498.8,0.674
LAN-00326,Trade Artery,f5a12cb1,305333b9,703.77,586.92,1467.3,0.897
LAN-00327,Hyperlane Route,f5a12cb1,1b6f34f6,908.64,334.74,401.68,0.761
LAN-00328,Hyperlane Route,f5a12cb1,c3b2836b,1056.98,272.66,327.2,0.545
LAN-00329,Military Corridor,d0a60299,819b78b5,729.76,441.89,441.89,0.901
LAN-00330,Hyperlane Route,d0a60299,26815867,776.75,358.37,430.04,0.7
LAN-00331,Hyperlane Route,d0a60299,d7d8cf00,919.35,242.44,290.93,0.845
LAN-00332,Hyperlane Route,2f9d083e,42a4e578,1593.41,342.31,410.77,0.583
LAN-00333,Hyperlane Route,e2d01aea,ba32b3bf,1045.99,140.71,168.86,0.554
LAN-00334,Hyperlane Route,61bec44a,fc890aa7,1397.44,198.38,238.06,0.556
LAN-00335,Hyperlane Route,0fadbf92,a578783b,718.75,174.63,209.55,0.6
LAN-00336,Hyperlane Route,0fadbf92,dbf53ab7,799.77,169.35,203.22,0.814
LAN-00337,Hyperlane Route,0fadbf92,2c60a1de,992.98,132.09,158.51,0.684
LAN-00338,Hyperlane Route,f27cc45d,04308117,1234.56,264.16,316.99,0.844
LAN-00339,Hyperlane Route,f27cc45d,eb2bf448,1614.54,144.82,173.78,0.639
LAN-00340,Hyperlane Route,5329a15a,1e8613e9,770.47,487.79,585.35,0.803
LAN-00341,Hyperlane Route,5329a15a,bd53a0a4,884.88,426.83,512.19,0.59
LAN-00342,Hyperlane Route,a578783b,e1716de2,706.73,168.36,202.03,0.734
LAN-00343,Hyperlane Route,a578783b,2c60a1de,806.55,471.75,566.1,0.695
LAN-00344,Hyperlane Route,85aca559,9c68fb17,1250.6,328.65,394.37,0.598
LAN-00345,Military Corridor,85aca559,09f83e94,1268.12,684.75,684.75,0.876
LAN-00346,Hyperlane Route,85aca559,15d7bd9d,1482.28,229.47,275.37,0.649
LAN-00347,Hyperlane Route,1756e17a,650ae5a0,1296.26,303.04,363.65,0.585
LAN-00348,Hyperlane Route,1756e17a,10fef2f7,1540.23,145.93,175.12,0.714
LAN-00349,Hyperlane Route,26fb9c4d,cd7f77fc,1492.49,215.45,258.54,0.703
LAN-00350,Trade Artery,26fb9c4d,4633ccff,1585.62,654.36,1635.91,0.887
LAN-00351,Hyperlane Route,26fb9c4d,ba7f60fd,1740.49,313.04,375.64,0.518
LAN-00352,Hyperlane Route,edc9d801,d7d8cf00,595.02,234.64,281.57,0.547
LAN-00353,Hyperlane Route,edc9d801,48b73528,604.51,125.35,150.42,0.846
LAN-00354,Trade Artery,edc9d801,819b78b5,647.43,822.35,2055.88,0.946
LAN-00355,Hyperlane Route,071e610d,7844b55a,1685.52,201.86,242.23,0.739
LAN-00356,Hyperlane Route,b03c9a63,8a275897,1160.45,404.09,484.91,0.708
LAN-00357,Hyperlane Route,b03c9a63,08d60348,1241.44,288.63,346.36,0.644
LAN-00358,Hyperlane Route,ec18573c,44ebb476,1781.02,239.55,287.46,0.825
LAN-00359,Hyperlane Route,ec18573c,3630a31c,1810.2,432.25,518.7,0.838
LAN-00360,Hyperlane Route,92ad9b56,2cd6a4ec,925.66,149.72,179.66,0.756
LAN-00361,Hyperlane Route,92ad9b56,d34f2273,1234.62,475.34,570.4,0.563
LAN-00362,Hyperlane Route,92ad9b56,c3b2836b,1237.66,126.6,151.92,0.759
LAN-00363,Military Corridor,09f83e94,15d7bd9d,291.26,587.24,587.24,0.968
LAN-00364,Military Corridor,09f83e94,d7d8cf00,776.11,369.89,369.89,0.961
LAN-00365,Hyperlane Route,87c8e661,c6de0b3f,696.6,180.65,216.78,0.557
LAN-00366,Hyperlane Route,87c8e661,32ceae76,1000.36,165.71,198.85,0.785
LAN-00367,Hyperlane Route,9a8edaf5,3e505d60,1552.19,366.08,439.29,0.683
LAN-00368,Hyperlane Route,9a8edaf5,e74ab968,1627.62,243.53,292.24,0.807
LAN-00369,Military Corridor,c973d2e2,82d87ebd,1910.58,496.22,496.22,0.964
LAN-00370,Hyperlane Route,57b3f2a1,213b5d5e,980.73,275.65,330.78,0.632
LAN-00371,Hyperlane Route,57b3f2a1,473dea70,1918.63,285.07,342.09,0.605
LAN-00372,Hyperlane Route,2b7fa0d2,bde8aa44,1760.44,399.04,478.85,0.676
LAN-00373,Hyperlane Route,6bbf77b5,e9b7af78,1221.91,192.89,231.46,0.815
LAN-00374,Hyperlane Route,6bbf77b5,f549dffa,1841.23,253.56,304.27,0.69
LAN-00375,Hyperlane Route,b2688685,59d5887c,648.66,462.59,555.11,0.718
LAN-00376,Hyperlane Route,b2688685,81be0011,1329.52,146.76,176.11,0.829
LAN-00377,Hyperlane Route,b2688685,07115d02,1354.51,351.08,421.3,0.617
LAN-00378,Hyperlane Route,ef2ea28a,6b36fdc7,453.42,155.71,186.85,0.778
LAN-00379,Hyperlane Route,ef2ea28a,f0857ddd,1297.55,348.03,417.63,0.687
LAN-00380,Hyperlane Route,c3277bff,28f9f5ed,700.97,457.56,549.07,0.776
LAN-00381,Hyperlane Route,c3277bff,7c2d6a19,995.33,160.67,192.8,0.609
LAN-00382,Hyperlane Route,c3277bff,1c505977,1176.28,199.4,239.27,0.76
LAN-00383,Hyperlane Route,6653749b,362c4daa,558.67,113.41,136.1,0.699
LAN-00384,Military Corridor,6653749b,6f116dc8,1442.23,681.23,681.23,0.973
LAN-00385,Hyperlane Route,56170639,6f0bddf7,1091.17,236.83,284.2,0.787
LAN-00386,Hyperlane Route,56170639,041365c9,1269.25,144.25,173.1,0.796
LAN-00387,Trade Artery,56170639,4ad5d8f7,1367.35,627.49,1568.72,0.872
LAN-00388,Trade Artery,160fb3bb,be184be6,1318.4,1297.3,3243.24,0.827
LAN-00389,Hyperlane Route,160fb3bb,6653749b,1447.74,191.7,230.04,0.753
LAN-00390,Trade Artery,160fb3bb,7ce49ce6,1687.28,1220.04,3050.09,0.915
LAN-00391,Hyperlane Route,00b07bcb,8ae1a0f7,1517.76,377.58,453.1,0.69
LAN-00392,Hyperlane Route,00b07bcb,a752370d,1557.18,200.72,240.86,0.621
LAN-00393,Military Corridor,1f5f96df,1699edb3,1884.72,390.8,390.8,0.977
LAN-00394,Hyperlane Route,1f5f96df,fd93db79,1914.3,333.36,400.03,0.64
LAN-00395,Hyperlane Route,95b4b25d,ac0c30d2,1610.24,284.8,341.76,0.832
LAN-00396,Military Corridor,95b4b25d,5e1e7929,1816.72,376.68,376.68,0.932
LAN-00397,Hyperlane Route,d87ca538,690119ba,1087.57,302.36,362.83,0.714
LAN-00398,Military Corridor,d87ca538,099ed5da,1971.82,309.06,309.06,0.972
LAN-00399,Hyperlane Route,43c54e7c,fc890aa7,1032.24,472.85,567.42,0.698
LAN-00400,Hyperlane Route,43c54e7c,030a27f0,1363.05,378.66,454.39,0.823
LAN-00401,Hyperlane Route,dd6fd373,acf540a2,1917.01,382.9,459.47,0.553
LAN-00402,Hyperlane Route,c5fa3bd8,41cbbfa3,1114.66,330.52,396.62,0.712
LAN-00403,Hyperlane Route,c5fa3bd8,d819aef8,1241.89,269.65,323.58,0.758
LAN-00404,Hyperlane Route,c5fa3bd8,dc65b160,1408.24,473.75,568.5,0.824
LAN-00405,Hyperlane Route,0b94ec1a,fc890aa7,1785.51,280.34,336.4,0.54
LAN-00406,Hyperlane Route,0b94ec1a,41bf3fe6,1867.53,493.94,592.72,0.794
LAN-00407,Hyperlane Route,7c2a7994,4c4652cc,1670.22,149.87,179.84,0.822
LAN-00408,Hyperlane Route,a9d80bfd,3c2e37c0,464.41,447.96,537.55,0.682
LAN-00409,Hyperlane Route,a9d80bfd,2e27cac0,504.66,336.51,403.81,0.64
LAN-00410,Military Corridor,a9d80bfd,5b4b85d0,555.75,327.38,327.38,0.897
LAN-00411,Hyperlane Route,6d433985,e8aa4c5b,939.91,421.14,505.37,0.502
LAN-00412,Hyperlane Route,6d433985,ab40c2be,1550.74,233.4,280.08,0.639
LAN-00413,Hyperlane Route,6d433985,eaefe5c4,1563.18,314.96,377.95,0.822
LAN-00414,Hyperlane Route,7c2d6a19,1c505977,1364.18,238.54,286.25,0.621
LAN-00415,Hyperlane Route,7c2d6a19,28f9f5ed,1367.73,395.0,474.0,0.658
LAN-00416,Hyperlane Route,103a7fb6,9ca455cb,515.96,189.84,227.81,0.658
LAN-00417,Hyperlane Route,103a7fb6,471dfbf1,674.33,156.34,187.61,0.562
LAN-00418,Hyperlane Route,103a7fb6,7d4687e1,694.98,299.35,359.22,0.647
LAN-00419,Hyperlane Route,9beac07b,8d111666,1563.85,465.94,559.13,0.627
LAN-00420,Hyperlane Route,9beac07b,136d39d5,1959.76,332.24,398.68,0.721
LAN-00421,Hyperlane Route,01dda016,52ec7811,1361.33,105.24,126.29,0.732
LAN-00422,Hyperlane Route,812a30fe,c99588e1,927.06,171.21,205.46,0.836
LAN-00423,Hyperlane Route,3c4f9e5b,bb3eb758,668.48,159.47,191.36,0.645
LAN-00424,Hyperlane Route,3c4f9e5b,659d98f7,1291.64,134.14,160.97,0.849
LAN-00425,Hyperlane Route,3c4f9e5b,eaac8b8c,1751.8,300.88,361.05,0.708
LAN-00426,Hyperlane Route,5d2da97a,97cabe85,1322.24,126.83,152.2,0.762
LAN-00427,Hyperlane Route,5d2da97a,ec97555c,1370.87,183.96,220.75,0.814
LAN-00428,Military Corridor,5d2da97a,099ed5da,1535.47,402.57,402.57,0.877
LAN-00429,Military Corridor,6c4e4824,94bfa287,1499.62,318.27,318.27,0.916
LAN-00430,Military Corridor,79ec7930,d339bd61,1506.43,582.42,582.42,0.859
LAN-00431,Trade Artery,f92fc03e,b84e5edc,1230.08,1275.53,3188.82,0.882
LAN-00432,Hyperlane Route,f92fc03e,6856e7d8,1295.71,309.76,371.71,0.654
LAN-00433,Hyperlane Route,f92fc03e,d7048c10,1446.21,260.31,312.37,0.696
LAN-00434,Hyperlane Route,5efb46bf,549a4949,989.66,162.1,194.52,0.564
LAN-00435,Hyperlane Route,5efb46bf,a0dfcd1d,1261.74,444.71,533.66,0.831
LAN-00436,Hyperlane Route,5efb46bf,68fc2563,1463.9,249.32,299.19,0.595
LAN-00437,Hyperlane Route,f9805be0,de4cb43e,1988.13,357.6,429.12,0.643
LAN-00438,Hyperlane Route,c1c7e2ce,d43ca547,1277.72,110.15,132.19,0.555
LAN-00439,Hyperlane Route,c1c7e2ce,472fc1f1,1402.17,386.39,463.67,0.731
LAN-00440,Military Corridor,c8ddee9a,1e6e8dbb,1156.04,313.55,313.55,0.881
LAN-00441,Trade Artery,c8ddee9a,c6d6b3fd,1555.14,731.07,1827.69,0.921
LAN-00442,Hyperlane Route,4d8147c6,78a24a27,972.31,107.88,129.46,0.536
LAN-00443,Hyperlane Route,4d8147c6,de4cb43e,1785.51,419.97,503.96,0.562
LAN-00444,Hyperlane Route,4d8147c6,ffd34728,1987.67,361.1,433.32,0.583
LAN-00445,Hyperlane Route,8524e506,97305fd9,1741.72,139.78,167.73,0.585
LAN-00446,Hyperlane Route,8524e506,c1877943,1866.78,388.91,466.69,0.799
LAN-00447,Trade Artery,1bb2c06e,2e010e14,1186.32,1330.22,3325.55,0.871
LAN-00448,Military Corridor,1bb2c06e,cd7f77fc,1431.49,634.04,634.04,0.879
LAN-00449,Military Corridor,1bb2c06e,f03f4852,1909.07,446.57,446.57,0.975
LAN-00450,Trade Artery,0d0603a9,6f116dc8,511.07,513.0,1282.5,0.815
LAN-00451,Trade Artery,0d0603a9,c195d72c,1074.46,707.89,1769.72,0.805
LAN-00452,Trade Artery,0d0603a9,be184be6,1831.72,681.44,1703.59,0.905
LAN-00453,Military Corridor,00df01a2,fc6e3f38,1184.01,510.71,510.71,0.975
LAN-00454,Hyperlane Route,00df01a2,e02e84ef,1698.13,426.98,512.37,0.62
LAN-00455,Hyperlane Route,00df01a2,d35f9ca4,1783.21,203.77,244.52,0.633
LAN-00456,Hyperlane Route,c5f5030b,3ce6b4ed,1618.08,336.12,403.34,0.594
LAN-00457,Hyperlane Route,c5f5030b,43dff816,1646.06,349.66,419.59,0.643
LAN-00458,Hyperlane Route,c5f5030b,103a7fb6,1717.08,320.82,384.98,0.653
LAN-00459,Hyperlane Route,a4ac28df,8d8c08b2,958.07,217.79,261.34,0.832
LAN-00460,Hyperlane Route,a4ac28df,dcc771d9,1887.42,405.44,486.53,0.549
LAN-00461,Hyperlane Route,e7d83957,84767f1c,833.82,447.39,536.86,0.671
LAN-00462,Hyperlane Route,e7d83957,2deabc50,1349.48,457.82,549.39,0.78
LAN-00463,Hyperlane Route,e7d83957,e85fd53e,1544.57,270.09,324.1,0.508
LAN-00464,Hyperlane Route,05438d53,bde8aa44,827.97,207.47,248.97,0.69
LAN-00465,Hyperlane Route,05438d53,59b14a3c,1548.35,353.39,424.07,0.59
LAN-00466,Hyperlane Route,05438d53,1c9c4f97,1604.87,155.74,186.89,0.792
LAN-00467,Hyperlane Route,7b6cab6d,8619c625,1286.93,493.76,592.51,0.684
LAN-00468,Hyperlane Route,7b6cab6d,dc19cee1,1689.52,168.67,202.41,0.595
LAN-00469,Hyperlane Route,7b6cab6d,41553110,1944.26,107.36,128.83,0.82
LAN-00470,Hyperlane Route,000fc54a,ab5f4c91,1849.34,147.1,176.52,0.702
LAN-00471,Trade Artery,446ad83e,b8cb383f,621.04,774.06,1935.14,0.9
LAN-00472,Trade Artery,446ad83e,f2adc5f9,1040.86,1151.42,2878.55,0.949
LAN-00473,Hyperlane Route,c2b6beeb,453b5577,1229.71,182.57,219.08,0.504
LAN-00474,Hyperlane Route,c2b6beeb,f91f82e6,1963.62,154.75,185.71,0.815
LAN-00475,Hyperlane Route,09687116,850445ce,1284.24,449.56,539.47,0.709
LAN-00476,Hyperlane Route,3353ef95,a1a777f9,1533.5,340.21,408.25,0.733
LAN-00477,Hyperlane Route,3353ef95,4b7fc619,1748.25,170.15,204.18,0.82
LAN-00478,Hyperlane Route,d43ca547,7c15adf4,1416.07,267.51,321.01,0.634
LAN-00479,Military Corridor,d43ca547,82d87ebd,1783.35,559.46,559.46,0.857
LAN-00480,Hyperlane Route,eefc5767,b2f4cac6,1270.43,166.51,199.82,0.758
LAN-00481,Hyperlane Route,eefc5767,850445ce,1757.53,133.12,159.74,0.711
LAN-00482,Hyperlane Route,2deabc50,84767f1c,738.34,198.14,237.77,0.636
LAN-00483,Hyperlane Route,627bb054,b2f4cac6,672.75,215.48,258.57,0.624
LAN-00484,Hyperlane Route,627bb054,b2688685,1813.34,387.62,465.14,0.604
LAN-00485,Hyperlane Route,627bb054,eefc5767,1878.62,326.56,391.87,0.667
LAN-00486,Hyperlane Route,07c2486a,a1da22ce,1186.29,365.47,438.56,0.828
LAN-00487,Hyperlane Route,07c2486a,459d033d,1799.34,393.03,471.63,0.575
LAN-00488,Hyperlane Route,998e9b84,0103b4da,1493.56,112.47,134.97,0.592
LAN-00489,Hyperlane Route,998e9b84,dcb9022b,1614.98,338.03,405.64,0.518
LAN-00490,Military Corridor,97f76f12,db8fee6b,1559.0,548.18,548.18,0.934
LAN-00491,Hyperlane Route,97f76f12,dceddb79,1670.29,233.7,280.44,0.77
LAN-00492,Hyperlane Route,97f76f12,18228d8b,1900.39,142.64,171.17,0.526
LAN-00493,Hyperlane Route,7f51e176,c0f265f3,1323.34,391.28,469.53,0.673
LAN-00494,Hyperlane Route,7f51e176,28f9f5ed,1680.75,375.36,450.43,0.652
LAN-00495,Military Corridor,e6225847,002e0283,1948.86,423.2,423.2,0.965
LAN-00496,Hyperlane Route,9652fc35,3a01aada,1023.11,419.77,503.72,0.743
LAN-00497,Hyperlane Route,9652fc35,7d9dadab,1437.53,208.86,250.63,0.707
LAN-00498,Hyperlane Route,9652fc35,a76c941f,1452.68,244.39,293.27,0.532
LAN-00499,Hyperlane Route,de38b088,250f91a5,1937.62,466.93,560.31,0.548
LAN-00500,Hyperlane Route,5c65e9ff,d3d826bd,751.19,480.09,576.11,0.656
LAN-00501,Hyperlane Route,5c65e9ff,4a028784,1028.64,174.05,208.86,0.69
LAN-00502,Hyperlane Route,5c65e9ff,a576f5a6,1230.68,449.18,539.01,0.756
LAN-00503,Hyperlane Route,9c236564,df21000a,1606.8,422.62,507.15,0.731
LAN-00504,Hyperlane Route,9c236564,51cdd6f8,1956.18,376.91,452.29,0.797
LAN-00505,Hyperlane Route,73ebb462,48b73528,337.93,199.87,239.84,0.671
LAN-00506,Hyperlane Route,73ebb462,edc9d801,734.67,188.48,226.18,0.846
LAN-00507,Hyperlane Route,73ebb462,d7d8cf00,1198.47,477.62,573.15,0.514
LAN-00508,Hyperlane Route,770abe37,d30e3d14,1467.96,382.23,458.68,0.824
LAN-00509,Hyperlane Route,770abe37,0fe5f7e9,1770.67,172.23,206.68,0.699
LAN-00510,Hyperlane Route,29b68348,5b5bc2e0,531.84,466.2,559.43,0.512
LAN-00511,Hyperlane Route,29b68348,419c001a,1280.84,378.97,454.76,0.604
LAN-00512,Hyperlane Route,29b68348,08c6dfdb,1704.69,469.76,563.71,0.84
LAN-00513,Hyperlane Route,85611719,f436e82c,782.35,477.71,573.25,0.666
LAN-00514,Hyperlane Route,85611719,396949f1,1347.25,444.82,533.78,0.796
LAN-00515,Military Corridor,311927b0,011cf1c0,965.73,459.55,459.55,0.966
LAN-00516,Hyperlane Route,f7a8414d,2c17ff0f,497.57,114.8,137.76,0.709
LAN-00517,Hyperlane Route,b3b883fb,f7fc01b9,974.43,192.0,230.4,0.542
LAN-00518,Hyperlane Route,b3b883fb,6f0bddf7,1243.99,130.78,156.94,0.744
LAN-00519,Military Corridor,b3b883fb,8494b7b9,1284.52,469.94,469.94,0.951
LAN-00520,Hyperlane Route,fbb17682,d487d983,1147.62,126.14,151.37,0.61
LAN-00521,Hyperlane Route,fbb17682,eb43d799,1184.24,315.8,378.96,0.777
LAN-00522,Hyperlane Route,fbb17682,8c2f26da,1479.32,227.5,273.0,0.719
LAN-00523,Military Corridor,2e27cac0,5b4b85d0,288.89,742.99,742.99,0.936
LAN-00524,Hyperlane Route,2e27cac0,3c2e37c0,720.81,193.18,231.82,0.509
LAN-00525,Military Corridor,36883286,9b62ffa7,1258.83,735.05,735.05,0.853
LAN-00526,Military Corridor,36883286,17cbbbf1,1422.68,737.35,737.35,0.924
LAN-00527,Military Corridor,36883286,998ab19a,1446.37,769.53,769.53,0.962
LAN-00528,Hyperlane Route,e7cf4d3c,bc8c7e21,997.26,499.17,599.01,0.623
LAN-00529,Hyperlane Route,e7cf4d3c,b0c841e9,1296.55,406.88,488.25,0.641
LAN-00530,Trade Artery,e7cf4d3c,06b92a40,1536.31,979.88,2449.69,0.913
LAN-00531,Hyperlane Route,4d0a7980,91772165,1536.14,449.47,539.37,0.844
LAN-00532,Hyperlane Route,18b7e715,9137b40b,642.44,407.31,488.77,0.646
LAN-00533,Hyperlane Route,18b7e715,b0e306a7,1364.03,268.54,322.25,0.758
LAN-00534,Hyperlane Route,ea707b16,2ec42605,459.27,195.51,234.61,0.539
LAN-00535,Hyperlane Route,ea707b16,638cd7d3,1428.48,241.85,290.22,0.601
LAN-00536,Hyperlane Route,ea707b16,478b3eaf,1633.83,218.52,262.23,0.582
LAN-00537,Hyperlane Route,33b9b258,76a53093,925.05,116.84,140.2,0.506
LAN-00538,Military Corridor,80977950,27bf7451,509.15,793.86,793.86,0.91
LAN-00539,Trade Artery,80977950,807c7f9a,1378.91,884.33,2210.82,0.922
LAN-00540,Military Corridor,80977950,57c88089,1544.38,409.13,409.13,0.983
LAN-00541,Trade Artery,a7851a37,607fd3e2,1987.05,1286.35,3215.86,0.816
LAN-00542,Hyperlane Route,2b4e30b7,aa55e7dd,626.29,267.03,320.44,0.808
LAN-00543,Hyperlane Route,2b4e30b7,4e1371de,1093.88,477.89,573.47,0.664
LAN-00544,Trade Artery,2b4e30b7,94bfa287,1518.21,1113.41,2783.53,0.83
LAN-00545,Hyperlane Route,9c76de8d,208ea3f1,486.83,496.47,595.76,0.581
LAN-00546,Hyperlane Route,9c76de8d,b988e995,1367.34,477.09,572.51,0.727
LAN-00547,Hyperlane Route,9341632f,ca42f12c,491.87,343.09,411.71,0.679
LAN-00548,Hyperlane Route,9341632f,42ab1d52,678.39,192.27,230.72,0.562
LAN-00549,Hyperlane Route,9341632f,29f54147,927.29,188.19,225.83,0.565
LAN-00550,Military Corridor,099ed5da,97cabe85,1440.62,689.79,689.79,0.899
LAN-00551,Hyperlane Route,15a7f31f,f89092d7,1258.6,123.14,147.76,0.839
LAN-00552,Hyperlane Route,5caca8b8,92a495bd,603.79,453.51,544.22,0.825
LAN-00553,Hyperlane Route,5caca8b8,478b3eaf,1128.56,497.96,597.56,0.561
LAN-00554,Hyperlane Route,ec6edc6a,ac0c30d2,813.34,258.5,310.2,0.765
LAN-00555,Hyperlane Route,b0e306a7,9137b40b,766.42,378.41,454.09,0.554
LAN-00556,Hyperlane Route,b0e306a7,936c287f,1286.07,426.33,511.6,0.579
LAN-00557,Hyperlane Route,22c61624,d2b9927f,1115.28,189.53,227.43,0.688
LAN-00558,Hyperlane Route,22c61624,c7017b6e,1170.57,337.18,404.61,0.703
LAN-00559,Hyperlane Route,22c61624,cd4e2500,1214.66,136.59,163.91,0.807
LAN-00560,Hyperlane Route,d34f2273,3a7bc0a1,1228.31,206.24,247.49,0.545
LAN-00561,Hyperlane Route,011cf1c0,446593d9,1533.8,455.5,546.6,0.834
LAN-00562,Hyperlane Route,14401c4a,8c6c8901,1046.28,444.85,533.82,0.783
LAN-00563,Hyperlane Route,14401c4a,94da746d,1364.94,362.1,434.52,0.693
LAN-00564,Hyperlane Route,b6e83c30,cf466493,670.33,134.79,161.75,0.643
LAN-00565,Hyperlane Route,b6e83c30,ecf07b9a,987.2,249.08,298.89,0.591
LAN-00566,Hyperlane Route,b6e83c30,42ab1d52,988.13,389.37,467.24,0.674
LAN-00567,Military Corridor,c99588e1,cb2ed0d3,1760.84,340.52,340.52,0.881
LAN-00568,Hyperlane Route,c99588e1,7ae2e81c,1926.06,373.3,447.96,0.527
LAN-00569,Hyperlane Route,622636ae,28fc036a,991.08,440.48,528.58,0.673
LAN-00570,Hyperlane Route,622636ae,bc8c7e21,1306.06,292.23,350.68,0.707
LAN-00571,Hyperlane Route,622636ae,efc41c68,1388.03,429.87,515.85,0.622
LAN-00572,Hyperlane Route,72b45f97,8405f8a2,838.62,371.21,445.45,0.698
LAN-00573,Hyperlane Route,72b45f97,8b7ab053,1157.05,206.81,248.17,0.808
LAN-00574,Hyperlane Route,72b45f97,06b92a40,1313.72,418.97,502.76,0.73
LAN-00575,Hyperlane Route,1334250b,17f2ba68,1848.84,440.23,528.28,0.804
LAN-00576,Hyperlane Route,1334250b,2f093a98,1994.46,383.35,460.01,0.793
LAN-00577,Hyperlane Route,8ae1a0f7,a752370d,1863.79,378.99,454.79,0.738
LAN-00578,Hyperlane Route,8ae1a0f7,3c2e37c0,1991.56,347.44,416.93,0.763
LAN-00579,Military Corridor,a752370d,7dce77da,1789.42,379.3,379.3,0.973
LAN-00580,Hyperlane Route,02cc6626,002e0283,1013.68,448.74,538.48,0.51
LAN-00581,Hyperlane Route,02cc6626,13c5f9fc,1342.67,430.33,516.39,0.545
LAN-00582,Hyperlane Route,9be71bc0,ef1ac7b4,968.88,234.05,280.86,0.76
LAN-00583,Hyperlane Route,9be71bc0,97305fd9,1166.35,164.3,197.16,0.786
LAN-00584,Hyperlane Route,0b27d229,6a955b65,577.0,432.85,519.42,0.678
LAN-00585,Hyperlane Route,9a580c1f,e93079dc,1813.91,102.55,123.07,0.6
LAN-00586,Hyperlane Route,9a580c1f,9ef225c5,1822.23,346.77,416.12,0.843
LAN-00587,Hyperlane Route,7ae00114,e5779426,1343.24,352.73,423.27,0.591
LAN-00588,Hyperlane Route,7ae00114,42877080,1415.17,353.6,424.32,0.689
LAN-00589,Hyperlane Route,7ae00114,b04073fa,1623.45,411.94,494.33,0.537
LAN-00590,Hyperlane Route,14b2600f,237e461a,764.25,404.41,485.29,0.689
LAN-00591,Hyperlane Route,14b2600f,e01906e3,1159.32,485.2,582.24,0.62
LAN-00592,Hyperlane Route,14b2600f,dcc771d9,1299.88,353.05,423.66,0.826
LAN-00593,Hyperlane Route,c537bcd2,7d9ab034,1237.07,141.0,169.2,0.828
LAN-00594,Hyperlane Route,c537bcd2,6a0577ca,1813.03,375.15,450.19,0.524
LAN-00595,Hyperlane Route,c537bcd2,7d161f8a,1999.07,220.39,264.46,0.748
LAN-00596,Hyperlane Route,dcc771d9,237e461a,924.66,126.94,152.33,0.704
LAN-00597,Hyperlane Route,dcc771d9,f03f4852,988.26,238.35,286.02,0.717
LAN-00598,Hyperlane Route,dcc771d9,acf540a2,1170.25,118.3,141.96,0.805
LAN-00599,Hyperlane Route,6be74bea,dbc7276b,1013.28,489.4,587.27,0.839
LAN-00600,Hyperlane Route,6be74bea,a2d354d7,1403.62,399.86,479.83,0.546
LAN-00601,Hyperlane Route,6be74bea,d8576aaf,1431.73,403.31,483.97,0.509
LAN-00602,Hyperlane Route,e3438189,7bf191e3,1366.1,108.85,130.62,0.613
LAN-00603,Hyperlane Route,08c6dfdb,017957c7,781.54,295.46,354.55,0.77
LAN-00604,Hyperlane Route,08c6dfdb,9396027d,1278.53,373.32,447.98,0.656
LAN-00605,Hyperlane Route,10fef2f7,0e934d76,617.6,209.45,251.34,0.849
LAN-00606,Hyperlane Route,10fef2f7,650ae5a0,698.27,270.47,324.57,0.658
LAN-00607,Hyperlane Route,10fef2f7,4a5e906d,1141.33,165.45,198.54,0.778
LAN-00608,Hyperlane Route,eb43d799,c37cbca3,600.43,377.47,452.97,0.577
LAN-00609,Hyperlane Route,eb43d799,8c2f26da,1277.52,132.95,159.54,0.738
LAN-00610,Hyperlane Route,fbb844dc,0597c038,1622.67,361.8,434.17,0.596
LAN-00611,Hyperlane Route,fbb844dc,03b36f2b,1735.84,480.35,576.41,0.553
LAN-00612,Military Corridor,cb2ed0d3,7ae2e81c,1603.08,516.17,516.17,0.982
LAN-00613,Hyperlane Route,881ab161,02143620,1111.21,267.89,321.47,0.723
