alliance_id,alliance_name,alliance_type,member_empires,combined_gdp,combined_population,combined_fleet_power
ALL-0226,The Great-Vesperite Scientific Alliance,Research Alliance,"41e5776038,11c4291fc3",10000.0,26119842.0,11949.91
ALL-0227,Great-Great Defense Pact,Defense Pact,"41e5776038,c8c30fa0a1",10000.0,0.0,11527.57
ALL-0228,The Great-Aurelian Scientific Alliance,Research Alliance,"41e5776038,41a9345e47",10000.0,25434485.0,16009.99
ALL-0229,The Vesperite-Great Scientific Alliance,Research Alliance,"11c4291fc3,c8c30fa0a1",10000.0,26119842.0,8317.01
ALL-0230,Great-Great Defense Pact,Defense Pact,"6edc6616b2,82b29167c3",10000.0,21116575.0,6232.04
ALL-0231,The Great-Unified Scientific Alliance,Research Alliance,"1a2a63b5eb,9eeb4737e9",10000.0,24173763.0,10547.35
ALL-0232,Solex-Great Defense Pact,Defense Pact,"8e17c1b492,35e0e185b7",10000.0,39406856.0,5600.87
ALL-0233,Great-Great Defense Pact,Defense Pact,"15c488fdb9,52be76d999",10000.0,0.0,16563.29
ALL-0234,The Allied-Scientific Scientific Alliance,Research Alliance,"2d148d0e47,a4eac32597",10000.0,0.0,10816.57
ALL-0235,The Consolidated-Perseian Scientific Alliance,Research Alliance,"a9283be55d,27d9c8dc46",10000.0,0.0,5176.73
ALL-0236,Consolidated-Great Defense Pact,Defense Pact,"a9283be55d,2c89a9e0dc",10000.0,0.0,10050.53
ALL-0237,Perseian-Great Defense Pact,Defense Pact,"27d9c8dc46,2c89a9e0dc",10000.0,0.0,11816.48
ALL-0238,Great-Scientific Defense Pact,Defense Pact,"2c89a9e0dc,c45231c414",10000.0,0.0,12807.68
ALL-0239,Bulgan-Bulgian Defense Pact,Defense Pact,"c5f014b287,8d88177d24",10000.0,36124020.0,7379.47
ALL-0240,The Vesperan-Valite Scientific Alliance,Research Alliance,"0187c7d64a,189d8d8d1b",10000.0,0.0,4401.67
ALL-0241,The Vesperan-Great Scientific Alliance,Research Alliance,"0187c7d64a,d427d38a9f",10000.0,0.0,8355.67
ALL-0242,Great-Consolidated Defense Pact,Defense Pact,"f1337406a3,ecbe2dc98a",10000.0,39830322.0,9863.34
ALL-0243,The Orionex-Great Scientific Alliance,Research Alliance,"8c80ad65b6,65154f1c30",10000.0,59364155.0,3582.78
ALL-0244,The Unified-Great Scientific Alliance,Research Alliance,"24e153416d,38ade68c1e",10000.0,0.0,6842.74
ALL-0245,Great-Solite Defense Pact,Defense Pact,"eacab5ee97,ebda9e7b67",10000.0,0.0,7619.85
ALL-0246,Solite-Unified Defense Pact,Defense Pact,"ebda9e7b67,de8a7cab3b",10000.0,0.0,14783.16
ALL-0247,Great-Great Defense Pact,Defense Pact,"5573af18db,e13216033f",10000.0,0.0,9009.23
ALL-0248,Great-Zylarian Defense Pact,Defense Pact,"5573af18db,bee1d78260",10000.0,0.0,5596.81
ALL-0249,The Unified-Unified Scientific Alliance,Research Alliance,"2a8b6fc81d,2320636026",10000.0,0.0,7178.64
ALL-0250,Unified-Scientific Defense Pact,Defense Pact,"2a8b6fc81d,e976b29c9d",10000.0,0.0,6454.98
ALL-0251,Great-Unified Defense Pact,Defense Pact,"dc0074adc3,303a3df484",10000.0,23283650.0,11098.35
ALL-0252,The Great-Aurelian Scientific Alliance,Research Alliance,"dc0074adc3,02b9381952",10000.0,27003919.0,22855.71
ALL-0253,Unified-Aurelian Defense Pact,Defense Pact,"303a3df484,02b9381952",10000.0,50287569.0,15517.88
ALL-0254,Unified-Great Defense Pact,Defense Pact,"08caaac3af,0ad458611c",10000.0,31119047.0,7315.96
ALL-0255,Unified-Unified Defense Pact,Defense Pact,"08caaac3af,c2fe0ab024",10000.0,0.0,6266.35
ALL-0256,Vesperian-Great Defense Pact,Defense Pact,"91474e8269,32d2bbd884",10000.0,0.0,9686.35
ALL-0257,Unified-Consolidated Defense Pact,Defense Pact,"f343101fe6,1cf19da3a9",10000.0,0.0,11618.97
ALL-0258,The Unified-Kaelumis Scientific Alliance,Research Alliance,"f343101fe6,fc241018ec",10000.0,0.0,17534.91
ALL-0259,The Unified-Merian Scientific Alliance,Research Alliance,"f343101fe6,2c6958242d",10000.0,0.0,11554.35
ALL-0260,Consolidated-Merian Defense Pact,Defense Pact,"1cf19da3a9,2c6958242d",10000.0,0.0,14944.36
ALL-0261,Kaelumis-Merian Defense Pact,Defense Pact,"fc241018ec,2c6958242d",10000.0,0.0,20860.3
ALL-0262,Great-Scientific Defense Pact,Defense Pact,"950050e41a,7ec564c9db",10000.0,0.0,13329.06
ALL-0263,Great-Zylarian Defense Pact,Defense Pact,"950050e41a,f9c2058d1a",10000.0,0.0,7160.62
ALL-0264,Scientific-Zylarian Defense Pact,Defense Pact,"7ec564c9db,f9c2058d1a",10000.0,0.0,8212.84
ALL-0265,Great-Zylarian Defense Pact,Defense Pact,"2e4e7545f5,f9c2058d1a",10000.0,0.0,11273.86
ALL-0266,Consolidated-Consolidated Defense Pact,Defense Pact,"bbf8578e8c,8478dfd6f7",10000.0,0.0,11846.99
ALL-0267,Consolidated-Kaelumis Defense Pact,Defense Pact,"bbf8578e8c,6f1e390274",10000.0,0.0,7510.47
ALL-0268,Consolidated-Kaelumis Defense Pact,Defense Pact,"8478dfd6f7,6f1e390274",10000.0,0.0,11177.6
ALL-0269,Kaelumis-Unified Defense Pact,Defense Pact,"6f1e390274,b12b67a0db",10000.0,0.0,7715.87
ALL-0270,Scientific-Great Defense Pact,Defense Pact,"28728de334,5d6505f12a",10000.0,26243455.0,9536.06
ALL-0271,The Unified-Great Scientific Alliance,Research Alliance,"2c64149009,ed45fe3a8d",10000.0,0.0,7617.05
ALL-0272,The Unified-Aurelan Scientific Alliance,Research Alliance,"2c64149009,b1f20b8a8c",10000.0,0.0,11355.55
ALL-0273,The Great-Aurelan Scientific Alliance,Research Alliance,"ed45fe3a8d,b1f20b8a8c",10000.0,0.0,10908.67
ALL-0274,Scientific-Consolidated Defense Pact,Defense Pact,"3a375c2f6d,0fa7096d5a",10000.0,34041742.0,10696.85
ALL-0275,The Scientific-Consolidated Scientific Alliance,Research Alliance,"1a67be5b7f,862f6cbc45",10000.0,39544612.0,12766.49
ALL-0276,Great-Consolidated Defense Pact,Defense Pact,"9883f23173,22c13af7a1",10000.0,0.0,21824.68
ALL-0277,Great-Unified Defense Pact,Defense Pact,"9883f23173,ac70f57b73",10000.0,0.0,20619.8
ALL-0278,The Consolidated-Unified Scientific Alliance,Research Alliance,"22c13af7a1,ac70f57b73",10000.0,0.0,15449.34
ALL-0279,Unified Federation of Great and Great,Galactic Federation,"60a971a839,e941b86692",10000.0,0.0,10505.28
ALL-0280,The Great-Cygnian Scientific Alliance,Research Alliance,"60a971a839,8dcb447d0f",10000.0,0.0,15924.81
ALL-0281,Scientific-Unified Defense Pact,Defense Pact,"0130446f7e,d1ebd8161b",10000.0,37981167.0,13461.67
ALL-0282,The Scientific-Scientific Scientific Alliance,Research Alliance,"0130446f7e,d056d7ce4a",10000.0,0.0,16828.24
ALL-0283,The Unified-Scientific Scientific Alliance,Research Alliance,"d1ebd8161b,d056d7ce4a",10000.0,37981167.0,23161.39
ALL-0284,Scientific-Solari Defense Pact,Defense Pact,"d056d7ce4a,74136dc7b0",10000.0,0.0,15809.03
ALL-0285,Great-Vesperis Defense Pact,Defense Pact,"61dc46303f,8fbf42f886",10000.0,0.0,3414.85
ALL-0286,The Great-Great Scientific Alliance,Research Alliance,"61dc46303f,b6ae409cbf",10000.0,0.0,3196.99
ALL-0287,Vesperis-Unified Defense Pact,Defense Pact,"8fbf42f886,7388512271",10000.0,0.0,2328.25
ALL-0288,The Vesperis-Great Scientific Alliance,Research Alliance,"8fbf42f886,b6ae409cbf",10000.0,0.0,3022.78
ALL-0289,The Unified-Great Scientific Alliance,Research Alliance,"7388512271,b6ae409cbf",10000.0,0.0,2110.39
ALL-0290,Orionan-Thranis Defense Pact,Defense Pact,"996190e522,f7bd18e491",10000.0,56475608.0,12966.01
ALL-0291,Meroid-Great Defense Pact,Defense Pact,"556d6c2378,a38e0777cd",10000.0,26971152.0,11645.5
ALL-0292,Great-Scientific Defense Pact,Defense Pact,"f3f5dfde4c,e12feef736",10000.0,0.0,14975.36
ALL-0293,Great-Great Defense Pact,Defense Pact,"f3f5dfde4c,fba15f0324",10000.0,0.0,8189.46
ALL-0294,Great-Great Defense Pact,Defense Pact,"f3f5dfde4c,350e107aae",10000.0,0.0,18846.98
ALL-0295,Scientific-Great Defense Pact,Defense Pact,"e12feef736,fba15f0324",10000.0,0.0,12348.41
ALL-0296,The Scientific-Great Scientific Alliance,Research Alliance,"e12feef736,350e107aae",10000.0,0.0,23005.93
ALL-0297,Great-Great Defense Pact,Defense Pact,"fba15f0324,350e107aae",10000.0,0.0,16220.04
ALL-0298,The Consolidated-Thranari Scientific Alliance,Research Alliance,"2211d3100d,459f704847",10000.0,0.0,7394.92
ALL-0299,Thranari-Great Defense Pact,Defense Pact,"459f704847,575810e85b",10000.0,0.0,8925.02
ALL-0300,The Unified-Aurelis Scientific Alliance,Research Alliance,"2705d84a32,92810d80b3",10000.0,84724667.0,3901.23
ALL-0301,The Scientific-Allied Scientific Alliance,Research Alliance,"7e5521abbb,b9ec32251d",10000.0,0.0,21372.48
ALL-0302,Kaelumis-Great Defense Pact,Defense Pact,"7c376afd56,0cb785b3d6",10000.0,37185139.0,5824.67
ALL-0303,Consolidated-Allied Defense Pact,Defense Pact,"37a4cea3d7,467216187a",10000.0,36551379.0,6932.07
ALL-0304,Scientific-Allied Defense Pact,Defense Pact,"57733c8324,467216187a",10000.0,0.0,13432.37
ALL-0305,Great-Great Defense Pact,Defense Pact,"b2c9872c2d,792f609a6f",10000.0,0.0,22477.19
ALL-0306,The Great-Great Scientific Alliance,Research Alliance,"b2c9872c2d,b9c3618013",10000.0,0.0,13418.84
ALL-0307,The Great-Great Scientific Alliance,Research Alliance,"b2c9872c2d,3aa8ce54ee",10000.0,0.0,11582.95
ALL-0308,The Great-Great Scientific Alliance,Research Alliance,"792f609a6f,b9c3618013",10000.0,0.0,16122.71
ALL-0309,Great-Great Defense Pact,Defense Pact,"792f609a6f,3aa8ce54ee",10000.0,0.0,14286.83
ALL-0310,Great-Great Defense Pact,Defense Pact,"764f599826,83c39baf65",10000.0,31550487.0,8892.17
ALL-0311,Scientific-Consolidated Defense Pact,Defense Pact,"31aeef2350,83775e646f",10000.0,0.0,5606.16
ALL-0312,The Scientific-Unified Scientific Alliance,Research Alliance,"31aeef2350,2ed96a351c",10000.0,0.0,7656.41
ALL-0313,Great-Great Defense Pact,Defense Pact,"c1cc584fd5,75447b1ce9",10000.0,0.0,8342.94
ALL-0314,Great-Great Defense Pact,Defense Pact,"11452e96e6,75447b1ce9",10000.0,0.0,15926.65
ALL-0315,Scientific-Great Defense Pact,Defense Pact,"80ce70725d,75447b1ce9",10000.0,0.0,11661.32
ALL-0316,Allied-Vesperan Defense Pact,Defense Pact,"13b6f1c19c,ee9099d9b7",10000.0,98001865.0,14125.38
ALL-0317,Consolidated-Great Defense Pact,Defense Pact,"38d523ac80,8a78a0e229",10000.0,0.0,12094.69
ALL-0318,The Unified-Unified Scientific Alliance,Research Alliance,"5fec320399,822326926a",10000.0,32660979.0,16296.42
ALL-0319,The Great-Scientific Scientific Alliance,Research Alliance,"18daa88e4f,b6d872712f",10000.0,0.0,5127.45
ALL-0320,Great-Aurelian Defense Pact,Defense Pact,"f03d90fb8f,123f4d1fb7",10000.0,0.0,11884.5
ALL-0321,The Great-Aurelian Scientific Alliance,Research Alliance,"3c04f1e4d3,123f4d1fb7",10000.0,0.0,8993.87
ALL-0322,The Great-Great Scientific Alliance,Research Alliance,"3c04f1e4d3,15474381ae",10000.0,0.0,7425.21
ALL-0323,The Consolidated-Consolidated Scientific Alliance,Research Alliance,"e905d91038,f7ed0ea8ba",10000.0,0.0,5044.29
ALL-0324,The Scientific-Great Scientific Alliance,Research Alliance,"37270686ec,b9be6a525a",10000.0,31558209.0,7705.34
ALL-0325,Great-Great Defense Pact,Defense Pact,"f0cb6b0a91,26a6b7dcc3",10000.0,0.0,11161.8
ALL-0326,Unified-Allied Defense Pact,Defense Pact,"3b106fa102,cb6235e194",10000.0,0.0,7456.86
ALL-0327,Great-Scientific Defense Pact,Defense Pact,"5a236efd3f,37270686ec",10000.0,90531226.0,4514.62
ALL-0328,The Great-Unified Scientific Alliance,Research Alliance,"fadaa4a404,de8a7cab3b",10000.0,0.0,19171.19
ALL-0329,Consolidated-Unified Defense Pact,Defense Pact,"bbf8578e8c,b12b67a0db",10000.0,0.0,8385.26
ALL-0330,Meroid-Consolidated Defense Pact,Defense Pact,"556d6c2378,ff559623e3",10000.0,26971152.0,22079.92
ALL-0331,The Scientific-Unified Scientific Alliance,Research Alliance,"22091a7056,03d3903c7c",10000.0,0.0,13896.32
ALL-0332,Great-Scientific Defense Pact,Defense Pact,"11452e96e6,80ce70725d",10000.0,0.0,12923.21
ALL-0333,The Consolidated-Allied Scientific Alliance,Research Alliance,"e4a60e62b6,df2217070a",10000.0,0.0,5336.02
ALL-0334,Great-Consolidated Defense Pact,Defense Pact,"d0016e25b4,724362e429",10000.0,54066931.0,5120.51
ALL-0335,The Consolidated-Kaelumis Scientific Alliance,Research Alliance,"1cf19da3a9,fc241018ec",10000.0,0.0,20924.92
