tick,year,civilization_id,civilization_name,personality,threat_score,rival_factor,instability_factor,resource_factor,tech_factor
2,200,0b6029ea29,Scientific Vesperis Union,Scientific,66.84,50.0,10.79,5.27,0.78
2,200,0ed21e60e5,Orionan Directorate,Scientific,67.14,50.0,12.0,5.06,0.09
2,200,5a9f1f61c7,Scientific Merex Union,Scientific,58.42,40.65,12.5,5.08,0.19
2,200,02fd90e690,Allied Meris Systems,Scientific,69.32,50.0,11.03,6.13,2.16
2,200,3557fb1c6f,Allied Kaelumex Systems,Militaristic,85.04,50.0,25.0,8.96,1.08
2,200,61550040fc,Unified Aurelian Council,Scientific,68.17,50.0,12.5,5.43,0.24
2,200,f0fcb8f048,The Valari Federation,Scientific,64.31,38.76,20.13,5.2,0.22
2,200,691ec52085,The Zelian Federation,Scientific,68.2,50.0,12.0,6.19,0.01
2,200,9a629191f0,Allied Orionan Systems,Scientific,25.02,0.0,20.1,4.92,0.0
2,200,33e625a829,Aureloid Directorate,Scientific,41.93,25.1,12.5,4.33,0.0
2,200,b91403ddc4,Consolidated Merari Worlds,Scientific,69.82,50.0,10.22,5.23,4.37
2,200,71073d1e77,Scientific Xenex Union,Scientific,29.15,0.0,24.5,4.65,0.0
2,200,58a2b00e32,Consolidated Persean Worlds,Explorer,55.81,35.97,12.5,4.93,2.41
2,200,03fca7f787,Perseian Commonwealth,Scientific,65.46,50.0,9.86,5.6,0.0
2,200,939c53fc68,Scientific Perseian Union,Scientific,65.32,50.0,9.46,5.63,0.23
2,200,dc652af4e1,Cygnan Commonwealth,Scientific,65.24,50.0,9.5,5.41,0.32
2,200,98e5a44c50,Cygnan Directorate,Scientific,64.58,39.17,20.6,4.81,0.0
2,200,e1017ed35e,Cygnan Directorate,Scientific,75.26,50.0,18.88,6.05,0.33
2,200,ee6f8a466e,Cygnian Commonwealth,Isolationist,67.24,50.0,8.57,6.34,2.33
2,200,bc259c8444,Scientific Kaelumian Union,Scientific,80.86,50.0,19.72,9.38,1.77
2,200,fc41667c54,Kaeluman Directorate,Scientific,54.56,25.28,24.01,5.27,0.0
2,200,b4e38b5ba0,Scientific Bulgian Union,Scientific,16.83,0.0,12.0,4.83,0.0
2,200,ed8eb43829,Omega-bulgis Directorate,Scientific,75.66,50.0,20.15,5.22,0.29
2,200,2d7a6c7193,Unified Omega-bulgis Council,Scientific,63.12,35.69,21.9,5.54,0.0
2,200,c4d87c45ee,Unified Bulgite Council,Scientific,64.81,50.0,8.75,5.76,0.3
2,200,62a7129a59,Unified Bulgian Council,Scientific,81.53,50.0,25.0,6.2,0.33
2,200,1e3994853e,Consolidated Thranian Worlds,Scientific,77.52,50.0,21.73,5.65,0.14
2,200,b28f9ec7d4,Scientific Thranari Union,Scientific,60.99,39.13,15.46,6.31,0.09
2,200,634ad45f7e,Scientific Aurelan Union,Scientific,77.2,50.0,18.22,6.1,2.87
2,200,75912c8e4c,Kaelumari Directorate,Scientific,64.55,50.0,8.43,5.72,0.4
2,200,d07bc4ae63,Scientific Valian Union,Industrialist,20.47,0.0,12.5,7.97,0.0
2,200,9696ce2491,Scientific Vesperari Union,Scientific,26.54,0.0,21.26,5.28,0.0
2,200,7036dbff3e,Scientific Orionite Union,Scientific,60.74,28.18,25.0,5.36,2.2
2,200,c98968025a,Orionan Directorate,Scientific,59.32,45.98,7.2,6.14,0.0
2,200,9d449a31b9,Consolidated Omega-cygnis Worlds,Industrialist,29.83,0.0,25.0,4.83,0.0
2,200,12f8de3472,Thranari Commonwealth,Industrialist,25.82,0.0,16.41,9.41,0.0
2,200,afc6771a1e,Unified Xenoid Council,Scientific,74.23,50.0,12.5,9.36,2.37
2,200,55c2a4dc5e,Thranari Commonwealth,Scientific,74.1,50.0,17.99,6.04,0.07
2,200,3779c3fe76,Unified Zelian Council,Scientific,58.21,29.74,21.27,5.17,2.03
2,200,cd01ef6fd0,Scientific Merari Union,Scientific,64.29,50.0,9.14,5.15,0.0
2,200,63803c4eb1,Unified Zelari Council,Scientific,54.31,28.8,16.09,6.9,2.52
2,200,20dcee6871,Unified Valoid Council,Scientific,46.45,20.37,19.9,6.19,0.0
2,200,53856bd8ca,Allied Sagittariian Systems,Scientific,28.93,0.0,23.18,5.75,0.0
2,200,da38a63176,Unified Orionis Council,Scientific,20.31,8.68,7.23,4.02,0.38
2,200,8196db66b3,Scientific Thranan Union,Scientific,77.26,50.0,21.25,6.01,0.0
2,200,f004cb791e,Scientific Perseian Union,Scientific,27.97,0.0,23.11,4.86,0.0
2,200,15955262e1,Aurelian Directorate,Scientific,19.04,0.0,12.84,6.2,0.0
2,200,c3662e3808,Unified Sagittariite Council,Scientific,11.04,0.0,6.92,4.12,0.0
2,200,7dc225fd37,Consolidated Orionian Worlds,Scientific,30.06,0.0,25.0,5.06,0.0
2,200,373ea01e5c,Consolidated Zylaris Worlds,Scientific,22.25,0.0,13.32,8.94,0.0
2,200,17fee1a6ac,The Thranite Federation,Scientific,14.28,0.0,9.5,4.78,0.0
2,200,66d46fcd47,Consolidated Orionite Worlds,Diplomatic,5.58,0.0,1.28,4.3,0.0
2,200,dffeed89fb,Chi-bulgis Directorate,Scientific,52.36,28.41,15.42,5.5,3.03
2,200,cd3cb2af45,The Chi-bulgis Federation,Scientific,70.96,50.0,13.45,7.52,0.0
2,200,5d262aaec3,Consolidated Xenite Worlds,Diplomatic,75.37,50.0,18.72,5.37,1.28
2,200,db6da7e17a,Orionis Directorate,Scientific,77.91,50.0,22.1,5.53,0.28
2,200,73573955bb,Orionite Directorate,Scientific,59.02,33.0,20.34,5.68,0.0
2,200,f2bbbfc167,Bulgan Commonwealth,Diplomatic,68.44,50.0,9.35,5.36,3.73
2,200,f929aa33ac,Bulgian Commonwealth,Scientific,77.07,50.0,15.09,6.07,5.91
2,200,28d83c4b42,Scientific Bulgite Union,Scientific,60.72,35.49,21.25,3.98,0.0
2,200,0ddd78edbb,The Delta-bulgis Federation,Diplomatic,74.79,50.0,14.78,5.79,4.22
2,200,d7ec4d3018,Thranan Directorate,Scientific,79.38,48.61,24.5,5.22,1.04
2,200,adc1c77061,Unified Thranis Council,Scientific,59.57,36.81,17.64,5.13,0.0
2,200,931aa9655e,Orionite Directorate,Scientific,68.44,50.0,12.5,4.85,1.09
2,200,df2f64c1a1,Unified Valari Council,Scientific,49.53,25.02,19.35,5.16,0.0
2,200,f27ca4fefa,Scientific Aurelite Union,Scientific,71.46,50.0,15.6,5.53,0.33
2,200,a7f6005fd2,Republic of Meroid,Scientific,29.65,0.0,24.5,5.15,0.0
2,200,4164b650a3,Unified Zylarite Council,Scientific,35.39,11.81,19.87,3.71,0.0
2,200,340ef3ab81,The Thranari Federation,Industrialist,85.95,50.0,22.0,5.08,8.87
2,200,7ba9deb67e,Consolidated Xenoid Worlds,Scientific,21.84,0.0,15.86,5.97,0.0
2,200,785ce4730c,Unified Xenan Council,Scientific,70.59,50.0,14.27,5.44,0.87
2,200,7135e43d15,Consolidated Valoid Worlds,Isolationist,51.6,30.64,14.19,6.34,0.43
2,200,dbf06f7273,Orionite Directorate,Scientific,78.39,50.0,21.25,5.07,2.07
2,200,8f64eb0a84,Vesperan Commonwealth,Industrialist,60.88,50.0,6.24,4.64,0.0
2,200,c87f4b2d09,Consolidated Zelite Worlds,Industrialist,16.42,0.0,11.25,5.17,0.0
2,200,c59e7444f5,Meran Commonwealth,Scientific,75.36,50.0,19.86,5.51,0.0
2,200,111ab1a74e,Unified Meris Council,Scientific,75.68,50.0,18.16,5.08,2.45
2,200,762d1b3438,Unified Merian Council,Scientific,56.67,28.66,22.82,4.7,0.49
2,200,41e5776038,Unified Orionan Council,Scientific,75.95,50.0,19.85,6.11,0.0
2,200,11c4291fc3,Vesperite Commonwealth,Scientific,60.19,50.0,4.22,5.55,0.43
2,200,c8c30fa0a1,Orionan Directorate,Scientific,51.1,36.33,9.03,5.49,0.25
2,200,41a9345e47,The Aurelian Federation,Isolationist,70.61,50.0,13.75,6.6,0.27
2,200,6edc6616b2,Scientific Galacticite Union,Scientific,44.36,27.72,12.06,4.58,0.0
2,200,82b29167c3,Galactican Directorate,Scientific,64.76,50.0,8.75,5.65,0.36
2,200,cbdac2fac3,Scientific Zylarex Union,Scientific,28.91,0.0,25.0,3.91,0.0
2,200,9891e1dd90,Scientific Kaelumari Union,Scientific,40.56,23.39,12.0,5.17,0.0
2,200,5087e1422a,Unified Zeloid Council,Scientific,72.44,50.0,10.64,9.33,2.47
2,200,5d94c085f5,Allied Valis Systems,Scientific,17.56,0.0,12.0,5.56,0.0
2,200,cc71651dca,Unified Solex Council,Scientific,15.66,0.0,10.37,5.29,0.0
2,200,b7f420628f,Consolidated Iota-perseis Worlds,Diplomatic,21.24,0.0,16.42,4.82,0.0
2,200,1a2a63b5eb,Allied Thranian Systems,Isolationist,69.18,50.0,12.05,5.93,1.2
2,200,9eeb4737e9,Unified Merite Council,Scientific,32.61,20.01,7.17,5.42,0.0
2,200,8e17c1b492,Solex Commonwealth,Diplomatic,72.08,50.0,12.5,5.45,4.14
2,200,35e0e185b7,Scientific Valan Union,Scientific,38.4,18.79,13.84,5.77,0.0
2,200,15c488fdb9,Unified Vesperite Council,Scientific,63.5,48.11,10.45,4.94,0.0
2,200,52be76d999,Zelian Directorate,Isolationist,63.48,50.0,7.01,5.52,0.95
2,200,2d148d0e47,Allied Cygnian Systems,Scientific,48.11,24.13,18.13,5.85,0.0
2,200,a4eac32597,Scientific Omega-cygnis Union,Scientific,73.27,50.0,18.25,4.98,0.04
2,200,f94aaeed85,Allied Cygnite Systems,Scientific,82.33,50.0,23.88,6.95,1.49
2,200,a9283be55d,The Epsilon-perseis Federation,Industrialist,76.58,50.0,14.26,5.93,6.39
2,200,27d9c8dc46,The Perseian Federation,Industrialist,66.01,50.0,6.73,4.96,4.32
2,200,2c89a9e0dc,Scientific Persean Union,Scientific,77.19,50.0,21.63,5.56,0.0
2,200,c45231c414,Scientific Epsilon-perseis Union,Scientific,55.89,31.78,17.89,5.87,0.35
2,200,7fdb421436,Consolidated Cygnian Worlds,Industrialist,27.08,0.0,22.0,5.08,0.0
2,200,b323933feb,Allied Solian Systems,Scientific,25.39,0.0,15.95,9.44,0.0
2,200,c5f014b287,Bulgan Directorate,Scientific,49.92,24.91,22.0,3.01,0.0
2,200,8d88177d24,Bulgian Directorate,Scientific,49.51,26.31,15.05,5.19,2.96
2,200,e1c4b2ed14,Scientific Vesperan Union,Scientific,22.71,0.0,17.84,4.87,0.0
2,200,a568c633c8,Aurelari Directorate,Scientific,10.99,0.0,7.0,3.99,0.0
2,200,0187c7d64a,The Vesperan Federation,Isolationist,86.49,50.0,25.0,7.5,3.99
2,200,189d8d8d1b,Valite Directorate,Scientific,69.24,50.0,14.56,4.66,0.02
2,200,57f00e3f50,Unified Vesperite Council,Scientific,62.43,50.0,7.44,4.96,0.04
2,200,d427d38a9f,Unified Kaelumex Council,Scientific,62.58,42.52,14.2,5.6,0.25
2,200,f1337406a3,Thranan Directorate,Scientific,33.78,20.33,8.51,4.94,0.0
2,200,ecbe2dc98a,Zelari Commonwealth,Scientific,81.6,50.0,21.25,5.63,4.72
2,200,354b63d6d6,Scientific Solex Union,Scientific,64.53,50.0,9.5,5.03,0.0
2,200,fce0550f04,Unified Thranian Council,Scientific,70.87,50.0,15.07,5.1,0.7
2,200,f7a8fcf1b2,Scientific Aurelari Union,Scientific,47.1,26.9,14.7,4.43,1.07
2,200,8c80ad65b6,Orionex Directorate,Scientific,71.35,50.0,12.17,5.24,3.94
2,200,65154f1c30,Scientific Kaeluman Union,Scientific,51.29,36.2,9.53,5.57,0.0
2,200,e6f9f9e411,Unified Kaelumex Council,Scientific,21.68,0.0,12.5,9.18,0.0
2,200,24e153416d,Unified Aurelis Council,Scientific,41.91,24.95,12.0,4.96,0.0
2,200,38ade68c1e,Scientific Thranex Union,Scientific,74.33,50.0,15.83,4.56,3.93
2,200,eacab5ee97,Thranan Directorate,Scientific,63.3,50.0,4.34,5.03,3.93
2,200,fadaa4a404,Valian Directorate,Scientific,71.81,50.0,17.86,3.95,0.0
2,200,ebda9e7b67,Solite Directorate,Scientific,49.36,30.37,14.62,4.1,0.26
2,200,de8a7cab3b,Unified Merian Council,Scientific,58.75,50.0,2.5,5.9,0.34
2,200,5573af18db,Merian Directorate,Scientific,65.97,49.23,12.0,4.74,0.0
2,200,e13216033f,Meroid Directorate,Scientific,53.01,34.03,12.5,5.92,0.56
2,200,bee1d78260,Zylarian Commonwealth,Industrialist,89.73,50.0,25.0,9.99,4.74
2,200,2a8b6fc81d,Unified Zylarite Council,Scientific,79.86,50.0,24.5,5.36,0.0
2,200,2320636026,Unified Valian Council,Scientific,66.63,50.0,7.53,4.83,4.26
2,200,e976b29c9d,Scientific Orionoid Union,Scientific,37.77,19.88,11.25,5.62,1.01
2,200,dc0074adc3,Unified Valite Council,Scientific,67.33,50.0,12.14,5.19,0.0
2,200,303a3df484,Unified Zelex Council,Scientific,59.96,31.21,20.96,5.64,2.15
2,200,02b9381952,Aurelian Directorate,Scientific,71.79,50.0,16.08,5.66,0.05
2,200,08caaac3af,Unified Orionian Council,Scientific,75.23,50.0,21.25,3.98,0.0
2,200,0ad458611c,Unified Orionian Council,Scientific,39.91,22.28,11.77,5.25,0.61
2,200,c2fe0ab024,Unified Orionan Council,Scientific,72.41,50.0,10.86,5.72,5.83
2,200,91474e8269,Vesperian Directorate,Scientific,37.06,15.2,12.99,8.87,0.0
2,200,32d2bbd884,Unified Zelan Council,Scientific,76.29,50.0,21.25,4.71,0.32
2,200,f343101fe6,Unified Aurelari Council,Scientific,73.71,50.0,14.21,5.74,3.77
2,200,1cf19da3a9,Unified Merex Council,Scientific,71.51,50.0,15.54,5.71,0.25
2,200,fc241018ec,Kaelumis Directorate,Isolationist,62.38,37.82,19.63,4.71,0.22
2,200,2c6958242d,Merian Commonwealth,Scientific,63.08,50.0,8.34,4.74,0.0
2,200,950050e41a,Zylarite Commonwealth,Industrialist,56.7,27.14,17.46,8.48,3.62
2,200,7ec564c9db,Scientific Valex Union,Scientific,79.62,50.0,24.5,3.92,1.2
2,200,2e4e7545f5,Unified Xenian Council,Scientific,79.09,50.0,24.5,4.59,0.0
2,200,f9c2058d1a,Zylarian Directorate,Scientific,85.32,50.0,24.5,5.7,5.12
2,200,28100766c8,Bulgite Directorate,Scientific,29.76,0.0,25.0,4.76,0.0
2,200,bbf8578e8c,Unified Orionite Council,Scientific,77.18,50.0,21.6,5.57,0.0
2,200,8478dfd6f7,Merari Directorate,Industrialist,64.66,50.0,8.07,5.16,1.43
2,200,6f1e390274,Kaelumis Directorate,Scientific,57.39,33.0,12.5,10.13,1.75
2,200,b12b67a0db,Unified Zelian Council,Scientific,68.07,50.0,8.57,6.44,3.06
2,200,28728de334,Scientific Xenite Union,Scientific,79.5,50.0,24.5,4.99,0.0
2,200,5d6505f12a,Unified Aurelis Council,Scientific,33.07,13.73,9.26,8.08,2.0
2,200,2c64149009,Unified Vesperex Council,Scientific,72.32,50.0,16.04,5.97,0.31
2,200,ed45fe3a8d,Vesperari Directorate,Scientific,37.6,24.02,9.5,3.89,0.18
2,200,b1f20b8a8c,The Aurelan Federation,Industrialist,71.98,50.0,16.58,5.4,0.0
2,200,43cb04ad80,Xenoid Directorate,Scientific,11.74,0.0,6.34,5.4,0.0
2,200,3a375c2f6d,Scientific Xenan Union,Scientific,62.23,50.0,5.2,5.26,1.76
2,200,0fa7096d5a,Zelis Directorate,Scientific,74.35,49.12,19.67,5.55,0.0
2,200,3c196b299c,Scientific Vesperari Union,Scientific,64.36,50.0,8.1,4.03,2.24
2,200,1a67be5b7f,Scientific Zelite Union,Scientific,40.77,20.11,12.0,5.24,3.42
2,200,862f6cbc45,Unified Thranan Council,Scientific,69.03,50.0,14.15,4.87,0.0
2,200,9883f23173,Consolidated Aureloid Worlds,Scientific,73.97,50.0,18.7,5.27,0.0
2,200,22c13af7a1,Unified Vesperoid Council,Scientific,72.95,44.2,21.39,6.02,1.34
2,200,ac70f57b73,Unified Solex Council,Scientific,62.03,38.9,16.89,6.03,0.21
2,200,60a971a839,Cygnan Directorate,Scientific,77.45,50.0,22.08,5.13,0.24
2,200,e941b86692,Cygnite Commonwealth,Diplomatic,63.71,50.0,9.66,4.04,0.0
2,200,8dcb447d0f,Cygnian Directorate,Scientific,50.68,32.54,12.0,5.58,0.56
2,200,0130446f7e,Scientific Kaelumis Union,Scientific,76.22,50.0,19.95,5.66,0.6
2,200,d1ebd8161b,Unified Meran Council,Industrialist,67.25,50.0,11.25,6.0,0.0
2,200,d056d7ce4a,Scientific Thranex Union,Scientific,57.61,32.84,18.24,5.53,1.0
2,200,74136dc7b0,The Solari Federation,Industrialist,78.09,50.0,10.53,10.0,7.57
2,200,61dc46303f,Consolidated Zelis Worlds,Scientific,67.49,50.0,11.44,4.77,1.28
2,200,8fbf42f886,Vesperis Commonwealth,Isolationist,72.84,50.0,16.32,5.72,0.8
2,200,7388512271,Unified Orionari Council,Scientific,75.94,50.0,19.96,5.78,0.19
2,200,b6ae409cbf,Unified Vesperite Council,Scientific,52.48,25.43,21.14,5.82,0.09
2,200,622de7102b,Orionite Commonwealth,Industrialist,16.96,0.0,12.43,4.53,0.0
2,200,996190e522,Orionan Directorate,Scientific,42.04,16.91,18.96,6.16,0.0
2,200,f7bd18e491,Thranis Commonwealth,Scientific,62.79,50.0,3.73,5.72,3.33
2,200,556d6c2378,Meroid Directorate,Scientific,70.48,47.4,16.5,6.58,0.0
2,200,ff559623e3,Consolidated Merian Worlds,Industrialist,65.95,50.0,9.89,5.5,0.56
2,200,a38e0777cd,Zelex Directorate,Scientific,46.02,23.62,12.5,5.89,4.0
2,200,4c2540c708,Unified Orionoid Council,Scientific,20.94,0.0,17.16,3.77,0.0
2,200,b7069c3852,Unified Orionex Council,Scientific,53.12,26.84,20.65,5.62,0.0
2,200,81714ff4c3,Consolidated Xenari Worlds,Scientific,70.47,50.0,12.0,5.18,3.29
2,200,f3f5dfde4c,Scientific Zelis Union,Scientific,74.61,50.0,19.25,5.17,0.19
2,200,e12feef736,Scientific Kaeluman Union,Scientific,67.52,50.0,12.0,4.61,0.91
2,200,fba15f0324,Unified Vesperoid Council,Scientific,62.61,50.0,8.33,4.09,0.19
2,200,350e107aae,Allied Aurelan Systems,Militaristic,75.11,50.0,19.54,5.48,0.08
2,200,22091a7056,Scientific Zylaris Union,Scientific,54.58,40.78,8.75,4.85,0.2
2,200,03d3903c7c,Unified Orionex Council,Scientific,71.38,50.0,15.67,5.61,0.1
2,200,2211d3100d,Kaelumex Directorate,Scientific,66.85,50.0,8.97,5.41,2.47
2,200,459f704847,Thranari Directorate,Scientific,73.17,50.0,12.5,10.32,0.35
2,200,575810e85b,Scientific Orionex Union,Scientific,59.43,31.62,22.0,5.81,0.0
2,200,182edcdd37,Aurelan Commonwealth,Scientific,15.96,0.0,11.25,4.71,0.0
2,200,e47a782635,The Xi-sagittariis Federation,Industrialist,13.56,0.0,8.13,5.43,0.0
2,200,2705d84a32,Unified Vesperari Council,Scientific,64.63,48.0,11.39,5.25,0.0
2,200,92810d80b3,The Aurelis Federation,Scientific,72.74,46.26,17.48,5.92,3.07
2,200,7e5521abbb,Scientific Kaelumis Union,Scientific,54.75,27.22,22.35,5.18,0.0
2,200,b9ec32251d,Allied Zylarian Systems,Scientific,83.9,50.0,25.0,8.56,0.34
2,200,7c376afd56,The Kaelumis Federation,Industrialist,71.14,50.0,11.39,9.76,0.0
2,200,0cb785b3d6,Kaelumite Commonwealth,Scientific,44.42,23.44,12.0,6.12,2.86
2,200,7bf42c3a49,Sagittariite Directorate,Scientific,18.66,0.0,9.44,9.21,0.0
2,200,c3b1779520,Aurelis Commonwealth,Scientific,29.77,0.0,19.68,10.09,0.0
2,200,37a4cea3d7,Consolidated Solite Worlds,Scientific,70.37,50.0,12.05,5.11,3.2
2,200,57733c8324,Scientific Merite Union,Scientific,68.65,39.27,24.5,4.88,0.0
2,200,467216187a,Allied Thranex Systems,Scientific,70.28,50.0,13.5,5.67,1.11
2,200,e00bc2a5e5,Thranite Directorate,Scientific,24.08,0.0,18.28,5.8,0.0
2,200,b2c9872c2d,Unified Sagittariite Council,Scientific,63.03,50.0,8.48,4.55,0.0
2,200,792f609a6f,Unified Sagittariite Council,Scientific,55.38,28.05,21.44,5.38,0.51
2,200,b9c3618013,Unified Sagittariite Council,Scientific,83.86,50.0,23.75,5.59,4.51
2,200,3aa8ce54ee,Allied Sagittariian Systems,Industrialist,65.55,50.0,7.19,5.98,2.38
2,200,4b4e90bd89,The Meran Federation,Scientific,31.87,0.0,22.5,9.37,0.0
2,200,764f599826,Unified Solite Council,Scientific,68.17,41.69,20.63,5.59,0.26
2,200,83c39baf65,Zylarite Directorate,Scientific,68.52,45.03,17.6,5.9,0.0
2,200,927dbfac0b,Scientific Kaelumis Union,Scientific,63.33,50.0,7.68,5.63,0.02
2,200,8e65d7f5b1,Scientific Zeloid Union,Explorer,65.19,50.0,7.12,6.09,1.98
2,200,f0f8b2423b,Xenex Directorate,Scientific,49.62,24.77,19.26,5.6,0.0
2,200,31aeef2350,Scientific Solian Union,Scientific,70.24,50.0,13.85,4.83,1.56
2,200,83775e646f,Consolidated Thranite Worlds,Scientific,73.58,50.0,12.96,5.58,5.04
2,200,2ed96a351c,Unified Valite Council,Scientific,42.32,24.54,12.0,5.78,0.0
2,200,c1cc584fd5,Unified Merite Council,Scientific,69.37,50.0,12.0,5.52,1.86
2,200,11452e96e6,Scientific Zelex Union,Scientific,70.32,50.0,14.62,5.71,0.0
2,200,80ce70725d,Scientific Kaelumian Union,Scientific,57.31,27.02,18.59,9.38,2.31
2,200,75447b1ce9,Zylarian Commonwealth,Industrialist,79.36,50.0,22.0,6.2,1.16
2,200,f61290c372,Scientific Orionari Union,Scientific,17.14,0.0,11.8,5.35,0.0
2,200,71efb681fc,The Aureloid Federation,Scientific,21.08,0.0,12.5,8.58,0.0
2,200,13b6f1c19c,Allied Orionite Systems,Scientific,51.39,23.77,16.9,10.0,0.72
2,200,ee9099d9b7,Vesperan Directorate,Scientific,67.67,50.0,8.05,9.62,0.0
2,200,38d523ac80,Scientific Vesperoid Union,Scientific,76.96,50.0,21.58,5.07,0.3
2,200,4bf29f7756,Scientific Zylaroid Union,Scientific,59.89,50.0,5.81,4.07,0.0
2,200,8a78a0e229,Unified Vesperoid Council,Scientific,58.39,33.0,17.64,5.77,1.97
2,200,5fec320399,Unified Orionan Council,Scientific,79.38,50.0,21.25,6.13,2.0
2,200,822326926a,Unified Meroid Council,Scientific,56.58,23.88,23.11,9.59,0.0
2,200,0a6e8b3547,The Nu-cygnis Federation,Scientific,28.78,0.0,24.5,4.28,0.0
2,200,8bc980ecf5,Unified Meris Council,Scientific,24.88,0.0,20.78,4.09,0.0
2,200,18daa88e4f,Scientific Rho-perseis Union,Scientific,65.16,50.0,9.5,4.83,0.83
2,200,b6d872712f,Scientific Persean Union,Scientific,41.46,20.82,12.5,8.14,0.0
2,200,7c40c9ebf8,Scientific Vesperian Union,Scientific,43.76,26.67,12.61,4.48,0.0
2,200,28f3b831a2,Scientific Aureloid Union,Scientific,72.98,50.0,17.75,5.21,0.01
2,200,20af608f42,Consolidated Orionite Worlds,Diplomatic,16.91,0.0,12.09,4.81,0.0
2,200,f03d90fb8f,Thranite Directorate,Industrialist,67.46,50.0,11.5,5.91,0.05
2,200,3c04f1e4d3,Scientific Xenite Union,Scientific,68.43,50.0,8.75,6.11,3.58
2,200,123f4d1fb7,Aurelian Directorate,Scientific,71.14,46.52,19.28,5.33,0.0
2,200,15474381ae,Scientific Kaelumari Union,Scientific,49.8,30.97,12.5,5.56,0.77
2,200,e905d91038,Allied Zelari Systems,Diplomatic,59.14,32.36,19.12,5.73,1.93
2,200,f7ed0ea8ba,Thranari Commonwealth,Scientific,71.66,50.0,16.53,5.12,0.0
2,200,176da50470,Unified Mu-perseis Council,Scientific,29.14,0.0,19.94,9.19,0.0
2,200,f83f785370,Consolidated Valian Worlds,Scientific,27.97,0.0,22.5,5.47,0.0
2,200,85aec51e58,Consolidated Thranoid Worlds,Isolationist,24.94,0.0,19.79,5.15,0.0
2,200,4c224c8349,Vesperari Directorate,Scientific,19.16,0.0,14.15,5.01,0.0
2,200,37270686ec,Scientific Bulgite Union,Scientific,49.62,29.68,15.75,4.19,0.0
2,200,b9be6a525a,The Bulgite Federation,Diplomatic,82.91,50.0,25.0,5.39,2.52
3,300,f8c1278b86,Consolidated Zelis Worlds,Scientific,61.62,46.0,9.0,5.49,1.13
3,300,4836a15586,Scientific Valan Union,Scientific,60.99,47.02,8.75,5.22,0.0
3,300,ee951bbfab,Kaelumian Directorate,Scientific,16.41,0.0,8.75,7.66,0.0
3,300,b2e833d309,Allied Orionoid Systems,Scientific,23.87,0.0,17.5,6.37,0.0
3,300,faf8d4b64a,Solex Directorate,Scientific,23.83,0.0,18.75,5.08,0.0
3,300,a500abb373,The Zelari Federation,Scientific,28.51,0.0,23.23,5.28,0.0
3,300,9594053f90,Scientific Galacticite Union,Scientific,48.82,24.35,18.96,4.05,1.46
3,300,22b55b78e2,Unified Omicron-galacticis Council,Scientific,72.76,50.0,18.25,4.51,0.0
3,300,185a68bac9,Scientific Solari Union,Scientific,16.53,0.0,7.94,8.59,0.0
3,300,c4f121b6c1,Orionian Directorate,Scientific,17.38,0.0,9.35,8.03,0.0
3,300,70a115d461,Consolidated Aurelite Worlds,Scientific,27.4,0.0,19.73,7.67,0.0
3,300,26b5626b6c,Scientific Thranan Union,Scientific,71.01,50.0,14.79,5.94,0.29
3,300,8a41c4ac34,Valis Directorate,Scientific,55.13,38.83,9.07,5.63,1.6
3,300,15286fa1f5,Consolidated Zelari Worlds,Scientific,63.13,50.0,6.64,6.49,0.0
3,300,ec5efdeb2d,The Bulgite Federation,Scientific,32.04,0.0,25.0,7.04,0.0
3,300,2f0954acad,Scientific Aethelgardian Union,Scientific,49.04,27.15,15.52,4.39,1.98
3,300,c7c9fca9a1,Unified Aethelgardis Council,Scientific,63.5,50.0,8.05,5.45,0.0
3,300,511ff78315,Allied Zeta-cygnis Systems,Scientific,33.18,0.0,24.09,9.08,0.0
3,300,95cba99a70,Consolidated Aureloid Worlds,Diplomatic,68.82,50.0,11.5,5.45,1.87
3,300,73cb158d41,Unified Vesperari Council,Scientific,83.44,50.0,24.5,8.61,0.32
3,300,7419a59432,Unified Merari Council,Scientific,64.26,50.0,8.89,5.37,0.0
3,300,bb1351012f,Zylarian Directorate,Scientific,72.45,46.33,18.46,6.09,1.57
3,300,3be9d94e07,Unified Kaelumoid Council,Scientific,67.68,50.0,11.07,6.0,0.61
3,300,033668785c,The Solis Federation,Industrialist,82.67,50.0,25.0,7.53,0.14
3,300,f8a4edc83b,Consolidated Xenoid Worlds,Industrialist,66.27,50.0,11.25,4.99,0.03
3,300,d2748466c9,Scientific Xenis Union,Scientific,48.66,28.66,14.47,5.53,0.0
3,300,4a7ef72f37,The Bulgite Federation,Scientific,12.75,0.0,9.02,3.73,0.0
3,300,23979e6a05,Unified Persean Council,Scientific,75.24,50.0,19.98,5.26,0.0
3,300,b6e89e8b4d,Allied Chi-perseis Systems,Diplomatic,44.45,24.44,12.5,5.9,1.61
3,300,243eff68e3,Sigma-bulgis Directorate,Scientific,17.49,0.0,11.5,5.99,0.0
3,300,9aa2eff7c3,Persean Directorate,Scientific,32.14,0.0,24.5,7.64,0.0
3,300,5db2756626,Unified Zelian Council,Scientific,56.39,26.21,21.76,8.43,0.0
3,300,37df7ce9be,Unified Xenoid Council,Scientific,67.0,50.0,9.1,7.88,0.02
3,300,63fff6610a,Meris Directorate,Scientific,79.47,50.0,23.25,5.36,0.86
